
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:18.460 --> 00:02:21.460]   So I imagine he's taking a big cut of the action.
[00:02:21.460 --> 00:02:28.460]   I'm trying to convince him to find a good fee-only advisor to help them get set up for retirement, but I'm not sure about how to go about finding a good one.
[00:02:28.460 --> 00:02:30.460]   Thanks for the help, Brandon."
[00:02:30.460 --> 00:02:37.460]   Brandon, thanks for the most difficult question that I get every single time on this show, "How do I find a good financial advisor?"
[00:02:37.460 --> 00:02:42.460]   I'm going to set that kind of aside because I will talk about it more in the future.
[00:02:42.460 --> 00:02:48.460]   We'll do some shows on how to find a good – good questions to ask a good advisor.
[00:02:48.460 --> 00:02:53.460]   My best answer to that is simply to educate people and trust that you'll know when you find one.
[00:02:53.460 --> 00:02:55.460]   That's the best answer I've got right now.
[00:02:55.460 --> 00:03:03.460]   But let's talk about the annuities question because I think this is a question that a lot of people find themselves – or a predicament that a lot of people find themselves in.
[00:03:03.460 --> 00:03:06.460]   And it bugs me.
[00:03:06.460 --> 00:03:11.460]   The annuity sales business, especially here in Florida, is alive and well.
[00:03:11.460 --> 00:03:13.460]   And this one drives me nuts.
[00:03:13.460 --> 00:03:18.460]   There are radio shows after radio shows dedicated to this topic.
[00:03:18.460 --> 00:03:23.460]   Every Saturday morning or Sunday morning, you can turn on the local AM radio station.
[00:03:23.460 --> 00:03:29.460]   You can order around about 15 different people who advertise all over the place.
[00:03:29.460 --> 00:03:35.460]   Get your guide to the way to participate in the upsides of the stock market without the downside potential.
[00:03:35.460 --> 00:03:38.460]   You order away and you get your DVD and then you get the phone call.
[00:03:38.460 --> 00:03:45.460]   It sounds like your parents got the postcard probably and they went for the free dinner type of approach.
[00:03:45.460 --> 00:03:47.460]   I have – let's see.
[00:03:47.460 --> 00:03:49.460]   Do I have any friends who do this kind of seminar thing?
[00:03:49.460 --> 00:03:53.460]   I don't think I know anyone who does a seminar thing, but I know a lot of people do it here in Florida.
[00:03:53.460 --> 00:04:00.460]   I live in very much a retirement kind of corridor in Palm Beach County where there are a lot of retirees.
[00:04:00.460 --> 00:04:05.460]   And at least once a week I get one of these solicitations in the mail.
[00:04:05.460 --> 00:04:16.460]   Previously when I was transitioning my business away from working with kind of everyday younger families type of clients to working exclusively with retirees,
[00:04:16.460 --> 00:04:22.460]   I was going through the thought process of how do I find and attract prospective retiree clients.
[00:04:22.460 --> 00:04:26.460]   And I researched and thought about using that form of marketing myself.
[00:04:26.460 --> 00:04:30.460]   And like with anything, there are ways to do it well and there are ways to not do it well.
[00:04:30.460 --> 00:04:34.460]   It just depends on the scenario.
[00:04:34.460 --> 00:04:45.460]   I'm glad to read in your question at least the comment that you made about not that there's anything inherently wrong with annuities.
[00:04:45.460 --> 00:04:51.460]   Most people have a big red flag anytime they have about annuities and probably this is rightly so.
[00:04:51.460 --> 00:04:54.460]   I have not done a standalone show on annuities.
[00:04:54.460 --> 00:04:57.460]   I have not been able to just simply get to it yet.
[00:04:57.460 --> 00:04:59.460]   At some point I will.
[00:04:59.460 --> 00:05:12.460]   But the challenge is that the word "annuity" as you say is a very vague term and it encompasses everything from the Social Security Administration which pays out their income to you in the form of an annuity.
[00:05:12.460 --> 00:05:31.460]   To how you might receive a settlement in a lawsuit to a fairly old-fashioned straightforward investment product to some of the newfangled most incredibly complicated financial products that have ever been created in the history of the world.
[00:05:31.460 --> 00:05:34.460]   And it's a killer market.
[00:05:34.460 --> 00:05:41.460]   It's a tough market to work in because you got to look through and figure out what are you facing and what are you dealing with.
[00:05:41.460 --> 00:05:45.460]   And with your parents, you say just moved to Florida last year.
[00:05:45.460 --> 00:05:52.460]   So that would tell me that they probably have just maybe perhaps retired from jobs and are setting up their retirement lifestyle.
[00:05:52.460 --> 00:05:59.460]   They're in a perfect scenario where purchasing annuities may be a really good plan for them, maybe a really good idea.
[00:05:59.460 --> 00:06:09.460]   I personally in working with my parents who are probably of similar age, I recommend to them some of their money be in annuities.
[00:06:09.460 --> 00:06:24.460]   Assuming that the financial landscape looks kind of like it does today, which is a big assumption, but if I were kind of going that traditional financial planning model, I'd accumulated say a million or two million dollars and I'm turning 65 and I want to retire.
[00:06:24.460 --> 00:06:31.460]   I would put a substantial portion of my net worth into annuity contracts to pay me out an income.
[00:06:31.460 --> 00:06:45.460]   And the reason for that is because annuities are peerless in their ability to deliver a consistent income in retirement.
[00:06:45.460 --> 00:06:53.460]   The entire purpose of an annuity is to take a lump sum of money and disperse it over a specific period of time.
[00:06:53.460 --> 00:07:00.460]   That specific period of time can be a specific period measured in years, 10 years, 20 years, 30 years.
[00:07:00.460 --> 00:07:05.460]   It can also be over a lifetime, which is where annuities really shine.
[00:07:05.460 --> 00:07:29.460]   And with the sheer flexibility of annuities, especially of the ability to own what they call variable investments, so basically the ability to own mutual funds within an annuity and to pull guaranteed income off of those investments, annuities really do, in my opinion, a great job of solving some of the real challenges for how do we go from piling up money to how do we go to distributing the money.
[00:07:29.460 --> 00:07:32.460]   They really do a great job.
[00:07:32.460 --> 00:07:43.460]   One of my favorite ways to pull a retirement income off of a portfolio is through the use of a variable annuity contract.
[00:07:43.460 --> 00:07:49.460]   And my preference is not for – and again, this is just a general recommendation.
[00:07:49.460 --> 00:07:54.460]   There would be exceptions to this that the facts and circumstances of a specific scenario would change.
[00:07:54.460 --> 00:08:12.460]   But my preference personally, my bias is away from the equity indexed or fixed indexed products, which those are the products where your account is tied to an external metric, an external index, something like the S&P 500 index.
[00:08:12.460 --> 00:08:16.460]   And yet it is based upon the insurance component.
[00:08:16.460 --> 00:08:18.460]   It's guaranteed not to go down.
[00:08:18.460 --> 00:08:32.460]   This is where any time you see an advertisement or hear the words "participate in the upside of the market without the downside risk" or anything like that, that is going in the direction of either an equity indexed or a fixed indexed annuity.
[00:08:32.460 --> 00:08:36.460]   And they probably have their place, but that's not my preference.
[00:08:36.460 --> 00:08:43.460]   My preference is just a straight, systematic, simple variable annuity product, variable income plan.
[00:08:43.460 --> 00:08:49.460]   And to describe to you how simple it can work, here would be basically how it works.
[00:08:49.460 --> 00:08:59.460]   When you're accumulating assets within the context of an annuity contract, you are not – you're buying what are called accumulation units of an annuity.
[00:08:59.460 --> 00:09:06.460]   This is the insurance lingo of how your actual check that you send in every month or in a lump sum works.
[00:09:06.460 --> 00:09:09.460]   It purchases a certain amount of accumulation units.
[00:09:09.460 --> 00:09:13.460]   Think of this primarily as an accounting metric.
[00:09:13.460 --> 00:09:21.460]   So instead of buying a certain number of shares of a mutual fund, you're actually purchasing accumulation units of an annuity.
[00:09:21.460 --> 00:09:24.460]   Then there comes a point in time where – with an annuity.
[00:09:24.460 --> 00:09:34.460]   You don't have to, but there comes a point in time where you do what you call annuitize the contract where it means instead of putting money into the contract, you can put money into the contract in a lump sum.
[00:09:34.460 --> 00:09:36.460]   So they call it an immediate.
[00:09:36.460 --> 00:09:42.460]   Well, that can be either an immediate or a deferred annuity, but basically you can put it in a lump sum or you can put it in with a series of payments over time.
[00:09:42.460 --> 00:09:46.460]   On a monthly basis, you contribute $300 a month to the annuity.
[00:09:46.460 --> 00:09:51.460]   Then at some point in time, you annuitize the contract, which means you turn on the income feature.
[00:09:51.460 --> 00:09:57.460]   So instead of you putting money into the contract, then that money comes out to you.
[00:09:57.460 --> 00:10:03.460]   Simplistically, this can either happen immediately, in which case that's what happens when you buy what they call an immediate annuity.
[00:10:03.460 --> 00:10:06.460]   You bring $100,000 to the insurance company.
[00:10:06.460 --> 00:10:10.460]   You say, "Here's $100,000 and pay me my income immediately."
[00:10:10.460 --> 00:10:12.460]   In that case, that's called an immediate annuity.
[00:10:12.460 --> 00:10:15.460]   Or you can do that on a deferred basis.
[00:10:15.460 --> 00:10:17.460]   "Here's my $100,000.
[00:10:17.460 --> 00:10:23.460]   I'm going to take the income at some point in the future, but I'm not sure when, maybe five years, maybe ten years, maybe 30 years from now."
[00:10:23.460 --> 00:10:27.460]   So you defer the income payments out until the future.
[00:10:27.460 --> 00:10:32.460]   That doesn't matter other than to explain those terms for you for the sake of this conversation.
[00:10:32.460 --> 00:10:39.460]   At the time that you annuitize the contract, you start to make distributions from the contract into your checking account.
[00:10:39.460 --> 00:10:41.460]   That's called annuitizing the contract.
[00:10:41.460 --> 00:10:53.460]   The way annuities work is that when that happens, the insurance company converts your accumulation units into what are called annuity units.
[00:10:53.460 --> 00:11:00.460]   It's a set number of units, an accounting metric similar to saying it's a set number of mutual fund shares.
[00:11:00.460 --> 00:11:08.460]   Then that's the number off of which your income is based, based upon the internal formulas of the contract.
[00:11:08.460 --> 00:11:17.460]   Once you own those annuity units, you will never own more annuity units and you will never own less annuity units.
[00:11:17.460 --> 00:11:25.460]   If you've purchased and you own 100 annuity units, that number will never increase or decrease based upon the performance of your investment accounts.
[00:11:25.460 --> 00:11:36.460]   But the actual value of those units will increase or decrease based upon the performance of whatever investments you've selected within that contract.
[00:11:36.460 --> 00:11:43.460]   We're talking here about variable contracts that have investment companies, basically mutual fund shares.
[00:11:43.460 --> 00:11:47.460]   A version of mutual fund shares is called subaccounts within them.
[00:11:47.460 --> 00:11:57.460]   Then your income payments, if the value of those investment units – those annuity units goes up, your income payments will rise.
[00:11:57.460 --> 00:12:02.460]   If the value of those annuity units goes down, then your income payments will go down.
[00:12:02.460 --> 00:12:06.460]   So this might mean that your initial payment would be say $1,000 a month.
[00:12:06.460 --> 00:12:12.460]   But then in the next month, the market has increased or the value of your investments has increased.
[00:12:12.460 --> 00:12:15.460]   So then your next month's payment might be $1,056.
[00:12:15.460 --> 00:12:18.460]   Then the next month, it might be $1,063.
[00:12:18.460 --> 00:12:26.460]   But then the market might go down and so it might go down to $1,032 and then it might be $975 and then it might be $970.
[00:12:26.460 --> 00:12:35.460]   It might go down dramatically depending on what happens with the underlying value of the investment that will drive the income payment.
[00:12:35.460 --> 00:12:45.460]   The beauty of this type of approach is it smooths out the payment stream and it allows the payment stream to grow steadily over time.
[00:12:45.460 --> 00:12:52.460]   Assuming that the underlying investments grow and it allows the payment stream to keep pace with inflation.
[00:12:52.460 --> 00:13:01.460]   If you have a well-built portfolio – and here we would be going with a mainstream portfolio allocation following modern portfolio theory –
[00:13:01.460 --> 00:13:09.460]   with good diversification across asset classes, so we have a portfolio that's insulated from various risks that are likely to face it.
[00:13:09.460 --> 00:13:15.460]   If we have a well-built portfolio, these income payments can perform extremely well.
[00:13:15.460 --> 00:13:17.460]   These are investment products.
[00:13:17.460 --> 00:13:21.460]   So in a sales scenario, you're not allowed to do what's called a forward-looking statement.
[00:13:21.460 --> 00:13:25.460]   You can't run an analysis showing what it would do.
[00:13:25.460 --> 00:13:29.460]   But you can do a backward-looking analysis and say, "Well, what would have happened?"
[00:13:29.460 --> 00:13:38.460]   And when I've gone back and back-tested these things, you go back to the '70s or the '80s or the '90s depending on the different mutual funds that you can use in the account.
[00:13:38.460 --> 00:13:49.460]   The payments work really well because if you started it in, say, 1982 and all of a sudden you got to 2001, in 1982 your initial monthly payment may have been $1,000 a month.
[00:13:49.460 --> 00:13:54.460]   But in 2001, it may have been, say, $2,900 a month.
[00:13:54.460 --> 00:14:00.460]   And then in 2001, it dropped to, say, $2,200 a month, which is a substantial difference.
[00:14:00.460 --> 00:14:05.460]   But when you compare that over the course of a 30-year retirement, they work really, really well.
[00:14:05.460 --> 00:14:12.460]   Now, some people are in disfavor of these annuities and they are not – they're this type of approach and it's not without its own problems.
[00:14:12.460 --> 00:14:21.460]   For example, it could be argued, well, there was a 30-year bull market and that's why those scenarios worked so well during that back-tested environment.
[00:14:21.460 --> 00:14:23.460]   There are risks to everything.
[00:14:23.460 --> 00:14:30.460]   But annuities are a perfect solution to take a lump sum of money and turn it into an income.
[00:14:30.460 --> 00:14:31.460]   That is what they do best.
[00:14:31.460 --> 00:14:39.460]   And retirees are the best prospective customers for annuities.
[00:14:39.460 --> 00:14:40.460]   They really are.
[00:14:40.460 --> 00:14:43.460]   That's who the product is designed for.
[00:14:43.460 --> 00:14:54.460]   So that's just a little bit of background to I guess try to come at the constant bad press that it seems that annuities get these days, even including variable annuities.
[00:14:54.460 --> 00:15:02.460]   The major benefit – because you can do that kind of fluctuating income based upon management of an investment portfolio.
[00:15:02.460 --> 00:15:12.460]   But the major benefit in what I just described that comes with variable annuities is that you guarantee that you will never outlive that income payment.
[00:15:12.460 --> 00:15:13.460]   You guarantee.
[00:15:13.460 --> 00:15:23.460]   Now, there are many other types of annuities that you can mix and match and each of them can have its own unique place and each of them can have its own unique value.
[00:15:23.460 --> 00:15:32.460]   So I guess what I'm trying to emphasize is that when you describe a financial planning situation that says very simply, "I have a portfolio.
[00:15:32.460 --> 00:15:41.460]   I want to turn it into an income and I want that income to last for life," my brain first goes to some sort of annuity product as the best solution for that.
[00:15:41.460 --> 00:15:43.460]   Well, what's the problem?
[00:15:43.460 --> 00:15:45.460]   Because you're concerned with are they getting screwed.
[00:15:45.460 --> 00:15:52.460]   With any financial investment, you have to understand the potential benefits versus the potential costs.
[00:15:52.460 --> 00:16:03.460]   And annuities have costs, especially if it's some sort of variable annuity product, meaning it has investments inside of it.
[00:16:03.460 --> 00:16:05.460]   Then you have two layers of costs.
[00:16:05.460 --> 00:16:09.460]   You have the costs of the underlying investments.
[00:16:09.460 --> 00:16:14.460]   Traditionally, think of mutual fund expenses as measured as an expense ratio.
[00:16:14.460 --> 00:16:34.460]   Plus, you have the costs of the insurance, the actual underlying costs of the insurance contracts, everything from the annual policy fee, usually $30 to $60, something like that, which is the fee that the insurance company charges every year to send out the mailings and send you your inch-thick prospectus that you don't read and all that stuff.
[00:16:34.460 --> 00:16:48.460]   So everything from that to the actual insurance costs because the way that these are levied is by a life insurance company and they split the cost sharing among all the clients and so there's a basic insurance charge.
[00:16:48.460 --> 00:16:57.460]   Within the context of an annuity contract, this is called a mortality and expense charge or a mortality and expense risk charge or just the M&E charge.
[00:16:57.460 --> 00:17:02.460]   And this is how the insurance company is reimbursed for the guarantee of insurance.
[00:17:02.460 --> 00:17:09.460]   And the difference here is if you were to compare this to – you can still get it but just something like a fixed annuity payment.
[00:17:09.460 --> 00:17:16.460]   With a fixed annuity payment, you just simply give them a sum of money and they give you a guaranteed income that's level going forward.
[00:17:16.460 --> 00:17:19.460]   I'd be surprised if your parents had bought one of these.
[00:17:19.460 --> 00:17:28.460]   With interest rates at their current lows, the fixed annuity market, it's tough to want to lock in a long-term contract at the current interest rates.
[00:17:28.460 --> 00:17:32.460]   So it's most likely that they have purchased some kind of variable product.
[00:17:32.460 --> 00:17:39.460]   On a variable product, there's going to be – that mortality and expense charge is actually how the insurance company accounts for the cost of the annuity.
[00:17:39.460 --> 00:17:47.460]   If it were a fixed product, then they would just simply pull it out before the income payment and you're getting just a direct back and forth.
[00:17:47.460 --> 00:17:52.460]   But the variable charge, it will actually change depending on the value of the contract.
[00:17:52.460 --> 00:17:56.460]   So here is where it gets into the weeds and I'll tell you how to – what to do.
[00:17:56.460 --> 00:17:58.460]   But this is the suspicion.
[00:17:58.460 --> 00:18:04.460]   The other suspicion that you raise, not only annuity which immediately your brain should say, "What about the cost? How expensive is it?"
[00:18:04.460 --> 00:18:12.460]   But insurance product which means commissions and that's where you're getting to the difference between a fee-only advisor versus a non-fee advisor.
[00:18:12.460 --> 00:18:20.460]   Fee-only advisor is one who does not accept commissions of any type including and especially insurance commissions.
[00:18:20.460 --> 00:18:29.460]   And a fee-based advisor would be one who accepts fees and commissions and most people would be building their business on commissions.
[00:18:29.460 --> 00:18:33.460]   Now, is it practical to get an annuity from a fee-only advisor?
[00:18:33.460 --> 00:18:35.460]   Not so sure.
[00:18:35.460 --> 00:18:42.460]   Most fee-only advisors that I work with will generally not use annuities partly because they find it difficult to charge fees on annuities.
[00:18:42.460 --> 00:18:50.460]   And there's a conflict of interest in every single type of investment compensation approach.
[00:18:50.460 --> 00:19:05.460]   You often kind of have to ask yourself the question and say, "Am I – is this fee-only advisor – are they going to recommend simply a mutual fund solution for me because they've done all the research and that's very much the best solution?
[00:19:05.460 --> 00:19:16.460]   Or are they going to recommend a mutual fund solution for me because that allows them to keep the totality of my money in one account so that I can charge an asset center management fee?"
[00:19:16.460 --> 00:19:18.460]   That's the question.
[00:19:18.460 --> 00:19:21.460]   So – which is why many people will go and consult an hourly planner.
[00:19:21.460 --> 00:19:25.460]   That's one of the ways that – or a flat fee planner.
[00:19:25.460 --> 00:19:29.460]   That's one of the ways hopefully of avoiding that conflict of interest in working in the retirement space.
[00:19:29.460 --> 00:19:35.460]   But then again, if you think about how difficult that is from the advisor space of how difficult it is to find clients.
[00:19:35.460 --> 00:19:44.460]   And if you're just simply charging and you're doing a few hours of work for a few hundred bucks, that's a tough value proposition to make it pay off.
[00:19:44.460 --> 00:19:48.460]   So that's the difficulty of the business model of the advisor.
[00:19:48.460 --> 00:19:55.460]   Secondly, if you're just going to do it for a flat fee and let's say that you're going to come into my office or someone's office and, "Okay, send us a check for 7,500 bucks."
[00:19:55.460 --> 00:19:56.460]   Wait a second.
[00:19:56.460 --> 00:19:57.460]   For what?
[00:19:57.460 --> 00:20:00.460]   Most people don't grasp that.
[00:20:00.460 --> 00:20:03.460]   And so many consumers actually prefer the commission model.
[00:20:03.460 --> 00:20:08.460]   So the annuities have a commission associated with them.
[00:20:08.460 --> 00:20:12.460]   There are annuities that don't have a commission associated with them.
[00:20:12.460 --> 00:20:15.460]   In the past, I worked as a fee-based advisor.
[00:20:15.460 --> 00:20:18.460]   So I could charge fees or I could charge commissions.
[00:20:18.460 --> 00:20:25.460]   And I had access to annuities on which I could charge fees so that I could be in a fee-only relationship with that client.
[00:20:25.460 --> 00:20:29.460]   Not as a fee-only advisor but just in that client that everything was based upon fees.
[00:20:29.460 --> 00:20:34.460]   I didn't choose to do that because I didn't feel that was in the client's best interest.
[00:20:34.460 --> 00:20:39.460]   It would have resulted in more compensation to me but I think the commission model on that was cheaper for the client.
[00:20:39.460 --> 00:20:48.460]   And the problem here is the commission rate on annuities changes dramatically from one company to another.
[00:20:48.460 --> 00:20:58.460]   There are many companies that have very low-cost annuity products and very low expenses, very low commission rates.
[00:20:58.460 --> 00:21:07.460]   And other insurance companies try to compete by offering a higher commission rate.
[00:21:07.460 --> 00:21:15.460]   And to the best of my knowledge, there's not going to be any ability for you to have access to that information unless you can ask a broker.
[00:21:15.460 --> 00:21:20.460]   That will just simply tell you or unless you can ask the agent and they tell you.
[00:21:20.460 --> 00:21:29.460]   So a little bit of background to say that the fact pattern that you described here in this short note doesn't necessarily say problem, problem, problem.
[00:21:29.460 --> 00:21:37.460]   But it doesn't necessarily inspire my comfort feelings to say, "Yes, this is fantastic."
[00:21:37.460 --> 00:21:45.460]   The thing that doesn't inspire a comfort level for me is because I believe all financial planning should be done on a comprehensive basis.
[00:21:45.460 --> 00:21:54.460]   And so just kind of purchasing a one-off annuity here or another financial product there doesn't make me feel real good.
[00:21:54.460 --> 00:22:01.460]   It doesn't make me feel all that comfortable because I think, "Wait a second. Is this a comprehensive plan?"
[00:22:01.460 --> 00:22:07.460]   But the reality is not everybody wants comprehensive plans, and your parents may have just simply wanted an investment product.
[00:22:07.460 --> 00:22:10.460]   And that's why they purchased the annuity.
[00:22:10.460 --> 00:22:12.460]   So what can you do about it?
[00:22:12.460 --> 00:22:15.460]   Well, the first thing that you're going to do is pull the prospectus.
[00:22:15.460 --> 00:22:25.460]   And depending on where your parents are in the sales cycle, that will illustrate to them the choices that they have.
[00:22:25.460 --> 00:22:38.460]   If they are still within the context of the process of purchasing the annuity contract and they actually haven't received the contract yet, then the contract can be voided.
[00:22:38.460 --> 00:22:39.460]   It can be canceled.
[00:22:39.460 --> 00:22:44.460]   All insurance contracts in different states I think probably vary depending on the length.
[00:22:44.460 --> 00:22:49.460]   In Florida law I know unless it's changed, it changes from time to time, but it should be about two weeks.
[00:22:49.460 --> 00:23:06.460]   But any time up until two weeks after you've received the actual contract, the physical paper contract from the insurance agent, you have the right to cancel the contract under what's called the free look provision where for any reason at all or no reason you can cancel any insurance contract.
[00:23:06.460 --> 00:23:11.460]   And you're entitled to a 100% return of your money from the insurance company.
[00:23:11.460 --> 00:23:20.460]   If this were an annuity, then that includes just a 100% return of the funds, and there's no expenses or charges associated with it.
[00:23:20.460 --> 00:23:30.460]   So if they're still in the sales cycle of the actual contract, then they can go ahead and cancel that if you're concerned about it or if you find out that it's not very good.
[00:23:30.460 --> 00:23:34.460]   If it's after the sale, then you want to go a little bit more slowly.
[00:23:34.460 --> 00:23:40.460]   And you need to read this – pull the prospectus and you need to figure out what the expenses are.
[00:23:40.460 --> 00:23:44.460]   The prospectus will list in it the actual expenses of the contract.
[00:23:44.460 --> 00:23:46.460]   And it's not that tough.
[00:23:46.460 --> 00:24:04.460]   If you go to the table of contents and just search for expense information and look for what the mortality and expense charge is, look for the policy fee, and then look for the investment accounts and look at – see what the portfolio has been invested in assuming that it's a variable contract.
[00:24:04.460 --> 00:24:09.460]   And then look at what the underlying expense ratios of those investment accounts are.
[00:24:09.460 --> 00:24:15.460]   And then total those up and that will come out to be the actual expenses of the policy.
[00:24:15.460 --> 00:24:23.460]   Your parents were given a copy of the prospectus or they should have been given by state law a copy of the prospectus.
[00:24:23.460 --> 00:24:32.460]   But if they weren't, if they have the contract, just take the title of the contract and put it into the duck.
[00:24:32.460 --> 00:24:36.460]   Do a duck.go search and you'll find the prospectus right there.
[00:24:36.460 --> 00:24:40.460]   A little trick to finding these types of things and you can use the Googler if you want to.
[00:24:40.460 --> 00:24:46.460]   Put in the name of the contract and then do file type colon PDF and you'll pull it up right on their site.
[00:24:46.460 --> 00:24:48.460]   So if it's a MetLife annuity, you'll find it on the MetLife site.
[00:24:48.460 --> 00:24:51.460]   Or if it's a prudential annuity, etc., you'll be able to find it right on the site.
[00:24:51.460 --> 00:24:54.460]   And that will give you the information that you need.
[00:24:54.460 --> 00:24:58.460]   So you'll be able to pull the prospectus and have the information there.
[00:24:58.460 --> 00:25:04.460]   There are some tools that different insurance agents might have at their disposal.
[00:25:04.460 --> 00:25:09.460]   So, for example, back when I was an insurance agent, I had a tool that was called an annuity expense analyzer.
[00:25:09.460 --> 00:25:11.460]   And so I could put in any contract.
[00:25:11.460 --> 00:25:23.460]   I could go through the contract, figure out what the options were, and I could figure out what the actual expenses were on that contract and then compare it to different solutions.
[00:25:23.460 --> 00:25:32.460]   You might, if you have a friend or you know somebody in the financial services business, especially somebody with an insurance company, then reach out to them and ask them for help.
[00:25:32.460 --> 00:25:33.460]   They probably have something like that.
[00:25:33.460 --> 00:25:37.460]   It's a competitive tool that's used among different insurance agents.
[00:25:37.460 --> 00:25:40.460]   Additionally, look carefully at the surrender charges.
[00:25:40.460 --> 00:25:49.460]   And depending on how your parents paid their commissions, there may or may not be surrender charges associated with the contract.
[00:25:49.460 --> 00:25:55.460]   In general, there will either be a front-loaded commission or a back-loaded commission.
[00:25:55.460 --> 00:26:02.460]   If they chose to pay the front-loaded commission on the purchase of an annuity, then that means that let's say they invested $200,000.
[00:26:02.460 --> 00:26:05.460]   That commission will have been pulled out up front.
[00:26:05.460 --> 00:26:09.460]   So let's say the commission rate was 2.5%.
[00:26:09.460 --> 00:26:16.460]   Well, if they invested $200,000, that means that their net account value after the purchase of the contract would be $195,000.
[00:26:16.460 --> 00:26:23.460]   Under that type of payment option for their commission payment, they call it a sales fee.
[00:26:23.460 --> 00:26:34.460]   If you were comparing it – the sales load, if you were comparing it to commission-based mutual funds, they can take the contract and close it out.
[00:26:34.460 --> 00:26:37.460]   And so if you were running an analysis and all of a sudden you figured out, "Wait a second.
[00:26:37.460 --> 00:26:41.460]   They paid $5,000 of commissions and we've decided this is an expensive contract.
[00:26:41.460 --> 00:26:42.460]   We don't need the annuity.
[00:26:42.460 --> 00:26:47.460]   They made a mistake," well, you would just take it and you'll have the $195,000.
[00:26:47.460 --> 00:27:00.460]   Most contracts, especially to the shame of the insurance industry, most contracts are back-loaded contracts where there's a higher commission rate that's pulled out over time.
[00:27:00.460 --> 00:27:07.460]   Some companies, very few, and this is one of my beefs, will convert their contracts from front-load to back-load once the commissions have been paid off.
[00:27:07.460 --> 00:27:12.460]   But many of them will just have this sustained higher expense charge associated with them.
[00:27:12.460 --> 00:27:15.460]   And in this case, there might be surrender charges.
[00:27:15.460 --> 00:27:21.460]   This is the real shame of the annuity industry is that many times these surrender charges are absolutely egregious.
[00:27:21.460 --> 00:27:28.460]   They're high and they go on forever, and you'll find this information out in the prospectus.
[00:27:28.460 --> 00:27:38.460]   But if you want to get me mad, just start going through a prospectus and all of a sudden you find surrender charges that continue for 15 years, for 20 years.
[00:27:38.460 --> 00:27:41.460]   It's just – it's unconscionable in my opinion.
[00:27:41.460 --> 00:27:42.460]   That is not appropriate.
[00:27:42.460 --> 00:27:47.460]   Now, thankfully, there are companies out there that are competing in the free market, and you should search them out.
[00:27:47.460 --> 00:27:53.460]   There are some good companies that have very reasonable commission rates and very reasonable surrender charges.
[00:27:53.460 --> 00:27:56.460]   I used to feel – I did.
[00:27:56.460 --> 00:27:57.460]   I still do.
[00:27:57.460 --> 00:28:03.460]   I always felt very confident with my annuity products that I had when I was with Northwestern Mutual.
[00:28:03.460 --> 00:28:07.460]   They had some of the lowest – were in the top three lowest expenses in the industry.
[00:28:07.460 --> 00:28:11.460]   As memory, that could be inaccurate now at this point, but extremely low expenses.
[00:28:11.460 --> 00:28:13.460]   I thought the commissions were fair.
[00:28:13.460 --> 00:28:16.460]   They weren't extremely high.
