
[00:00:00.000 --> 00:00:15.480]   Hello, everyone.
[00:03:28.340 --> 00:03:32.460]   this will kind of help us build an intuition for when to use agents.
[00:03:32.460 --> 00:03:37.260]   So let's take the example of simple prompting, where you simply prompt an LLM to generate an
[00:03:37.260 --> 00:03:40.460]   answer based on its pre-trained parametric knowledge.
[00:03:40.460 --> 00:03:45.220]   So as you can imagine, this is good for point-in-time general knowledge kind of questions, but probably
[00:03:45.220 --> 00:03:46.920]   not too much more, right?
[00:03:46.920 --> 00:03:52.080]   Because even if you manage to prompt the LLM to perform really complex tasks, then it might
[00:03:52.080 --> 00:03:56.580]   not have the means or information to execute on the task.
[00:03:56.580 --> 00:04:01.700]   The LLM in this situation also can't self-revised and refine responses based on either previous
[00:04:01.700 --> 00:04:07.300]   or new information, and it definitely doesn't have a means to learn preferences and provide
[00:04:07.300 --> 00:04:14.140]   personalized responses over time, which sometimes is a requirement.
[00:04:14.140 --> 00:04:19.300]   Moving on to retrieval augmented generation, aka RAG, with RAG, you can broaden the scope
[00:04:19.300 --> 00:04:24.580]   of the LLM by augmenting its knowledge with information retrieved from a knowledge base.
[00:04:24.580 --> 00:04:29.860]   So that way you can be somewhat confident that the LLM at least has information required to
[00:04:29.860 --> 00:04:34.820]   perform tasks that you wanted to perform, but it doesn't quite solve for some of these other
[00:04:34.820 --> 00:04:42.400]   requirements, such as handling complex tasks, self-refinement, or personalization.
[00:04:42.400 --> 00:04:48.520]   Coming to agents, with agents, you can give the LLM access to external tools and past interactions
[00:04:48.520 --> 00:04:53.500]   which act as the memory of the agent, and then you can prompt it to go through multiple iterations
[00:04:53.500 --> 00:04:58.580]   of reasoning and action-taking to finally arrive at the final answer.
[00:04:58.580 --> 00:05:05.120]   So tools is how agents are able to execute on complex multi-step tasks, and LLMs can also
[00:05:05.120 --> 00:05:11.580]   be prompted to incorporate the feedback or output from tools into the reasoning process to say,
[00:05:11.580 --> 00:05:16.900]   repeat steps if necessary, or call additional tools as follow-up tasks.
[00:05:16.900 --> 00:05:22.160]   Coming to past interactions, past interactions can be persisted and updated, which means the LLM
[00:05:22.160 --> 00:05:26.900]   agent can now learn from these to provide personalized responses over a period of time.
[00:05:26.900 --> 00:05:32.700]   So as you can imagine, tools, memory, and iterative prompts can solve a lot of problems, but there's
[00:05:32.700 --> 00:05:37.800]   obviously some known challenges at the moment, such as long-term planning, where the agent is
[00:05:37.800 --> 00:05:44.420]   expected to execute complex tasks based on information, a lot of information or information it's learned
[00:05:44.420 --> 00:05:47.840]   not over a longish period of time.
[00:05:47.840 --> 00:05:53.120]   There's also a high cost and latency associated with agents because they typically trade these
[00:05:53.120 --> 00:05:55.700]   for a shot at higher accuracy.
[00:05:55.700 --> 00:06:00.440]   But despite all of these challenges, I think we can agree that agents is how we get the most
[00:06:00.440 --> 00:06:05.040]   out of large language models as of today.
[00:06:05.040 --> 00:06:11.600]   So let's take some example tasks or questions and try to answer whether or not the task really
[00:06:11.600 --> 00:06:13.160]   requires an AI agent.
[00:06:13.160 --> 00:06:17.780]   So this one, for example, like who was the first President of the United States?
[00:06:17.780 --> 00:06:21.320]   Does it require an AI agent to complete this task?
[00:06:21.320 --> 00:06:24.720]   I see some people nodding yes.
[00:06:24.720 --> 00:06:25.720]   Mostly no.
[00:06:25.720 --> 00:06:30.620]   But I would say no, because the information required to answer this question is very likely
[00:06:30.620 --> 00:06:35.560]   present in the parametric knowledge of most LLMs that we know today.
[00:06:35.560 --> 00:06:40.120]   So I don't think it requires an AI agent.
[00:06:40.120 --> 00:06:41.820]   How about this one?
[00:06:41.820 --> 00:06:47.380]   What's the travel reimbursement policy for my company, MongoDB or your company?
[00:06:47.380 --> 00:06:51.360]   Do you think this task requires an AI agent?
[00:06:51.360 --> 00:06:53.860]   What's that?
[00:06:53.860 --> 00:06:54.860]   Yes.
[00:06:54.860 --> 00:06:55.860]   What's the two steps?
[00:06:55.860 --> 00:07:00.860]   It's first you need to disambiguate for .
[00:07:00.860 --> 00:07:09.860]   That's a good point.
[00:07:09.860 --> 00:07:10.860]   Okay.
[00:07:10.860 --> 00:07:11.860]   All right.
[00:07:11.860 --> 00:07:12.860]   All right.
[00:07:12.860 --> 00:07:13.860]   Yeah.
[00:07:13.860 --> 00:07:17.860]   So I would say it's a pretty straightforward task provided the LLM has access to the right
[00:07:17.860 --> 00:07:18.860]   information.
[00:07:18.860 --> 00:07:25.420]   So to me it sounds like a better fit for retrieval augmented generation where the LLM has access
[00:07:25.420 --> 00:07:31.480]   to the right knowledge base than something complex like an AI agent.
[00:07:31.480 --> 00:07:32.480]   How about this guy?
[00:07:32.480 --> 00:07:37.520]   How has the trend in the average daily calorie intake, it's already too long, but among adults
[00:07:37.520 --> 00:07:39.120]   changed over the last decade?
[00:07:39.120 --> 00:07:41.860]   And what impact might it have on obesity rates?
[00:07:41.860 --> 00:07:45.860]   Additionally, can you provide a graphical representation of the trend?
[00:07:45.860 --> 00:07:51.340]   Do we think this requires an AI agent?
[00:07:51.340 --> 00:07:52.420]   I would think so.
[00:07:52.420 --> 00:07:58.640]   Like, I think this task looks like it involves multiple subtasks such as at least data aggregation,
[00:07:58.640 --> 00:08:03.680]   visualization, and also reasoning through the results that it's obtained from these various
[00:08:03.680 --> 00:08:04.680]   tasks.
[00:08:04.680 --> 00:08:07.940]   So I think it sounds like a good fit for agents.
[00:08:07.940 --> 00:08:09.840]   How about this one?
[00:08:09.840 --> 00:08:14.840]   Using a personalized learning assistant that can adjust its language examples and methods
[00:08:14.840 --> 00:08:19.520]   based on the student's responses.
[00:08:19.520 --> 00:08:22.140]   I see some nods and I agree.
[00:08:22.140 --> 00:08:27.320]   I think this is another example of a complex task which requires also long-term personalization.
[00:08:27.320 --> 00:08:30.320]   So again, I think it's a good use case for agents.
[00:08:30.320 --> 00:08:42.760]   So the TLDRs use agents for complex multi-step tasks that require integration of multiple capabilities such as question answering, task execution, analysis, that kind of thing.
[00:08:42.760 --> 00:08:46.580]   And using all of these to arrive at a final answer or outcome.
[00:08:46.580 --> 00:08:51.000]   And also if there is a need for personalization or adapted responses.
[00:08:51.000 --> 00:08:58.620]   So as we saw, memory, tools, and being able to reason is what really makes AI agents so powerful.
[00:08:58.620 --> 00:09:06.280]   So let's dig a little bit deeper into each of these components, starting with planning and reasoning.
[00:09:06.280 --> 00:09:13.380]   So the simplest way to imbue planning and reasoning capabilities into agents is via, believe it or not, user prompts.
[00:09:13.380 --> 00:09:19.780]   You can start super simple by prompting the agent to create a plan of action based on its initial understanding
[00:09:19.780 --> 00:09:25.700]   of the problem and this is what we call planning without feedback since the agent does not modify
[00:09:25.700 --> 00:09:31.620]   its execution plan based on any new information that it's gathering from tools that it's executing.
[00:09:31.620 --> 00:09:36.280]   It's just in the beginning it creates an execution plan and runs with it.
[00:09:36.280 --> 00:09:41.920]   So common design patterns for this kind of planning are chain of thought and tree of thoughts.
[00:09:41.920 --> 00:09:45.620]   Then there's planning with feedback where you can prompt the agent to adjust and refine
[00:09:45.620 --> 00:09:51.940]   its responses based on tool outcomes or even asking it to critique and reflect upon its own
[00:09:51.940 --> 00:09:53.640]   responses.
[00:09:53.640 --> 00:09:58.700]   And common design patterns in this regard are react and reflection and we'll experiment with
[00:09:58.700 --> 00:10:02.120]   some of these in today's workshop.
[00:10:02.120 --> 00:10:04.260]   So let's first understand chain of thought.
[00:10:04.260 --> 00:10:09.860]   So chain of thought is as simple as prompting an LLM to think through a problem step by step instead
[00:10:09.860 --> 00:10:12.520]   of directly providing an answer.
[00:10:12.520 --> 00:10:18.060]   You can do this either in a zero shot manner by literally saying hey let's think step by
[00:10:18.060 --> 00:10:23.820]   step or in a few shot manner where you show it how to work through a complex problem using
[00:10:23.820 --> 00:10:27.620]   one or more examples.
[00:10:27.620 --> 00:10:31.840]   Then we have tree of thoughts which takes the idea of chain of thought up a notch.
[00:10:31.840 --> 00:10:38.440]   So tree of thought allows LLM to perform deliberate decision making by considering multiple different
[00:10:38.440 --> 00:10:44.780]   reasoning paths and having it self-evaluate choices to decide the next course of action.
[00:10:44.780 --> 00:10:51.020]   So it kind of combines this LLM's ability to generate and evaluate thoughts with search
[00:10:51.020 --> 00:10:55.960]   algorithms because it can also look ahead and backtrack when necessary to make kind of
[00:10:55.960 --> 00:10:59.620]   global choices.
[00:10:59.620 --> 00:11:03.960]   Then we have patterns for reasoning with feedback starting with react.
[00:11:03.960 --> 00:11:09.920]   So what we do here is we prompt LLM's to generate verbal reasoning traces and also tell us the
[00:11:09.920 --> 00:11:12.900]   actions that it will take to solve a particular problem.
[00:11:12.900 --> 00:11:18.560]   So after each action we ask the LLM to make an observation based on information or feedback
[00:11:18.560 --> 00:11:22.340]   obtained from the previous action and plan what action to take next.
[00:11:22.340 --> 00:11:29.780]   And then this kind of process continues until the LLM or you can intervene and say that you've
[00:11:29.780 --> 00:11:32.600]   reached the final answer so exit the loop.
[00:11:32.600 --> 00:11:37.000]   So in this example here as you can see the first thing that the LLM does is generates a
[00:11:37.000 --> 00:11:41.000]   thought saying like okay this is how I need to solve this problem.
[00:11:41.000 --> 00:11:47.020]   Then the second is an action step where in this case it's determined that it needs to call
[00:11:47.020 --> 00:11:50.380]   the search tool with arguments that it's determined.
[00:11:50.380 --> 00:11:54.740]   And then it makes an observation saying okay like I don't think I have an answer next.
[00:11:54.740 --> 00:12:01.860]   This is what I'm going to do next and does that till it reaches the final answer.
[00:12:01.860 --> 00:12:07.040]   Another technique for incorporating feedback into the planning process is via reflection.
[00:12:07.040 --> 00:12:13.480]   And this involves prompting LLM's to reflect on and critique past actions to decide what action
[00:12:13.480 --> 00:12:20.200]   to take next and you can either prompt the same LLM to generate and critique.
[00:12:20.200 --> 00:12:26.360]   You can use different LLM's or even use multiple agents where one agent generates responses and
[00:12:26.360 --> 00:12:27.960]   the other critiques them.
[00:12:27.960 --> 00:12:33.360]   But yeah whatever the architecture the goal is to run the generation reflection loop several
[00:12:33.360 --> 00:12:37.160]   times before the LLM arrives at a final answer.
[00:12:37.160 --> 00:12:43.520]   So essentially trading compute for a better shot at accuracy.
[00:12:43.520 --> 00:12:47.300]   The next component we want to talk about is memory.
[00:12:47.300 --> 00:12:52.000]   And this component allows AI agents to store and recall past conversations and enables them
[00:12:52.000 --> 00:12:54.300]   to learn from these interactions.
[00:12:54.300 --> 00:12:59.780]   And as you can imagine memory is a pretty complex and nebulous concept.
[00:12:59.780 --> 00:13:05.380]   And you could break it down into several categories but broadly when I think of memory it's two
[00:13:05.380 --> 00:13:10.340]   main types of memory much like as humans right short-term and long-term memory.
[00:13:10.340 --> 00:13:15.400]   So short-term memory in the case of agents deals with storing and retrieving information
[00:13:15.400 --> 00:13:17.500]   from a single conversation.
[00:13:17.500 --> 00:13:23.320]   And long-term memory deals with storing, updating and retrieving information from multiple conversations
[00:13:23.320 --> 00:13:25.160]   had over a period of time.
[00:13:25.160 --> 00:13:32.760]   And this is what really helps agents personalise their responses over a longish period of time.
[00:13:32.760 --> 00:13:35.880]   So short-term memory is relatively easy to implement.
[00:13:35.880 --> 00:13:39.680]   Like how hard can it be to store a single conversation, right?
[00:13:39.680 --> 00:13:44.060]   Like in most cases not that hard but unless the conversation gets too long in which case you
[00:13:44.060 --> 00:13:50.360]   need to now start considering how to condense that list so you aren't overwhelming the LLM with
[00:13:50.360 --> 00:13:56.180]   too much information and some solutions to do that are things like retrieving the end most
[00:13:56.180 --> 00:14:03.040]   recent messages or summarising the conversation at the cost of some information loss.
[00:14:03.040 --> 00:14:08.540]   Long-term memory, on the other hand, is a largely unexplored area so far since it's non-trivial
[00:14:08.540 --> 00:14:16.800]   to decide and implement what states to track and how to track them and when to update them.
[00:14:16.800 --> 00:14:22.500]   But I think some patterns are emerging in the sense that the best way to go about implementing
[00:14:22.500 --> 00:14:26.460]   long-term memory is to design application-specific agents.
[00:14:26.460 --> 00:14:30.560]   That way you're able to narrow down the number of states you want to track and just focus on
[00:14:30.560 --> 00:14:35.420]   those and thinking about how to update them.
[00:14:35.420 --> 00:14:37.100]   And finally, we have tools.
[00:14:37.100 --> 00:14:43.360]   So tools are interfaces for agents to interact with the external world in order to achieve their
[00:14:43.360 --> 00:14:50.140]   objectives and these can range from simple APIs such as search weather APIs to complex things
[00:14:50.140 --> 00:14:55.200]   like vector stores or even specialized machine learning or deep learning models.
[00:14:55.200 --> 00:15:03.380]   So tools for LLMs are typically defined as functions and most recent LLMs have been trained to identify
[00:15:03.380 --> 00:15:08.740]   when a function should be called and they'll respond with a function signature that you can then
[00:15:08.740 --> 00:15:12.120]   use to call a particular function in your code.
[00:15:12.120 --> 00:15:18.140]   And tools like Langchain handle the function calling for you but the basic concept still remains.
[00:15:18.140 --> 00:15:24.160]   And to help the LLM identify which function to use, you typically use a descriptive tool name,
[00:15:24.160 --> 00:15:29.440]   specify which function to call, provide a pretty detailed description of what exactly the function
[00:15:29.440 --> 00:15:34.940]   function does and also the types of arguments would also be helpful.
[00:15:34.940 --> 00:15:40.940]   So finally the fun part, you're not here to listen to me ramble on about agents.
[00:15:40.940 --> 00:15:46.560]   So in today's workshop, we'll be building an AI research agent.
[00:15:46.560 --> 00:15:52.520]   And the agent's primary objective is to provide research assistance by supplying a list of papers
[00:15:52.520 --> 00:15:59.760]   to read, summarizing research papers and answering questions about research topics.
[00:15:59.760 --> 00:16:03.420]   And this is kind of how the workflow of our agent is going to look like.
[00:16:03.420 --> 00:16:07.900]   We will use a free and open source model from Fireworks called Fire Function V1.
[00:16:07.900 --> 00:16:12.840]   They were just released a V2 but I had prepared my workshop until then.
[00:16:12.840 --> 00:16:17.200]   So today we'll use V1 as the brain of our agent.
[00:16:17.200 --> 00:16:21.220]   We will also try out some of the reasoning design patterns that we were just talking about like
[00:16:21.220 --> 00:16:22.660]   chain of thought and react.
[00:16:22.660 --> 00:16:25.960]   We will also give the agent access to three tools.
[00:16:25.960 --> 00:16:34.120]   One for getting paper summaries, one for getting a list of papers to read, and the third one being
[00:16:34.120 --> 00:16:38.620]   answering tools using a MongoDB knowledge base.
[00:16:38.620 --> 00:16:45.760]   And finally, we will also explore adding short-term memory to the agent and persisting it to a database
[00:16:45.760 --> 00:16:46.760]   in MongoDB.
[00:16:46.760 --> 00:16:54.260]   But yeah, very soon we are going to break for our first hands-on portion, but just some things
[00:16:54.260 --> 00:16:56.760]   to keep in mind.
[00:16:56.760 --> 00:17:02.180]   Each time we break for a hands-on section, you'll navigate to the hands-on lab at the QR code
[00:17:02.180 --> 00:17:06.740]   that you have at your tables or you just can, and you'll work through one or more sections
[00:17:06.740 --> 00:17:08.340]   at a time.
[00:17:08.340 --> 00:17:10.720]   And you'll see these emojis sprinkled all over the place.
[00:17:10.720 --> 00:17:17.340]   So this, like, open hands emoji and the superhero emoji indicate hands-on sections, except I
[00:17:17.340 --> 00:17:23.220]   would highly advise do the open hands ones first, and only if you have time, go to the
[00:17:23.220 --> 00:17:24.720]   super emoji sections.
[00:17:24.720 --> 00:17:30.400]   You'll also be filling code into a Jupyter notebook, and the places where you need to fill in code
[00:17:30.400 --> 00:17:34.100]   are indicated by these code underscore block placeholders.
[00:17:34.100 --> 00:17:38.040]   So those are the ones you need to fill in with your code.
[00:17:38.040 --> 00:17:42.280]   And before any cell in the notebook that requires you to fill in code, you'll also see this books
[00:17:42.280 --> 00:17:48.520]   emoji indicating documentation that you need to reference for that particular piece of code.
[00:17:48.520 --> 00:17:56.820]   And finally, you'll find solutions to all the hands-on pieces at the QR code link, but I highly
[00:17:56.820 --> 00:18:01.400]   encourage you to try working through stuff on your own before you look at the solutions.
[00:18:01.400 --> 00:18:06.360]   And even if you do, then try to understand what's really going on.
[00:18:06.360 --> 00:18:12.260]   With that, let's go ahead and break for our first hands-on section, which is just setting
[00:18:12.260 --> 00:18:16.140]   up the development environment and prerequisites for the workshop.
[00:18:16.140 --> 00:18:20.820]   So yeah, let's take about 15 to 20 minutes to work through this section.
[00:18:20.820 --> 00:18:25.140]   So if you go to that link, you want to start at the section titled MongoDB Atlas, and work
[00:18:25.140 --> 00:18:29.120]   all the way through to the dev environment section.
[00:18:29.120 --> 00:18:33.780]   Let's go.
[00:18:33.780 --> 00:18:35.820]   How are we feeling?
[00:18:35.820 --> 00:18:37.940]   Are we mostly done?
[00:18:37.940 --> 00:18:38.940]   Not done?
[00:18:38.940 --> 00:18:39.940]   Done?
[00:18:39.940 --> 00:18:40.940]   Okay.
[00:18:40.940 --> 00:18:41.940]   Five more minutes?
[00:18:41.940 --> 00:18:42.940]   Yeah.
[00:18:42.940 --> 00:18:44.940]   Let's do five more minutes.
[00:18:44.940 --> 00:18:45.940]   All right.
[00:18:45.940 --> 00:19:01.620]   I think I'm going to move on just in the interest of time, but it's a self-paced lab and you'll
[00:19:01.620 --> 00:19:07.620]   have access to all the material after the fact, so feel free to move at your own pace.
[00:19:07.620 --> 00:19:08.620]   Cool.
[00:19:08.620 --> 00:19:14.060]   So let's move on to some libraries, tools, and general concepts that you'll come across
[00:19:14.060 --> 00:19:15.620]   in the next hands-on portion.
[00:19:15.620 --> 00:19:21.300]   So the first thing you'll run into is this library called datasets, which we are going
[00:19:21.300 --> 00:19:24.620]   to use to download a dataset of archive papers from Hugging Face.
[00:19:24.620 --> 00:19:36.180]   We're going to use the load dataset from the mongodb educational AI Hugging Face org.
[00:19:36.180 --> 00:19:41.620]   And then you'll run into something called Archive Loader, which is a document loader class in Lang
[00:19:41.620 --> 00:19:42.620]   chain.
[00:19:42.620 --> 00:19:48.120]   We are going to be using this to load research papers from archive org as Lang chain document
[00:19:48.120 --> 00:19:53.840]   objects, and an example of what a document in Lang chain looks like is shown here.
[00:19:53.840 --> 00:20:00.040]   So essentially has the raw text under the page content attribute and some automatically extracted
[00:20:00.040 --> 00:20:01.040]   metadata.
[00:20:01.040 --> 00:20:07.400]   In this case, the published date, title, authors, and summary under the metadata attribute.
[00:20:07.400 --> 00:20:12.180]   So we're going to be using archive loader in one of our two of our agent tools.
[00:20:12.180 --> 00:20:17.000]   One tool is already done for you, and that's the tool to get relevant papers from archive,
[00:20:17.000 --> 00:20:22.540]   and you'll also use the same document loader for the summary tool as well.
[00:20:22.540 --> 00:20:27.400]   So the simplest way to create tools in Lang chain is using the tool decorator, which makes tools
[00:20:27.400 --> 00:20:28.780]   out of functions.
[00:20:28.780 --> 00:20:34.100]   So for this tool, we have used the load method of archive loader to load data into document
[00:20:34.100 --> 00:20:39.900]   objects, and the query argument takes a topic or paper ID, and the load max docs indicates
[00:20:39.900 --> 00:20:45.120]   how many documents to download from archive, and finally, we are only extracting the metadata
[00:20:45.120 --> 00:20:50.600]   because we want to only provide a list of papers and not the full paper content.
[00:20:50.600 --> 00:20:55.580]   We will also be using PyMongo, which is the Python driver for MongoDB.
[00:20:55.580 --> 00:21:00.460]   We will use it to connect to MongoDB databases and collections, and also delete and insert
[00:21:00.460 --> 00:21:06.240]   documents from and to MongoDB to build the knowledge base for our agent.
[00:21:06.240 --> 00:21:12.720]   We will also be using a few Lang chain integrations, which are essentially stand-alone packages for
[00:21:12.720 --> 00:21:18.280]   third-party providers such as MongoDB in Lang chain to make things like versioning, dependency
[00:21:18.280 --> 00:21:21.180]   management and testing kind of easier.
[00:21:21.180 --> 00:21:27.780]   So we will use the Lang chain MongoDB integration to use MongoDB Atlas as a vector store and also
[00:21:27.780 --> 00:21:31.140]   to store and retrieve chat history for the agent.
[00:21:31.140 --> 00:21:37.620]   We will also use Lang chain Hugging Face to access open source embedding models from Hugging Face,
[00:21:37.620 --> 00:21:45.560]   and finally, we will use Lang chain fireworks to access chat completion models from fireworks AI.
[00:21:45.560 --> 00:21:51.480]   And you will be using the Lang chain expression language or LCEL to create rag and agent workflows
[00:21:51.480 --> 00:21:57.040]   using Lang chain, and it is essentially a declarative way to chain together prompts, data processing
[00:21:57.040 --> 00:22:02.380]   steps, LLMs, and tools in Lang chain fashion.
[00:22:02.380 --> 00:22:07.880]   And each unit in the chain is called a runnable, and the way to chain them together is using
[00:22:07.880 --> 00:22:12.880]   the pipe operator that takes the output from the left of the pipe and passes it as input
[00:22:12.880 --> 00:22:14.840]   to the right of the pipe.
[00:22:14.840 --> 00:22:20.400]   And here's a simple example of just passing a prompt to an LLM, generating an answer and formatting
[00:22:20.400 --> 00:22:21.600]   its input.
[00:22:21.600 --> 00:22:25.720]   And finally, if you want to call the chain, then you use the invoke method on it, and you'll be
[00:22:25.720 --> 00:22:31.320]   using this to test out some of the things that you're building during the workshop.
[00:22:31.320 --> 00:22:36.700]   And finally, you have this thing called runnable lambda, and this is a runnable that converts
[00:22:36.700 --> 00:22:41.900]   any arbitrary Python function into a Lang chain runnable, and it's as simple as defining the
[00:22:41.900 --> 00:22:46.160]   function and then wrapping the function into a runnable lambda.
[00:22:46.160 --> 00:22:52.720]   So, yeah, let's take another 20 minutes to now create the tools for your research agent.
[00:22:52.720 --> 00:22:58.460]   So, yeah, just work through the create agent tools section of the lab that you were just
[00:22:58.460 --> 00:23:00.460]   working through.
[00:23:00.460 --> 00:23:01.460]   Okay.
[00:23:01.460 --> 00:23:08.780]   So, hopefully we are kind of at least midway through creating tools for our agent, but in
[00:23:08.780 --> 00:23:14.820]   the next section, we are going to be creating the agent itself and experiment with the different
[00:23:14.820 --> 00:23:19.720]   reasoning design patterns that we were talking about, like chain of thought and react.
[00:23:19.720 --> 00:23:24.780]   So, to create the agent, we are going to start with the simplest way of creating a tool calling
[00:23:24.780 --> 00:23:30.800]   agent in Lang chain, which is using the create tool calling agent constructor.
[00:23:30.800 --> 00:23:35.620]   And you're going to be starting with that abstraction, but let's try to understand what's happening
[00:23:35.620 --> 00:23:37.460]   behind the scenes of that abstraction, right?
[00:23:37.460 --> 00:23:43.200]   So, it's essentially creating a runnable sequence consisting of a prompt template which has a
[00:23:43.200 --> 00:23:48.120]   placeholder for the agent's scratch pad, which is the agent's intermediate steps as it's taking
[00:23:48.120 --> 00:23:53.840]   different actions and making observations, an LLM with knowledge of the tools that we were
[00:23:53.840 --> 00:24:00.580]   just creating, and an output parser for formatting the agent's response.
[00:24:00.580 --> 00:24:05.260]   And then we'll also be exploring a react agent that uses react prompting to guide the agent
[00:24:05.260 --> 00:24:11.540]   to take a series of reasoning and action-taking steps to arrive at the final answer.
[00:24:11.540 --> 00:24:17.300]   And for this, we'll use the create react agent constructor, which follows a similar series
[00:24:17.300 --> 00:24:22.960]   of steps as the tool calling agent, except it uses a react prompt template, and the LLM has
[00:24:22.960 --> 00:24:30.000]   a knowledge of when to stop the reason action-taking sequence using a stop sequence.
[00:24:30.000 --> 00:24:34.880]   And then the output parser has logic to parse these react-style LLM calls, and you can see
[00:24:34.880 --> 00:24:36.480]   what those look like right there.
[00:24:36.480 --> 00:24:43.480]   So it has a thought, an action, an action input, and an observation, so just parsing that to make
[00:24:43.480 --> 00:24:47.760]   it more readable to the user in the end.
[00:24:47.760 --> 00:24:52.800]   And finally, you'll come across the agent executor, which is the runtime for the agent.
[00:24:52.800 --> 00:24:57.800]   This is what actually calls the agent, executes the action that the agent is choosing, passes
[00:24:57.800 --> 00:25:04.220]   the action outputs back to the agent, and repeats any steps as the agent decides what to do next.
[00:25:04.220 --> 00:25:08.980]   And that's the pseudocode for what the agent executor is essentially doing.
[00:25:08.980 --> 00:25:13.760]   So as long as the agent thinks that it hasn't finished its task, which is the while loop there,
[00:25:13.760 --> 00:25:19.420]   the agent determines and runs a series of actions until it finally finishes the task.
[00:25:19.420 --> 00:25:26.420]   So yeah, let's take another 20 minutes to complete the create agent section and any other things
[00:25:26.420 --> 00:25:28.420]   that you were working on previously.
[00:25:28.420 --> 00:25:29.420]   Yeah.
[00:25:29.420 --> 00:25:30.420]   All right.
[00:25:30.420 --> 00:25:42.420]   We have one last thing to do with our research agent, which is to give it memory or add short-term memory to it.
[00:25:42.420 --> 00:25:49.420]   And in this case, we are going to do that by giving it access to its chat message history.
[00:25:49.420 --> 00:25:55.420]   So in Langchain, the way to do this is by wrapping the agent runnable that you created using the create
[00:25:55.420 --> 00:26:01.420]   tool calling agent or create react agent, wrapping that runnable inside another runnable called runnable
[00:26:01.420 --> 00:26:07.420]   with message history, which is specifically designed to manage the memory of other runnables.
[00:26:07.420 --> 00:26:14.420]   So essentially, this runnable can take a function that persists the chat message history for your agent
[00:26:14.420 --> 00:26:15.420]   to a database.
