
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:22.880 --> 00:06:24.320]   is this.
[00:06:24.320 --> 00:06:28.720]   He barely mentions my middle T.
[00:06:29.320 --> 00:06:33.880]   Trust a specific promise about your situation that
[00:06:33.880 --> 00:06:38.040]   you're about to walk into. You can hear that he, he means it. He believes it.
[00:06:38.040 --> 00:06:42.160]   Of course he does. You can hear it in his third point,
[00:06:42.160 --> 00:06:46.840]   but it's almost lost. He says, he says it this way. Third,
[00:06:46.840 --> 00:06:51.080]   you go to work with a goodwill and a high heart.
[00:06:51.080 --> 00:06:56.040]   And then he says, expecting to be helped. I say, yes,
[00:06:56.040 --> 00:06:58.080]   yes, yes, exactly. That's faith.
[00:06:58.080 --> 00:07:03.120]   Expecting to be helped according to your request for
[00:07:03.120 --> 00:07:06.800]   help. But I think this is the biggest difference.
[00:07:06.800 --> 00:07:10.560]   It's a matter of emphasis. I think this middle T,
[00:07:10.560 --> 00:07:15.640]   ask, pray, trust. So trust is the middle T, ask, pray, trust,
[00:07:15.640 --> 00:07:20.160]   act, thank APTAT. The middle T is so crucial.
[00:07:20.160 --> 00:07:24.520]   I wrote a whole book about it called Living by Faith in Future Grace.
[00:07:24.520 --> 00:07:26.440]   That's a 400 page book on T.
[00:07:26.440 --> 00:07:31.880]   We need a book for every one of those letters. But for me,
[00:07:31.880 --> 00:07:36.800]   it was so huge that it didn't get muted in 0.3.
[00:07:36.800 --> 00:07:40.320]   It got blown up in Future Grace.
[00:07:40.320 --> 00:07:43.880]   That book was really about the middle T,
[00:07:43.880 --> 00:07:48.960]   trust a specific promise when you're facing a situation
[00:07:48.960 --> 00:07:51.880]   that causes you uncertainty or anxiety or fear.
[00:07:52.440 --> 00:07:56.080]   And I think that step of T,
[00:07:56.080 --> 00:08:00.760]   trust in a specific promise is missing in
[00:08:00.760 --> 00:08:04.880]   most Christians attempt to live the Christian
[00:08:04.880 --> 00:08:08.680]   life. It's certainly my most common mistake.
[00:08:08.680 --> 00:08:14.320]   Most of us face a difficult task that makes us
[00:08:14.320 --> 00:08:19.200]   anxious. And we remember to say, help me help God.
[00:08:19.440 --> 00:08:20.760]   I need you.
[00:08:20.760 --> 00:08:26.720]   So we more or less reflexively express
[00:08:26.720 --> 00:08:29.520]   the first two steps, AP,
[00:08:29.520 --> 00:08:35.120]   ask or admit, admit helplessness and ask for a
[00:08:35.120 --> 00:08:36.120]   pray for help.
[00:08:36.120 --> 00:08:41.320]   But then we move straight from
[00:08:41.320 --> 00:08:45.920]   pray and admit to act.
[00:08:45.920 --> 00:08:49.360]   We pray and then we act.
[00:08:50.240 --> 00:08:54.880]   But this robs us of a very powerful
[00:08:54.880 --> 00:08:58.000]   step in walking by the spirit,
[00:08:58.000 --> 00:09:01.240]   walking in the strength that God supplies.
[00:09:01.240 --> 00:09:05.800]   After we pray for God's help, this is T now,
[00:09:05.800 --> 00:09:11.040]   we should remind ourselves of a specific promise
[00:09:11.040 --> 00:09:16.400]   that God has made and fix our minds on it
[00:09:17.280 --> 00:09:19.560]   and put our faith in it.
[00:09:19.560 --> 00:09:24.200]   How many times, and I wish I did it absolutely consistently,
[00:09:24.200 --> 00:09:28.080]   because it's so precious when you consistently do it.
[00:09:28.080 --> 00:09:32.440]   How many times have I said, I believe you,
[00:09:32.440 --> 00:09:36.200]   I caught myself a promise, like the promise of, I will help you, John Piper.
[00:09:36.200 --> 00:09:39.600]   I will strengthen you. I'll uphold you. And I say, I believe you.
[00:09:39.600 --> 00:09:43.040]   I believe you right now, I'm walking into this pulpit.
[00:09:43.040 --> 00:09:44.720]   I believe you walking onto the stage.
[00:09:44.760 --> 00:09:49.200]   I believe you walking into this difficult conversation I'm going to have down
[00:09:49.200 --> 00:09:53.680]   here at Maria's. I believe you right now.
[00:09:53.680 --> 00:09:58.320]   This is true. Help is on the way. Increase my faith.
[00:09:58.320 --> 00:10:03.360]   I'm trusting you, Lord. Here I go. And then, then you act.
[00:10:03.360 --> 00:10:09.240]   Now Paul says in 2 Corinthians 5, 7, we walk by faith.
[00:10:09.240 --> 00:10:12.920]   Galatians 2, 20, we live by faith.
[00:10:14.200 --> 00:10:17.680]   But for most of us, this remains vague.
[00:10:17.680 --> 00:10:22.960]   It's vague. Like I walk through the day and yeah, I guess I'm a believer.
[00:10:22.960 --> 00:10:24.960]   Of course, I'm a believer as I walk through the day,
[00:10:24.960 --> 00:10:29.800]   but am I believing anything specific about God? Anything specific about,
[00:10:29.800 --> 00:10:34.000]   what he's going to do in the next half hour that I'm struggling with?
[00:10:34.000 --> 00:10:38.920]   Hour by hour, we need to do this.
[00:10:39.520 --> 00:10:46.800]   We do it by reminding ourselves of specific concrete promises that God has made
[00:10:46.800 --> 00:10:52.480]   and Jesus has bought with his blood. 2 Corinthians 1, 20,
[00:10:52.480 --> 00:10:55.600]   all the promises of God are yes in Jesus.
[00:10:55.600 --> 00:11:04.040]   And we consciously trust the promises that we have and we act on them.
[00:11:04.040 --> 00:11:08.960]   So here's my suggestion practically to Jacob for how to put this into practice.
[00:11:09.600 --> 00:11:12.240]   Read the Bible every day, every day,
[00:11:12.240 --> 00:11:18.960]   always on the lookout for specific promises God may want to give you for that very day.
[00:11:18.960 --> 00:11:24.440]   But don't lean only on the Bible reading for the day.
[00:11:24.440 --> 00:11:33.040]   Memorize a few promises that are so universally applicable to every situation
[00:11:33.400 --> 00:11:39.120]   that they will serve you when you face a task to be done in the strength that God supplies.
[00:11:39.120 --> 00:11:44.720]   Then as those tasks come, go through Aptat.
[00:11:44.720 --> 00:11:50.720]   Admit you can't do this on your own, not fruitfully, not with any eternal significance.
[00:11:50.720 --> 00:11:53.280]   Pray for the help you need.
[00:11:53.280 --> 00:11:59.600]   Then call to mind one of your memorized promises and trust it.
[00:11:59.600 --> 00:12:02.120]   Put your faith in it.
[00:12:02.800 --> 00:12:09.080]   Then act, believing that God is acting in you, through you,
[00:12:09.080 --> 00:12:11.760]   according to his promise, and then thank him.
[00:12:11.760 --> 00:12:15.800]   So here are a few of my go-to promises day by day.
[00:12:15.800 --> 00:12:21.400]   I suppose the most common one over the last 50 years is Isaiah 41, 10.
[00:12:21.400 --> 00:12:22.880]   "Fear not, John."
[00:12:22.880 --> 00:12:26.240]   So I can hear it. I hear God talking. I hear Jesus say this.
[00:12:26.240 --> 00:12:29.760]   "I bought this for you, John. Fear not, for I'm with you.
[00:12:30.240 --> 00:12:34.760]   Be not dismayed. I'm your God. I will strengthen you in the next half hour.
[00:12:34.760 --> 00:12:36.880]   I will help you in the next hour.
[00:12:36.880 --> 00:12:42.480]   I will hold you up with my righteous right hand in the next day. I will."
[00:12:42.480 --> 00:12:45.760]   Do you believe me, John Piper? Do you believe me?
[00:12:45.760 --> 00:12:50.600]   Oh, what a difference it makes when you have a concrete word from God,
[00:12:50.600 --> 00:12:56.120]   from the scriptures, and you believe it as you walk into a difficult, trying situation.
[00:12:56.120 --> 00:13:02.960]   Or Philippians 4, 19, "My God will supply every need of yours,
[00:13:02.960 --> 00:13:06.920]   according to his riches in glory." Every need. No question.
[00:13:06.920 --> 00:13:09.680]   What you need, you'll have. Go.
[00:13:09.680 --> 00:13:14.440]   Or Hebrews 13, 5 and 6, "I will never leave you.
[00:13:14.440 --> 00:13:16.000]   I will never forsake you."
[00:13:16.000 --> 00:13:19.240]   So we can confidently say, "The Lord is my helper.
[00:13:19.240 --> 00:13:22.840]   I will not fear. What can man do to me?
[00:13:23.120 --> 00:13:27.680]   Man can't do anything to me but what God at my side
[00:13:27.680 --> 00:13:31.400]   omnipotently permits him to do, because he loves me."
[00:13:31.400 --> 00:13:35.480]   And foundational for every one of those, I've got, goodness,
[00:13:35.480 --> 00:13:36.880]   I don't know how many of these promises are written down,
[00:13:36.880 --> 00:13:39.720]   but here's the last one I'll mention. Romans 8, 32,
[00:13:39.720 --> 00:13:44.200]   "He who did not spare his own son, but gave him up for us all."
[00:13:44.200 --> 00:13:46.440]   So that's the foundation of absolutely everything.
[00:13:46.440 --> 00:13:50.080]   "Christ died for me.
[00:13:50.560 --> 00:13:56.640]   How will he not with him graciously give John Piper all things?"
[00:13:56.640 --> 00:14:00.360]   What a great promise to walk into every situation with.
[00:14:00.360 --> 00:14:06.080]   So never cease to ponder Paul's words in Galatians 2, 20,
[00:14:06.080 --> 00:14:08.600]   "I have been crucified with Christ.
[00:14:08.600 --> 00:14:12.840]   It is no longer I who live, but Christ who lives in me."
[00:14:12.840 --> 00:14:17.960]   There's that switch. No longer I, but Christ. And then he explains it.
[00:14:18.480 --> 00:14:22.560]   "And the life that I now live, oh yes, you do live a life.
[00:14:22.560 --> 00:14:28.000]   In the flesh, I live by faith in the Son of God
[00:14:28.000 --> 00:14:31.440]   who loved me and gave himself for me."
[00:14:31.440 --> 00:14:36.040]   So not I, yet I by faith.
[00:14:36.040 --> 00:14:39.720]   And I'm simply saying, make it specific.
[00:14:39.720 --> 00:14:44.800]   By faith in a particular precious promise.
[00:14:44.800 --> 00:14:47.280]   Yeah, very applicable. Thank you, Pastor John.
[00:14:47.280 --> 00:14:51.320]   This episode reminds me of one other episode that featured this trio of texts.
[00:14:51.320 --> 00:14:56.680]   1 Corinthians 15, 10, and Colossians 1, 29, and 1 Peter 4, 11.
[00:14:56.680 --> 00:15:00.920]   It was back in our first year, I think it was, APJ 143.
[00:15:00.920 --> 00:15:05.040]   And it's titled, "Work like an Arminian, Sleep like a Calvinist?"
[00:15:05.040 --> 00:15:08.200]   Question mark. "Work like an Arminian, Sleep like a Calvinist?"
[00:15:08.200 --> 00:15:10.800]   Great episode to compliment this one. Check it out.
[00:15:10.800 --> 00:15:12.520]   Thank you for joining us today.
[00:15:12.520 --> 00:15:16.320]   Ask a question of your own. Search for APJ 143 in the archive
[00:15:16.320 --> 00:15:17.640]   or subscribe to the podcast.
[00:15:17.640 --> 00:15:20.840]   You can do all that at AskPastorJohn.com.
[00:15:20.840 --> 00:15:22.680]   That's AskPastorJohn.com.
[00:15:22.680 --> 00:15:26.760]   I'm your host Tony Reinke. We'll see you back here on Wednesday.
[00:15:26.760 --> 00:15:35.540]   [BLANK_AUDIO]
[00:15:35.540 --> 00:15:45.340]   [BLANK_AUDIO]

