
[00:00:00.000 --> 00:00:01.480]   Hello, everybody.
[00:04:23.100 --> 00:04:28.520]   So what I found was how my compensation was structured, how I was setting up my dashboards
[00:04:28.520 --> 00:04:29.840]   with a little bit of modification.
[00:04:29.840 --> 00:04:34.840]   It could work for pretty much anyone that is in tech and getting paid in RSUs.
[00:04:34.840 --> 00:04:39.000]   And just wanting to, again, start from that place of like, here's me and my journey talking
[00:04:39.000 --> 00:04:42.440]   from a point of someone who's physically going through it right now.
[00:04:42.440 --> 00:04:46.520]   Like I always write it into like, my goal is to be able to be fire in five years when
[00:04:46.520 --> 00:04:49.800]   I started writing a couple of years ago.
[00:04:49.800 --> 00:04:53.140]   And being able to talk in detail.
[00:04:53.140 --> 00:04:57.200]   And I love going into too much detail and going and breaking down all the numbers and
[00:04:57.200 --> 00:05:02.160]   going down and going through crazy scenarios around moving and going into a lower cost
[00:05:02.160 --> 00:05:04.440]   of living area.
[00:05:04.440 --> 00:05:05.440]   But just kind of going through.
[00:05:05.440 --> 00:05:07.760]   And it ended up resonating with a lot of people.
[00:05:07.760 --> 00:05:11.280]   They found that they could relate because they're going through the same thing.
[00:05:11.280 --> 00:05:17.020]   And that's where I was coming from and just sharing kind of my story is all I was trying
[00:05:17.020 --> 00:05:19.240]   to do with my writing on FANG Fire.
[00:05:19.240 --> 00:05:20.240]   Great.
[00:05:20.240 --> 00:05:25.240]   And let's talk about compensation because when I write about expensive coastal living,
[00:05:25.240 --> 00:05:29.640]   a lot of people can't believe the cost of housing and some of the budgets that I have
[00:05:29.640 --> 00:05:32.880]   on like $300,000 budget and so forth.
[00:05:32.880 --> 00:05:40.200]   So can you give the listeners an idea of what a first year engineer would make at Meta in
[00:05:40.200 --> 00:05:42.840]   terms of salary plus RSUs?
[00:05:42.840 --> 00:05:45.040]   What does that package look like and how does it vest?
[00:05:45.040 --> 00:05:46.040]   Yeah.
[00:05:46.040 --> 00:05:51.480]   I'm going to post on there real quick so I can speak specifically.
[00:05:51.480 --> 00:05:57.340]   I created a outline actually of following a new grad all the way through from their
[00:05:57.340 --> 00:05:59.680]   first year all the way to Fire.
[00:05:59.680 --> 00:06:01.600]   And let me pull it up real quick.
[00:06:01.600 --> 00:06:06.240]   Fire, for those who don't know, is financial independence, retire early.
[00:06:06.240 --> 00:06:13.520]   It's a movement that I helped pioneer or started back in 2009 and then a lot of people talked
[00:06:13.520 --> 00:06:14.520]   about it.
[00:06:14.520 --> 00:06:18.720]   And I think it's something that I think will continue to go, although it's interesting
[00:06:18.720 --> 00:06:23.360]   because now post pandemic, there's a lot more work flexibility.
[00:06:23.360 --> 00:06:28.640]   I see a lot of people playing pickleball during the middle of the day and just taking naps.
[00:06:28.640 --> 00:06:34.440]   I saw a CEO of a public company yesterday play tennis at 2.45 p.m. next to me.
[00:06:34.440 --> 00:06:38.480]   I always needle him and was like, "Hey, don't you have a company to run?"
[00:06:38.480 --> 00:06:46.480]   Anyway, so that's interesting that maybe Fire is not as necessary or interesting now given
[00:06:46.480 --> 00:06:49.000]   we can just work and play at the same time.
[00:06:49.000 --> 00:06:50.000]   Yeah.
[00:06:50.000 --> 00:06:51.000]   No, definitely.
[00:06:51.000 --> 00:06:55.880]   And I think the – and even what you're saying like on the remote work piece.
[00:06:55.880 --> 00:06:59.440]   One of my first posts, if we can go into the compensation on a new grad, but one of my
[00:06:59.440 --> 00:07:04.840]   first posts when I started writing was all around relocating and leaving San Francisco.
[00:07:04.840 --> 00:07:10.160]   Because San Francisco, the cost of living is so high and the budgets that go with it
[00:07:10.160 --> 00:07:12.160]   end up needing to be high to compensate.
[00:07:12.160 --> 00:07:16.840]   And the companies needing to – if they want people in their offices, need to compensate
[00:07:16.840 --> 00:07:24.200]   people enough to make it worth them leaving their homes in Texas to move to expensive
[00:07:24.200 --> 00:07:30.400]   coastal living like the headquarters for Meta down in Menlo Park, one of the most expensive
[00:07:30.400 --> 00:07:32.400]   areas in the country.
[00:07:32.400 --> 00:07:35.520]   Other headquarters in New York and Seattle, all very expensive areas.
[00:07:35.520 --> 00:07:39.400]   So you just need to be paying people enough to make it worth it.
[00:07:39.400 --> 00:07:41.880]   But with remote work, all of a sudden it opened up.
[00:07:41.880 --> 00:07:46.840]   But I think now we're seeing an interesting trend of like, is remote work the future?
[00:07:46.840 --> 00:07:51.080]   I think we're seeing a little bit of an interesting clawback and wanting to have more and more
[00:07:51.080 --> 00:07:52.080]   people in the office.
[00:07:52.080 --> 00:07:56.600]   I know there was a big revolt at Amazon, maybe even just yesterday, because they were
[00:07:56.600 --> 00:07:59.720]   being asked to come into the office three days a week.
[00:07:59.720 --> 00:08:01.880]   And that led to a worker strike there.
[00:08:01.880 --> 00:08:06.600]   So there's like an interesting tension going on right now on like the future of full remote
[00:08:06.600 --> 00:08:11.440]   work and flexibility versus wanting to get back into the office.
[00:08:11.440 --> 00:08:16.640]   I think that natural – workers had all the power early in the pandemic and then now the
[00:08:16.640 --> 00:08:21.280]   pendulum is swinging quickly back into the other side of things.
[00:08:21.280 --> 00:08:23.960]   So tell me about the compensation.
[00:08:23.960 --> 00:08:24.960]   Yeah.
[00:08:24.960 --> 00:08:30.720]   So a new grad engineer, like the – you have to remember too, we're talking like meta,
[00:08:30.720 --> 00:08:36.200]   the compensation philosophy is always around trying to get the very best from the very
[00:08:36.200 --> 00:08:41.160]   best schools with the best experiences and paying them at top of salary bands, like in
[00:08:41.160 --> 00:08:44.240]   like the 99th, 95th percentile.
[00:08:44.240 --> 00:08:47.700]   So the salaries that we're going to be talking about, like these are not like salaries that
[00:08:47.700 --> 00:08:50.520]   everyone can roll out of bed and go and get.
[00:08:50.520 --> 00:08:54.600]   This is the people that get these have worked their asses off.
[00:08:54.600 --> 00:09:01.760]   They've had the best internships, multiple internships in many cases, coming from top
[00:09:01.760 --> 00:09:02.760]   schools.
[00:09:02.760 --> 00:09:06.800]   But these – there's still like the – like thousands and thousands of new grads that
[00:09:06.800 --> 00:09:09.000]   are getting these jobs.
[00:09:09.000 --> 00:09:12.480]   And there's a tremendous number of them and opportunities there.
[00:09:12.480 --> 00:09:18.000]   So a new grad, the way that it works when you're starting at Facebook and as an engineer,
[00:09:18.000 --> 00:09:19.000]   there's different levels.
[00:09:19.000 --> 00:09:23.960]   Each level has specific salary bands of how much they're going to make, both in terms
[00:09:23.960 --> 00:09:29.360]   of base comp as well as bonuses, as well as RSUs.
[00:09:29.360 --> 00:09:35.960]   On the base for a new grad engineer, the level is called E3, so engineer level three.
[00:09:35.960 --> 00:09:41.480]   And the base salary starts at $125,000 entirely base.
[00:09:41.480 --> 00:09:48.260]   And if you're thinking through like, okay, $125,000 base, then that doesn't include any
[00:09:48.260 --> 00:09:51.440]   of the stocks, doesn't include any of the bonus.
[00:09:51.440 --> 00:09:58.000]   And the way that it's structured broadly is the – at that initial level of E3, they're
[00:09:58.000 --> 00:10:01.380]   eligible for a 10% bonus per year.
[00:10:01.380 --> 00:10:04.280]   And that will happen after performance reviews.
[00:10:04.280 --> 00:10:08.340]   And it's all based on their salary that they've made times that 10%.
[00:10:08.340 --> 00:10:11.520]   And there's also individual multipliers depending on their individual performance.
[00:10:11.520 --> 00:10:15.080]   So if you do really well, you can actually get more than 10%.
[00:10:15.080 --> 00:10:18.000]   If the company does really well, there's also an additional multiplier there.
[00:10:18.000 --> 00:10:23.520]   Or if it does poorly, it can also come down a little bit more, bring it down to earth.
[00:10:23.520 --> 00:10:26.160]   So you have that base salary, $125,000.
[00:10:26.160 --> 00:10:30.000]   You have that 10% bonus piece.
[00:10:30.000 --> 00:10:31.920]   But then you also have equity.
[00:10:31.920 --> 00:10:38.720]   And equity is where, as a tech worker, initially starts as not the largest amount.
[00:10:38.720 --> 00:10:41.880]   But if you're staying at a company long enough or as you get more and more senior, it becomes
[00:10:41.880 --> 00:10:44.280]   a bigger and bigger piece of your overall compensation.
[00:10:44.280 --> 00:10:52.400]   So a new hire engineer can expect a new grant of around $180,000.
[00:10:52.400 --> 00:10:59.680]   So we have – just to recap that, $125,000 base, a 10% bonus, and then $180,000 in new
[00:10:59.680 --> 00:11:01.320]   stock grant.
[00:11:01.320 --> 00:11:06.280]   And the way that these stock grant work is they vest over a four-year period.
[00:11:06.280 --> 00:11:07.760]   Starting immediately, though.
[00:11:07.760 --> 00:11:11.400]   Back when I first started, there was at least a one-year vest, which meant you had to wait
[00:11:11.400 --> 00:11:14.560]   a year before any of your stock vests.
[00:11:14.560 --> 00:11:18.560]   More and more companies have kind of done away with that and started vesting immediately.
[00:11:18.560 --> 00:11:25.080]   So every single quarter, a portion of that $180,000 will vest.
[00:11:25.080 --> 00:11:28.560]   And that kind of brings up into the – I don't know.
[00:11:28.560 --> 00:11:37.120]   That puts you in the – already, right off the bat, in the $200,000 range of total comp
[00:11:37.120 --> 00:11:38.120]   kind of coming in.
[00:11:38.120 --> 00:11:47.440]   And that's like a crazy amount to me, thinking about a new grad coming in, never worked,
[00:11:47.440 --> 00:11:49.640]   potentially ever.
[00:11:49.640 --> 00:11:53.120]   First time on their own, and then making $200,000.
[00:11:53.120 --> 00:11:59.480]   And this is why I started writing, is just because there's so much opportunity.
[00:11:59.480 --> 00:12:04.360]   If I was starting out in my career making $200,000, I couldn't even think about it.
[00:12:04.360 --> 00:12:11.760]   As a new grad, I was an economics major, graduating into the Great Recession back in 2009, and
[00:12:11.760 --> 00:12:16.440]   dreaming of making six figures down the line, working in the New Yorks.
[00:12:16.440 --> 00:12:20.840]   So having now, thinking through, okay, now we're in 2023, these engineers being able
[00:12:20.840 --> 00:12:27.460]   to come in, go to San Francisco, and make upwards of $200,000 in year one, it's unbelievable.
[00:12:27.460 --> 00:12:30.200]   But they don't have the – sorry, go ahead.
[00:12:30.200 --> 00:12:31.200]   Is it $200,000, though?
[00:12:31.200 --> 00:12:32.200]   So it's $125,000.
[00:12:32.200 --> 00:12:37.960]   So $180,000 divided by four is like, I don't know, $45,000.
[00:12:37.960 --> 00:12:41.220]   So that's $170,000, and then there's a raise.
[00:12:41.220 --> 00:12:44.200]   So like almost $200,000, but not $200,000, right?
[00:12:44.200 --> 00:12:45.200]   Like maybe $180,000?
[00:12:45.200 --> 00:12:46.200]   Yeah.
[00:12:46.200 --> 00:12:47.200]   Here, I can –
[00:12:47.200 --> 00:12:50.200]   It's still pretty good.
[00:12:50.200 --> 00:12:54.200]   Yeah, still pretty damn good.
[00:12:54.200 --> 00:12:56.280]   It's not too bad.
[00:12:56.280 --> 00:12:58.640]   And it really increases really quickly, too.
[00:12:58.640 --> 00:13:03.080]   So the base starting at $125,000, that's at E3 level.
[00:13:03.080 --> 00:13:07.240]   There's like an expectation within the first two years of you being able to advance to
[00:13:07.240 --> 00:13:08.240]   E5.
[00:13:08.240 --> 00:13:10.520]   So that's two levels more.
[00:13:10.520 --> 00:13:14.160]   And if you don't get to E5 within those two years for the engineering side, there's
[00:13:14.160 --> 00:13:19.640]   the – essentially an up and out kind of thing around, like they're expecting some
[00:13:19.640 --> 00:13:24.120]   rapid progression, and you being able to level from E3 to E4.
[00:13:24.120 --> 00:13:30.840]   With E4, the base salary is already $150,000, and the bonus increases to around like 15%.
[00:13:30.840 --> 00:13:33.320]   And your equity grants are higher as well.
[00:13:33.320 --> 00:13:37.480]   Is it every four years you get topped up another $180,000 plus in equity?
[00:13:37.480 --> 00:13:38.760]   How does that work?
[00:13:38.760 --> 00:13:42.680]   Every single year at Facebook, you get a refresher.
[00:13:42.680 --> 00:13:46.760]   And the refresher, this is where it's important when you're going into DECK, understanding
[00:13:46.760 --> 00:13:50.240]   the compensation philosophy of the different companies, because they all approach it really
[00:13:50.240 --> 00:13:51.240]   differently.
[00:13:51.240 --> 00:13:55.400]   So you can't – like I'm talking about how Meta approaches it.
[00:13:55.400 --> 00:13:56.400]   But I can't – and it's important.
[00:13:56.400 --> 00:14:02.440]   Go to websites like levels.fyi and see how these packages kind of look like.
[00:14:02.440 --> 00:14:05.800]   But broadly speaking, like at Meta, it's very formulaic.
[00:14:05.800 --> 00:14:10.640]   It's very much based on like what is your level, what is your role, what country are
[00:14:10.640 --> 00:14:16.160]   you in, and that's how much stock you'll get, and like your performance, the performance
[00:14:16.160 --> 00:14:19.760]   rating that you get at during the annual review cycles.
[00:14:19.760 --> 00:14:20.760]   But it's formulaic.
[00:14:20.760 --> 00:14:23.480]   It doesn't look back and see how much stock they've given you in the past.
[00:14:23.480 --> 00:14:26.400]   It doesn't look at what your base salary is.
[00:14:26.400 --> 00:14:29.760]   It's just – it doesn't look at how the stock has performed over that period.
[00:14:29.760 --> 00:14:32.320]   It's very much, okay, this is how much stock you'll be getting.
[00:14:32.320 --> 00:14:34.040]   You're at this level.
[00:14:34.040 --> 00:14:38.840]   And this is – you're in the United States, so you're going to be getting this top up.
[00:14:38.840 --> 00:14:43.920]   And every level has different bands.
[00:14:43.920 --> 00:14:45.400]   Every position has different bands.
[00:14:45.400 --> 00:14:48.560]   So you have like engineer – we're talking about software engineer.
[00:14:48.560 --> 00:14:56.880]   It's typically going to be the highest compensated role within a tech company.
[00:14:56.880 --> 00:15:01.520]   The second one being the product managers, and then everyone kind of going through from
[00:15:01.520 --> 00:15:02.520]   there on.
[00:15:02.520 --> 00:15:09.200]   So you have like the engineer, top tier, getting – they are the ones that set the bands of
[00:15:09.200 --> 00:15:10.200]   everything.
[00:15:10.200 --> 00:15:14.360]   Then you have the product managers, which are probably getting paid on like the – I don't
[00:15:14.360 --> 00:15:20.720]   know, 70% to 80% of the RSU package of an engineer.
[00:15:20.720 --> 00:15:22.280]   And then it kind of goes down from there.
[00:15:22.280 --> 00:15:25.680]   >> In terms – product managers, interesting.
[00:15:25.680 --> 00:15:30.280]   I've seen a lot of jokes about product managers online where they just kind of – they do
[00:15:30.280 --> 00:15:36.400]   their day in the life of meta and then they go and eat their – drink their kombucha.
[00:15:36.400 --> 00:15:40.680]   Then they have like a nice buffet spread and then they just sit back in a lounge chair
[00:15:40.680 --> 00:15:42.800]   and then they just say, "Hey, what are you guys working?"
[00:15:42.800 --> 00:15:45.600]   And the engineer is like, "Hey, this is what we're going to do."
[00:15:45.600 --> 00:15:47.080]   And then they go have drinks later.
[00:15:47.080 --> 00:15:50.040]   Now, how much of that is like real and fake?
[00:15:50.040 --> 00:15:51.800]   What does a product manager do?
[00:15:51.800 --> 00:15:57.240]   Is the product manager the person who stereotypically just doesn't know how to code so they just
[00:15:57.240 --> 00:16:00.040]   are just pushing pencils around?
[00:16:00.040 --> 00:16:01.040]   What do they do?
[00:16:01.040 --> 00:16:03.560]   >> It's definitely a role that's evolved over time.
[00:16:03.560 --> 00:16:08.600]   I think especially within tech, oftentimes in the early days, most of the product managers
[00:16:08.600 --> 00:16:12.320]   were former engineers and that's how it started.
[00:16:12.320 --> 00:16:17.120]   And certain companies have very strong engineering-driven product management philosophies.
[00:16:17.120 --> 00:16:22.400]   If Google particularly up until recently, the vast, vast majority of product managers
[00:16:22.400 --> 00:16:30.560]   at Google were ex-engineers because that was how they valued the role showing up.
[00:16:30.560 --> 00:16:33.840]   But I'll tell you, you see the day in the life pieces.
[00:16:33.840 --> 00:16:37.020]   I think the product managers earn every – I'm not a product manager.
[00:16:37.020 --> 00:16:43.280]   My role is product growth, so it's more on the closer to a product manager meets a data
[00:16:43.280 --> 00:16:50.140]   scientist and the comp closer to data scientist as opposed to a product manager.
[00:16:50.140 --> 00:16:57.060]   But the product managers, I think they – in my experience working at Meta, among some
[00:16:57.060 --> 00:17:01.300]   of the best product managers that I've worked with, they earn every single penny.
[00:17:01.300 --> 00:17:08.380]   It's a tremendous amount of work in order to wrangle, set the vision for an entire team.
[00:17:08.380 --> 00:17:11.460]   And then when you're working at a place like Meta, you're not just working in your own
[00:17:11.460 --> 00:17:16.980]   silo where it's like, "Okay, I'm working on how businesses advertise.
[00:17:16.980 --> 00:17:19.700]   I have this control over this one piece."
[00:17:19.700 --> 00:17:24.860]   And you can't just in isolation focus on building that one item.
[00:17:24.860 --> 00:17:26.020]   Everything is so interconnected.
[00:17:26.020 --> 00:17:29.540]   It requires a tremendous amount of coordination across teams.
[00:17:29.540 --> 00:17:33.100]   So you have the product manager setting the vision for the team, but also needing to do
[00:17:33.100 --> 00:17:37.980]   a tremendous amount of work around building consensus across partner teams.
[00:17:37.980 --> 00:17:43.300]   Because if you have a team working on advertising that's trying to do something to increase
[00:17:43.300 --> 00:17:48.300]   the amount of ads that are being shown, that will have a tremendous amount of impact on
[00:17:48.300 --> 00:17:49.300]   the user experience.
[00:17:49.300 --> 00:17:53.380]   And then you have teams working on the user side of how newsfeed works or teams working
[00:17:53.380 --> 00:17:58.220]   on reels or teams working on all of the latest and greatest different features that are being
[00:17:58.220 --> 00:17:59.220]   added.
[00:17:59.220 --> 00:18:02.620]   And all of these different features and all of these product changes have foundational
[00:18:02.620 --> 00:18:05.420]   implications on the rest of the ecosystem.
[00:18:05.420 --> 00:18:06.940]   So a lot of coordination.
[00:18:06.940 --> 00:18:11.100]   And then we're going into 2023, what is top of...
[00:18:11.100 --> 00:18:12.100]   It's like front and center.
[00:18:12.100 --> 00:18:17.140]   We're in an entirely different world than when I first started at Meta nine years ago,
[00:18:17.140 --> 00:18:23.740]   where it's a much more privacy conscious, a much more sensitive environment.
[00:18:23.740 --> 00:18:27.060]   So there's a lot of policy reviews, legal reviews.
[00:18:27.060 --> 00:18:32.540]   And the product managers play a huge role in making sure all of the roadmaps that the
[00:18:32.540 --> 00:18:39.020]   teams are working on are fully compliant and meeting all of our obligations that the teams
[00:18:39.020 --> 00:18:40.700]   have set.
[00:18:40.700 --> 00:18:42.340]   And really just setting the vision.
[00:18:42.340 --> 00:18:46.100]   And then they're entirely liable on the execution.
[00:18:46.100 --> 00:18:49.460]   At Meta, it's very much a, what is your impact?
[00:18:49.460 --> 00:18:50.460]   What are you having?
[00:18:50.460 --> 00:18:54.500]   It's not around setting the vision, it's around what did you actually deliver?
[00:18:54.500 --> 00:18:58.940]   And among roles, I think product managers are the most on the hook for actually delivering
[00:18:58.940 --> 00:18:59.940]   on the vision that they set for.
[00:18:59.940 --> 00:19:03.940]   It's not just setting the vision, it's actually being able to deliver and execute on that.
[00:19:03.940 --> 00:19:08.540]   And again, doing that from a point of, they're not the ones actually coding.
[00:19:08.540 --> 00:19:15.340]   So having to motivate the team, set the vision, coordinate with all the cross-functional partners,
[00:19:15.340 --> 00:19:20.180]   get the engineers bought in, excited, and just being able to execute on that.
[00:19:20.180 --> 00:19:27.220]   And the world also changes on a dime, especially at a Meta where the pandemic happens, all
[00:19:27.220 --> 00:19:30.900]   of a sudden your roadmap changes entirely and needing to quickly at the drop of a hat
[00:19:30.900 --> 00:19:31.900]   change it.
[00:19:31.900 --> 00:19:38.180]   Or there's a year of efficiency, which Mark announced, and there's a reduction in workforce.
[00:19:38.180 --> 00:19:43.520]   And all of a sudden the roadmap that you had built out that anticipated your team growing
[00:19:43.520 --> 00:19:49.420]   by 50% is now seeing a reduction in team and needing to at the drop of the hat change the
[00:19:49.420 --> 00:19:51.700]   entire roadmap.
[00:19:51.700 --> 00:19:53.200]   But people don't like to change goals either.
[00:19:53.200 --> 00:19:58.500]   So how do you make the same level of impact with fewer people, fewer resources on top
[00:19:58.500 --> 00:20:02.980]   of being distracted by other changes that are happening around you?
[00:20:02.980 --> 00:20:07.560]   So it's definitely the day in the life pieces.
[00:20:07.560 --> 00:20:11.500]   They take care of us at these places like Meta and we are spoiled.
[00:20:11.500 --> 00:20:14.220]   And I will not deny that the food is there.
[00:20:14.220 --> 00:20:18.620]   You're getting chauffeured around in buses, taking you from San Francisco down to Menlo
[00:20:18.620 --> 00:20:21.300]   Park every day.
[00:20:21.300 --> 00:20:22.580]   But you work for that too.
[00:20:22.580 --> 00:20:23.580]   It doesn't come for free.
[00:20:23.580 --> 00:20:31.500]   Speaking of work, the other dilemma I think a lot of people have is big tech or startups.
[00:20:31.500 --> 00:20:34.820]   And I've written about in the past how if you join a startup, you'll probably end up
[00:20:34.820 --> 00:20:39.140]   poorer than richer because the success rate is low.
[00:20:39.140 --> 00:20:43.020]   And all you hear about are the huge successes in the media.
[00:20:43.020 --> 00:20:49.380]   But the reality is, think about it as a venture capitalist, nine out of ten of your investments
[00:20:49.380 --> 00:20:51.320]   fail or they're zombie companies.
[00:20:51.320 --> 00:20:53.300]   So how are you going to make that money?
[00:20:53.300 --> 00:21:00.980]   So is there a, I guess, "risk" of being too comfortable at big tech and getting lulled
[00:21:00.980 --> 00:21:04.260]   into just doing the same thing over and over again?
[00:21:04.260 --> 00:21:10.780]   Because I have met many people from big tech who have left big tech to try to do something
[00:21:10.780 --> 00:21:14.300]   a little bit more impactful on a smaller scale at a startup.
[00:21:14.300 --> 00:21:15.300]   What are your thoughts on that?
[00:21:15.300 --> 00:21:17.100]   Yeah, no, it's really interesting.
[00:21:17.100 --> 00:21:19.460]   And it's something that I've been at.
[00:21:19.460 --> 00:21:22.940]   I was at Meta for nine years.
[00:21:22.940 --> 00:21:27.380]   I've over that time continuously talked to other companies, most of them startups, to
[00:21:27.380 --> 00:21:28.940]   learn more about what they're doing.
[00:21:28.940 --> 00:21:33.380]   And I'm of the philosophy that you should constantly be thinking about what's next and
[00:21:33.380 --> 00:21:37.540]   learning what's out there because life is all around opportunity, cost, and understanding.
[00:21:37.540 --> 00:21:42.220]   What's out there helps you make those decisions around whether you want to make those tradeoffs.
[00:21:42.220 --> 00:21:49.100]   And I do think it is easy to get comfortable once you finally make it in to one of these
[00:21:49.100 --> 00:21:55.220]   large companies and you're continuously getting these new stock grants every year.
[00:21:55.220 --> 00:21:57.500]   They call the stock grants "golden handcuffs" for a reason.
[00:21:57.500 --> 00:22:01.140]   They're investing over four years and you're getting more of them every four years.
[00:22:01.140 --> 00:22:04.860]   I think it's easy to get comfortable.
[00:22:04.860 --> 00:22:09.980]   And it's, in a certain level, fairly predictable around how much you're going to make.
[00:22:09.980 --> 00:22:13.300]   The past couple of years has been a little different because of the volatility of the
[00:22:13.300 --> 00:22:15.300]   tech stocks themselves.
