
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:01:50.180 --> 00:01:51.700]   And we're gonna talk to others
[00:01:51.700 --> 00:01:53.820]   who want to try this plan too.
[00:01:53.820 --> 00:01:58.820]   So you listen in every Tuesday to ponder the next habit.
[00:01:58.820 --> 00:02:03.940]   Today, we're gonna be thinking about playing together
[00:02:03.940 --> 00:02:06.700]   and I have one of my favorite playmates,
[00:02:06.700 --> 00:02:11.900]   Kelly Wilt here with me to talk about Christmas
[00:02:11.900 --> 00:02:14.500]   and simplifying Advent.
[00:02:14.500 --> 00:02:16.820]   So Kelly, thanks for joining me.
[00:02:16.820 --> 00:02:18.340]   - Absolutely, Lisa.
[00:02:18.340 --> 00:02:21.660]   I am so excited to talk about this with you today.
[00:02:21.660 --> 00:02:25.300]   I am sitting here in front of our own Christmas tree,
[00:02:25.300 --> 00:02:28.880]   which we are hoping to decorate this week
[00:02:28.880 --> 00:02:30.980]   at the time of this podcast.
[00:02:30.980 --> 00:02:35.700]   And Christmas is my favorite holiday for many reasons.
[00:02:35.700 --> 00:02:38.380]   So I'm excited to talk about that today.
[00:02:38.380 --> 00:02:39.360]   - I'm so excited.
[00:02:39.360 --> 00:02:43.140]   We are getting our tree tonight
[00:02:43.140 --> 00:02:44.980]   and then decorating it tomorrow.
[00:02:44.980 --> 00:02:49.220]   So you and I will be in joyful community
[00:02:49.220 --> 00:02:50.500]   when we get to do that.
[00:02:50.500 --> 00:02:51.900]   Let me ask you, I know you said
[00:02:51.900 --> 00:02:54.100]   that you were a big Christmas lover.
[00:02:54.100 --> 00:02:58.920]   What is it that you love about Christmas?
[00:02:58.920 --> 00:03:00.500]   - Well, I think some of the things
[00:03:00.500 --> 00:03:04.500]   that I love about celebrating Christmas are,
[00:03:04.500 --> 00:03:07.900]   well, the very first one that I can think of
[00:03:07.900 --> 00:03:12.700]   is that Christmas was always a time set apart in our family.
[00:03:12.700 --> 00:03:18.020]   Our church would do specific fun activities,
[00:03:18.020 --> 00:03:21.300]   thoughtful activities around this time of year.
[00:03:21.300 --> 00:03:25.740]   And so my little heart, even as a little person,
[00:03:25.740 --> 00:03:29.500]   was always tuned in to that Christmas season
[00:03:29.500 --> 00:03:32.820]   and to the special things that only happened
[00:03:32.820 --> 00:03:34.740]   during that time of year.
[00:03:34.740 --> 00:03:39.220]   And I loved all of the activities our church would plan.
[00:03:39.220 --> 00:03:43.580]   It just made Christmas something special in my eyes,
[00:03:43.580 --> 00:03:45.340]   even when I was young.
[00:03:45.340 --> 00:03:48.380]   And so that combined with the fact
[00:03:48.380 --> 00:03:51.060]   that our family would get together
[00:03:51.060 --> 00:03:54.660]   and we would sing and we would feast.
[00:03:54.660 --> 00:03:57.420]   I sound like, you know, I sound like Dr. Seuss.
[00:03:57.420 --> 00:03:58.660]   We would feast on Christmas. - I'm not the feast,
[00:03:58.660 --> 00:04:00.660]   feast, feast, yeah. (laughs)
[00:04:00.660 --> 00:04:04.740]   - And we would fellowship together and celebrate,
[00:04:04.740 --> 00:04:07.620]   which, you know, to us as believers,
[00:04:07.620 --> 00:04:11.740]   is the special holiday for this time of year,
[00:04:11.740 --> 00:04:13.660]   celebrating the birth of Christ.
[00:04:13.660 --> 00:04:17.860]   - Yeah, so it sounds like Christmas was kind of a big deal
[00:04:17.860 --> 00:04:20.820]   in your home and your family when you were growing up.
[00:04:20.820 --> 00:04:23.660]   - Yes, yes, I would say for certain,
[00:04:23.660 --> 00:04:25.340]   that is a true statement. (laughs)
[00:04:25.340 --> 00:04:29.420]   - Yeah, I think, and my parents both loved Christmas too,
[00:04:29.420 --> 00:04:31.820]   'cause I can remember, kinda like you,
[00:04:31.820 --> 00:04:35.340]   that my family, there were certain things that we did.
[00:04:35.340 --> 00:04:39.180]   I can actually remember going with my daddy
[00:04:39.180 --> 00:04:42.700]   and sometimes my little sister out to property
[00:04:42.700 --> 00:04:47.540]   that he owned out in the country and pulling running cedar
[00:04:47.540 --> 00:04:51.780]   and we made our own Christmas wreath for the front door.
[00:04:51.780 --> 00:04:55.020]   And so, I mean, just little things like that,
[00:04:55.020 --> 00:04:58.700]   he invested a lot, he and my mom invested a lot
[00:04:58.700 --> 00:05:02.900]   in creating Christmas rituals and traditions
[00:05:02.900 --> 00:05:06.900]   that we kept up with and that was really special to me too.
[00:05:06.900 --> 00:05:11.380]   So tell me one of your most vivid Christmas memories
[00:05:11.380 --> 00:05:15.140]   with your family and it can be silly or serious
[00:05:15.140 --> 00:05:17.300]   or embarrassing, we're all friends here.
[00:05:17.300 --> 00:05:18.820]   (laughs)
[00:05:18.820 --> 00:05:21.900]   - Or a little bit of all of that, right?
[00:05:21.900 --> 00:05:26.260]   Oh my, I think one, when I think about Christmas,
[00:05:26.260 --> 00:05:27.620]   particularly when I was young,
[00:05:27.620 --> 00:05:30.460]   one of the things that immediately comes to mind
[00:05:30.460 --> 00:05:33.780]   is the fact that every Christmas Eve,
[00:05:33.780 --> 00:05:36.500]   my mother's side of our family would get together
[00:05:36.500 --> 00:05:40.860]   and we would have a Christmas Eve party for family
[00:05:40.860 --> 00:05:44.460]   who lived close by, but just life happened
[00:05:44.460 --> 00:05:48.220]   and we never really got together on a regular basis.
[00:05:48.220 --> 00:05:51.260]   And everyone would bring food and we would sit around
[00:05:51.260 --> 00:05:54.540]   and we would talk and the grandchildren in the family
[00:05:54.540 --> 00:05:59.180]   would play games and it reminds me a lot of what I read
[00:05:59.180 --> 00:06:02.820]   in Charles Dickens where all the adults sit together
[00:06:02.820 --> 00:06:06.020]   and talk in fellowship and the kids play games.
[00:06:06.020 --> 00:06:08.700]   It was just so memorable and I remember,
[00:06:08.700 --> 00:06:10.820]   even as I sit here thinking about that,
[00:06:10.820 --> 00:06:15.820]   distinct smells and tastes and sounds come to mind.
[00:06:15.820 --> 00:06:20.460]   I had one aunt that always brought the same pea salad.
[00:06:20.460 --> 00:06:22.900]   - Oh my gosh, oh my gosh.
[00:06:22.900 --> 00:06:25.020]   - I remember looking at that when I was five, six,
[00:06:25.020 --> 00:06:27.260]   seven years old and going, oh, what is that?
[00:06:27.260 --> 00:06:30.220]   Well, by the time that I got to be 12, 13, 14,
[00:06:30.220 --> 00:06:31.980]   that pea salad tasted pretty good.
[00:06:31.980 --> 00:06:34.860]   - Isn't that hilarious, oh.
[00:06:34.860 --> 00:06:38.820]   - Remember, it was a special time for me to see people
[00:06:38.820 --> 00:06:41.620]   who now have gone on to be with the Lord,
[00:06:41.620 --> 00:06:44.220]   but at that time, when I reflect on that,
[00:06:44.220 --> 00:06:47.260]   it was such a special time for us as a family
[00:06:47.260 --> 00:06:51.340]   to be together and to celebrate the birth of Christ
[00:06:51.340 --> 00:06:54.140]   and to celebrate our relationships with each other.
[00:06:54.140 --> 00:06:56.180]   And that just was so special.
[00:06:56.180 --> 00:06:59.460]   - Yeah, it's so funny, the things that kids remember
[00:06:59.460 --> 00:07:01.380]   always surprise their parents.
[00:07:01.380 --> 00:07:04.460]   'Cause I know there are things that I remembered
[00:07:04.460 --> 00:07:06.700]   and they made such an impression on me
[00:07:06.700 --> 00:07:09.500]   and I would mention it to my mom and dad
[00:07:09.500 --> 00:07:11.980]   and they were like, yeah, that never happened.
[00:07:11.980 --> 00:07:12.820]   (laughing)
[00:07:12.820 --> 00:07:16.020]   And I'm like, it did, or they have no memory of it.
[00:07:16.020 --> 00:07:20.300]   But what I've discovered is that some of the things
[00:07:20.300 --> 00:07:25.020]   that are most memorable to me and the ones
[00:07:25.020 --> 00:07:28.900]   that my parents remember too come from,
[00:07:28.900 --> 00:07:31.140]   it became kind of like a shared joke.
[00:07:31.140 --> 00:07:35.340]   I know that when my sister and I were little,
[00:07:35.340 --> 00:07:37.780]   we loved Christmas Eve.
[00:07:37.780 --> 00:07:40.460]   We loved going to church on Christmas Eve,
[00:07:40.460 --> 00:07:43.740]   but we loved the special time that we had at home
[00:07:43.740 --> 00:07:47.340]   just with our family because we opened gifts
[00:07:47.340 --> 00:07:51.260]   from one another on Christmas Eve.
[00:07:51.260 --> 00:07:53.780]   And so we looked forward to that.
[00:07:53.780 --> 00:07:58.780]   And some of the best excitement came from seeing
[00:07:58.780 --> 00:08:02.660]   what somebody else thought about the gift you gave them.
[00:08:02.660 --> 00:08:06.420]   So it wasn't all just that we couldn't wait to get new stuff.
[00:08:06.420 --> 00:08:09.480]   But I can remember every year we would get ready,
[00:08:09.480 --> 00:08:13.260]   we would parcel the presents out and my dad would say,
[00:08:13.260 --> 00:08:15.620]   well, before we open presents,
[00:08:15.620 --> 00:08:19.140]   I really think we need to go look at the Christmas lights.
[00:08:19.140 --> 00:08:21.100]   And he would do it every year.
[00:08:21.100 --> 00:08:25.740]   And it became a moan and groan time.
[00:08:25.740 --> 00:08:29.340]   So we usually opened gifts,
[00:08:29.340 --> 00:08:31.840]   but then we would put on our pajamas
[00:08:31.840 --> 00:08:33.960]   and we would go look at the Christmas lights.
[00:08:33.960 --> 00:08:38.760]   And so that becomes one of my most treasured
[00:08:38.760 --> 00:08:43.040]   childhood memories, both because of the moan and groan
[00:08:43.040 --> 00:08:46.380]   that was the shared joke every year.
[00:08:46.380 --> 00:08:50.500]   But also it was a time when we were just in the car,
[00:08:50.500 --> 00:08:54.460]   just the four of us, it was dark, it was quiet.
[00:08:54.460 --> 00:08:56.740]   We were looking at things that were beautiful
[00:08:56.740 --> 00:09:00.120]   in our community and it drew us together.
[00:09:00.120 --> 00:09:03.620]   So a lot of times I think what makes those memories
[00:09:03.620 --> 00:09:08.620]   so vivid to us is their shared nature.
[00:09:08.620 --> 00:09:10.660]   And then what you talked about,
[00:09:10.660 --> 00:09:13.460]   you know, that there are smells and sounds.
[00:09:13.460 --> 00:09:16.940]   So it's very sensory.
[00:09:16.940 --> 00:09:19.380]   Those kinds of memories are vivid
[00:09:19.380 --> 00:09:21.840]   because they're so sensory.
[00:09:21.840 --> 00:09:24.940]   So think about your family today.
[00:09:24.940 --> 00:09:28.420]   I know that you and Kim have three lovely children.
[00:09:28.420 --> 00:09:32.980]   So what are the hallmarks of your Christmas
[00:09:32.980 --> 00:09:35.240]   celebrating in your family today?
[00:09:35.240 --> 00:09:38.480]   And what are the things that your kids look forward to?
[00:09:38.480 --> 00:09:40.580]   - Oh, well, let me preface this by saying
[00:09:40.580 --> 00:09:43.880]   that we as a family are in a time of transition
[00:09:43.880 --> 00:09:45.860]   right now at the time of this podcast.
[00:09:45.860 --> 00:09:50.860]   So our eldest is graduating from college this year.
[00:09:50.860 --> 00:09:54.480]   And so Christmas is going to be looking a little different
[00:09:54.480 --> 00:09:56.340]   for us as a family, you know,
[00:09:56.340 --> 00:09:59.100]   moving forward into the future, our middle son
[00:09:59.100 --> 00:10:00.820]   is graduating from high school
[00:10:00.820 --> 00:10:03.060]   and heading off into the future.
[00:10:03.060 --> 00:10:05.380]   And so as of next Christmas,
[00:10:05.380 --> 00:10:10.380]   we will only have one child who is still at home.
[00:10:10.380 --> 00:10:13.060]   And so that is a change for this mama
[00:10:13.060 --> 00:10:16.520]   because I can remember, you know, when they were little,
[00:10:16.520 --> 00:10:19.360]   I had certain things that I planned on certain days
[00:10:19.360 --> 00:10:21.080]   and we would do them together.
[00:10:21.080 --> 00:10:24.380]   And so now Christmas takes a little more effort on my part
[00:10:24.380 --> 00:10:28.180]   because I need to reach out to my children
[00:10:28.180 --> 00:10:30.720]   who are no longer under our roof
[00:10:30.720 --> 00:10:34.380]   and still involve them in the celebration
[00:10:34.380 --> 00:10:37.540]   and in participating, even at a distance,
[00:10:37.540 --> 00:10:40.100]   what we're doing together as a family.
[00:10:40.100 --> 00:10:42.520]   So it will look a little different for us this year,
[00:10:42.520 --> 00:10:43.980]   but that's not a bad thing.
[00:10:43.980 --> 00:10:46.720]   It's just going to take some growing and stretching
[00:10:46.720 --> 00:10:50.260]   as our children move from under our roof out into the world.
[00:10:50.260 --> 00:10:52.120]   - Yes, yes.
[00:10:52.120 --> 00:10:54.580]   So things can look different and I, you know,
[00:10:54.580 --> 00:10:58.420]   I'm here to say, it's true, it does change.
[00:10:58.420 --> 00:11:01.040]   No matter how much you love all the things
[00:11:01.040 --> 00:11:02.200]   that you've always done,
[00:11:02.200 --> 00:11:06.440]   no matter how much of a traditionalist you are like I am,
[00:11:06.440 --> 00:11:08.680]   and one, especially of my daughters as well,
[00:11:08.680 --> 00:11:10.160]   we did it this way one time.
[00:11:10.160 --> 00:11:12.980]   So that has set a precedent and we must do it that way
[00:11:12.980 --> 00:11:14.300]   until Jesus comes back.
[00:11:14.300 --> 00:11:17.800]   As hard as we want to hold to all the things
[00:11:17.800 --> 00:11:21.300]   that we always loved, you do have to flex a little bit.
[00:11:21.300 --> 00:11:22.980]   But you know what, Kelly, I'll tell you,
[00:11:22.980 --> 00:11:25.580]   from the perspective of a mama
[00:11:25.580 --> 00:11:27.820]   with two grown married daughters
[00:11:27.820 --> 00:11:31.900]   who have their own families that they do celebrations with,
[00:11:31.900 --> 00:11:35.620]   there are things that your kids will continue
[00:11:35.620 --> 00:11:37.660]   to want to do with you.
[00:11:37.660 --> 00:11:41.300]   They're family traditions that will endure.
[00:11:41.300 --> 00:11:43.340]   - Yes, yes.
[00:11:43.340 --> 00:11:45.740]   It's funny that you say that because our eldest,
[00:11:45.740 --> 00:11:47.300]   who is away and will be coming home
[00:11:47.300 --> 00:11:50.160]   for Christmas break soon, has already messaged me
[00:11:50.160 --> 00:11:51.620]   with the Christmas cookies
[00:11:51.620 --> 00:11:55.420]   that he specifically wants to go home and bake with me.
[00:11:55.420 --> 00:11:59.380]   And so I know that there are, in their minds,
[00:11:59.380 --> 00:12:01.900]   those traditions are a tapestry
[00:12:01.900 --> 00:12:05.040]   that we have woven over time as a family.
[00:12:05.040 --> 00:12:09.540]   And each year they want to see that tapestry rolled out
[00:12:09.540 --> 00:12:12.260]   so they can find all of those threads
[00:12:12.260 --> 00:12:15.640]   that we had so carefully placed over the years before.
[00:12:15.640 --> 00:12:17.340]   And so his threads, I think,
[00:12:17.340 --> 00:12:19.440]   primarily involve things he can eat.
[00:12:19.440 --> 00:12:20.900]   - Yes, yes, yes.
[00:12:20.900 --> 00:12:23.980]   - Which is pretty typical, I think, for his age.
[00:12:23.980 --> 00:12:27.260]   But it gives me joy to begin preparing for that
[00:12:27.260 --> 00:12:29.260]   because I know it is so meaningful,
[00:12:29.260 --> 00:12:31.980]   not only for me, but also for him.
[00:12:31.980 --> 00:12:33.900]   - Yeah, oh, it's so true.
[00:12:33.900 --> 00:12:36.620]   And there are traditions that you,
[00:12:36.620 --> 00:12:38.340]   I alluded to it a minute ago,
[00:12:38.340 --> 00:12:42.940]   there are traditions that you start intentionally
[00:12:42.940 --> 00:12:44.060]   with your family. - Yes.
[00:12:44.060 --> 00:12:46.580]   - And then there are things that become tradition
[00:12:46.580 --> 00:12:49.880]   and you have no idea that this was gonna catch hold.
[00:12:49.880 --> 00:12:53.600]   And there are certain meals that I ask the girls,
[00:12:53.600 --> 00:12:56.640]   so you're coming home, so what is it that you,
[00:12:56.640 --> 00:12:59.120]   if you're coming for Christmas Eve, what do you want?
[00:12:59.120 --> 00:13:02.400]   You're coming, okay, so I can ask that.
[00:13:02.400 --> 00:13:04.320]   But if I ask them, what do you want for breakfast
[00:13:04.320 --> 00:13:07.500]   on Christmas morning or supper on Christmas night,
[00:13:07.500 --> 00:13:09.340]   they look at me like I have two heads.
[00:13:09.340 --> 00:13:12.100]   And they're like, well, I mean what we always have,
[00:13:12.100 --> 00:13:13.320]   why would you change that?
[00:13:13.320 --> 00:13:17.680]   And so one year, one year, I made chicken and dumplings
[00:13:17.680 --> 00:13:19.420]   for supper Christmas night.
[00:13:19.420 --> 00:13:22.020]   And I mostly think it's 'cause it was cold
[00:13:22.020 --> 00:13:24.720]   and we didn't need a super heavy meal.
[00:13:24.720 --> 00:13:26.960]   But that became the tradition.
[00:13:26.960 --> 00:13:30.080]   And now, I mean, if you come to my house on Christmas night,
[00:13:30.080 --> 00:13:32.380]   you're welcome, but we'll be having chicken and dumplings.
[00:13:32.380 --> 00:13:33.220]   (laughing)
[00:13:33.220 --> 00:13:35.300]   And so that's just gonna, so I'd like to know
[00:13:35.300 --> 00:13:39.540]   what is one tradition that you started intentionally
[00:13:39.540 --> 00:13:43.820]   with your family and then what is one that began
[00:13:43.820 --> 00:13:46.340]   unintentionally but continues?
[00:13:46.340 --> 00:13:50.060]   - Oh, okay, so my intentional tradition
[00:13:50.060 --> 00:13:53.680]   that Ken and I both decided to do with our children
[00:13:53.680 --> 00:13:55.620]   involves decorating the tree.
[00:13:55.620 --> 00:14:00.620]   So we always, our tree is very full, very, very full.
[00:14:00.620 --> 00:14:04.220]   And so we put on all of the, what my husband calls
[00:14:04.220 --> 00:14:06.520]   the fluffy ornaments, the things that really don't have
[00:14:06.520 --> 00:14:09.080]   significance but are beautiful to look at.
[00:14:09.080 --> 00:14:12.780]   And the very last thing that we do when we decorate the tree
[00:14:12.780 --> 00:14:16.880]   is each year as a family, we lay out our ornaments
[00:14:16.880 --> 00:14:20.060]   that are associated with each year
[00:14:20.060 --> 00:14:22.340]   that our family has celebrated together.
[00:14:22.340 --> 00:14:24.660]   And so we put them, we lay them out on the floor
[00:14:24.660 --> 00:14:28.300]   almost like a timeline of our family.
[00:14:28.300 --> 00:14:33.300]   And as we are putting one ornament at a time up on the tree,
[00:14:33.300 --> 00:14:37.460]   we actually are telling the story of our family.
[00:14:37.460 --> 00:14:41.440]   And it brings me to tears almost every single year
[00:14:41.440 --> 00:14:45.260]   because we are decorating the tree and making it beautiful,
[00:14:45.260 --> 00:14:48.420]   but we are reflecting on the goodness of God
[00:14:48.420 --> 00:14:50.040]   in the life of our family.
[00:14:50.040 --> 00:14:53.200]   And so that either began very intentionally
[00:14:53.200 --> 00:14:56.100]   and I will say, our children still say,
[00:14:56.100 --> 00:14:58.400]   not the year ornaments, not the year ornaments,
[00:14:58.400 --> 00:15:02.980]   I want to put up 2004 or let me put up 2007.
[00:15:02.980 --> 00:15:07.580]   And it just is a wonderful time of intentional reflection
[00:15:07.580 --> 00:15:10.980]   on the goodness of God in our family.
[00:15:10.980 --> 00:15:13.340]   - I remember when my girls got married
[00:15:13.340 --> 00:15:15.800]   and their husbands helped us decorate the tree.
[00:15:15.800 --> 00:15:19.060]   One of the boys, I mean, we had been at this for a while
[00:15:19.060 --> 00:15:22.580]   and he looked up and he said to his wife,
[00:15:22.580 --> 00:15:25.100]   "Man, it takes your family a long time
[00:15:25.100 --> 00:15:26.940]   to decorate the tree."
[00:15:26.940 --> 00:15:29.300]   And she looked at him like, "I mean, you have married
[00:15:29.300 --> 00:15:31.220]   into the wrong clan if this bothers you."
[00:15:31.220 --> 00:15:35.160]   And I said, "Yes, honey, it takes a long time
[00:15:35.160 --> 00:15:39.180]   because we tell the stories every year.
[00:15:39.180 --> 00:15:44.180]   It is the story of our family's life together in the Lord
[00:15:44.180 --> 00:15:48.900]   and in the midst of what he brought to our life
[00:15:48.900 --> 00:15:49.900]   through the years."
[00:15:49.900 --> 00:15:52.220]   And so, yeah, I completely understand that.
[00:15:52.220 --> 00:15:56.380]   Okay, so what is your unintentional attention?
[00:15:56.380 --> 00:15:58.060]   - So this is a funny story.
[00:15:58.060 --> 00:15:59.220]   So when our children were little,
[00:15:59.220 --> 00:16:04.220]   we were really concerned about our porcelain nativity
[00:16:04.220 --> 00:16:09.300]   because they just wanted to hold baby Jesus.
[00:16:09.300 --> 00:16:11.200]   They wanted to hold Mary and Joseph
[00:16:11.200 --> 00:16:13.380]   and their little pudgy fists.
[00:16:13.380 --> 00:16:17.100]   And I just had visions of them being dashed on the floor.
[00:16:17.100 --> 00:16:20.280]   And then I wanted to preserve that beautiful set.
[00:16:20.280 --> 00:16:25.060]   So we went out to the store and we bought a Fisher Price
[00:16:25.060 --> 00:16:29.700]   little people nativity set so they could hold the baby.
[00:16:29.700 --> 00:16:31.000]   They could put him in the manger.
[00:16:31.000 --> 00:16:33.860]   They could play the song and the star would light up.
[00:16:33.860 --> 00:16:38.060]   And the funny thing about that is we always put it
[00:16:38.060 --> 00:16:41.620]   on our kitchen table because that was where we did school.
[00:16:41.620 --> 00:16:44.060]   - Right, you did your devotions and there it is.
[00:16:44.060 --> 00:16:45.740]   - Yes, so they could pick the pieces up.
[00:16:45.740 --> 00:16:48.660]   As we read through the Bible, through the Christmas story,
[00:16:48.660 --> 00:16:51.280]   during the month of December, they could hold those pieces
[00:16:51.280 --> 00:16:53.660]   and it made it very real and tangible
[00:16:53.660 --> 00:16:54.580]   for them as little people.
[00:16:54.580 --> 00:16:58.860]   Well, we got maybe three or four years
[00:16:58.860 --> 00:17:03.460]   after we started doing this together, just very casually.
[00:17:03.460 --> 00:17:08.300]   One day I got to the part of the story about the wise men.
[00:17:08.300 --> 00:17:10.940]   And it was the first time I think any of my children
[00:17:10.940 --> 00:17:13.780]   had connected the fact that the wise men
[00:17:13.780 --> 00:17:17.620]   were not standing there when baby Jesus was born.
[00:17:17.620 --> 00:17:19.340]   - They do not belong in the stable, yes.
[00:17:19.340 --> 00:17:20.500]   - Exactly, exactly.
[00:17:20.500 --> 00:17:23.280]   It wasn't like baby Jesus was born and he was swaddled
[00:17:23.280 --> 00:17:25.340]   and there were the gold frankincense and myrrh.
[00:17:25.340 --> 00:17:28.900]   And they were horrified that that little people,
[00:17:28.900 --> 00:17:30.940]   nativity set had the wise men.
[00:17:30.940 --> 00:17:33.540]   - Right, but that is not accurate.
[00:17:33.540 --> 00:17:37.300]   - So our eldest took them and our nativity was,
[00:17:37.300 --> 00:17:40.580]   our manger was sitting on the table and he took the wise men
[00:17:40.580 --> 00:17:43.100]   and he put them on the bookshelf in the hallway.
[00:17:43.100 --> 00:17:45.300]   And he said, "They're not there yet,
[00:17:45.300 --> 00:17:46.620]   "but they're gonna get there."
[00:17:46.620 --> 00:17:50.840]   And I watched in amusement over the next few days
[00:17:50.840 --> 00:17:54.540]   as the wise men would show up a little closer
[00:17:54.540 --> 00:17:57.180]   and a little closer and a little closer
[00:17:57.180 --> 00:17:59.580]   to our nativity sitting on the table.
[00:17:59.580 --> 00:18:02.180]   So I know a lot of people have Elf on the Shelf
[00:18:02.180 --> 00:18:05.940]   and we had, and we still do have wise men in the kitchen.
[00:18:05.940 --> 00:18:09.980]   - That is so perfect, I love that, I love that.
[00:18:09.980 --> 00:18:12.100]   I always struggle 'cause I don't really want
[00:18:12.100 --> 00:18:16.800]   to put the wise men with the manger and with the stable,
[00:18:16.800 --> 00:18:18.760]   but it's like, okay, but it belongs to the set,
[00:18:18.760 --> 00:18:20.260]   where am I gonna put it?
[00:18:20.260 --> 00:18:23.220]   So that is awesome, that is awesome.
[00:18:23.220 --> 00:18:28.180]   So I can tell, I mean, you have lots of traditions already
[00:18:28.180 --> 00:18:32.300]   that you've told us about that really helped you
[00:18:32.300 --> 00:18:36.120]   and Ken keep the deeper meaning of Christmas
[00:18:36.120 --> 00:18:38.320]   at the forefront, you know, the nativity
[00:18:38.320 --> 00:18:41.280]   and talking over the providence of God
[00:18:41.280 --> 00:18:42.780]   through all of the years.
[00:18:42.780 --> 00:18:46.300]   Are there other things that you guys did intentionally,
[00:18:46.300 --> 00:18:48.620]   especially when your kids were young,
[00:18:48.620 --> 00:18:51.180]   to keep the deep meaning of Christmas
[00:18:51.180 --> 00:18:54.020]   at the forefront of your celebrations?
[00:18:54.020 --> 00:18:56.540]   - Wow, well, you know, I think it goes without saying
[00:18:56.540 --> 00:18:58.660]   that we would always make an effort
[00:18:58.660 --> 00:19:01.480]   to read the Christmas story to our children
[00:19:01.480 --> 00:19:05.000]   and we would not only read it, but we would talk about it.
[00:19:05.000 --> 00:19:07.900]   We would talk about what do you think Mary felt?
[00:19:07.900 --> 00:19:09.240]   How would you feel?
[00:19:09.240 --> 00:19:11.680]   You know, what do you think,
[00:19:11.680 --> 00:19:14.340]   why do you think the wise men brought these gifts?
[00:19:14.340 --> 00:19:17.420]   We would ask questions to our children.
[00:19:17.420 --> 00:19:22.180]   And so, you know, it made them really carefully ponder
[00:19:22.180 --> 00:19:25.500]   not only the words that you see in scripture,
[00:19:25.500 --> 00:19:29.420]   but the humanity surrounding that moment.
[00:19:29.420 --> 00:19:33.380]   We also, as a family, love to sing together.
[00:19:33.380 --> 00:19:36.300]   And so we would sing, and we still do,
[00:19:36.300 --> 00:19:38.580]   sing Christmas carols together.
[00:19:38.580 --> 00:19:41.220]   We play Christmas music constantly
[00:19:41.220 --> 00:19:43.540]   in the house on the Alexa.
[00:19:43.540 --> 00:19:46.100]   You know, I think our poor Alexa is probably already tired
[00:19:46.100 --> 00:19:48.740]   of playing Christmas music at this point in the year.
[00:19:48.740 --> 00:19:50.980]   - She'll get over it, she'll get over it.
[00:19:50.980 --> 00:19:55.780]   - Even now, you know, when the kids come downstairs,
[00:19:55.780 --> 00:19:58.060]   you know, from their rooms in the morning,
[00:19:58.060 --> 00:20:00.480]   you know, they will begin playing music
[00:20:00.480 --> 00:20:04.040]   and they're in a constant state of Christmas.
[00:20:04.040 --> 00:20:05.460]   And you know, when they were young,
[00:20:05.460 --> 00:20:08.460]   we really tried to set the season apart,
[00:20:08.460 --> 00:20:11.120]   not as a season of commercialism,
[00:20:11.120 --> 00:20:16.060]   but as a season of reflection on the goodness of God.
[00:20:16.060 --> 00:20:19.660]   And so, you know, we would collect items
[00:20:19.660 --> 00:20:23.460]   for Operation Christmas Child shoeboxes,
[00:20:23.460 --> 00:20:25.860]   and we would take those to church.
[00:20:25.860 --> 00:20:29.980]   And, you know, we've tried to look for, as a family,
[00:20:29.980 --> 00:20:33.300]   opportunities to serve others in this season.
