
[00:00:00.000 --> 00:00:04.000]   (music)
[00:09:37.000 --> 00:09:41.000]   the very last verse, "Behold, I
[00:09:41.000 --> 00:09:45.000]   will be with you always to the
[00:09:45.000 --> 00:09:49.000]   end of the age." So we experience
[00:09:49.000 --> 00:09:53.000]   the presence of the risen Christ
[00:09:53.000 --> 00:09:57.000]   by his Spirit, the Holy Spirit.
[00:09:57.000 --> 00:10:01.000]   When John said in John 7 39, before Jesus died
[00:10:01.000 --> 00:10:05.000]   and rose, John, describing the situation,
[00:10:05.000 --> 00:10:09.000]   said, "The Spirit had not been given
[00:10:09.000 --> 00:10:13.000]   because Jesus was not yet glorified."
[00:10:13.000 --> 00:10:17.000]   Not yet raised and glorified.
[00:10:17.000 --> 00:10:21.000]   I think what he meant was not
[00:10:21.000 --> 00:10:25.000]   that the Holy Spirit was not at work in the world before the resurrection of Jesus,
[00:10:25.000 --> 00:10:29.000]   but that the Spirit had not
[00:10:29.000 --> 00:10:33.000]   been revealed or experienced or known
[00:10:33.000 --> 00:10:37.000]   as the Spirit of the risen Christ
[00:10:37.000 --> 00:10:41.000]   himself. That's what's new. That's our Christian
[00:10:41.000 --> 00:10:45.000]   privilege. The risen Christ is in us,
[00:10:45.000 --> 00:10:49.000]   with us, as our friend, our helper, all the time,
[00:10:49.000 --> 00:10:53.000]   all the way home. Number four, in union
[00:10:53.000 --> 00:10:57.000]   with the risen Christ, there is new power
[00:10:57.000 --> 00:11:01.000]   for defeating sin and walking in
[00:11:01.000 --> 00:11:05.000]   righteousness. And the key text is Romans 6.
[00:11:05.000 --> 00:11:09.000]   Indeed, just about the whole chapter and the first part of chapter 7 is all about
[00:11:09.000 --> 00:11:13.000]   this. Here's verse 4. "Just as Christ
[00:11:13.000 --> 00:11:17.000]   was raised from the dead, we too
[00:11:17.000 --> 00:11:21.000]   walk in newness of life." Right now,
[00:11:21.000 --> 00:11:25.000]   not just later. Verse 13. "Do not
[00:11:25.000 --> 00:11:29.000]   present your members"—that is, your tongue, your arms, your legs, your
[00:11:29.000 --> 00:11:33.000]   sexual organs, your eyes, your ears—"don't present your members to
[00:11:33.000 --> 00:11:37.000]   sin as instruments of unrighteousness, but
[00:11:37.000 --> 00:11:41.000]   present yourselves to God"—here it is—
[00:11:41.000 --> 00:11:45.000]   "as those who have been brought
[00:11:45.000 --> 00:11:49.000]   from death to life." And here's Romans
[00:11:49.000 --> 00:11:53.000]   7, verse 4. "You belong to him who has been
[00:11:53.000 --> 00:11:57.000]   raised from the dead, in order that we may bear fruit
[00:11:57.000 --> 00:12:01.000]   for God." So in union with the risen Christ,
[00:12:01.000 --> 00:12:05.000]   we have a new power for holiness
[00:12:05.000 --> 00:12:09.000]   and love. And here's number five, the last point, and there
[00:12:09.000 --> 00:12:13.000]   are lots more. This is a rich,
[00:12:13.000 --> 00:12:17.000]   rich—I mean, we're plugged into mega-voltage here. So number
[00:12:17.000 --> 00:12:21.000]   five, in union with the risen Christ, there is a
[00:12:21.000 --> 00:12:25.000]   new power to suffer with Jesus.
[00:12:25.000 --> 00:12:29.000]   Allison asked about this one in particular.
[00:12:29.000 --> 00:12:33.000]   Philippians 3.10, "that I may know him
[00:12:33.000 --> 00:12:37.000]   and the power of his resurrection." Why?
[00:12:37.000 --> 00:12:41.000]   Here comes the answer. "That I may share his sufferings,
[00:12:41.000 --> 00:12:45.000]   becoming like him in his death."
[00:12:45.000 --> 00:12:49.000]   We have power to suffer well
[00:12:49.000 --> 00:12:53.000]   with Jesus. A new security and confidence of hope,
[00:12:53.000 --> 00:12:57.000]   a new unshakable, glorious identity, a
[00:12:57.000 --> 00:13:01.000]   new present friend helping us
[00:13:01.000 --> 00:13:05.000]   all the time, all the way home, a new power for holiness
[00:13:05.000 --> 00:13:09.000]   and love, a new power to suffer with Jesus.
[00:13:09.000 --> 00:13:13.000]   And so we say this Easter season, don't we, Tony?
[00:13:13.000 --> 00:13:17.000]   The Lord is risen. He is risen indeed. And so
[00:13:17.000 --> 00:13:21.000]   in him are we. Amen.
[00:13:21.000 --> 00:13:25.000]   Thank you, Pastor John. Everyone have a wonderful weekend, enjoying what Christ has done for us
[00:13:25.000 --> 00:13:29.000]   and in us through his resurrection. We'll see you on
[00:13:29.000 --> 00:13:31.000]   Monday.
[00:13:31.000 --> 00:13:33.000]   (Music)
[00:13:33.000 --> 00:13:35.000]   (Music)
[00:13:35.000 --> 00:13:45.000]   [BLANK_AUDIO]

