
[00:00:00.000 --> 00:00:06.160]   Welcome back everyone.
[00:04:01.840 --> 00:04:05.920]   the start of the sequence or the middle or the end.
[00:04:05.920 --> 00:04:08.680]   Another scheme we could consider actually
[00:04:08.680 --> 00:04:11.000]   goes all the way back to the Transformers paper.
[00:04:11.000 --> 00:04:14.220]   I've called this frequency-based positional encoding.
[00:04:14.220 --> 00:04:17.040]   There are lots of ways we could set this up,
[00:04:17.040 --> 00:04:19.880]   but the essential idea here is that we'll define
[00:04:19.880 --> 00:04:23.240]   a mathematical function that given a position,
[00:04:23.240 --> 00:04:25.960]   will give us back a vector that encodes
[00:04:25.960 --> 00:04:30.160]   information about that position semantically in its structure.
[00:04:30.160 --> 00:04:31.840]   In the Transformer paper,
[00:04:31.840 --> 00:04:35.400]   they picked a scheme that's based in frequency oscillation.
[00:04:35.400 --> 00:04:38.920]   Essentially based in sine and cosine frequencies for
[00:04:38.920 --> 00:04:43.560]   these vectors where higher positions oscillate more frequently,
[00:04:43.560 --> 00:04:45.840]   and that information is encoded in
[00:04:45.840 --> 00:04:48.020]   the position vector that we create.
[00:04:48.020 --> 00:04:50.480]   I think there are lots of other schemes that we could use.
[00:04:50.480 --> 00:04:54.320]   The essential feature of this is this argument pause here.
[00:04:54.320 --> 00:04:56.960]   If you give this function position 1,
[00:04:56.960 --> 00:04:58.240]   it gives you a vector.
[00:04:58.240 --> 00:04:59.920]   If you give it 513,
[00:04:59.920 --> 00:05:00.840]   it gives you a vector.
[00:05:00.840 --> 00:05:02.100]   If you give it a million,
[00:05:02.100 --> 00:05:03.400]   it gives you a vector.
[00:05:03.400 --> 00:05:07.160]   All of those vectors manifestly do encode
[00:05:07.160 --> 00:05:12.320]   information about the relative position of that input.
[00:05:12.320 --> 00:05:15.600]   We have definitely overcome the first limitation,
[00:05:15.600 --> 00:05:18.880]   the set of positions does not need to be decided ahead of time in
[00:05:18.880 --> 00:05:20.480]   this scheme because we can fire off
[00:05:20.480 --> 00:05:23.800]   a new vector for any position that you give us.
[00:05:23.800 --> 00:05:26.880]   But I think our second question remains pressing.
[00:05:26.880 --> 00:05:30.600]   Just as before, this scheme can hinder generalization to
[00:05:30.600 --> 00:05:34.160]   new positions even for familiar phenomena in virtue of
[00:05:34.160 --> 00:05:37.440]   the fact that we are taking those word representations and adding
[00:05:37.440 --> 00:05:42.200]   in these positional ones for different positions as equal partners,
[00:05:42.200 --> 00:05:45.200]   as I said, and I think that makes it hard for models to
[00:05:45.200 --> 00:05:49.680]   see that the same phrase could appear in multiple places.
[00:05:49.680 --> 00:05:51.840]   The third scheme is the most
[00:05:51.840 --> 00:05:54.080]   promising of the three that we're going to discuss.
[00:05:54.080 --> 00:05:56.440]   This is relative positional encoding.
[00:05:56.440 --> 00:05:58.460]   We're going to take a few steps to build up
[00:05:58.460 --> 00:06:01.000]   an understanding of how the scheme works.
[00:06:01.000 --> 00:06:02.560]   Let's start with a reminder.
[00:06:02.560 --> 00:06:06.440]   This is a picture of the attention layer of the transformer.
[00:06:06.440 --> 00:06:09.600]   We have our three position sensitive inputs here,
[00:06:09.600 --> 00:06:11.840]   A input, B input, and C input.
[00:06:11.840 --> 00:06:16.080]   Remember, it's crucial that they be position sensitive because of
[00:06:16.080 --> 00:06:21.000]   how much symmetry there is in these dot product attention mechanisms.
[00:06:21.000 --> 00:06:23.800]   Here's a reminder about how that calculation
[00:06:23.800 --> 00:06:27.040]   works with respect to position C over here.
[00:06:27.040 --> 00:06:29.180]   For positional encoding,
[00:06:29.180 --> 00:06:31.360]   we really just add in some new parameters.
[00:06:31.360 --> 00:06:34.160]   What I've depicted at the bottom of the slide here is
[00:06:34.160 --> 00:06:36.600]   the same calculation that's at the top,
[00:06:36.600 --> 00:06:38.980]   except now in two crucial places,
[00:06:38.980 --> 00:06:41.760]   I have added in some new vectors
[00:06:41.760 --> 00:06:44.100]   that we're going to learn representations for.
[00:06:44.100 --> 00:06:45.560]   Down in blue here,
[00:06:45.560 --> 00:06:47.720]   we have key representations,
[00:06:47.720 --> 00:06:50.300]   which get added into this dot product.
[00:06:50.300 --> 00:06:52.320]   We up here in the final step,
[00:06:52.320 --> 00:06:54.120]   we have value representations,
[00:06:54.120 --> 00:06:55.640]   which get added in to
[00:06:55.640 --> 00:07:00.200]   this multiplied attention mechanism plus the thing we're attending to.
[00:07:00.200 --> 00:07:05.520]   Those are the new crucial parameters that we're adding in here.
[00:07:05.520 --> 00:07:08.640]   The essential idea is that having done this
[00:07:08.640 --> 00:07:12.640]   with all the position sensitivity that's going to be encoded in these vectors,
[00:07:12.640 --> 00:07:16.520]   we don't need these green representations here anymore to have
[00:07:16.520 --> 00:07:20.100]   positional information in them because that positional information is
[00:07:20.100 --> 00:07:24.320]   now being introduced in the attention layer because we're going to have
[00:07:24.320 --> 00:07:27.160]   potentially new vectors for every combination of
[00:07:27.160 --> 00:07:30.680]   position as indicated by these subscripts.
[00:07:30.680 --> 00:07:32.920]   But that's only part of the story.
[00:07:32.920 --> 00:07:36.920]   I think the really powerful thing about this method is
[00:07:36.920 --> 00:07:40.440]   the notion of having a positional encoding window.
[00:07:40.440 --> 00:07:42.720]   To illustrate that, I've repeated
[00:07:42.720 --> 00:07:45.840]   the core calculation at the top here as a reminder.
[00:07:45.840 --> 00:07:47.440]   Now for my illustration,
[00:07:47.440 --> 00:07:50.080]   I'm going to set the window size to two.
[00:07:50.080 --> 00:07:54.280]   Here's the input sequence that we'll use as an example.
[00:07:54.280 --> 00:07:56.160]   Above that, I'm going to show you
[00:07:56.160 --> 00:07:58.760]   just integers corresponding to the positions.
[00:07:58.760 --> 00:08:01.600]   Those aren't directly ingredients into the model,
[00:08:01.600 --> 00:08:06.200]   but they will help us keep track of where we are in the calculations.
[00:08:06.200 --> 00:08:07.800]   To start the illustration,
[00:08:07.800 --> 00:08:10.640]   let's zoom in on position 4.
[00:08:10.640 --> 00:08:16.680]   If we follow the letter of the definitions that I've offered so far for the key values here,
[00:08:16.680 --> 00:08:24.280]   we're going to have a vector A_44 corresponding to us attending from position 4 to position 4.
[00:08:24.280 --> 00:08:29.320]   As part of creating this more limited window-based version of the model,
[00:08:29.320 --> 00:08:35.200]   we're actually going to map that into a single vector W_0 for the keys.
[00:08:35.200 --> 00:08:38.400]   Now we travel to the position 1 to the left.
[00:08:38.400 --> 00:08:42.960]   In this case, we would have a vector A_43 for the keys.
[00:08:42.960 --> 00:08:47.480]   But what we're going to do is map that into a single vector W_-1,
[00:08:47.480 --> 00:08:51.120]   corresponding to taking 3 minus 4.
[00:08:51.120 --> 00:08:53.400]   When we travel one more to the left,
[00:08:53.400 --> 00:08:55.960]   we get a position 4, 2,
[00:08:55.960 --> 00:08:59.240]   but now we're going to map that to vector W_-2,
[00:08:59.240 --> 00:09:00.880]   again for the keys.
[00:09:00.880 --> 00:09:04.080]   Then because we set our window size to 2,
[00:09:04.080 --> 00:09:07.040]   when we get all the way to that leftmost position,
[00:09:07.040 --> 00:09:10.000]   that's also just W_-2 again.
[00:09:10.000 --> 00:09:12.560]   4 minus 1, given the window size,
[00:09:12.560 --> 00:09:14.960]   takes us just to the maximum of this window,
[00:09:14.960 --> 00:09:17.160]   in this case, minus 2.
[00:09:17.160 --> 00:09:20.200]   Then a parallel thing happens when we travel to the right.
[00:09:20.200 --> 00:09:21.960]   We go from 4 to 5,
[00:09:21.960 --> 00:09:25.000]   that gives us vector W_1 for the keys.
[00:09:25.000 --> 00:09:27.640]   Then 4, 6 gives us W_2.
[00:09:27.640 --> 00:09:31.240]   Then when we get to the third position from our starting point,
[00:09:31.240 --> 00:09:36.480]   that again just flattens out to W_2 because of our window size.
[00:09:36.480 --> 00:09:39.240]   Actually represented in blue here,
[00:09:39.240 --> 00:09:41.520]   we have just a few vectors,
[00:09:41.520 --> 00:09:43.320]   the 0, 1, the minus 1,
[00:09:43.320 --> 00:09:44.800]   and the minus 2, 1,
[00:09:44.800 --> 00:09:48.080]   and then the 1, 2 vectors,
[00:09:48.080 --> 00:09:51.880]   as opposed to all the distinctions that are made with those alpha,
[00:09:51.880 --> 00:09:55.160]   sub 4, 3, and 4, 2, and so forth.
[00:09:55.160 --> 00:09:59.000]   We're collapsing those down into a smaller number of vectors
[00:09:59.000 --> 00:10:01.320]   corresponding to the window size.
[00:10:01.320 --> 00:10:03.480]   Then to continue the illustration,
[00:10:03.480 --> 00:10:05.680]   if we zoom in on position 3,
[00:10:05.680 --> 00:10:09.120]   that would be vector A_3, 3 for the keys,
[00:10:09.120 --> 00:10:11.520]   but now that gets mapped to W_0,
[00:10:11.520 --> 00:10:16.680]   k, which is the same vector that we have up here in that 4, 4 position.
[00:10:16.680 --> 00:10:19.240]   A similar collapsing is going to happen down here.
[00:10:19.240 --> 00:10:20.920]   When we move one to the left of that,
[00:10:20.920 --> 00:10:21.960]   we get minus 1,
[00:10:21.960 --> 00:10:27.000]   which is the same vector as we had up here just to the right.
[00:10:27.000 --> 00:10:29.240]   Then we have the same thing over here,
[00:10:29.240 --> 00:10:33.560]   minus 2 corresponding to the same vector that we had above.
[00:10:33.560 --> 00:10:37.360]   That would continue and we have a parallel calculation for
[00:10:37.360 --> 00:10:40.440]   the value parameters that you see in purple up here,
[00:10:40.440 --> 00:10:44.360]   the same notions of relative position and window size.
[00:10:44.360 --> 00:10:49.040]   We actually learn a relatively small number of position vectors.
[00:10:49.040 --> 00:10:52.200]   What we're doing is essentially giving
[00:10:52.200 --> 00:10:56.240]   a small window relative notion of position that's going to
[00:10:56.240 --> 00:11:00.040]   slide around and give us a lot of ability to generalize to
[00:11:00.040 --> 00:11:03.440]   new positions based on combinations that we've seen before,
[00:11:03.440 --> 00:11:07.280]   possibly in other parts of these inputs.
[00:11:07.280 --> 00:11:10.800]   A final thing I'll say is that this is actually
[00:11:10.800 --> 00:11:13.400]   embedded in that full theory of attention that might have
[00:11:13.400 --> 00:11:16.320]   a lot of learned parameters and might even be multi-headed.
[00:11:16.320 --> 00:11:18.200]   What I've depicted here is just
[00:11:18.200 --> 00:11:21.760]   the full calculation just to really give you all the details.
[00:11:21.760 --> 00:11:24.880]   But again, the cognitive shortcut is that it's
[00:11:24.880 --> 00:11:27.740]   the previous attention calculation
[00:11:27.740 --> 00:11:30.480]   with these new positional elements added in.
[00:11:30.480 --> 00:11:32.960]   Again, a reminder, in this new mode,
[00:11:32.960 --> 00:11:34.800]   we introduce position relativity in
[00:11:34.800 --> 00:11:38.360]   the attention layer, not in the embedding layer.
[00:11:38.360 --> 00:11:41.080]   Let's think about our two crucial questions.
[00:11:41.080 --> 00:11:44.240]   First, we don't need to decide the set of positions ahead of time,
[00:11:44.240 --> 00:11:46.480]   we just need to decide on the window.
[00:11:46.480 --> 00:11:50.000]   Then for a potentially extremely long string,
[00:11:50.000 --> 00:11:52.320]   we're just sliding it around in it using
[00:11:52.320 --> 00:11:54.520]   a relatively few number of
[00:11:54.520 --> 00:11:58.280]   positional vectors to keep track of relative position.
[00:11:58.280 --> 00:12:02.200]   I think we have also largely overcome the concern that
[00:12:02.200 --> 00:12:06.420]   positional embeddings might hinder generalization to new positions.
[00:12:06.420 --> 00:12:10.220]   After all, if you consider a phrase like the rock,
[00:12:10.220 --> 00:12:15.160]   the core position vectors that are involved there are 0,
[00:12:15.160 --> 00:12:16.700]   1, and minus 1,
[00:12:16.700 --> 00:12:19.280]   no matter where this appears in the string.
[00:12:19.280 --> 00:12:21.240]   Now, depending on where it appears,
[00:12:21.240 --> 00:12:23.440]   there will be other positional things that are
[00:12:23.440 --> 00:12:25.280]   happening and other information will be
[00:12:25.280 --> 00:12:27.400]   brought in as part of the calculation.
[00:12:27.400 --> 00:12:31.180]   But we do have this sense of constancy that will allow the model to
[00:12:31.180 --> 00:12:33.720]   see that the rock is the same
[00:12:33.720 --> 00:12:36.920]   essentially wherever it appears in the string.
[00:12:36.920 --> 00:12:42.440]   My hypothesis is that because we have overcome these two crucial limitations,
[00:12:42.440 --> 00:12:46.160]   relative positional encoding is a very good bet for how to
[00:12:46.160 --> 00:12:48.880]   do positional encoding in general in the transformer.
[00:12:48.880 --> 00:12:51.920]   I believe that that is now well-supported
[00:12:51.920 --> 00:12:56.600]   by results across the field for the transformer.
[00:12:56.600 --> 00:13:06.600]   [BLANK_AUDIO]

