
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:06:45.000 --> 00:06:48.600]   One are immediate effects, so they can actually bind to
[00:06:48.600 --> 00:06:50.960]   or kind of park in parking spots on cells
[00:06:50.960 --> 00:06:52.880]   and impact all sorts of things
[00:06:52.880 --> 00:06:54.840]   like the growth of cells, et cetera.
[00:06:54.840 --> 00:06:57.320]   They also can control gene expression.
[00:06:57.320 --> 00:06:59.200]   This is the way that hormones during puberty
[00:06:59.200 --> 00:07:02.320]   control body hair growth and breast development
[00:07:02.320 --> 00:07:05.120]   and growth of muscles and limbs and height
[00:07:05.120 --> 00:07:06.100]   and all sorts of things.
[00:07:06.100 --> 00:07:07.600]   They are incredible.
[00:07:07.600 --> 00:07:10.160]   We've talked about testosterone and estrogen.
[00:07:10.160 --> 00:07:12.720]   We talked about insulin and glucagon
[00:07:12.720 --> 00:07:14.000]   and some of the other things.
[00:07:14.000 --> 00:07:17.760]   Today, we are going to talk about metabolism,
[00:07:17.760 --> 00:07:20.640]   mainly going to talk about thyroid hormone
[00:07:20.640 --> 00:07:24.280]   and growth hormone and some other related pathways.
[00:07:24.280 --> 00:07:26.840]   I'm going to explain to you the logic
[00:07:26.840 --> 00:07:30.140]   of how thyroid hormone and growth hormone work.
[00:07:30.140 --> 00:07:33.320]   It will become obvious why I've paired thyroid
[00:07:33.320 --> 00:07:36.760]   and growth hormone together in the same episode.
[00:07:36.760 --> 00:07:40.680]   And I will, of course, talk about tools that you can use
[00:07:40.680 --> 00:07:43.680]   to elevate or reduce thyroid hormone.
[00:07:43.680 --> 00:07:46.580]   There are cases where people want to reduce thyroid hormone.
[00:07:46.580 --> 00:07:48.140]   I will talk about tools that you can use
[00:07:48.140 --> 00:07:50.120]   to elevate growth hormone.
[00:07:50.120 --> 00:07:51.680]   There are rare cases where people want
[00:07:51.680 --> 00:07:52.900]   to reduce growth hormone.
[00:07:52.900 --> 00:07:56.360]   Most people are interested in increasing growth hormone.
[00:07:56.360 --> 00:07:58.740]   So today is going to be rich with information,
[00:07:58.740 --> 00:08:00.980]   rich with actionable tools.
[00:08:00.980 --> 00:08:04.040]   And as always, the idea is to spell out
[00:08:04.040 --> 00:08:06.240]   an organizational logic so you can come away
[00:08:06.240 --> 00:08:09.780]   from this episode and in fact, the entire month on hormones,
[00:08:09.780 --> 00:08:12.200]   really understanding at some level
[00:08:12.200 --> 00:08:14.920]   what these things we call hormones are and how they work.
[00:08:14.920 --> 00:08:16.600]   And that's really to arm you
[00:08:16.600 --> 00:08:18.740]   to encounter information going forward,
[00:08:18.740 --> 00:08:21.040]   whether or not it comes from me or from somebody else,
[00:08:21.040 --> 00:08:24.060]   a book or a course, someplace else online,
[00:08:24.060 --> 00:08:26.080]   to make sense of how to work
[00:08:26.080 --> 00:08:30.000]   with these incredible chemicals we call hormones.
[00:08:30.000 --> 00:08:32.920]   Before we begin to talk about thyroid and growth hormone
[00:08:32.920 --> 00:08:35.000]   and how our metabolism works
[00:08:35.000 --> 00:08:37.500]   and how to control metabolism,
[00:08:37.500 --> 00:08:40.520]   I want to answer a few questions that I received from you,
[00:08:40.520 --> 00:08:42.360]   from the audience.
[00:08:42.360 --> 00:08:43.240]   Every once in a while,
[00:08:43.240 --> 00:08:46.540]   someone will send me a quite earnest question
[00:08:46.540 --> 00:08:49.140]   about something they saw on the internet.
[00:08:49.140 --> 00:08:52.820]   And one of the things I've heard about quite a bit
[00:08:52.820 --> 00:08:53.800]   in the last couple of weeks
[00:08:53.800 --> 00:08:57.480]   is we've been talking about hormones and food intake
[00:08:57.480 --> 00:09:01.160]   and how those interact is this question of,
[00:09:01.160 --> 00:09:03.880]   are certain foods particularly good
[00:09:03.880 --> 00:09:06.640]   for certain organs of the body
[00:09:06.640 --> 00:09:08.900]   and can that be predicted
[00:09:08.900 --> 00:09:12.140]   on the basis of the shape of those foods?
[00:09:12.140 --> 00:09:13.060]   So, first of all,
[00:09:13.060 --> 00:09:15.760]   I want to acknowledge the question as a valid one
[00:09:15.760 --> 00:09:18.600]   because I see this every once in a while out there,
[00:09:18.600 --> 00:09:19.440]   people will say,
[00:09:19.440 --> 00:09:21.720]   "Well, walnuts are in the shape of the brain
[00:09:21.720 --> 00:09:24.420]   and therefore they are good for your brain."
[00:09:24.420 --> 00:09:27.900]   Or a particular fruit like the beet
[00:09:27.900 --> 00:09:30.840]   often looks like a heart and it's good for your heart.
[00:09:30.840 --> 00:09:34.400]   And I certainly invite questions of all kinds
[00:09:34.400 --> 00:09:36.160]   provided they are sincere questions.
[00:09:36.160 --> 00:09:41.160]   However, I am not aware of any science whatsoever
[00:09:41.160 --> 00:09:44.800]   supporting the idea that the shape of a given food
[00:09:44.800 --> 00:09:46.620]   or object for that matter
[00:09:46.620 --> 00:09:51.160]   is relevant to its functional role in the body
[00:09:51.160 --> 00:09:52.480]   in reference to biology.
[00:09:52.480 --> 00:09:54.640]   Now, beets contain something
[00:09:54.640 --> 00:09:55.680]   that we're going to talk about today.
[00:09:55.680 --> 00:09:58.360]   They contain a substance called arginine,
[00:09:58.360 --> 00:10:01.540]   which actually can control the dilation of blood vessels
[00:10:01.540 --> 00:10:02.760]   and arteries.
[00:10:02.760 --> 00:10:05.720]   So it has some relationship to heart and heart health.
[00:10:05.720 --> 00:10:10.840]   Walnuts contain various fatty acids that maybe,
[00:10:10.840 --> 00:10:12.160]   I want to underscore maybe,
[00:10:12.160 --> 00:10:15.200]   beneficial for certain aspects of brain health.
[00:10:15.200 --> 00:10:17.960]   But there's no evidence whatsoever
[00:10:17.960 --> 00:10:20.940]   that the shape of the food itself is relevant.
[00:10:20.940 --> 00:10:22.720]   And I think what's happened is,
[00:10:22.720 --> 00:10:24.880]   is that people have gone out there
[00:10:24.880 --> 00:10:27.340]   and found foods that contain certain substances
[00:10:27.340 --> 00:10:29.100]   like carrots and vitamin A
[00:10:29.100 --> 00:10:33.920]   or walnuts and particular fatty acids or beets and arginine.
[00:10:33.920 --> 00:10:36.060]   And they've selected the foods
[00:10:36.060 --> 00:10:38.380]   that happen to be in the shape of the thing,
[00:10:38.380 --> 00:10:42.260]   the organ that the particular substance like vitamin A
[00:10:42.260 --> 00:10:46.540]   or fatty acids and so forth might benefit or support.
[00:10:46.540 --> 00:10:49.340]   But of course, there are many, many other sources
[00:10:49.340 --> 00:10:53.580]   of these nutrients that don't come from walnuts
[00:10:53.580 --> 00:10:56.060]   or from beets or from carrots.
[00:10:56.060 --> 00:10:58.620]   And so I guess the short way to put it
[00:10:58.620 --> 00:11:02.360]   is that the idea that the shape of some food
[00:11:02.360 --> 00:11:04.980]   is an indication of whether or not that food
[00:11:04.980 --> 00:11:06.980]   would be healthy for a particular organ in the body
[00:11:06.980 --> 00:11:09.600]   is absolutely unfounded.
[00:11:09.600 --> 00:11:11.560]   I don't know of any evidence for it.
[00:11:11.560 --> 00:11:15.840]   And I'm not out to quash anybody's great love of these foods.
[00:11:15.840 --> 00:11:18.000]   I enjoy all the foods I just described,
[00:11:18.000 --> 00:11:21.480]   but the shape of things in the physical universe
[00:11:21.480 --> 00:11:26.480]   bears very little, if any relevance to the nutrients
[00:11:26.480 --> 00:11:31.520]   that it contains and therefore the organs that it supports.
[00:11:31.520 --> 00:11:33.360]   So thank you for your question.
[00:11:33.360 --> 00:11:35.360]   But if you see that out there,
[00:11:35.360 --> 00:11:38.620]   I don't even think you need to tell the person
[00:11:38.620 --> 00:11:40.880]   who's putting that information out into the world.
[00:11:40.880 --> 00:11:43.600]   I would just back away slowly.
[00:11:43.600 --> 00:11:46.480]   One other thing before we move into today's material,
[00:11:46.480 --> 00:11:51.060]   last episode, I talked about the problems with emulsifiers
[00:11:51.060 --> 00:11:52.880]   in highly processed foods
[00:11:52.880 --> 00:11:54.980]   and the way that they can strip the mucosal lining
[00:11:54.980 --> 00:11:58.260]   of the gut and they can limit the signaling of hormones
[00:11:58.260 --> 00:12:01.140]   like CCK that can signal to the brain satiety,
[00:12:01.140 --> 00:12:03.260]   the signal to stop eating.
[00:12:03.260 --> 00:12:05.360]   And then we got into a discussion
[00:12:05.360 --> 00:12:07.500]   about artificial sweeteners.
[00:12:07.500 --> 00:12:10.980]   And I threw out Stevia as an artificial sweetener
[00:12:10.980 --> 00:12:13.900]   and several people reached out to correct me
[00:12:13.900 --> 00:12:17.040]   that Stevia is not an artificial sweetener.
[00:12:17.040 --> 00:12:19.980]   It is a non-caloric sweetener and you are correct.
[00:12:19.980 --> 00:12:23.940]   I lumped artificial and non-caloric sweeteners together.
[00:12:23.940 --> 00:12:27.140]   And thanks to many of you that also sent me some references,
[00:12:27.140 --> 00:12:30.180]   it does not appear that Stevia can negatively impact
[00:12:30.180 --> 00:12:31.260]   the gut microbiome.
[00:12:31.260 --> 00:12:33.920]   It does seem unique among non-caloric sweeteners.
[00:12:33.920 --> 00:12:35.860]   There are probably others out there.
[00:12:35.860 --> 00:12:37.140]   The other thing that we discussed
[00:12:37.140 --> 00:12:42.120]   is how Stevia can lead to slight increases in blood glucose
[00:12:42.120 --> 00:12:44.920]   but can also improve insulin management just slightly,
[00:12:44.920 --> 00:12:47.820]   probably cancels to zero in terms of its impact
[00:12:47.820 --> 00:12:51.140]   on blood glucose provided it's not at concentrations
[00:12:51.140 --> 00:12:53.340]   that are super, super sweet.
[00:12:53.340 --> 00:12:55.460]   Ingestion of anything that's very sweet,
[00:12:55.460 --> 00:12:57.640]   whether or not it contains calories or not,
[00:12:57.640 --> 00:13:00.980]   artificial or not, will create an insulin response.
[00:13:00.980 --> 00:13:02.700]   In fact, just walking past a bakery
[00:13:02.700 --> 00:13:05.180]   and smelling delicious baked goods
[00:13:05.180 --> 00:13:08.140]   can increase your insulin secretion.
[00:13:08.140 --> 00:13:10.260]   And so I just want to point that out.
[00:13:10.260 --> 00:13:13.760]   Thank you for the information and the references
[00:13:13.760 --> 00:13:14.600]   that you found.
[00:13:14.600 --> 00:13:16.480]   Please send additional ones if you do find them.
[00:13:16.480 --> 00:13:19.440]   And I appreciate that you allow me to make corrections.
[00:13:19.440 --> 00:13:21.640]   Every once in a while I misspeak here
[00:13:21.640 --> 00:13:23.080]   and the opportunity to make corrections
[00:13:23.080 --> 00:13:24.740]   keeps us all on the same page.
[00:13:24.740 --> 00:13:26.980]   And please do keep any feedback that you have
[00:13:26.980 --> 00:13:29.760]   about particular things I cover here coming my way.
[00:13:29.760 --> 00:13:33.680]   There is so much interest in metabolism.
[00:13:33.680 --> 00:13:36.820]   We hear about having a high or a low metabolism.
[00:13:36.820 --> 00:13:38.860]   There are some people out there
[00:13:38.860 --> 00:13:41.160]   who would like to reduce their metabolism.
[00:13:41.160 --> 00:13:44.280]   They simply can't eat enough to maintain their weight.
[00:13:44.280 --> 00:13:47.800]   Most people, however, struggle with the opposite issue.
[00:13:47.800 --> 00:13:50.420]   They struggle to maintain a healthy weight
[00:13:50.420 --> 00:13:53.060]   and/or their metabolism is too low.
[00:13:53.060 --> 00:13:54.460]   Now, there are a variety of reasons
[00:13:54.460 --> 00:13:56.160]   why metabolism can be low.
[00:13:56.160 --> 00:13:59.220]   Today, we are going to talk about two hormones,
[00:13:59.220 --> 00:14:02.420]   thyroid hormone and its related pathways
[00:14:02.420 --> 00:14:05.740]   and growth hormone and its related pathways,
[00:14:05.740 --> 00:14:08.540]   which arguably are the two hormones
[00:14:08.540 --> 00:14:12.060]   and two systems in the body that are most significant
[00:14:12.060 --> 00:14:15.040]   for setting your overall level of metabolism.
[00:14:15.040 --> 00:14:17.260]   Before we dive into those,
[00:14:17.260 --> 00:14:20.860]   I just want to cover a little bit of what metabolism is.
[00:14:20.860 --> 00:14:23.920]   And I want to talk about which organs in your body
[00:14:23.920 --> 00:14:25.340]   use the most energy.
[00:14:25.340 --> 00:14:28.480]   So metabolism is the consumption of energy,
[00:14:28.480 --> 00:14:29.820]   not necessarily eating,
[00:14:29.820 --> 00:14:34.060]   but it's the use of energy in the cells of the body
[00:14:34.060 --> 00:14:37.480]   for growth of tissues, for repair of tissues,
[00:14:37.480 --> 00:14:41.780]   and also just for day-to-day maintenance of function.
[00:14:41.780 --> 00:14:43.420]   A good example of maintenance of function
[00:14:43.420 --> 00:14:44.700]   would be your brain.
[00:14:44.700 --> 00:14:46.820]   Most of your metabolic needs,
[00:14:46.820 --> 00:14:49.900]   your so-called basal or resting metabolic needs
[00:14:49.900 --> 00:14:52.800]   are for your brain, for thinking.
[00:14:52.800 --> 00:14:54.680]   If you were to just sit in a bed all day
[00:14:54.680 --> 00:14:56.780]   and do nothing but think,
[00:14:56.780 --> 00:15:01.540]   that consumes about 75% of your metabolic needs.
[00:15:01.540 --> 00:15:03.820]   Now, there's also moving around.
[00:15:03.820 --> 00:15:07.540]   If you have a job that requires a lot of heavy labor
[00:15:07.540 --> 00:15:09.400]   or lifting things, or you're a new parent
[00:15:09.400 --> 00:15:10.500]   and you're carrying kids around
[00:15:10.500 --> 00:15:11.620]   and you're going up and down the stairs
[00:15:11.620 --> 00:15:16.060]   or back and forth to the refrigerator for formula, et cetera,
[00:15:16.060 --> 00:15:17.700]   well, then you're burning more energy,
[00:15:17.700 --> 00:15:18.760]   burning more calories.
[00:15:18.760 --> 00:15:21.420]   But even if you are very physically active,
[00:15:21.420 --> 00:15:23.940]   unless you're an ultra marathoner or a marathoner,
[00:15:23.940 --> 00:15:27.700]   chances are that 75% of your metabolic needs
[00:15:27.700 --> 00:15:29.540]   are coming just from your brain.
[00:15:29.540 --> 00:15:32.340]   And that's because neurons consume a lot of energy.
[00:15:32.340 --> 00:15:35.220]   Neurons, of course, are just the nerve cells of your brain.
[00:15:35.220 --> 00:15:39.660]   So these two hormones, thyroid hormone and growth hormone,
[00:15:39.660 --> 00:15:42.900]   we think of as related to metabolism of things in the body,
[00:15:42.900 --> 00:15:45.940]   keeping body fat low and keeping muscles strong
[00:15:45.940 --> 00:15:48.780]   and tendons strong and repairing themselves, et cetera.
[00:15:48.780 --> 00:15:51.980]   But they are also key for brain function,
[00:15:51.980 --> 00:15:54.200]   for the ability to maintain cognitive function
[00:15:54.200 --> 00:15:55.780]   throughout the lifespan.
[00:15:55.780 --> 00:15:58.960]   So the big theme I'd like to introduce
[00:15:58.960 --> 00:16:03.360]   is that metabolism isn't just about losing weight,
[00:16:03.360 --> 00:16:04.900]   but having a high metabolism,
[00:16:04.900 --> 00:16:06.620]   provided it's not too high, is great.
[00:16:06.620 --> 00:16:08.560]   It means that you will have more lean tissue,
[00:16:08.560 --> 00:16:12.120]   more bone and muscle and less adipose tissue, fat.
[00:16:12.120 --> 00:16:14.080]   And we know that that's healthy.
[00:16:14.080 --> 00:16:16.320]   How much fat and how much muscle?
[00:16:16.320 --> 00:16:18.040]   Well, that varies and the numbers on this
[00:16:18.040 --> 00:16:19.200]   are always shifting.
[00:16:19.200 --> 00:16:24.200]   But in general, muscle and its related tissues
[00:16:24.200 --> 00:16:28.820]   burns more energy than does adipose tissue or fat.
[00:16:28.820 --> 00:16:31.420]   And the water in your body doesn't consume any energy.
[00:16:31.420 --> 00:16:33.980]   So metabolism can be increased
[00:16:33.980 --> 00:16:36.340]   simply by adding muscle to your body
[00:16:36.340 --> 00:16:39.500]   and reducing fat or adjusting the ratio of the two.
[00:16:39.500 --> 00:16:40.340]   But regardless,
[00:16:40.340 --> 00:16:43.700]   even if you're not interested in changing body composition,
[00:16:43.700 --> 00:16:46.140]   these two hormones, thyroid hormone and growth hormone
[00:16:46.140 --> 00:16:49.520]   are super important for metabolism of all kinds,
[00:16:49.520 --> 00:16:51.860]   including tissue repair after injury,
[00:16:51.860 --> 00:16:54.680]   including maintaining cognitive function and wellbeing
