
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:01:55.680 --> 00:01:59.320]   33% U.S. large-cap, 17% U.S. mid-cap,
[00:01:59.320 --> 00:02:03.000]   16% U.S. small-cap, 20% developed international,
[00:02:03.000 --> 00:02:05.400]   and 14% emerging markets.
[00:02:05.400 --> 00:02:06.680]   Does this seem about right to you?
[00:02:06.680 --> 00:02:08.960]   I'd love to know what you think about,
[00:02:08.960 --> 00:02:10.600]   how you think about your stock allocation
[00:02:10.600 --> 00:02:12.840]   and what you utilize as a good benchmark.
[00:02:12.840 --> 00:02:14.520]   - Well, if they want a total return of 10%,
[00:02:14.520 --> 00:02:16.000]   then we'll just put them in hedge funds.
[00:02:16.000 --> 00:02:16.840]   (laughs)
[00:02:16.840 --> 00:02:21.280]   I can't promise anything when it comes to future returns,
[00:02:21.280 --> 00:02:24.000]   but a global benchmark for the stock market
[00:02:24.000 --> 00:02:25.160]   is actually pretty straightforward.
[00:02:25.160 --> 00:02:27.280]   The world stock market is a good starting point.
[00:02:27.280 --> 00:02:29.040]   So I broke down the Vanguard
[00:02:29.040 --> 00:02:31.480]   World Total Stock Market Index Fund, VT.
[00:02:31.480 --> 00:02:33.160]   So John, pull up the first one.
[00:02:33.160 --> 00:02:35.120]   This is just the breakdown between geographies.
[00:02:35.120 --> 00:02:37.000]   So United States is roughly 60%.
[00:02:37.000 --> 00:02:39.440]   International developed markets is like a third.
[00:02:39.440 --> 00:02:41.480]   Emerging markets is a little less than 10%.
[00:02:41.480 --> 00:02:45.480]   So Conor here is actually pretty close to this.
[00:02:45.480 --> 00:02:46.320]   Do the next one, John.
[00:02:46.320 --> 00:02:48.500]   This is small, mid, large-cap
[00:02:48.500 --> 00:02:50.940]   of the same World Stock Market Index Fund,
[00:02:50.940 --> 00:02:52.560]   large caps, a little over 70%.
[00:02:52.560 --> 00:02:53.480]   Mid caps, like 20.
[00:02:53.480 --> 00:02:55.920]   Small caps, again, a little less than 10.
[00:02:55.920 --> 00:02:57.520]   One more, do the next one for VTI.
[00:02:57.520 --> 00:02:59.300]   This is the US version of this.
[00:02:59.300 --> 00:03:01.720]   It's basically the same thing as the world.
[00:03:01.720 --> 00:03:04.100]   A little over 70% large, 20% small,
[00:03:04.100 --> 00:03:06.140]   or 20% mid, 8% small.
[00:03:06.140 --> 00:03:06.980]   So it's pretty close.
[00:03:06.980 --> 00:03:09.680]   And so if you look at Conor's portfolio here,
[00:03:09.680 --> 00:03:12.960]   it's, I mean, he's plus or minus 5% for all of these.
[00:03:12.960 --> 00:03:14.480]   So actually pretty darn close.
[00:03:14.480 --> 00:03:15.800]   Now, I'm not saying that,
[00:03:15.800 --> 00:03:18.000]   like you have to have the global weightings
[00:03:18.000 --> 00:03:20.240]   when it comes to diversified portfolio.
[00:03:20.240 --> 00:03:22.880]   I think the global market cap is a good starting point
[00:03:22.880 --> 00:03:24.640]   just to see where you're different from the actual market.
[00:03:24.640 --> 00:03:27.100]   'Cause the market is what everyone collectively holds.
[00:03:27.100 --> 00:03:28.320]   So if nothing else,
[00:03:28.320 --> 00:03:30.160]   you can use that as the jumping off point
[00:03:30.160 --> 00:03:32.160]   and then use it for performance attribution
[00:03:32.160 --> 00:03:33.800]   or just to see where your bets are being made.
[00:03:33.800 --> 00:03:37.320]   Like I'm going way above and beyond here, way below here.
[00:03:37.320 --> 00:03:38.880]   Am I comfortable with that?
[00:03:38.880 --> 00:03:39.700]   Now, many investors,
[00:03:39.700 --> 00:03:43.120]   especially US-centric investors would assume the S&P 500
[00:03:43.120 --> 00:03:45.480]   or maybe a total US stock market index fund
[00:03:45.480 --> 00:03:47.360]   would be the benchmark of choice.
[00:03:47.360 --> 00:03:48.800]   The US makes up 60% of the pie,
[00:03:48.800 --> 00:03:52.360]   but probably gets 99% of the financial media coverage.
[00:03:52.360 --> 00:03:55.160]   And I guess that's probably makes sense.
[00:03:55.160 --> 00:03:57.720]   So I looked the top 25 holdings
[00:03:57.720 --> 00:03:59.480]   in the Vanguard World Stock Market Index Fund.
[00:03:59.480 --> 00:04:01.200]   How many do you think are foreign companies, Duncan?
[00:04:01.200 --> 00:04:02.480]   If you had to guess.
[00:04:02.480 --> 00:04:04.380]   Outside the US, listed somewhere else.
[00:04:04.380 --> 00:04:08.560]   - Out of how many?
[00:04:08.560 --> 00:04:09.400]   - 25.
[00:04:09.400 --> 00:04:11.760]   - Four.
[00:04:11.760 --> 00:04:13.440]   - That's a pretty good, yeah, it is four.
[00:04:13.440 --> 00:04:14.840]   Four total out of 25.
[00:04:14.840 --> 00:04:16.940]   The first one is Taiwan Semiconductor at like 13.
[00:04:16.940 --> 00:04:20.600]   So the top 10 holdings in the World Global Stock Market Fund
[00:04:20.600 --> 00:04:23.180]   are the same as the S&P 500, basically.
[00:04:23.180 --> 00:04:26.520]   So America just dominates the stock market.
[00:04:26.520 --> 00:04:28.800]   I do, however, think there's still room for diversification
[00:04:28.800 --> 00:04:31.160]   if you're gonna invest your entire portfolio in stocks.
[00:04:31.160 --> 00:04:32.720]   I know it seems like the S&P 500
[00:04:32.720 --> 00:04:33.840]   always outperforms everything,
[00:04:33.840 --> 00:04:35.400]   but you really don't have to go back that far
[00:04:35.400 --> 00:04:36.960]   to find a time when the S&P 500
[00:04:36.960 --> 00:04:39.160]   got just shellacked and underperformed.
[00:04:39.160 --> 00:04:40.180]   So John, let's do a chart on.
[00:04:40.180 --> 00:04:41.240]   This is the total returns
[00:04:41.240 --> 00:04:43.480]   for the first decade of this century.
[00:04:43.480 --> 00:04:46.000]   This is large cap, mid cap, small cap US,
[00:04:46.000 --> 00:04:47.840]   and then international developed and emerging markets.
[00:04:47.840 --> 00:04:49.720]   And this is 2000 to 2009.
[00:04:49.720 --> 00:04:53.320]   Total return for the S&P 500 was down 9%.
[00:04:53.320 --> 00:04:55.080]   You lost a little bit more than 1% per year
[00:04:55.080 --> 00:04:57.640]   and you had 250% corrections to show for it.
[00:04:57.640 --> 00:05:00.220]   Mid caps and small caps were both up almost 90%.
[00:05:00.220 --> 00:05:02.200]   International developed outperformed the US
[00:05:02.200 --> 00:05:03.640]   by a healthy margin.
[00:05:03.640 --> 00:05:06.000]   And then emerging markets just knocked it out of the park.
[00:05:06.000 --> 00:05:09.600]   And this was a horrible time to be a US investor.
[00:05:09.600 --> 00:05:11.340]   It was a great time to diversify.
[00:05:11.340 --> 00:05:15.440]   Now, if we look at the next decade, 2010 to 2019,
[00:05:15.440 --> 00:05:17.160]   obviously the S&P 500 came back.
[00:05:17.160 --> 00:05:19.480]   Emerging markets went from first to worst.
[00:05:19.480 --> 00:05:21.360]   Mid cap and small cap actually did pretty well again.
[00:05:21.360 --> 00:05:23.960]   International developed lagged again.
[00:05:23.960 --> 00:05:25.600]   But it's kind of interesting.
[00:05:25.600 --> 00:05:26.440]   So if you put it all together
[00:05:26.440 --> 00:05:29.540]   and do these first two decades in this last chart, John,
[00:05:29.540 --> 00:05:34.440]   the S&P 500 from 2000 to 2019
[00:05:34.440 --> 00:05:37.400]   was actually fourth place out of these five asset classes.
[00:05:37.400 --> 00:05:39.360]   Small and mid caps did the best.
[00:05:39.360 --> 00:05:42.520]   Emerging markets actually outperformed from 2000 to 2019,
[00:05:42.520 --> 00:05:44.160]   which might surprise some people.
[00:05:44.160 --> 00:05:46.040]   Now, some of this has to do with the start and end dates.
[00:05:46.040 --> 00:05:48.080]   My favorite saying here is that
[00:05:48.080 --> 00:05:50.320]   if you want to win any argument about performance
[00:05:50.320 --> 00:05:53.300]   in the markets, just change your start and end dates.
[00:05:53.300 --> 00:05:55.080]   You can take this one off, John.
[00:05:55.080 --> 00:05:56.440]   So I could change the start and end date
[00:05:56.440 --> 00:05:59.440]   and show that the S&P did better in these different periods.
[00:05:59.440 --> 00:06:00.440]   But maybe that's my point,
[00:06:00.440 --> 00:06:03.320]   is that you just never know when certain asset classes
[00:06:03.320 --> 00:06:05.080]   or markets or geographies or market caps
[00:06:05.080 --> 00:06:06.680]   are going to outperform
[00:06:06.680 --> 00:06:08.160]   or when they're gonna knock the cover off the ball
[00:06:08.160 --> 00:06:09.000]   or a shirk out or whatever.
[00:06:09.000 --> 00:06:11.400]   So that's why I think diversification is important,
[00:06:11.400 --> 00:06:12.920]   even if you're gonna be all in the stocks.
[00:06:12.920 --> 00:06:15.400]   I think, you know, could you, I mean,
[00:06:15.400 --> 00:06:16.920]   if you get to the point where you're thinking,
[00:06:16.920 --> 00:06:20.280]   should I do 2% more here or 3% less here?
[00:06:20.280 --> 00:06:21.560]   I think you've probably already won the game
[00:06:21.560 --> 00:06:22.540]   in terms of asset allocation.
[00:06:22.540 --> 00:06:23.780]   As long as you can stick with it, you're fine.
[00:06:23.780 --> 00:06:27.560]   But it seems like this, Conor, is on the right track here.
[00:06:27.560 --> 00:06:28.680]   - Yeah, yeah, it sounds like it.
[00:06:28.680 --> 00:06:30.980]   With EM, that last chart,
[00:06:30.980 --> 00:06:32.720]   you would think that if you're taking that much risk,
[00:06:32.720 --> 00:06:35.480]   you would expect a little more outperformance
[00:06:35.480 --> 00:06:36.720]   over the S&P.
[00:06:36.720 --> 00:06:39.860]   - Well, it's just gotten crushed these past 12,
[00:06:39.860 --> 00:06:42.040]   pretty much since 2008, it has been the S&P.
[00:06:42.040 --> 00:06:45.520]   But I used the S&P 600 and 400 here
[00:06:45.520 --> 00:06:46.760]   for the small and mid caps.
[00:06:46.760 --> 00:06:49.920]   And they've done better than most people would have assumed.
[00:06:49.920 --> 00:06:51.360]   So yeah, the diversification,
[00:06:51.360 --> 00:06:52.400]   it seems like it hasn't worked,
[00:06:52.400 --> 00:06:55.140]   but if you zoom out a little bit, which I like to do,
[00:06:55.140 --> 00:06:56.680]   it's done pretty darn good.
[00:06:56.680 --> 00:06:58.440]   All right, next question.
[00:06:58.440 --> 00:07:02.120]   - Okay, up next, we have a question from Amy.
[00:07:02.120 --> 00:07:03.960]   Like Ben, I'm one of the oldest millennials,
[00:07:03.960 --> 00:07:05.520]   just turned 40 this year.
[00:07:05.520 --> 00:07:07.640]   - Backhanded compliment of the day.
[00:07:07.640 --> 00:07:11.120]   - Yeah, my husband and I make good money, six figures.
[00:07:11.120 --> 00:07:13.840]   I'm a lawyer and he's in finance.
[00:07:13.840 --> 00:07:18.140]   But I also have $100,000 in student loans from law school.
[00:07:18.140 --> 00:07:19.080]   We have a high income,
[00:07:19.080 --> 00:07:21.440]   but not enough financial assets just yet.
[00:07:21.440 --> 00:07:24.000]   So I don't think we qualify for a financial advisor.
[00:07:24.000 --> 00:07:25.700]   But I have a lot of financial questions
[00:07:25.700 --> 00:07:27.360]   as we transition into middle age.
[00:07:27.360 --> 00:07:28.240]   Sorry, Michael.
[00:07:28.240 --> 00:07:31.360]   How do we, they're really in the, yeah.
[00:07:31.360 --> 00:07:32.640]   I mean, they know our shows.
[00:07:32.640 --> 00:07:33.800]   So good job, Amy.
[00:07:33.800 --> 00:07:35.360]   Thanks for watching.
[00:07:35.360 --> 00:07:37.360]   How do we know if we're on the right track
[00:07:37.360 --> 00:07:39.720]   with retirement savings is question one.
[00:07:39.720 --> 00:07:41.960]   Second question, how much do we set aside
[00:07:41.960 --> 00:07:43.840]   for our two kids 529 plans?
[00:07:43.840 --> 00:07:46.520]   Third question, should I pay off my student loans
[00:07:46.520 --> 00:07:48.640]   or keep investing in my 401k plan?
[00:07:48.640 --> 00:07:51.000]   That's a popular question as of late.
[00:07:51.000 --> 00:07:52.560]   And they say, I feel like we're doing well
[00:07:52.560 --> 00:07:53.400]   for people our age,
[00:07:53.400 --> 00:07:55.180]   but I have no idea how to gauge our progress.
[00:07:55.180 --> 00:07:56.440]   Any thoughts?
[00:07:56.440 --> 00:07:58.360]   - All right, so this is the middle age question
[00:07:58.360 --> 00:08:00.480]   where you go from, okay, we've started saving,
[00:08:00.480 --> 00:08:01.320]   we're getting our life together.
[00:08:01.320 --> 00:08:04.040]   Now we have financial planning questions.
[00:08:04.040 --> 00:08:06.280]   So let's bring in a financial advisor
[00:08:06.280 --> 00:08:07.680]   who focuses on millennials.
[00:08:07.680 --> 00:08:09.760]   Doug Bonaparte from Bonafide Wealth.
[00:08:09.760 --> 00:08:10.920]   - Hey, Doug.
[00:08:10.920 --> 00:08:11.840]   - Hey, guys.
[00:08:11.840 --> 00:08:14.240]   - One of the best advisors in the country.
[00:08:14.240 --> 00:08:16.820]   - That's what they say.
[00:08:16.820 --> 00:08:20.120]   - That's the rankings, you can't argue with those.
[00:08:20.120 --> 00:08:23.320]   Doug, you focus explicitly on millennials
[00:08:23.320 --> 00:08:26.260]   and you've been going through this transition
[00:08:26.260 --> 00:08:28.160]   with them as well, where when you're just starting off,
[00:08:28.160 --> 00:08:30.360]   it's setting up the right accounts and getting saving.
[00:08:30.360 --> 00:08:32.600]   And some people are overwhelmed with that,
[00:08:32.600 --> 00:08:33.800]   but that seems like the easy part.
[00:08:33.800 --> 00:08:34.760]   The hard part is when you get
[00:08:34.760 --> 00:08:36.440]   to these financial planning questions.
[00:08:36.440 --> 00:08:38.000]   And I do think it's kind of a misnomer
[00:08:38.000 --> 00:08:41.280]   that people think, well, I don't have a million dollars
[00:08:41.280 --> 00:08:42.880]   or $2 million or $5 million.
[00:08:42.880 --> 00:08:45.280]   So a financial advisor is not for me.
[00:08:45.280 --> 00:08:47.800]   And maybe in the old days, that was the case
[00:08:47.800 --> 00:08:49.960]   where you had to have a certain minimum,
[00:08:49.960 --> 00:08:52.760]   but there are many different business models these days
[00:08:52.760 --> 00:08:54.580]   and many people that can work with someone
[00:08:54.580 --> 00:08:57.560]   who has a high income and is going to have assets one day
[00:08:57.560 --> 00:09:01.200]   and has questions, but you can still find an advisor.
[00:09:01.200 --> 00:09:02.960]   So you've dealt with these kinds of clients.
[00:09:02.960 --> 00:09:04.520]   So I'm curious to hear your thoughts
[00:09:04.520 --> 00:09:07.520]   on dealing with a situation like this.
[00:09:07.520 --> 00:09:10.120]   - Yeah, man, you nailed it.
[00:09:10.120 --> 00:09:12.280]   There are so many, not just myself,
[00:09:12.280 --> 00:09:15.160]   but so many amazing colleagues that work with
[00:09:15.160 --> 00:09:17.600]   not just older millennials here,
[00:09:17.600 --> 00:09:20.560]   I like to call it us geriatric millennials,
[00:09:20.560 --> 00:09:23.800]   but you have advisors catering to Gen Z.
[00:09:23.800 --> 00:09:26.280]   I mean, you have babies offering...
[00:09:26.280 --> 00:09:27.120]   Fine, no, just kidding.
[00:09:27.120 --> 00:09:29.820]   You don't have infantile financial advisors yet.
[00:09:29.820 --> 00:09:34.120]   But you reach this point where it's kind of a good problem
[00:09:34.120 --> 00:09:34.960]   to have, right?
[00:09:34.960 --> 00:09:36.960]   You've reached a certain amount of success
[00:09:36.960 --> 00:09:38.880]   and you're like, "Look, my free time."
[00:09:38.880 --> 00:09:42.160]   I always describe the best time to figure out
[00:09:42.160 --> 00:09:43.840]   whether you need a financial advisor
[00:09:43.840 --> 00:09:46.840]   is when your free time has gone down so much
[00:09:46.840 --> 00:09:49.840]   because your responsibilities have gone up so much.
[00:09:49.840 --> 00:09:52.520]   You have a couple of kids, you're balancing your career,
[00:09:52.520 --> 00:09:55.680]   you're knocking 40, you're entering peak earning year.
[00:09:55.680 --> 00:09:57.360]   So you're super, super busy,
[00:09:57.360 --> 00:10:00.000]   stretched thin in almost every part of your life.
[00:10:00.000 --> 00:10:02.440]   And it does suck to think that
[00:10:02.440 --> 00:10:04.960]   you don't have access to a qualified professional
[00:10:04.960 --> 00:10:06.960]   simply because you don't have enough money
[00:10:06.960 --> 00:10:08.240]   for them to manage.
[00:10:08.240 --> 00:10:11.800]   Let's throw that out the window right now.
[00:10:11.800 --> 00:10:15.160]   As I just said, there are lots of qualified professionals
[00:10:15.160 --> 00:10:16.160]   to help you here.
[00:10:16.160 --> 00:10:18.340]   - So I think your point that you make is good
[00:10:18.340 --> 00:10:19.760]   about being stretched.
[00:10:19.760 --> 00:10:20.700]   We both have young kids.
[00:10:20.700 --> 00:10:23.160]   We know how life can get busy,
[00:10:23.160 --> 00:10:26.140]   but it's outsourcing the decisions
[00:10:26.140 --> 00:10:28.600]   and also outsourcing the worries in some ways.
[00:10:28.600 --> 00:10:31.240]   Because a lot of these questions that they ask in here,
[00:10:31.880 --> 00:10:33.480]   they're not really black or white.
[00:10:33.480 --> 00:10:35.160]   They're kind of exist in a shade of gray.
[00:10:35.160 --> 00:10:36.760]   And so I think some people at a certain point
[00:10:36.760 --> 00:10:38.600]   just want someone to help them.
[00:10:38.600 --> 00:10:41.040]   Like help me make a decision and come up with a plan.
[00:10:41.040 --> 00:10:42.320]   Even if I know that there's probably
[00:10:42.320 --> 00:10:44.240]   three or four good answers here.
[00:10:44.240 --> 00:10:46.240]   And there's not one answer that's gonna be perfect,
[00:10:46.240 --> 00:10:48.800]   but help someone understand my situation
[00:10:48.800 --> 00:10:53.240]   and then help me execute this actual plan.
[00:10:53.240 --> 00:10:54.440]   - 100%.
[00:10:54.440 --> 00:10:56.920]   A great financial advisor or planner
[00:10:56.920 --> 00:10:58.160]   is going to help you make
[00:10:58.160 --> 00:11:01.040]   the best financial decision possible for you.
[00:11:01.040 --> 00:11:04.480]   Where sometimes there's only one way to do it, right?
[00:11:04.480 --> 00:11:07.280]   You gotta go get your will,
[00:11:07.280 --> 00:11:09.000]   you gotta do your basic estate planning documents.
[00:11:09.000 --> 00:11:10.000]   Like go get it done.
[00:11:10.000 --> 00:11:12.640]   Versus, hey, let's talk about what your investment style is.
[00:11:12.640 --> 00:11:14.360]   And in this particular question,
[00:11:14.360 --> 00:11:16.600]   they're asking about goal priority.
[00:11:16.600 --> 00:11:18.920]   And that is where should I put the first
[00:11:18.920 --> 00:11:20.840]   and last dollar of available savings?
[00:11:20.840 --> 00:11:22.400]   I have multiple goals, right?
[00:11:22.400 --> 00:11:24.080]   It could be saving for a home, retirement,
[00:11:24.080 --> 00:11:25.520]   the kids going to college,
[00:11:25.520 --> 00:11:27.560]   and other stuff we haven't even brought
[00:11:27.560 --> 00:11:29.160]   into the equation here.
[00:11:29.160 --> 00:11:31.800]   And that's where things start to get a little bit complex
[00:11:31.800 --> 00:11:33.880]   and only emphasizes the need
[00:11:33.880 --> 00:11:36.680]   to actually go through formal financial planning.
[00:11:36.680 --> 00:11:40.360]   That is the system that helps you figure out
[00:11:40.360 --> 00:11:43.200]   how to allocate your free cash.
[00:11:43.200 --> 00:11:46.280]   You have to also have some sense of ownership
[00:11:46.280 --> 00:11:48.040]   over what's most important to you.
[00:11:48.040 --> 00:11:50.760]   It's not my financial life I'm solving for.
[00:11:50.760 --> 00:11:51.880]   It's the client's.
[00:11:51.880 --> 00:11:53.200]   If they had told me,
[00:11:53.200 --> 00:11:56.240]   making sure that we achieve what we,
[00:11:56.240 --> 00:11:58.840]   the parents here or the husband and wife
[00:11:58.840 --> 00:11:59.800]   or whatever the structure is,
[00:11:59.800 --> 00:12:02.680]   that we achieve financial independence
[00:12:02.680 --> 00:12:04.880]   above sending our kids to college,
[00:12:04.880 --> 00:12:09.000]   the advisor's gotta show them how to go about doing that.
[00:12:09.000 --> 00:12:11.280]   Answering that question's critical
[00:12:11.280 --> 00:12:13.240]   towards the allocation of that money.
[00:12:13.240 --> 00:12:16.040]   So financial planning is hands down the tool
[00:12:16.040 --> 00:12:18.040]   that's gonna bring you through retirement planning,
[00:12:18.040 --> 00:12:20.200]   college education planning.
[00:12:20.200 --> 00:12:24.280]   The last one about student loans versus 401k,
[00:12:24.280 --> 00:12:26.440]   I think actually is a little bit more technical
[00:12:26.440 --> 00:12:30.200]   of how to go about allocating than really goal priority,
[00:12:30.200 --> 00:12:32.040]   although you still need to understand
[00:12:32.040 --> 00:12:33.600]   which is most important to you.
[00:12:33.600 --> 00:12:36.640]   But I think about that question probably like you do, Ben,
[00:12:36.640 --> 00:12:39.480]   what do we expect in terms of a consistent
[00:12:39.480 --> 00:12:41.320]   or long-term rate of return
[00:12:41.320 --> 00:12:44.640]   on investing in a 401k or any other type of account
[00:12:44.640 --> 00:12:48.320]   versus what's the interest rate on that loan, on that debt?
[00:12:48.320 --> 00:12:50.240]   And are we gonna be better off
[00:12:50.240 --> 00:12:53.360]   paying down an eight, nine, 10% loan?
[00:12:53.360 --> 00:12:56.760]   Well, can we get eight, nine, 10% consistently
[00:12:56.760 --> 00:12:57.600]   in the market?
[00:12:57.600 --> 00:13:01.940]   At eight, yeah, we're in an interest rate environment now
[00:13:01.940 --> 00:13:05.400]   where it's not so clear cut or becoming more clear
[00:13:05.400 --> 00:13:08.240]   that paying down expensive debt is the way to go, right?
[00:13:08.240 --> 00:13:11.040]   - Yeah, it was easier when rates were a little lower,
[00:13:11.040 --> 00:13:12.760]   that question, I agree.
[00:13:12.760 --> 00:13:14.700]   I love your idea on goal priority
[00:13:14.700 --> 00:13:16.400]   because that is one of the biggest jobs
[00:13:16.400 --> 00:13:19.480]   of financial advisors, that it's kind of,
[00:13:19.480 --> 00:13:21.040]   you can't really define it very well,
[00:13:21.040 --> 00:13:24.200]   it's not quantifiable, but that this goal priority thinking
[00:13:24.200 --> 00:13:26.720]   in terms of like what actually matters to you.
[00:13:26.720 --> 00:13:27.940]   And those are the hardest questions
[00:13:27.940 --> 00:13:29.480]   for some people to answer sometimes.
[00:13:29.480 --> 00:13:30.920]   And then, yeah, you're right,
[00:13:30.920 --> 00:13:33.160]   it's figuring out a plan to hit those.
[00:13:33.160 --> 00:13:34.800]   David in the chat, I just want you to know,
[00:13:34.800 --> 00:13:36.880]   said the rule number one for picking a financial advisor
[00:13:36.880 --> 00:13:38.560]   is finding someone with a great shirt.
[00:13:38.560 --> 00:13:41.040]   And before we got on here, Doug informed us
[00:13:41.040 --> 00:13:43.040]   that these are called camper shirts, which I didn't know.
[00:13:43.040 --> 00:13:44.120]   So now you learned something.
[00:13:44.120 --> 00:13:46.080]   I thought I was the GQ expert here,
[00:13:46.080 --> 00:13:47.480]   but Doug is schooling us on fashion.
[00:13:47.480 --> 00:13:50.200]   - We are rocking camper T-shirts apparently, yeah.
[00:13:50.200 --> 00:13:53.920]   - You're the real fashion expert, but yeah, I guess maybe.
[00:13:53.920 --> 00:13:57.200]   - You'll receive my consulting invoice in the mail shortly.
[00:13:57.200 --> 00:13:59.360]   - Yeah, all right, let's do another question.
[00:13:59.360 --> 00:14:02.400]   - Okay, up next we have a question from Adam.
[00:14:02.400 --> 00:14:04.920]   How do you factor in RSUs for budgeting?
[00:14:04.920 --> 00:14:07.960]   And RSU stands for restricted stock unit.
[00:14:07.960 --> 00:14:08.920]   - You're getting them Duncan.
[00:14:08.920 --> 00:14:12.220]   - Yeah, we don't count them all in our budget
[00:14:12.220 --> 00:14:14.720]   and it works much tighter than reality.
[00:14:14.720 --> 00:14:15.560]   Should we?
[00:14:15.560 --> 00:14:17.080]   Either way, what is a good budget scheme
[00:14:17.080 --> 00:14:19.440]   for someone in a very high income bracket?
[00:14:19.440 --> 00:14:23.160]   A 50, 30, 20 needs, wants savings isn't working for us,
[00:14:23.160 --> 00:14:26.160]   particularly on things that are automated or fixed,
[00:14:26.160 --> 00:14:27.520]   like mortgages.
[00:14:27.520 --> 00:14:31.200]   What's a reasonable clothing budget or vacation budget?
[00:14:31.200 --> 00:14:33.080]   That's what makes this too difficult.
[00:14:33.080 --> 00:14:36.520]   - So this is interesting because, so they're in there,
[00:14:36.520 --> 00:14:38.760]   on paper, they're probably more wealthy
[00:14:38.760 --> 00:14:40.840]   than they feel in the income that they're receiving.
[00:14:40.840 --> 00:14:42.480]   'Cause they know that those stock units
[00:14:42.480 --> 00:14:43.720]   are coming at some point.
[00:14:43.720 --> 00:14:45.720]   And so they're probably living a little bit
[00:14:45.720 --> 00:14:47.800]   above their current level of income,
[00:14:47.800 --> 00:14:49.120]   but they're looking at their level of wealth
[00:14:49.120 --> 00:14:51.000]   and what it could be someday and thinking,
[00:14:51.000 --> 00:14:53.840]   well, I should be up here because I have these stock units.
[00:14:53.840 --> 00:14:55.480]   And unfortunately, in the past couple of years,
[00:14:55.480 --> 00:14:57.960]   some people have probably had that knocked down a peg or two
[00:14:57.960 --> 00:14:59.360]   if they've been in a tech company
[00:14:59.360 --> 00:15:01.040]   and they've seen the stock options
[00:15:01.040 --> 00:15:03.360]   not worth nearly as much as they thought they would be.
