
[00:00:00.000 --> 00:00:04.000]   [Intro music]
[00:06:03.000 --> 00:06:04.000]   Don't worry. I've got you.
[00:06:04.000 --> 00:06:08.000]   In the context of being killed, that is zero comfort.
[00:06:08.000 --> 00:06:11.000]   "Oh, my God watches, but he can't do anything.
[00:06:11.000 --> 00:06:12.000]   My God is inactive.
[00:06:12.000 --> 00:06:13.000]   He's powerless."
[00:06:13.000 --> 00:06:14.000]   I don't think so.
[00:06:14.000 --> 00:06:16.000]   That's not what's going on here.
[00:06:16.000 --> 00:06:17.000]   This is not just a statement.
[00:06:17.000 --> 00:06:19.000]   "Hey, God watches all you get killed.
[00:06:19.000 --> 00:06:21.000]   He can't do anything, but he just watches.
[00:06:21.000 --> 00:06:22.000]   Take heart."
[00:06:22.000 --> 00:06:28.000]   I don't think that's what Jesus meant at all in the context of Matthew 10.
[00:06:28.000 --> 00:06:39.000]   Premise number four, Paul says that the reigning Jesus, who is the same forever and ever, holds everything together—Colossians 1:17.
[00:06:39.000 --> 00:06:44.000]   Hebrews 1:3 says, "He upholds the universe by the word of his power."
[00:06:44.000 --> 00:06:54.000]   So the world is not like a clock that Jesus wound up when he made it, set it to running, and then watches it from a distance and has no involvement in it.
[00:06:54.000 --> 00:07:00.000]   Psalm 147 says, "He prepares rain for the earth.
[00:07:00.000 --> 00:07:05.000]   He makes grass grow on the hills."
[00:07:05.000 --> 00:07:12.000]   So Jesus is holding every wave and all the wind in being.
[00:07:12.000 --> 00:07:14.000]   He's holding it in being.
[00:07:14.000 --> 00:07:32.000]   He's got the whole world in his hands, and it seems highly unlikely to me that he would be holding a tsunami in being as it rolls over a village, but that he has no plan for it as it rolls over the village.
[00:07:32.000 --> 00:07:39.000]   He's got it totally in his hand, holding it in being, could flatten it at any moment because he holds it in being.
[00:07:39.000 --> 00:07:41.000]   "I don't know what I'm doing."
[00:07:41.000 --> 00:07:42.000]   No way.
[00:07:42.000 --> 00:07:45.000]   That is not the way God thinks.
[00:07:45.000 --> 00:07:53.000]   Number five, Paul says in Ephesians 1:11, "He works all things according to the counsel of his will."
[00:07:53.000 --> 00:07:56.000]   Not some things, all things.
[00:07:56.000 --> 00:07:58.000]   His will, not our will.
[00:07:58.000 --> 00:08:16.000]   Number six, Psalm 135, 6 says, "Whatever the Lord pleases, he does in heaven and on earth and in the seas and all deeps," which is where earthquakes happen that cause tsunamis.
[00:08:16.000 --> 00:08:26.000]   Psalm 135, verse 6, when it says, "in the seas and in all deeps," this is not a limited statement.
[00:08:26.000 --> 00:08:35.000]   It says, "What happens in the seas and all deeps is owing to 'whatever the Lord pleases.'"
[00:08:35.000 --> 00:08:58.000]   Number seven, when anyone dies in a tornado or hurricane or tsunami, this is not an exception to the reality described by the writer of Job and James when they said, "The Lord gave and the Lord has taken away."
[00:08:58.000 --> 00:09:03.000]   And that's Job 121 and James 415.
[00:09:03.000 --> 00:09:08.000]   You ought to say, "If the Lord wills, we will live.
[00:09:08.000 --> 00:09:11.000]   We will survive this tsunami or we won't.
[00:09:11.000 --> 00:09:15.000]   We will live and do this or that if the Lord wills."
[00:09:15.000 --> 00:09:20.000]   Life and death are finally in the hand of the Lord.
[00:09:20.000 --> 00:09:26.000]   So the natural causes of death are in the hand of the Lord, like wind and waves.
[00:09:26.000 --> 00:09:37.000]   Number eight, if we believe the Bible and if we believe the Bible teaches the foreknowledge of God, which I do,
[00:09:37.000 --> 00:10:01.000]   then when he foresees a tsunami heading for a village or a virus heading for a pandemic and he permits all that he sees, then this permitted act is part of his plan, since he could have stopped it.
[00:10:01.000 --> 00:10:09.000]   He doesn't make such choices to permit or to stop whimsically or aimlessly.
[00:10:09.000 --> 00:10:11.000]   He is infinitely wise.
[00:10:11.000 --> 00:10:17.000]   He makes such choices to permit or not to permit wisely.
[00:10:17.000 --> 00:10:21.000]   That is, according to the counsel of his will.
[00:10:21.000 --> 00:10:29.000]   And finally, number nine, and I have texts for all these, but I won't read them.
[00:10:29.000 --> 00:10:36.000]   The sovereignty of God in the Bible over all things is pervasive and all-encompassing.
[00:10:36.000 --> 00:10:39.000]   You don't have to logically infer it.
[00:10:39.000 --> 00:10:41.000]   It's just everywhere.
[00:10:41.000 --> 00:11:10.000]   It says he governs the wind, lightning, snow, frogs, gnats, flies, locusts, quail, worms, fish, sparrows, grass, plants, famine, the sun, prison doors, blindness, deafness, paralysis, fever, every disease, travel plans, the hearts of kings, nations, murderers.
[00:11:10.000 --> 00:11:13.000]   Spiritual deadness and on and on.
[00:11:13.000 --> 00:11:17.000]   And they all obey his sovereign will.
[00:11:17.000 --> 00:11:42.000]   So my confidence that Jesus rules all waves and all seas is not based on his stilling one storm, but on his being the Son of God, who is God, and who Scripture teaches works all things according to the counsel of his will.
[00:11:42.000 --> 00:11:48.000]   That's really good. And for all those Bible references, be looking for your book on Providence, early 2021.
[00:11:48.000 --> 00:11:49.000]   They'll all be there, right?
[00:11:49.000 --> 00:11:52.000]   And they're all listed in the coronavirus book as well.
[00:11:52.000 --> 00:11:53.000]   Yeah, there you go.
[00:11:53.000 --> 00:11:55.000]   How many Bible references are in the Providence book?
[00:11:55.000 --> 00:11:56.000]   Have you counted?
[00:11:56.000 --> 00:11:57.000]   I didn't.
[00:11:57.000 --> 00:11:58.000]   It's a lot of pages.
[00:11:58.000 --> 00:12:00.000]   I mean, hundreds and hundreds and hundreds.
[00:12:00.000 --> 00:12:11.000]   I said one of my goals in writing that book was to write a book on Providence that would have a longer Scripture index than any other book on Providence in the history of the world.
[00:12:11.000 --> 00:12:13.000]   I think I succeeded.
[00:12:13.000 --> 00:12:14.000]   I'm not sure.
[00:12:14.000 --> 00:12:15.000]   Excellent.
[00:12:15.000 --> 00:12:16.000]   That's good.
[00:12:16.000 --> 00:12:17.000]   Thank you, Pastor John.
[00:12:17.000 --> 00:12:18.000]   And thank you for listening.
[00:12:18.000 --> 00:12:28.000]   If you want new episodes of this podcast delivered to you, subscribe to Ask Pastor John in your favorite podcast app in Spotify or by subscribing to DG's YouTube channel to find other episodes in our archive or to submit a question to us.
[00:12:28.000 --> 00:12:33.000]   Do that online at DesiringGod.org/AskPastorJohn.
[00:12:33.000 --> 00:12:50.000]   And speaking of storms, in the fall of 2012, Hurricane Sandy churned in the Atlantic Ocean and rolled over Jamaica, eastern Cuba, and the Bahamas before turning northeast out into the ocean and then curving west for a direct hit of New Jersey.
[00:12:50.000 --> 00:12:52.000]   It was a devastating storm.
[00:12:52.000 --> 00:12:57.000]   And a few days later, Pastor John preached about God's sovereignty over nature.
[00:12:57.000 --> 00:13:03.000]   And given the spring that we have seen, I wanted to share a clip from that message, and I will next time on Wednesday.
[00:13:03.000 --> 00:13:04.000]   I'm Tony Reinke.
[00:13:04.000 --> 00:13:05.000]   We'll see you then.
[00:13:05.000 --> 00:13:08.000]   Thanks for listening to the Ask Pastor John podcast.
[00:13:09.000 --> 00:13:11.000]   [ End ]
[00:13:11.000 --> 00:13:17.000]   [ Silence ]
[00:13:17.000 --> 00:13:24.260]   [BLANK_AUDIO]

