
[00:00:00.040 --> 00:00:09.500]   comentários
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:02:28.760 --> 00:02:28.760]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:02:28.800 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:02:58.780 --> 00:02:58.780]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:02:58.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.800 --> 00:03:28.800]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:28.820 --> 00:03:58.820]   I'm here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:03:58.820 --> 00:03:58.820]   We're here to provide you with the knowledge, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:03:58.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:04:28.840 --> 00:04:28.840]   We're here to provide you with the knowledge, skills, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:04:58.860 --> 00:04:58.860]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:58.860 --> 00:04:58.860]   We're here to provide you with the knowledge, skills, skills, insight, and encouragement that you need to be a financial investor.
[00:04:58.860 --> 00:04:58.860]   We're here to provide you with the knowledge, skills, skills, skills, insight, insight, and encouragement that you need to be a financial investor.
[00:04:58.860 --> 00:04:58.860]   We're here to provide you with the knowledge, skills, skills, skills, insights, insights, and information.
[00:05:28.880 --> 00:05:28.880]   ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ - ------ - ------ - - ------ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 2 the formula will be picked by his fellow investors who is not a financial investor.
[00:05:28.880 --> 00:05:28.880]  , which is not a house together but I'm not sure what the equity is.
[00:06:28.960 --> 00:06:58.940]  .
[00:06:58.980 --> 00:07:09.780]   can
[00:07:09.780 --> 00:07:13.040]   segu in. There,,,, the�
[00:07:13.040 --> 00:07:16.140]   separating
[00:07:16.140 --> 00:07:28.100]  arn Naw I� say he present in woodenetic�" absorbed "D, would be, he, he, and, and, and, and, and, and, and, and, and, con, and, and, and, and, in, in, Moon, it,» contrary—in, nhàuther 33 assume:, papier doll과� asideSDB. M. weigh-G, split,autredit�ар.제�ып decide chic.bold
[00:07:28.120 --> 00:07:30.140]   "I think that�s a good thing.
[00:07:30.140 --> 00:07:31.140]   I think that�s a good thing.
[00:07:31.140 --> 00:07:32.140]   I think that�s a good thing.
[00:07:32.140 --> 00:07:33.140]   I think that�s a good thing.
[00:07:33.140 --> 00:07:34.140]   I think that�s a good thing.
[00:07:34.140 --> 00:07:35.140]   I think that�s a good thing.
[00:07:35.140 --> 00:07:36.140]   I think that�s a good thing.
[00:07:36.140 --> 00:07:37.140]   I think that�s a good thing.
[00:07:37.140 --> 00:07:38.140]   I think that�s a good thing.
[00:07:38.140 --> 00:07:39.140]   I think that�s a good thing.
[00:07:39.140 --> 00:07:40.140]   I think that�s a good thing.
[00:07:40.140 --> 00:07:41.140]   I think that�s a good thing.
[00:07:41.140 --> 00:07:42.140]   I think that�s a good thing.
[00:07:42.140 --> 00:07:43.140]   I think that�s a good thing.
[00:07:43.140 --> 00:07:44.140]   I think that�s a good thing.
[00:07:44.140 --> 00:07:45.140]   I think that�s a good thing.
[00:07:45.140 --> 00:07:46.140]   I think that�s a good thing.
[00:07:46.140 --> 00:07:47.140]   I think that�s a good thing.
[00:07:47.140 --> 00:07:48.140]   I think that�s a good thing.
[00:07:48.180 --> 00:07:51.940]   deadlines I The
[00:07:51.940 --> 00:08:03.800]  atonle, never, manage,,,,, I shortcut accessed
[00:08:03.800 --> 00:08:17.100]   Men, I
[00:08:18.160 --> 00:08:27.820]  're
[00:08:27.820 --> 00:08:29.440]  assa much,,, show doesn
[00:08:29.440 --> 00:08:44.980]    innocent stomach it's the decision change to go personalамен cercagreg
[00:08:46.760 --> 00:09:00.860]   rendition of the contract and it's a long way. It's a it's pretty much a done deal and we are the contract not signed but the offers been made and the guidance is that coming back tonight and we're gonna buy this house.
[00:09:00.860 --> 00:09:01.960]   Okay.
[00:09:01.960 --> 00:09:15.280]   So in that case let me just give a couple of general pieces of suggestions that I think are good for most people to consider first when moving to a new place if it's a new place that you're not deeply
[00:09:15.280 --> 00:09:15.320]   I'm
[00:09:15.360 --> 00:09:22.920]   ..
[00:09:22.920 --> 00:09:26.680]  � ha. B. in the,,,,, la
[00:09:44.220 --> 00:10:13.040]  program.com/location. So this, you're, you're past this and your decision tree. But I would say the first thing is make sure that you look around and understand what you're doing. And for other listeners, it's generally best to pay a little bit more money so that you can make a more educated decision about what part of town you want to be in. Any place, any city, any country place, any place in the world will vary from street to street. And so there may be particular neighborhoods that from the
[00:10:13.040 --> 00:10:13.040]   The other side of the country look like a city.
[00:10:13.060 --> 00:10:41.900]   great. But once you actually get there, you recognize, Hey, these neighborhoods are not so great. And then you know that I'm going to make a change and move from there. So you are not, you've, you've made your decisions. You've moved past that, but that's just for other people. The second big thing that I really like to consider and I, and something that I think back about three or four years ago, I was not, I wasn't paying as much attention to it as now, but one of the things that I've really liked to consider is that I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.900 --> 00:10:41.900]   I've been in the area for a long time.
[00:10:41.940 --> 00:11:11.920]  , kind of mainstream.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.920 --> 00:11:11.920]   I've been in the area for a long time.
[00:11:11.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:11:41.940]   I've been in the area for a long time.
[00:11:41.940 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.960 --> 00:12:11.960]   I've been in the area for a long time.
[00:12:11.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:12:41.980]   I've been in the area for a long time.
[00:12:41.980 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.000 --> 00:13:12.000]   I've been in the area for a long time.
[00:13:12.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:13:42.020]   I've been in the area for a long time.
[00:13:42.020 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.040 --> 00:14:12.040]   I've been in the area for a long time.
[00:14:12.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:14:42.060]   I've been in the area for a long time.
[00:14:42.060 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.080 --> 00:15:12.080]   I've been in the area for a long time.
[00:15:12.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:15:42.100]   I've been in the area for a long time.
[00:15:42.100 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.120 --> 00:16:12.120]   I've been in the area for a long time.
[00:16:12.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:16:42.140]   I've been in the area for a long time.
[00:16:42.140 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.160 --> 00:17:12.160]   I've been in the area for a long time.
[00:17:12.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:17:42.180]   I've been in the area for a long time.
[00:17:42.180 --> 00:18:12.200]   in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.200 --> 00:18:12.200]   I've been in the area for a long time.
[00:18:12.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:18:42.220]   I've been in the area for a long time.
[00:18:42.220 --> 00:19:12.240]   in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
