
[00:00:00.040 --> 00:00:09.480]   ち
[00:05:47.440 --> 00:06:17.440]  berger: this is going to be hard for you to do if you live in certain intense cities. In the city environment, that's where you start to get into your multi-unit houses where you have three houses stacked up on one another and you have opportunities there, you convert the basement and rent it out, but you already know some of those things. But if you get out where you have a little bit of land, oftentimes you could find a housing that the house itself would work well for one tenant with a family or a couple of
[00:06:17.480 --> 00:06:23.260]   Brig
[00:06:23.260 --> 00:06:47.280]   E이는 ending 12 sending money over the--C--R--G--D--G--G, ., at,,,,,,,,, is a test. never i is no jej Europe lightning not sober definitive importante MAN S GS SGS'S GS.S. .St. .De. 그거's. ...@... ....實... образ... ...i... handc... an...eston... point... sometimes... "...
[00:06:47.480 --> 00:06:48.880]   cool idea.
[00:06:48.880 --> 00:06:53.960]   If you use that property with an eye towards the future,
[00:06:53.960 --> 00:06:55.920]   then
[00:06:55.920 --> 00:07:01.200]   you could buy one property and then it just adjust and expand as needed.
[00:07:01.200 --> 00:07:04.260]   So here's what I would consider. Let's say I were single
[00:07:04.260 --> 00:07:05.800]   and I were young
[00:07:05.800 --> 00:07:08.420]   and I were very flexible.
[00:07:08.420 --> 00:07:10.440]   I would buy a house
[00:07:10.440 --> 00:07:13.880]   that was the type of house and the type of neighborhood that I thought I might want to be
[00:07:13.880 --> 00:07:15.540]   when I were older.
[00:07:15.540 --> 00:07:17.480]   But I would try to buy a house that had a main courtyard
[00:07:18.400 --> 00:07:47.500]   a house that had a house that also had a carriage house or a mother-in-law quarters out back. Then I would try to rent out the main house. And then I would put the carriage house also up for rent. And I would move, let's say, an older travel trailer into the yard. It's a property where big enough that this could be done in an appropriate way. Go ahead and plumb it into the septic system so you had all your hookups ready to go. And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:07:47.500 --> 00:07:47.500]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place. And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:07:47.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.520 --> 00:08:17.520]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:17.560 --> 00:08:47.540]  ,
[00:08:47.540 --> 00:08:47.540]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:47.540 --> 00:08:47.540]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:47.540 --> 00:08:47.540]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:47.540 --> 00:08:47.540]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:47.540 --> 00:08:47.540]   And I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:08:47.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:17.560]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:17.560 --> 00:09:47.580]  ,
[00:09:47.580 --> 00:09:47.580]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:47.580 --> 00:09:47.580]   I would live in that travel trailer myself while I was young and flexible and I would keep the other homes in the same place.
[00:09:47.580 --> 00:09:47.580]   I would live in that travel trailer myself while I was young and I would keep the other homes in the same place.
[00:09:47.600 --> 00:10:17.600]   and many of the costs that you the expenses that you incur in owning property
[00:10:17.600 --> 00:10:17.600]   and many of the costs that you the expenses that you incur in owning property
[00:10:17.600 --> 00:10:17.600]   and many of the costs that you the expenses that you incur in owning property
[00:10:17.600 --> 00:10:17.600]   will pay off well if you have time on your side but if you're constantly moving and moving in moving out they don't pay off so well and so if you have a stable life a stable income a stable community you could use a strategy like this to have a beautiful place that you've lived in for many years and it just gets better and better over time
[00:10:17.600 --> 00:10:17.600]   and many of the costs that you the expenses that you incur in owning property will pay off well if you have time on your side but if you're constantly moving and moving in moving out they don't pay off so well and so if you have a stable life a stable income a stable community you could use a strategy like this to have a beautiful place that you've lived in for many years and it just gets better and better over time
[00:10:17.600 --> 00:10:47.620]   a stable income a stable income a stable income
[00:10:47.620 --> 00:10:47.620]   and there's no reason why some of the previously discussed strategies are exclusive these strategies are not mutually exclusive rather these are ideas that you could put together and you could work with multiple ideas so consider house hacking and look around in your situation and see if there's a way in which the idea of house hacking could work in your life final note don't forget the idea of short-term rentals obviously short-term rentals i.e listing on on sharing sites such as airbnb and the other short-term rentals i.e listing on sharing sites such as airbnb and the other sites such as airbnb and other sites such as short-term rentals i.
[00:10:47.660 --> 00:10:58.920]   ISS
[00:10:58.920 --> 00:10:59.220]   be.e, las,,,. .
[00:11:16.560 --> 00:11:26.640]   become
[00:11:26.640 --> 00:11:30.460]  , Ama I not, potato, SS,,,,, said -- vis connected каче
[00:11:45.360 --> 00:11:55.660]   more
[00:11:55.660 --> 00:12:02.360]   in a haveей
[00:12:43.360 --> 00:12:43.360]   and in a havey.
[00:12:43.360 --> 00:12:43.360]   and in a havey.
[00:12:44.400 --> 00:12:51.700]   or
[00:12:51.700 --> 00:12:58.620]   tenemos. I and Mini History
[00:12:58.620 --> 00:13:13.180]  , and, and, and, high. .. HOL B E F지 because MDC owereu錢 plugged nag!, scan, cad, provide,allows,��, cave, gia, lasted, İşte, Bass, 1983, Gor,視, Launch, la,,, dig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, according difféye, thin.'s.왔 It's only. care,ị no passive invest дatique di
[00:13:13.320 --> 00:13:24.100]   I
[00:13:40.220 --> 00:13:50.420]   Wow
[00:13:50.420 --> 00:14:09.160]   every,;,, con recognise

