
[00:00:00.000 --> 00:00:03.200]   [MUSIC PLAYING]
[00:08:31.240 --> 00:08:35.740]   And so we've seen web search companies using us.
[00:08:35.740 --> 00:08:39.900]   We've seen all of the standard enterprise stuff
[00:08:39.900 --> 00:08:44.140]   as well, like knowledge management, marketing.
[00:08:44.140 --> 00:08:45.940]   The fact that you have access to the weights
[00:08:45.940 --> 00:08:48.940]   means that you can pour in your editorial tone much more.
[00:08:48.940 --> 00:08:52.300]   So that's-- yeah, we see the typical use cases.
[00:08:52.300 --> 00:08:55.580]   I think the-- but the value is that--
[00:08:55.580 --> 00:08:58.980]   or the open source part is that developers have control,
[00:08:58.980 --> 00:09:00.400]   so they can deploy it everywhere.
[00:09:00.400 --> 00:09:02.100]   They can have very high quality of service
[00:09:02.100 --> 00:09:05.380]   because they can use their dedicated instances,
[00:09:05.380 --> 00:09:06.180]   for instance.
[00:09:06.180 --> 00:09:08.820]   And they can modify the weights to suit their needs
[00:09:08.820 --> 00:09:10.960]   and to bump the performance to a level which
[00:09:10.960 --> 00:09:14.100]   is close to the largest ones, the largest models,
[00:09:14.100 --> 00:09:15.940]   while being much cheaper.
[00:09:15.940 --> 00:09:17.820]   And what's the next big thing do you
[00:09:17.820 --> 00:09:19.660]   think that we're going to get to see from you guys?
[00:09:19.660 --> 00:09:22.080]   Can you give us a sneak peek of what might be coming soon,
[00:09:22.080 --> 00:09:24.340]   or what we should be expecting from Mistral?
[00:09:24.340 --> 00:09:24.980]   Yeah, for sure.
[00:09:24.980 --> 00:09:28.780]   So we have-- so Mistral-Large was good, but not good enough.
[00:09:28.780 --> 00:09:31.540]   So we are working on improving it quite heavily.
[00:09:31.540 --> 00:09:35.140]   We have interesting open source models
[00:09:35.140 --> 00:09:40.660]   on various vertical domains that we'll be announcing very soon.
[00:09:40.660 --> 00:09:43.580]   We have-- the platform is currently just APIs,
[00:09:43.580 --> 00:09:45.340]   like serverless APIs.
[00:09:45.340 --> 00:09:47.740]   And so we are working on making customization part of it,
[00:09:47.740 --> 00:09:50.940]   so the fine tuning part.
[00:09:50.940 --> 00:09:53.860]   And obviously, and I think as many other companies,
[00:09:53.860 --> 00:09:57.740]   we're heavily betting on multilingual data
[00:09:57.740 --> 00:09:59.700]   and multilingual model.
[00:09:59.700 --> 00:10:02.780]   Because as a European company, we're also well-positioned.
[00:10:02.780 --> 00:10:05.100]   And this is a demand of our customers
[00:10:05.100 --> 00:10:08.220]   that I think is higher than here.
[00:10:08.220 --> 00:10:11.740]   And then, yeah, eventually, in the months to come,
[00:10:11.740 --> 00:10:15.340]   we will also release some multimodal models.
[00:10:15.340 --> 00:10:16.420]   OK, exciting.
[00:10:16.420 --> 00:10:18.300]   We'll look forward to that.
[00:10:18.300 --> 00:10:20.300]   As you mentioned, many of the people in this room
[00:10:20.300 --> 00:10:21.420]   are using Mistral models.
[00:10:21.420 --> 00:10:23.220]   Many of the companies we work with every day
[00:10:23.220 --> 00:10:25.020]   here in the Silicon Valley ecosystem
[00:10:25.020 --> 00:10:27.020]   are already working with Mistral.
[00:10:27.020 --> 00:10:28.540]   How should they work with you?
[00:10:28.540 --> 00:10:30.260]   And how should they work with the company?
[00:10:30.260 --> 00:10:34.000]   And what's the best way for them to work with you?
[00:10:34.000 --> 00:10:35.300]   Well, they can reach out.
[00:10:35.300 --> 00:10:37.620]   So we have some developer relations
[00:10:37.620 --> 00:10:40.620]   that are really pushing the community forward,
[00:10:40.620 --> 00:10:45.140]   making guides, also gathering use cases
[00:10:45.140 --> 00:10:47.900]   to showcase what you can build with Mistral models.
[00:10:47.900 --> 00:10:51.060]   So this is-- we're very investing a lot
[00:10:51.060 --> 00:10:52.900]   on the community.
[00:10:52.900 --> 00:10:56.020]   Something that basically makes the model better
[00:10:56.020 --> 00:11:00.340]   and that we are trying to set up is our ways for us
[00:11:00.340 --> 00:11:04.060]   to get evaluations, benchmarks, actual use cases on which we
[00:11:04.060 --> 00:11:05.660]   can evaluate our models on.
[00:11:05.660 --> 00:11:07.980]   And so having a mapping of what people
[00:11:07.980 --> 00:11:09.940]   are building with our model is also a way for us
[00:11:09.940 --> 00:11:13.620]   to make a better generation of new open source models.
[00:11:13.620 --> 00:11:18.300]   And so please engage with us to discuss how we can help,
[00:11:18.300 --> 00:11:19.860]   how-- discuss your use cases.
[00:11:19.860 --> 00:11:21.380]   We can advertise it.
[00:11:21.380 --> 00:11:25.340]   We can also gather some insight of the new evaluations
[00:11:25.340 --> 00:11:27.020]   that we should add to our evaluation suit
[00:11:27.020 --> 00:11:29.940]   to verify that our models are getting better over time.
[00:11:29.940 --> 00:11:32.380]   And on the commercial side, our models
[00:11:32.380 --> 00:11:33.580]   are available on our platform.
[00:11:33.580 --> 00:11:35.180]   So the commercial models are actually
[00:11:35.180 --> 00:11:38.660]   working better than the open source ones.
[00:11:38.660 --> 00:11:40.860]   They're also available on various cloud providers
[00:11:40.860 --> 00:11:44.500]   so that it facilitates adoption for enterprises.
[00:11:44.500 --> 00:11:46.620]   And customization capabilities like fine tuning,
[00:11:46.620 --> 00:11:49.020]   which really made the value of the open source models,
[00:11:49.020 --> 00:11:50.700]   are actually coming very soon.
[00:11:50.700 --> 00:11:51.420]   Wonderful.
[00:11:51.420 --> 00:11:53.500]   And you talked a little bit about the benefits
[00:11:53.500 --> 00:11:55.140]   of being in Europe.
[00:11:55.140 --> 00:11:56.660]   You touched on it briefly.
[00:11:56.660 --> 00:11:59.140]   You're already this example, global example,
[00:11:59.140 --> 00:12:01.340]   of the great innovations that can come from Europe
[00:12:01.340 --> 00:12:03.460]   and are coming from Europe.
[00:12:03.460 --> 00:12:06.180]   Talk a little bit more about the advantages of building
[00:12:06.180 --> 00:12:07.780]   a business from France and building
[00:12:07.780 --> 00:12:09.100]   this company from Europe.
[00:12:09.100 --> 00:12:11.060]   The advantage and drawbacks, I guess.
[00:12:11.060 --> 00:12:12.980]   Yeah, both, both.
[00:12:12.980 --> 00:12:14.900]   I guess one advantage is that you
[00:12:14.900 --> 00:12:18.020]   have a very strong junior pool of talent.
[00:12:18.020 --> 00:12:20.460]   So there's a lot of people coming
[00:12:20.460 --> 00:12:24.260]   from masters in France, in Poland, in the UK
[00:12:24.260 --> 00:12:27.260]   that we can train in like three months and get them up to speed,
[00:12:27.260 --> 00:12:32.020]   get them basically producing as much as a million dollar
[00:12:32.020 --> 00:12:36.100]   engineer in the Bay Area for 10 times the cost.
[00:12:36.100 --> 00:12:37.780]   So that's kind of efficient.
[00:12:37.780 --> 00:12:39.020]   Shh, don't tell them all that.
[00:12:39.020 --> 00:12:40.820]   They're going to all hire people in France.
[00:12:40.820 --> 00:12:43.300]   I'm sure.
[00:12:43.300 --> 00:12:47.300]   Like the workforce is very good, engineers and machine
[00:12:47.300 --> 00:12:50.020]   learning engineers.
[00:12:50.020 --> 00:12:53.580]   Generally speaking, we have a lot of support from the state,
[00:12:53.580 --> 00:12:56.620]   which is actually more important in Europe than in the US.
[00:12:56.620 --> 00:12:59.380]   They tend to over-regulate a bit too fast.
[00:12:59.380 --> 00:13:00.980]   So we've been telling them not to,
[00:13:00.980 --> 00:13:03.660]   but they don't always listen.
[00:13:03.660 --> 00:13:06.780]   And then generally, I mean, yeah,
[00:13:06.780 --> 00:13:08.700]   like European companies like to work with us
[00:13:08.700 --> 00:13:11.820]   because we're European and we are better
[00:13:11.820 --> 00:13:13.740]   in European languages, as it turns out.
[00:13:13.740 --> 00:13:16.100]   Like French, the French Mistral Lodge
[00:13:16.100 --> 00:13:18.340]   is actually probably the strongest French model out
[00:13:18.340 --> 00:13:19.380]   there.
[00:13:19.380 --> 00:13:22.420]   So yeah, I guess that's not an advantage,
[00:13:22.420 --> 00:13:24.300]   but at least there's a lot of opportunities
[00:13:24.300 --> 00:13:26.300]   that are geographical and that we're leveraging.
[00:13:26.300 --> 00:13:27.180]   Wonderful.
[00:13:27.180 --> 00:13:29.540]   And paint the picture for us five years from now.
[00:13:29.540 --> 00:13:31.460]   Like I know that this world's moving so fast.
[00:13:31.460 --> 00:13:32.960]   I mean, just think of all the things
[00:13:32.960 --> 00:13:35.020]   you've gone through in the two years.
[00:13:35.020 --> 00:13:36.820]   It's not even two years old as a company.
[00:13:36.820 --> 00:13:39.580]   It's almost two years old as a company.
[00:13:39.580 --> 00:13:42.540]   But five years from now, where does Mistral sit?
[00:13:42.540 --> 00:13:44.040]   What do you think you have achieved?
[00:13:44.040 --> 00:13:46.180]   What does this landscape look like?
[00:13:46.180 --> 00:13:49.620]   So our bet is that basically the platform
[00:13:49.620 --> 00:13:53.500]   and the infrastructure of artificial intelligence
[00:13:53.500 --> 00:13:54.700]   will be open.
[00:13:54.700 --> 00:13:59.040]   And based on that, we'll be able to create assistance and then
[00:13:59.040 --> 00:14:00.820]   potentially autonomous agent.
[00:14:00.820 --> 00:14:04.420]   And we believe that we can become this platform
[00:14:04.420 --> 00:14:06.940]   by being the most open platform out there,
[00:14:06.940 --> 00:14:09.420]   by being independent from cloud providers, et cetera.
[00:14:09.420 --> 00:14:12.260]   So in five years from now, I have literally no idea
[00:14:12.260 --> 00:14:13.720]   of what this is going to look like.
[00:14:13.720 --> 00:14:17.160]   If you looked at the field in 2019,
[00:14:17.160 --> 00:14:19.660]   I don't think you could bet on where we would be today.
[00:14:19.660 --> 00:14:22.580]   But we are evolving toward more and more autonomous agents.
[00:14:22.580 --> 00:14:24.100]   We can do more and more tasks.
[00:14:24.100 --> 00:14:26.860]   I think the way we work is going to be changed profoundly.
[00:14:26.860 --> 00:14:30.060]   And making such agents and assistants
[00:14:30.060 --> 00:14:31.460]   is going to be easier and easier.
[00:14:31.460 --> 00:14:33.740]   So right now, we're focusing on the developer world.
[00:14:33.740 --> 00:14:39.580]   But I expect that AI technology is, in itself,
[00:14:39.580 --> 00:14:43.660]   so easily controllable through human languages,
[00:14:43.660 --> 00:14:45.820]   human language that potentially, at some point,
[00:14:45.820 --> 00:14:47.760]   the developer becomes the user.
[00:14:47.760 --> 00:14:51.880]   And so we are evolving toward any user
[00:14:51.880 --> 00:14:54.520]   being able to create its own assistant
[00:14:54.520 --> 00:14:56.080]   or its own autonomous agent.
[00:14:56.080 --> 00:14:58.000]   I'm pretty sure that in five years from now,
[00:14:58.000 --> 00:15:02.000]   this will be something that you learn to do at school.
[00:15:02.000 --> 00:15:02.960]   Awesome.
[00:15:02.960 --> 00:15:04.760]   Well, we have about five minutes left.
[00:15:04.760 --> 00:15:06.840]   Just want to open up in case there's any questions
[00:15:06.840 --> 00:15:09.120]   from the audience.
[00:15:09.120 --> 00:15:09.880]   Don't be shy.
[00:15:09.880 --> 00:15:12.320]   Sonia's got a question.
[00:15:12.320 --> 00:15:14.120]   How do you see the future of open source
[00:15:14.120 --> 00:15:16.440]   versus commercial models playing out for your company?
[00:15:16.440 --> 00:15:18.820]   I think you made a huge splash with open source at first.
[00:15:18.820 --> 00:15:20.780]   As you mentioned, some of the commercial models
[00:15:20.780 --> 00:15:21.820]   are even better now.
[00:15:21.820 --> 00:15:23.160]   How do you imagine that plays out
[00:15:23.160 --> 00:15:25.100]   over the next handful of years?
[00:15:25.100 --> 00:15:26.860]   Well, I guess the one thing we optimize for
[00:15:26.860 --> 00:15:28.480]   is to be able to continuously produce
[00:15:28.480 --> 00:15:30.800]   open models with a sustainable business model
[00:15:30.800 --> 00:15:36.760]   to actually fuel the development of the next generation.
[00:15:36.760 --> 00:15:39.040]   And so I think that, as I've said,
[00:15:39.040 --> 00:15:41.240]   this is going to evolve with time.
[00:15:41.240 --> 00:15:42.880]   But in order to stay relevant, we
[00:15:42.880 --> 00:15:45.280]   need to stay the best at producing open source
[00:15:45.280 --> 00:15:47.520]   models, at least on some part of the spectrum.
[00:15:47.520 --> 00:15:49.020]   So that can be the small models, that
[00:15:49.020 --> 00:15:50.760]   can be the very big models.
[00:15:50.760 --> 00:15:52.400]   And so that's very much something
[00:15:52.400 --> 00:15:56.020]   that sets the constraints of whatever we can do.
[00:15:56.020 --> 00:15:58.160]   Staying relevant in the open source world,
[00:15:58.160 --> 00:16:01.320]   staying the best solution for developers
[00:16:01.320 --> 00:16:05.320]   is really our mission, and we'll keep doing it.
[00:16:05.320 --> 00:16:06.820]   David?
[00:16:06.820 --> 00:16:08.860]   There's got to be questions from more than just
[00:16:08.860 --> 00:16:10.080]   the Sequoia partners, guys.
[00:16:10.080 --> 00:16:11.080]   Come on.
[00:16:11.080 --> 00:16:14.960]   Can you talk to us a little bit about Llama3 and Facebook
[00:16:14.960 --> 00:16:17.360]   and how you think about competition with them?
[00:16:17.360 --> 00:16:21.040]   Well, Llama3 is working on, I guess, making models.
[00:16:21.040 --> 00:16:22.640]   I'm not sure they will be open source.
[00:16:22.640 --> 00:16:24.520]   I have no idea of what's going on there.
[00:16:24.520 --> 00:16:26.880]   So far, I think we've been delivering
[00:16:26.880 --> 00:16:28.320]   faster and smaller models.
[00:16:28.320 --> 00:16:30.520]   So we expect to be continuing doing it.
[00:16:30.520 --> 00:16:33.100]   But generally, the good thing about open source
[00:16:33.100 --> 00:16:36.560]   is that it's never too much of a competition, because once you
[00:16:36.560 --> 00:16:39.120]   have, like, if you have several actors,
[00:16:39.120 --> 00:16:43.280]   normally that should actually benefit to everybody.
[00:16:43.280 --> 00:16:45.280]   And so there should be some--
[00:16:45.280 --> 00:16:46.840]   if they turn out to be very strong,
[00:16:46.840 --> 00:16:48.340]   there will be some cross-pollination,
[00:16:48.340 --> 00:16:49.920]   and we'll welcome it.
[00:16:49.920 --> 00:16:51.680]   One thing that's made you guys different
[00:16:51.680 --> 00:16:53.440]   from other proprietary model providers
[00:16:53.440 --> 00:16:56.260]   is the partnerships with Snowflakes and Databricks,
[00:16:56.260 --> 00:16:58.720]   for example, and running natively in their clouds,
[00:16:58.720 --> 00:17:02.040]   as opposed to just having API connectivity.
[00:17:02.040 --> 00:17:05.280]   Curious if you can talk about why you did those deals,
[00:17:05.280 --> 00:17:07.760]   and then also what you see as the future of, say,
[00:17:07.760 --> 00:17:11.500]   Databricks or Snowflake in the brave new MLM world.
[00:17:11.500 --> 00:17:12.800]   I guess you should ask them.
[00:17:12.800 --> 00:17:16.680]   But I think, generally speaking, AI models become very strong
[00:17:16.680 --> 00:17:21.360]   if they are connected to data and grounding information.
[00:17:21.360 --> 00:17:23.840]   As it turns out, the enterprise data
[00:17:23.840 --> 00:17:26.160]   is oftentimes either on Snowflake or on Databricks,
[00:17:26.160 --> 00:17:28.680]   or sometimes on AWS.
[00:17:28.680 --> 00:17:32.560]   And so being able for customers to be
[00:17:32.560 --> 00:17:37.120]   able to deploy the technology exactly where their data is
