
[00:00:00.000 --> 00:00:02.500]   [silence]
[00:04:44.720 --> 00:04:47.800]   in the sense that if you go out at maximum speed,
[00:04:47.800 --> 00:04:51.280]   again, performing a movement that you can safely perform
[00:04:51.280 --> 00:04:53.800]   at maximum speed in round one,
[00:04:53.800 --> 00:04:55.800]   well, then you have something to compete against
[00:04:55.800 --> 00:04:58.080]   in round two and round three.
[00:04:58.080 --> 00:05:00.600]   And that makes the high-intensity interval training,
[00:05:00.600 --> 00:05:02.240]   first of all, very intense,
[00:05:02.240 --> 00:05:04.600]   but also it makes it kind of fun
[00:05:04.600 --> 00:05:06.120]   in a way that lets you forget
[00:05:06.120 --> 00:05:08.000]   just how painful the whole thing is.
[00:05:08.000 --> 00:05:10.580]   [upbeat music]
[00:05:11.420 --> 00:05:14.000]   [upbeat music]
[00:05:14.000 --> 00:05:15.860]   (upbeat music)

