
[00:00:00.000 --> 00:00:07.500]   [APPLAUSE]
[00:05:34.220 --> 00:05:36.620]   by managing short-term treasuries and the money
[00:05:36.620 --> 00:05:37.580]   market.
[00:05:37.580 --> 00:05:39.980]   So that's the biggest impact it has had.
[00:05:39.980 --> 00:05:46.420]   It has also had the impact of us extending our bond ladders.
[00:05:46.420 --> 00:05:48.820]   People are more willing to do that.
[00:05:48.820 --> 00:05:51.940]   You can lock in 5% yields.
[00:05:51.940 --> 00:05:55.300]   Two years ago, no one was excited about locking in 2%
[00:05:55.300 --> 00:05:56.100]   yields.
[00:05:56.100 --> 00:05:59.500]   And so it has changed behavior and willingness of people
[00:05:59.500 --> 00:06:02.820]   to say, yeah, I do want to build up my bond ladder.
[00:06:02.820 --> 00:06:04.260]   I do want to do more of that.
[00:06:04.260 --> 00:06:08.820]   But philosophically, no, it hasn't changed our approach.
[00:06:08.820 --> 00:06:12.620]   Other people who are doing things in the fixed income
[00:06:12.620 --> 00:06:15.100]   area we want to talk about while we're in this space?
[00:06:15.100 --> 00:06:23.900]   I just think it's dramatically better than fixed income.
[00:06:23.900 --> 00:06:25.780]   And nobody wants it now, right?
[00:06:25.780 --> 00:06:27.500]   At the end of the price, nobody wants it.
[00:06:27.500 --> 00:06:30.060]   And yet, it's a much better deal than you
[00:06:30.060 --> 00:06:31.460]   could get two years ago.
[00:06:31.460 --> 00:06:34.660]   So the other thing is it's made me much more patient
[00:06:34.660 --> 00:06:36.500]   to have a little bit of money, system, cash.
[00:06:36.500 --> 00:06:38.620]   You know, the cash track is really a thing.
[00:06:38.620 --> 00:06:41.100]   I mean, if your money system, the way that you invest it,
[00:06:41.100 --> 00:06:43.380]   now to make 5%, I want to be 100%.
[00:06:43.380 --> 00:06:45.180]   And that doesn't hurt nearly as much as when
[00:06:45.180 --> 00:06:47.860]   it was only making 1%.
[00:06:47.860 --> 00:06:49.580]   And Jim, while you have the microphone,
[00:06:49.580 --> 00:06:51.940]   so let's talk about--
[00:06:51.940 --> 00:06:54.140]   tips, obviously, are such a great way
[00:06:54.140 --> 00:06:56.860]   to hedge against inflation.
[00:06:56.860 --> 00:07:00.780]   I'm interested in how much you worry
[00:07:00.780 --> 00:07:05.020]   about inflation, and are there instruments besides tips
[00:07:05.020 --> 00:07:09.260]   you look to hedge inflation longer term?
[00:07:09.260 --> 00:07:10.860]   I'm incredibly worried about inflation.
[00:07:10.860 --> 00:07:13.660]   You know, Bill has talked about the four horsemen, you know,
[00:07:13.660 --> 00:07:16.300]   that really are serious dangers to a portfolio.
[00:07:16.300 --> 00:07:18.420]   And the most common one of those is inflation.
[00:07:18.420 --> 00:07:20.540]   So any time you build a portfolio,
[00:07:20.540 --> 00:07:22.380]   whether it's designed for inflation or not,
[00:07:22.380 --> 00:07:23.980]   you should be thinking about inflation.
[00:07:23.980 --> 00:07:25.100]   You need to beat inflation.
[00:07:25.100 --> 00:07:28.540]   It's the enemy's chief-- or the investor's chief enemy.
[00:07:28.540 --> 00:07:32.420]   And so-- but trying to hedge inflation in the short run
[00:07:32.420 --> 00:07:33.740]   is really hard.
[00:07:33.740 --> 00:07:35.300]   In the long run, it's not that hard.
[00:07:35.300 --> 00:07:36.380]   You've got good tools.
[00:07:36.380 --> 00:07:37.860]   You've got tips.
[00:07:37.860 --> 00:07:39.820]   You've got I-bonds on the fixed side.
[00:07:39.820 --> 00:07:41.540]   You've got stocks and real estate
[00:07:41.540 --> 00:07:44.700]   and those sorts of things on the equity side.
[00:07:44.700 --> 00:07:47.300]   And in the long run, I don't think
[00:07:47.300 --> 00:07:49.940]   it's necessarily all that difficult for an investor
[00:07:49.940 --> 00:07:52.020]   to design a portfolio that's going
[00:07:52.020 --> 00:07:53.260]   to keep up with inflation.
[00:07:53.260 --> 00:07:55.340]   But I think a lot of people were surprised in the last two
[00:07:55.340 --> 00:07:57.820]   or three years when inflation came up how hard it
[00:07:57.820 --> 00:08:01.340]   was to kind of stick with it in the short term.
[00:08:01.340 --> 00:08:04.180]   And I think a lot of people were surprised when maybe tips
[00:08:04.180 --> 00:08:07.180]   didn't do that so well, when real rates went up.
[00:08:07.180 --> 00:08:10.980]   And of course, when rates go up, the value of a bond goes down.
[00:08:10.980 --> 00:08:12.740]   And I think that surprised a lot of people
[00:08:12.740 --> 00:08:14.380]   that expected when inflation showed up,
[00:08:14.380 --> 00:08:17.460]   unexpected inflation showed up, that their tips would somehow
[00:08:17.460 --> 00:08:18.140]   protect them.
[00:08:18.140 --> 00:08:20.380]   And they didn't feel like they did that very much,
[00:08:20.380 --> 00:08:23.300]   I don't think, for most of us in 2022.
[00:08:23.300 --> 00:08:25.700]   Well, I think we always get those reminders of how
[00:08:25.700 --> 00:08:29.380]   incredibly complicated bonds are in general.
[00:08:29.380 --> 00:08:34.980]   And TIP certainly adds a whole additional dimension to that.
[00:08:34.980 --> 00:08:38.940]   When you're thinking about hedging against inflation
[00:08:38.940 --> 00:08:42.060]   long term, what should be the asset classes
[00:08:42.060 --> 00:08:43.620]   that I should focus on most?
[00:08:43.620 --> 00:08:48.540]   Anyone?
[00:08:48.540 --> 00:08:54.820]   Well, historically, we would look to stocks to be the best.
[00:08:54.820 --> 00:08:57.580]   But to the extent that we use fixed income--
[00:08:57.580 --> 00:09:00.700]   and we don't manage money, and we don't give advice
[00:09:00.700 --> 00:09:01.700]   to individuals.
[00:09:01.700 --> 00:09:04.380]   But to the extent that we use fixed income,
[00:09:04.380 --> 00:09:07.060]   we're always short to intermediate, never long.
[00:09:07.060 --> 00:09:10.180]   I think that's what Bill said.
[00:09:10.180 --> 00:09:14.220]   And so I think those are-- we don't look to gold,
[00:09:14.220 --> 00:09:17.820]   for example, or commodities, but basically
[00:09:17.820 --> 00:09:21.380]   have a balanced portfolio of the big, the small, the value,
[00:09:21.380 --> 00:09:23.620]   and the growth, and the US, and the international,
[00:09:23.620 --> 00:09:26.020]   and the REITs, and the emerging markets.
[00:09:26.020 --> 00:09:29.980]   And in there, you're going to have some combination that
[00:09:29.980 --> 00:09:34.540]   is likely to be a kind of an all-weather portfolio.
[00:09:34.540 --> 00:09:38.100]   At least that's what one hopes.
[00:09:38.100 --> 00:09:39.500]   Other thoughts on the mix?
[00:09:39.500 --> 00:09:40.740]   Jonathan?
[00:09:40.740 --> 00:09:42.780]   So inflation is less of a concern
[00:09:42.780 --> 00:09:44.860]   if you're still in the workforce.
[00:09:44.860 --> 00:09:47.300]   Prices rise, so should your salary.
[00:09:47.300 --> 00:09:49.300]   It's a much bigger issue for retirees.
[00:09:49.300 --> 00:09:51.260]   And the greatest defense for anybody
[00:09:51.260 --> 00:09:54.980]   who's retired against inflation is to delay Social Security.
[00:09:54.980 --> 00:09:57.300]   I mean, it's the best inflation-indexed annuity
[00:09:57.300 --> 00:09:58.820]   out there.
[00:09:58.820 --> 00:10:02.140]   If you can afford to, and your health is decent,
[00:10:02.140 --> 00:10:04.900]   or the health of your spouse is decent,
[00:10:04.900 --> 00:10:07.240]   delaying Social Security at age 70
[00:10:07.240 --> 00:10:10.940]   is, I believe, probably the smartest financial move
[00:10:10.940 --> 00:10:12.340]   any retiree can make.
[00:10:12.340 --> 00:10:15.100]   And because of recent inflation, it looks even smarter.
[00:10:18.540 --> 00:10:22.220]   A thought on inflation, in terms of how it impacts retirees,
[00:10:22.220 --> 00:10:26.740]   it impacts different demographic segments differently.
[00:10:26.740 --> 00:10:31.540]   And so we talk about the go-go years, the slow-go years,
[00:10:31.540 --> 00:10:33.420]   and the no-go years in retirement.
[00:10:33.420 --> 00:10:36.540]   And we offer inflation raises to our clients.
[00:10:36.540 --> 00:10:41.280]   And I would say 60% to 70% of them turn them down and say,
[00:10:41.280 --> 00:10:44.380]   no, what I'm getting covers my expenses,
[00:10:44.380 --> 00:10:47.900]   even with the recent price increases that we've seen.
[00:10:47.900 --> 00:10:51.380]   Now, for people that are in the lower demographic,
[00:10:51.380 --> 00:10:53.420]   they're spending less than $100,000 a year,
[00:10:53.420 --> 00:10:56.180]   basic increases in gas and food prices
[00:10:56.180 --> 00:10:58.940]   are going to have a much bigger bite into their budget
[00:10:58.940 --> 00:11:01.700]   than people in some of the demographic sectors
[00:11:01.700 --> 00:11:03.060]   where they're spending more.
[00:11:03.060 --> 00:11:04.980]   So we definitely see that in real life.
[00:11:04.980 --> 00:11:08.540]   And we see that as people get into those slow-go years,
[00:11:08.540 --> 00:11:11.200]   they're spending naturally declines.
[00:11:11.200 --> 00:11:14.900]   And so inflation is real.
[00:11:14.900 --> 00:11:17.980]   It's there, but it's not impacting them, perhaps
[00:11:17.980 --> 00:11:22.380]   the same as someone that's still actively out there traveling
[00:11:22.380 --> 00:11:26.620]   and buying furniture and paying for their kids
[00:11:26.620 --> 00:11:28.380]   and all of those types of things.
[00:11:28.380 --> 00:11:35.020]   So looking at the US stock market, one of the trends
[00:11:35.020 --> 00:11:38.300]   that we see is increased concentration.
[00:11:38.300 --> 00:11:40.340]   A lot of the markets return this year
[00:11:40.340 --> 00:11:43.060]   has come from what people refer to
[00:11:43.060 --> 00:11:47.380]   as the magnificent seven tech and tech-adjacent stocks,
[00:11:47.380 --> 00:11:51.300]   which recently represented about 30% of the value of the S&P
[00:11:51.300 --> 00:11:52.860]   500.
[00:11:52.860 --> 00:11:55.780]   So I'm wondering, does that concentration
[00:11:55.780 --> 00:12:00.540]   change the way you feel about using market-weighted indexes
[00:12:00.540 --> 00:12:05.580]   like the total stock market return or the S&P 500
[00:12:05.580 --> 00:12:06.820]   in portfolios?
[00:12:06.820 --> 00:12:09.380]   Rick?
[00:12:09.380 --> 00:12:10.980]   Oh, this is loud.
[00:12:10.980 --> 00:12:16.900]   So no, because if money came out of the mega-cap eight, which
[00:12:16.900 --> 00:12:21.220]   is the magnificent seven plus one,
[00:12:21.220 --> 00:12:24.380]   it's probably not going to leave the stock market.
[00:12:24.380 --> 00:12:27.540]   So the fact that it might come out of those large-cap stocks
[00:12:27.540 --> 00:12:31.300]   and get dispersed among the mid-cap and small-cap stocks
[00:12:31.300 --> 00:12:34.500]   keeps the same money in the market.
[00:12:34.500 --> 00:12:37.540]   Therefore, if you have a total stock market index fund,
[00:12:37.540 --> 00:12:39.420]   you shouldn't see any effect.
[00:12:39.420 --> 00:12:41.340]   The only issue would be if the money came out
[00:12:41.340 --> 00:12:45.460]   of those magnificent seven or mega-cap eight
[00:12:45.460 --> 00:12:47.180]   and just left the market totally.
[00:12:47.180 --> 00:12:48.700]   Yes, then you would have an impact.
[00:12:48.700 --> 00:12:52.380]   But I think that the people who are in stocks
[00:12:52.380 --> 00:12:53.660]   tend to stay in stocks.
[00:12:53.660 --> 00:12:56.740]   So we just get the dispersion of that money
[00:12:56.740 --> 00:12:59.660]   would be sent across the rest of the spectrum of stocks
[00:12:59.660 --> 00:13:01.380]   into a total stock market investor.
[00:13:01.380 --> 00:13:03.860]   It's the same amount of money, same value of the market.
[00:13:03.860 --> 00:13:06.100]   So it won't make any difference, in my view.
[00:13:08.780 --> 00:13:11.620]   So if you've been writing about this stuff for four decades,
[00:13:11.620 --> 00:13:15.460]   which I have, you start to see the same stories over and over
[00:13:15.460 --> 00:13:16.580]   again.
[00:13:16.580 --> 00:13:19.900]   And when people talk about the concentration in the stock
[00:13:19.900 --> 00:13:23.740]   market, this is a story that can be written every year.
[00:13:23.740 --> 00:13:27.740]   It's a simple mathematical phenomenon known as skewness.
[00:13:27.740 --> 00:13:32.620]   The most a stock loses 100%, but its potential gain is infinite.
[00:13:32.620 --> 00:13:35.520]   And almost every year, the stock market
[00:13:35.520 --> 00:13:38.420]   is driven higher by a minority of stocks
[00:13:38.420 --> 00:13:41.020]   that have fabulous gains.
[00:13:41.020 --> 00:13:43.860]   Those, of course, are the stocks that catch people's attention.
[00:13:43.860 --> 00:13:46.660]   Those are the stocks that make it into the headlines.
[00:13:46.660 --> 00:13:50.460]   Those are the stocks that cause people to give up indexing
[00:13:50.460 --> 00:13:53.500]   and go and try their hand at picking hot stocks
[00:13:53.500 --> 00:13:56.540]   in the same way they try their hand at trying
[00:13:56.540 --> 00:13:58.420]   to pick hot lottery tickets.
[00:13:58.420 --> 00:14:01.860]   And it normally has the same unhappy ending.
[00:14:01.860 --> 00:14:05.100]   Don't be put off by all these conversations
[00:14:05.100 --> 00:14:08.460]   about how concentrated the indexes are in certain stocks
[00:14:08.460 --> 00:14:12.100]   and how the market has been driven by a minority of stocks.
[00:14:12.100 --> 00:14:16.380]   It has always been ever so, and it will always be ever so.
[00:14:16.380 --> 00:14:18.860]   And it's because of this notion of skewness.
[00:14:18.860 --> 00:14:21.260]   Yeah, it's an interesting exercise
[00:14:21.260 --> 00:14:25.700]   just to go back 50, 60, 70 years into 10-year intervals,
[00:14:25.700 --> 00:14:29.020]   look at what the megacaps of the era were.
[00:14:29.020 --> 00:14:30.460]   1970s, what were they?
[00:14:30.460 --> 00:14:31.780]   They were oil stocks.
[00:14:31.780 --> 00:14:34.500]   If you put all your money into oil stocks in the '70s,
[00:14:34.500 --> 00:14:36.380]   you didn't do so well.
[00:14:36.380 --> 00:14:39.140]   1980s, it was IBM.
[00:14:39.140 --> 00:14:41.380]   Investing a lot of your money in IBM in the '80s
[00:14:41.380 --> 00:14:43.380]   wasn't such a great idea either.
[00:14:43.380 --> 00:14:46.340]   And it just rolls forth decade by decade by decade.
[00:14:46.340 --> 00:14:48.900]   It's probably one of the worst bets you can make
[00:14:48.900 --> 00:14:52.900]   is buying Decile One and only holding Decile One largest cap
[00:14:52.900 --> 00:14:55.900]   stocks.
[00:14:55.900 --> 00:14:59.060]   I think Jonathan has this line about the look
[00:14:59.060 --> 00:15:01.620]   at the person in the mirror in the morning
[00:15:01.620 --> 00:15:04.580]   is your biggest enemy.
[00:15:04.580 --> 00:15:11.260]   And I find that the big decision is, what am I today?
[00:15:11.260 --> 00:15:14.860]   Am I still a buying holder, or am I market timer?
[00:15:14.860 --> 00:15:16.980]   And in theory, we all believe that we've
[00:15:16.980 --> 00:15:19.980]   got to find the one that's going to serve us best.
[00:15:19.980 --> 00:15:23.300]   But there's something that throws us off along the way,
[00:15:23.300 --> 00:15:25.340]   and we start to change the nature of how
[00:15:25.340 --> 00:15:27.980]   we approach the decision making.
[00:15:27.980 --> 00:15:32.180]   And the minute you get into this pattern,
[00:15:32.180 --> 00:15:37.220]   I think you're at risk of chasing either a fad
[00:15:37.220 --> 00:15:40.660]   or been hot recently, and it feels
[00:15:40.660 --> 00:15:42.620]   like there's going to be more of that,
[00:15:42.620 --> 00:15:44.820]   so you want to do something about it.
[00:15:44.820 --> 00:15:47.420]   I really have tried to encourage people,
[00:15:47.420 --> 00:15:49.740]   figure out how much in stocks, how much in bonds,
[00:15:49.740 --> 00:15:53.660]   diversify, with or not without small cap value, by the way.
[00:15:57.620 --> 00:16:01.180]   And just be happy.
[00:16:01.180 --> 00:16:06.180]   When we go beyond that, we tend to do more harm.
[00:16:06.180 --> 00:16:07.860]   By the way, Paul, you missed your cue
[00:16:07.860 --> 00:16:10.580]   in the question about inflation, because small cap value
[00:16:10.580 --> 00:16:13.460]   stocks are a marvelous hedge against inflation,
[00:16:13.460 --> 00:16:14.900]   better than the broad stock market.
[00:16:14.900 --> 00:16:27.460]   So one of the things-- we talk about buy and hold,
[00:16:27.460 --> 00:16:30.580]   but it's hard, because you feel periodically
[00:16:30.580 --> 00:16:33.860]   that, oh, maybe I should do something different.
[00:16:33.860 --> 00:16:36.300]   I thought it was really interesting in the session
[00:16:36.300 --> 00:16:40.300]   that Jim did as part of Fogelhead's 101 yesterday.
[00:16:40.300 --> 00:16:43.780]   He talked about reasonable portfolios versus
[00:16:43.780 --> 00:16:45.220]   unreasonable portfolios.
[00:16:45.220 --> 00:16:47.180]   But the reasonable portfolios are what?
[00:16:47.180 --> 00:16:52.100]   28 of them you listed?
[00:16:52.100 --> 00:16:53.980]   I mean, I could have listed a lot more than 28.
[00:16:53.980 --> 00:16:55.820]   I've got a blog post with 200 of them.
[00:16:55.820 --> 00:16:57.980]   The point is there's hundreds of them.
[00:16:57.980 --> 00:17:01.580]   So I think a question for us, then,
[00:17:01.580 --> 00:17:04.700]   is when I look at all the possible reasonable
[00:17:04.700 --> 00:17:07.620]   portfolios-- and that reasonable portfolio could
[00:17:07.620 --> 00:17:12.860]   be a single, all-in-one fund, or it could be 15
[00:17:12.860 --> 00:17:15.500]   or more individual funds--
[00:17:15.500 --> 00:17:21.660]   what do you think is the number of funds that potentially
[00:17:21.660 --> 00:17:27.580]   makes sense for someone to be able to stay the course?
[00:17:27.580 --> 00:17:30.460]   As far as the number of asset classes in a portfolio,
[00:17:30.460 --> 00:17:33.380]   I look at three as kind of about the minimum.
[00:17:33.380 --> 00:17:36.740]   I think there's real benefits in going up to about seven,
[00:17:36.740 --> 00:17:39.740]   maybe very minor benefits in going as high as 10.
[00:17:39.740 --> 00:17:42.740]   Beyond that, you're playing with your money.
[00:17:42.740 --> 00:17:45.620]   Those are asset classes which may or may not
[00:17:45.620 --> 00:17:48.740]   require separate mutual funds, or ETFs, right?
[00:17:48.740 --> 00:17:50.440]   Yeah, the beautiful thing about indexing
[00:17:50.440 --> 00:17:52.940]   is you only need one fund for the asset class.
[00:17:52.940 --> 00:17:55.100]   So I am perfectly content to let Jerry
[00:17:55.100 --> 00:17:58.300]   manage all of my US stocks.
[00:17:58.300 --> 00:18:00.820]   Every day, he goes to work with a team of 25 people
[00:18:00.820 --> 00:18:05.820]   and works very hard to manage my money, and I appreciate that.
[00:18:05.820 --> 00:18:09.500]   And he's managing a lot of my money, but he does it very well.
[00:18:09.500 --> 00:18:11.060]   And that's all the exposure I feel
[00:18:11.060 --> 00:18:13.340]   like I need to that particular asset class.
[00:18:13.340 --> 00:18:16.060]   Now, if you are in more actively managed stuff,
[00:18:16.060 --> 00:18:18.340]   you've got to have more holdings, for sure,
[00:18:18.340 --> 00:18:20.500]   because you need to diversify and manage your risk.
[00:18:20.500 --> 00:18:22.460]   So Jim, what are the six or seven asset classes
[00:18:22.460 --> 00:18:25.460]   that you look to?
[00:18:25.460 --> 00:18:28.820]   Well, I think that's not necessarily something
[00:18:28.820 --> 00:18:31.100]   anybody else needs to model, right?
[00:18:31.100 --> 00:18:33.340]   I think having multiple asset classes
[00:18:33.340 --> 00:18:35.140]   is a wise thing in a portfolio.
[00:18:35.140 --> 00:18:37.180]   Does everyone have to have the same asset classes?
[00:18:37.180 --> 00:18:38.060]   No.
[00:18:38.060 --> 00:18:41.500]   Some good asset classes I think people really ought to consider--
[00:18:41.500 --> 00:18:44.980]   US stocks, international stocks, nominal bonds,
[00:18:44.980 --> 00:18:46.740]   inflation-indexed bonds.
[00:18:46.740 --> 00:18:51.500]   I'm a fan of small-value stocks, along with Bill and Paul.
[00:18:51.500 --> 00:18:53.820]   I am a fan of real estate.
[00:18:53.820 --> 00:18:54.780]   So there's six.
[00:18:54.780 --> 00:18:57.040]   And I think when people are getting into six and seven,
[00:18:57.040 --> 00:19:00.100]   they're probably looking at those sorts of asset classes.
[00:19:00.100 --> 00:19:01.980]   But there's plenty of others out there.
[00:19:01.980 --> 00:19:04.260]   There's 20 or 30 asset classes, and it's
[00:19:04.260 --> 00:19:05.980]   OK to include some of those.
[00:19:05.980 --> 00:19:08.540]   You don't need all of them, though.
[00:19:08.540 --> 00:19:12.660]   You know, a lot of you probably weren't here last year,
[00:19:12.660 --> 00:19:14.340]   but Mike Piper said something that
[00:19:14.340 --> 00:19:15.900]   was very profound last year, which
[00:19:15.900 --> 00:19:18.940]   is the sorts of things that we all obsess about.
[00:19:18.940 --> 00:19:20.180]   You know, how much small value?
[00:19:20.180 --> 00:19:20.820]   How much REITs?
[00:19:20.820 --> 00:19:22.980]   God, do I want to own precious metals equities?
[00:19:22.980 --> 00:19:27.140]   Do I want to own one fund, or five funds, or eight funds?
[00:19:27.140 --> 00:19:28.900]   That's a piddling significance.
[00:19:28.900 --> 00:19:31.620]   What is really important is, do you have disability insurance?
