
[00:00:00.040 --> 00:00:09.520]   err
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.920 --> 00:11:25.920]   I'm not good when you can't remember the name of your own courses.
[00:11:25.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.940 --> 00:11:55.940]   I'm not good when you can't remember the name of your own courses.
[00:11:55.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.960 --> 00:12:25.960]   I'm not good when you can't remember the name of your own courses.
[00:12:25.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:12:55.980]   I'm not good when you can't remember the name of your own courses.
[00:12:55.980 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.000 --> 00:13:26.000]   I'm not good when you can't remember the name of your own courses.
[00:13:26.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.020 --> 00:13:56.020]   I'm not good when you can't remember the name of your own courses.
[00:13:56.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.040 --> 00:14:26.040]   I'm not good when you can't remember the name of your own courses.
[00:14:26.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.060 --> 00:14:56.060]   I'm not good when you can't remember the name of your own courses.
[00:14:56.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:26.080]   I'm not good when you can't remember the name of your own courses.
[00:15:26.080 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.100 --> 00:15:56.100]   I'm not good when you can't remember the name of your own courses.
[00:15:56.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.120 --> 00:16:26.120]   I'm not good when you can't remember the name of your own courses.
[00:16:26.160 --> 00:16:56.140]  ,
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.140 --> 00:16:56.140]   I'm not good when you can't remember the name of your own courses.
[00:16:56.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
[00:17:26.160 --> 00:17:26.160]   I'm not good when you can't remember the name of your own courses.
