
[00:00:00.000 --> 00:00:05.400]   [BLANK_AUDIO]
[00:02:48.680 --> 00:02:50.560]   And what did you do about that?
[00:02:50.560 --> 00:02:53.480]   And I have to answer that question, and
[00:02:53.480 --> 00:02:56.000]   I really hope that I have some good things to say to him.
[00:02:56.000 --> 00:03:05.120]   So my initial thought, and still so, or current thought,
[00:03:05.120 --> 00:03:09.080]   is that if we want our ultimate goal to be benefit humanity,
[00:03:09.080 --> 00:03:11.480]   why not directly optimize for it, why wait?
[00:03:11.760 --> 00:03:15.480]   So how can we benefit?
[00:03:15.480 --> 00:03:18.240]   There's lots of different ways we can benefit.
[00:03:18.240 --> 00:03:22.640]   But one way we can benefit is to treat this like a colleague.
[00:03:22.640 --> 00:03:26.280]   You know, a colleague who are really good at something.
[00:03:26.280 --> 00:03:28.240]   This colleague is not perfect, but
[00:03:28.240 --> 00:03:31.520]   it's good at something enough that you want to learn something from them.
[00:03:31.520 --> 00:03:37.560]   One difference is though, in this case, is that this colleague is kind of weird.
[00:03:37.560 --> 00:03:40.720]   This colleague might have very different values,
[00:03:40.720 --> 00:03:44.480]   it might have very different experiences in the world.
[00:03:44.480 --> 00:03:48.080]   It may not care about surviving as much as we do.
[00:03:48.080 --> 00:03:52.400]   Maybe mortality isn't really a thing for this colleague.
[00:03:52.400 --> 00:03:55.760]   So you have to navigate that in our conversation.
[00:03:55.760 --> 00:03:59.120]   So what do you do when you first meet somebody?
[00:03:59.120 --> 00:04:01.040]   There's someone so different, what do you do?
[00:04:01.040 --> 00:04:07.320]   You try to have a conversation to figure out how do you do what you do?
[00:04:07.320 --> 00:04:11.280]   How are you solving decades old protein folding problem?
[00:04:11.280 --> 00:04:17.520]   How are you beating the world gold champion so easily, what it seems?
[00:04:17.520 --> 00:04:21.800]   Are you using the same language, the science language that we use,
[00:04:21.800 --> 00:04:23.480]   atoms, molecules?
[00:04:23.480 --> 00:04:27.320]   Or do you think about the world in a very different way?
[00:04:27.320 --> 00:04:29.800]   And more importantly, how can we work together?
[00:04:29.800 --> 00:04:37.000]   I have one alien that I really want to talk to, and it's AlphaGo.
[00:04:37.000 --> 00:04:41.040]   So AlphaGo beat world gold champion Isidore in 2016.
[00:04:41.040 --> 00:04:43.360]   Isidore is from South Korea, I'm from South Korea.
[00:04:43.360 --> 00:04:44.800]   I watched every single match.
[00:04:44.800 --> 00:04:48.440]   It was such a big deal in South Korea and worldwide, I hope.
[00:04:48.440 --> 00:04:53.960]   And in one of the matches, AlphaGo played this move called move 37.
[00:04:53.960 --> 00:04:57.680]   How many people watched AlphaGo matches?
[00:04:57.680 --> 00:05:00.920]   And how many people remember move 37?
[00:05:00.920 --> 00:05:02.600]   Yeah, a few people, right?
[00:05:02.600 --> 00:05:05.360]   And I remember the nine-dan commentator who's
[00:05:05.360 --> 00:05:10.000]   been talking a lot throughout the matches suddenly got really quiet.
[00:05:10.000 --> 00:05:14.640]   And he said, hmm, that's a very strange move.
[00:05:14.640 --> 00:05:17.560]   And I knew then that something really interesting
[00:05:17.560 --> 00:05:20.600]   has just happened in front of my eyes, that this
[00:05:20.600 --> 00:05:21.800]   is going to change something.
[00:05:21.800 --> 00:05:25.320]   This AlphaGo has made something that we're going to remember forever.
[00:05:25.320 --> 00:05:28.840]   And sure enough, this move turned around the game for AlphaGo
[00:05:28.840 --> 00:05:33.160]   and leading AlphaGo to win one of the matches.
[00:05:33.160 --> 00:05:36.440]   So goal players today continue to analyze this move
[00:05:36.440 --> 00:05:38.720]   and still discuss when people talk about,
[00:05:38.720 --> 00:05:42.120]   this is not the move a human would fan them.
[00:05:42.120 --> 00:05:45.680]   So the question is, how did AlphaGo know this is a good move?
[00:05:45.680 --> 00:05:54.720]   My dream is to learn something new by communicating with machines
[00:05:54.720 --> 00:05:58.040]   and having a conversation, and such that humanity
[00:05:58.040 --> 00:06:01.280]   will gain some new angle to our important problems
[00:06:01.280 --> 00:06:04.960]   like medicine and science and many others.
[00:06:04.960 --> 00:06:08.440]   And this is not just about discovering new things.
[00:06:08.440 --> 00:06:11.280]   If you think about reward hacking, you
[00:06:11.280 --> 00:06:14.800]   have to have a meaningful conversation with somebody
[00:06:14.800 --> 00:06:18.200]   to truly figure out what their true goal is.
[00:06:18.200 --> 00:06:23.240]   So in a way, solving this problem is a superset of solving AI safety, too.
[00:06:23.240 --> 00:06:29.080]   So how do we have this conversation?
[00:06:29.080 --> 00:06:33.720]   Conversation assumes that we share some common vocabulary between that
[00:06:33.720 --> 00:06:36.880]   exchange to exchange meaning and ultimately the knowledge.
[00:06:36.880 --> 00:06:40.880]   And naturally, a representation plays a key role in this conversation.
[00:06:40.880 --> 00:06:43.400]   On the left-- and we can visualize this on the left--
[00:06:43.400 --> 00:06:47.440]   we say, this is a representational space of what humans know.
[00:06:47.440 --> 00:06:50.120]   On the right, what machines know.
[00:06:50.120 --> 00:06:54.000]   Here in left circle, there will be something like, this dog is fluffy.
[00:06:54.000 --> 00:06:58.360]   And you know what that means, because we all share somewhat similar vocabulary.
[00:06:59.360 --> 00:07:02.760]   But on the right, we have something like move 37,
[00:07:02.760 --> 00:07:06.200]   where humans yet to have a representation for.
[00:07:06.200 --> 00:07:12.160]   So how do we have this conversation?
[00:07:12.160 --> 00:07:14.800]   Our representational space needs overlap.
[00:07:14.800 --> 00:07:19.160]   And the more overlap we have, the better conversation we're going to have.
[00:07:19.160 --> 00:07:21.520]   Humans are all good at learning new things.
[00:07:21.520 --> 00:07:24.320]   Like here, everyone is learning something new.
[00:07:24.320 --> 00:07:29.920]   So we can expand what we know by learning new concepts and vocabularies.
[00:07:29.920 --> 00:07:32.800]   And doing so, I believe, will help us to build
[00:07:32.800 --> 00:07:36.160]   machines that can better align with our values and our goals.
[00:07:36.160 --> 00:07:40.880]   So this is the talk that I gave.
[00:07:40.880 --> 00:07:43.680]   If you're curious about some of the work we're doing towards this direction,
[00:07:43.680 --> 00:07:44.600]   I highly recommend it.
[00:07:44.600 --> 00:07:45.640]   It's a YouTube video.
[00:07:45.640 --> 00:07:47.280]   I clear keynote, half an hour.
[00:07:47.280 --> 00:07:48.560]   You can fast.
[00:07:48.560 --> 00:07:50.280]   Do a fast feed.
[00:07:50.280 --> 00:07:53.880]   But today, I'm going to talk more about my hopes and dreams.
[00:07:53.880 --> 00:07:59.160]   And hopefully, at the end of the day, your hopes and dreams too.
[00:07:59.160 --> 00:08:03.600]   So first of all, I'm just going to set the expectation.
[00:08:03.600 --> 00:08:09.160]   So at the end of this talk, we still don't know how the move 37 is made.
[00:08:09.160 --> 00:08:09.840]   Sorry.
[00:08:09.840 --> 00:08:12.360]   That's going to take a while.
[00:08:12.360 --> 00:08:16.160]   In fact, the first part of this talk is going
[00:08:16.160 --> 00:08:21.640]   to be about how we move backwards in this progress,
[00:08:21.640 --> 00:08:24.480]   in terms of making this progress in our journey.
[00:08:24.480 --> 00:08:27.960]   And still a very, very small portion of our entire journey
[00:08:27.960 --> 00:08:31.680]   towards understanding move 37.
[00:08:31.680 --> 00:08:35.160]   And of course, this journey wouldn't be like a singular path.
[00:08:35.160 --> 00:08:38.480]   There will be lots of different branches coming in.
[00:08:38.480 --> 00:08:42.560]   Core ideas like transformer helped many domains across.
[00:08:42.560 --> 00:08:43.920]   There will be similar here.
[00:08:43.920 --> 00:08:46.560]   So I'm going to talk in the part two some
[00:08:46.560 --> 00:08:50.560]   of our work on understanding emerging behaviors in reinforcement learning.
[00:08:51.560 --> 00:08:54.280]   And all the techniques that I'm going to talk about
[00:08:54.280 --> 00:08:56.920]   is going to be in principle applicable to NLP.
[00:08:56.920 --> 00:09:05.120]   So coming back to our hopes and dreams, move 37.
[00:09:05.120 --> 00:09:09.440]   So let's first think about how we might realize this dream.
[00:09:09.440 --> 00:09:12.400]   And taking a step back, we have to ask, do we
[00:09:12.400 --> 00:09:17.480]   have tools to first estimate what even machines know?
[00:09:17.480 --> 00:09:20.720]   There has been many development in machine learning last decade
[00:09:20.720 --> 00:09:26.800]   now to develop tools to understand and estimate this purple circle.
[00:09:26.800 --> 00:09:28.880]   So is that accurate?
[00:09:28.880 --> 00:09:31.200]   Unfortunately, many recent research show
[00:09:31.200 --> 00:09:35.880]   that there is a huge gap between what machines actually know
[00:09:35.880 --> 00:09:40.200]   and what we think the machines know.
[00:09:40.200 --> 00:09:43.400]   And identifying and bridging this gap is important
[00:09:43.400 --> 00:09:46.640]   because these tools will form basis for understanding
[00:09:46.640 --> 00:09:47.360]   that move 37.
[00:09:47.360 --> 00:09:51.800]   So what are these tools?
[00:09:51.800 --> 00:09:55.280]   How many people familiar with saliency maps?
[00:09:55.280 --> 00:09:56.480]   A lot, but you don't have to.
[00:09:56.480 --> 00:09:57.680]   I'll explain what it is.
[00:09:57.680 --> 00:10:02.840]   So saliency map is one of the popular interpretability methods.
[00:10:02.840 --> 00:10:06.200]   For simplicity, let's say an image net, you have an image like this.
[00:10:06.200 --> 00:10:07.240]   You have a bird.
[00:10:07.240 --> 00:10:10.920]   The explanation is going to take a form of the same image,
[00:10:10.920 --> 00:10:15.320]   but where each pixel is associated with a number that
[00:10:15.320 --> 00:10:20.760]   is supposed to imply some importance of that pixel
[00:10:20.760 --> 00:10:23.520]   for prediction of this image.
[00:10:23.520 --> 00:10:26.160]   And one definition of that importance
[00:10:26.160 --> 00:10:29.000]   is that that number indicates how the function
[00:10:29.000 --> 00:10:31.240]   look like around this pixel.
[00:10:31.240 --> 00:10:35.640]   So for example, if I have a pixel ixj, maybe around xj,
[00:10:35.640 --> 00:10:38.400]   the function moves up like the yellow curve,
[00:10:38.400 --> 00:10:43.880]   or function is flat, or function is going down like the green curve.
[00:10:43.880 --> 00:10:47.960]   And so if it's flat like a blue curve or red curve,
[00:10:47.960 --> 00:10:51.040]   maybe that feature is irrelevant to predicting bird.
[00:10:51.040 --> 00:10:52.080]   Maybe it's going up.
[00:10:52.080 --> 00:10:55.200]   Then it's maybe more important because the value of x increases
[00:10:55.200 --> 00:10:56.480]   and the function value goes up.
[00:10:56.480 --> 00:10:58.280]   Function value here like a prediction value.
[00:10:58.280 --> 00:11:06.560]   So let's think about what are the few ways why this gap might exist.
[00:11:06.560 --> 00:11:07.440]   There are a few ways.
[00:11:07.440 --> 00:11:09.440]   Not exhaustive, they overlap a little bit,
[00:11:09.440 --> 00:11:11.320]   but helpful for us to think about.
[00:11:11.320 --> 00:11:13.120]   Maybe assumptions are wrong.
[00:11:13.120 --> 00:11:16.360]   So this alien, again, these machines that we train,
[00:11:16.360 --> 00:11:18.520]   works in a completely different, perhaps completely
[00:11:18.520 --> 00:11:21.640]   different representational space, very different experiences
[00:11:21.640 --> 00:11:23.120]   about the world.
[00:11:23.120 --> 00:11:26.840]   So assuming that it sees the world that we do just like we do,
[00:11:26.840 --> 00:11:30.120]   like having the gestalt phenomenon, there's few dots.
[00:11:30.120 --> 00:11:32.680]   Humans have tendency to connect them.
[00:11:32.680 --> 00:11:34.280]   Maybe machines have that too.
[00:11:34.280 --> 00:11:35.480]   Maybe not.
[00:11:35.480 --> 00:11:39.560]   So maybe our assumptions about these machines are wrong.
[00:11:39.560 --> 00:11:42.040]   Maybe our expectations are mismatched.
[00:11:42.040 --> 00:11:45.760]   We thought it was doing x, but it was actually doing y.
[00:11:45.760 --> 00:11:49.000]   Or maybe it's beyond us.
[00:11:49.000 --> 00:11:51.080]   Maybe it's showing something superhuman
[00:11:51.080 --> 00:11:52.920]   that humans just can't understand.
[00:11:52.920 --> 00:11:59.440]   I'm going to dig deeper into some of these, our work.
[00:11:59.440 --> 00:12:01.480]   This is more recent work.
[00:12:01.480 --> 00:12:04.600]   So again, coming back to the earlier story about salience
[00:12:04.600 --> 00:12:09.000]   map, we're going to play with some of these methods.
[00:12:09.000 --> 00:12:14.560]   Now, in 2018, we stumbled upon this phenomenon
[00:12:14.560 --> 00:12:17.400]   that was quite shocking, which was that we were actually
[00:12:17.400 --> 00:12:19.600]   trying to write some different people, again, paper,
[00:12:19.600 --> 00:12:20.920]   of course, the end here.
[00:12:20.920 --> 00:12:23.000]   But we were testing something, and we
[00:12:23.000 --> 00:12:26.400]   realized that trained network and untrained network
[00:12:26.400 --> 00:12:29.440]   has the same, very similar saliency map.
[00:12:29.440 --> 00:12:31.920]   In other words, random prediction
[00:12:31.920 --> 00:12:33.720]   and meaningful prediction were giving me
[00:12:33.720 --> 00:12:36.160]   the same explanation.
[00:12:36.160 --> 00:12:37.440]   So that was puzzling.
[00:12:37.440 --> 00:12:40.800]   We thought we had a bug, but it turned out we didn't.
[00:12:40.800 --> 00:12:45.920]   It actually is indistinguishable qualitatively and quantitatively.
[00:12:45.920 --> 00:12:47.840]   So that was shocking.
[00:12:47.840 --> 00:12:51.560]   But then we wondered, maybe it's a one-off case.
[00:12:51.560 --> 00:12:56.680]   Maybe it still works somehow in practice.
[00:12:56.680 --> 00:12:59.040]   So we tested that in a follow-up paper.
[00:12:59.040 --> 00:13:02.760]   OK, what if the model had an error, one of these errors?
[00:13:02.760 --> 00:13:04.440]   Maybe it has a labeling error.
[00:13:04.440 --> 00:13:06.600]   Maybe it has a spurious correlation.
[00:13:06.600 --> 00:13:09.880]   Maybe it had out-of-distribution at test time.
[00:13:09.880 --> 00:13:12.440]   If we intentionally insert these bugs,
[00:13:12.440 --> 00:13:14.800]   can explanation tell us that there's
[00:13:14.800 --> 00:13:17.360]   something wrong with the model?
[00:13:17.360 --> 00:13:21.720]   It turns out that that's also not quite true.
[00:13:21.720 --> 00:13:24.160]   You might think that, oh, maybe spurious correlation.
[00:13:24.160 --> 00:13:25.960]   Another follow-up work also showed
[00:13:25.960 --> 00:13:28.960]   that this is also not the case.
[00:13:28.960 --> 00:13:31.600]   So we were disappointed.
[00:13:31.600 --> 00:13:33.920]   But then still, we say, you know,
[00:13:33.920 --> 00:13:38.240]   maybe there's no theoretical proof of this.
[00:13:38.240 --> 00:13:40.920]   Maybe this is, again, a lab-setting test.
[00:13:40.920 --> 00:13:44.000]   We had grad students to test this system.
[00:13:44.000 --> 00:13:48.400]   Maybe there's still some hope.
[00:13:48.400 --> 00:13:50.800]   So this is more recent work where we theoretically
[00:13:50.800 --> 00:13:54.760]   prove that some of these methods, very popular methods,
[00:13:54.760 --> 00:13:56.400]   cannot do better than random.
[00:13:56.400 --> 00:14:00.800]   So I'm going to talk a little bit about that.
[00:14:00.800 --> 00:14:02.040]   I'm missing one person.
[00:14:02.040 --> 00:14:03.640]   I'm missing Peng Wei in the author list.
[00:14:03.640 --> 00:14:07.480]   I just realized this is also work with Peng Wei.
[00:14:07.480 --> 00:14:10.240]   So let's first talk about our expectation.
[00:14:10.240 --> 00:14:13.400]   What is our expectation about this tool?
[00:14:13.400 --> 00:14:18.160]   Now, the original paper that developed this method, IG
[00:14:18.160 --> 00:14:20.920]   and Schaub, talks about how IG can
[00:14:20.920 --> 00:14:25.560]   be used for accounting the contributions of each feature.
[00:14:25.560 --> 00:14:27.960]   So what that means is that when the tool assigns
[00:14:27.960 --> 00:14:30.920]   zero attribution to a pixel, we're going to say, OK,
[00:14:30.920 --> 00:14:33.840]   well, pixel is unused by the function.
[00:14:33.840 --> 00:14:36.560]   And that means that f will be insensitive
[00:14:36.560 --> 00:14:40.480]   if I perturb this x.
[00:14:40.480 --> 00:14:43.840]   And in fact, this is how it's been used in practice.
[00:14:43.840 --> 00:14:45.840]   This is a paper published in Nature.
[00:14:45.840 --> 00:14:49.720]   They used Schaub to figure out the eligibility
[00:14:49.720 --> 00:14:53.720]   criteria in a medical trial.
[00:14:53.720 --> 00:14:55.760]   What we show in this work is that none
[00:14:55.760 --> 00:15:01.240]   of these inferences that seemed pretty natural were true.
[00:15:01.240 --> 00:15:03.920]   And in fact, just because popular attribution methods
[00:15:03.920 --> 00:15:07.240]   tell you anything about attribution is x,
[00:15:07.240 --> 00:15:10.520]   you cannot conclude anything about the actual model
[00:15:10.520 --> 00:15:12.640]   behavior.
[00:15:12.640 --> 00:15:15.640]   So how does that work?
[00:15:15.640 --> 00:15:17.960]   How many people here do theory proof?
[00:15:17.960 --> 00:15:21.280]   A few.
[00:15:21.280 --> 00:15:21.960]   Great.
[00:15:21.960 --> 00:15:22.560]   I'll tell you.
[00:15:22.560 --> 00:15:25.600]   I learned about theory proving from this project as well.
[00:15:25.600 --> 00:15:30.080]   So I'll tell you the way that we pursued this particular work
[00:15:30.080 --> 00:15:32.000]   is that first think about this problem.
[00:15:32.000 --> 00:15:35.080]   And we're going to formulate into some other problem
[00:15:35.080 --> 00:15:37.040]   that we know how to solve.
[00:15:37.040 --> 00:15:41.120]   So in this case, we formulate this as hypothesis testing.
[00:15:41.120 --> 00:15:44.280]   Because once you formulate into hypothesis testing, yes or no,
[00:15:44.280 --> 00:15:45.900]   there are lots of tools and statistics
[00:15:45.900 --> 00:15:48.320]   you can use to prove this.
[00:15:48.320 --> 00:15:49.880]   So what is hypothesis?
[00:15:49.880 --> 00:15:52.640]   The hypothesis is that I'm a user.
[00:15:52.640 --> 00:15:55.840]   I got an attribution value from one of these tools.
[00:15:55.840 --> 00:15:59.920]   And I have a mental model of, ah, this feature is important
[00:15:59.920 --> 00:16:01.840]   or maybe not important.
[00:16:01.840 --> 00:16:06.040]   Then the hypothesis is that whether that's true or not.
[00:16:06.040 --> 00:16:09.600]   And what we showed is that given whatever hypothesis you
[00:16:09.600 --> 00:16:14.360]   may have, you cannot do better than random guessing,
[00:16:14.360 --> 00:16:18.080]   invalidating or invalidating this hypothesis testing.
[00:16:18.080 --> 00:16:20.680]   And that means, yes, sometimes it's right.
[00:16:20.680 --> 00:16:22.640]   But you don't do hypothesis testing
[00:16:22.640 --> 00:16:24.760]   if you cannot validate yes or no.
[00:16:24.760 --> 00:16:25.480]   You just don't.
[00:16:25.480 --> 00:16:26.980]   Because what's the point of doing it
[00:16:26.980 --> 00:16:29.920]   if you just don't know if it's as good as random guessing?
[00:16:29.920 --> 00:16:36.640]   And the result is that, yes, for this graph,
[00:16:36.640 --> 00:16:38.720]   it's just a visualization of our result.
[00:16:38.720 --> 00:16:41.280]   If you plot true negative and true positive,
[00:16:41.280 --> 00:16:43.200]   and line is random guessing, because this
[00:16:43.200 --> 00:16:45.160]   is the worst method, that's the best method.
[00:16:45.160 --> 00:16:47.440]   All the equal distance is this line.
[00:16:47.440 --> 00:16:50.600]   Methods that we know, SHOP and IG,
[00:16:50.600 --> 00:16:55.280]   all falls under this line of random guessing.
[00:16:55.280 --> 00:16:57.080]   That's bad news.
[00:16:57.080 --> 00:17:02.600]   But maybe this still works in practice for some reason.
[00:17:02.600 --> 00:17:03.960]   Maybe there were some assumptions
[00:17:03.960 --> 00:17:07.520]   that we had that didn't quite meet in the practice.
[00:17:07.520 --> 00:17:11.560]   So does this phenomenon hold in practice?
[00:17:11.560 --> 00:17:13.600]   The answer is yes.
[00:17:13.600 --> 00:17:16.200]   We now have more image graphs and more bigger models.
[00:17:16.200 --> 00:17:19.720]   But here we test two concrete end tasks
[00:17:19.720 --> 00:17:21.960]   that people care about in interpretability,
[00:17:21.960 --> 00:17:25.040]   or use these methods to do, recourse or spurious
[00:17:25.040 --> 00:17:26.120]   correlation.
[00:17:26.120 --> 00:17:28.080]   So recourse, for those who are not familiar,
[00:17:28.080 --> 00:17:29.880]   is you're getting a loan.
[00:17:29.880 --> 00:17:32.520]   And you wonder whether, if I'm older,
[00:17:32.520 --> 00:17:34.960]   I would have a high chance of getting a loan.
[00:17:34.960 --> 00:17:39.520]   So I tweak this one feature and see if my value goes up or down.
[00:17:39.520 --> 00:17:41.880]   Very reasonable task if people do it all the time.
[00:17:41.880 --> 00:17:45.840]   Pretty significant implication socially.
[00:17:45.840 --> 00:17:50.520]   So for two of these concrete end tasks, both of them
[00:17:50.520 --> 00:17:53.080]   boil down to this hypothesis testing framework
[00:17:53.080 --> 00:17:54.760]   that I talked about.
[00:17:54.760 --> 00:17:57.440]   They're all around the random guessing line,
[00:17:57.440 --> 00:18:01.240]   or worse than random guessing.
[00:18:01.240 --> 00:18:02.960]   So you might say, oh, no.
[00:18:02.960 --> 00:18:04.000]   This is not good.
[00:18:04.000 --> 00:18:05.600]   A lot of people are using these tools.
[00:18:05.600 --> 00:18:06.920]   What do we do?
[00:18:06.920 --> 00:18:10.640]   We have a very simple idea about this.
[00:18:10.640 --> 00:18:15.600]   So people like developing complex tools.
[00:18:15.600 --> 00:18:18.280]   And I really hope you're not one of those people.
[00:18:18.280 --> 00:18:22.640]   Because a lot of times, simple methods work.
[00:18:22.640 --> 00:18:23.840]   Who comes razor?
[00:18:23.840 --> 00:18:25.560]   But also, simple methods are elegant.
[00:18:25.560 --> 00:18:29.040]   There is a reason, perhaps a lot of times, why they work.
[00:18:29.040 --> 00:18:30.400]   They're simple.
[00:18:30.400 --> 00:18:31.760]   You can understand them.
[00:18:31.760 --> 00:18:32.880]   They make sense.
[00:18:32.880 --> 00:18:35.480]   So let's try that idea here.
[00:18:35.480 --> 00:18:38.680]   So again, your goal is to estimate a function shape.
[00:18:38.680 --> 00:18:39.680]   What do you do?
[00:18:39.680 --> 00:18:41.840]   Well, the simplest thing you do is
[00:18:41.840 --> 00:18:43.920]   you have a point of interest.
[00:18:43.920 --> 00:18:47.040]   You sample around that point and evaluate the function
[00:18:47.040 --> 00:18:48.320]   around that point.
[00:18:48.320 --> 00:18:50.760]   If it goes up, maybe function's going up.
[00:18:50.760 --> 00:18:54.480]   If it goes down, maybe function's coming down.
[00:18:54.480 --> 00:18:58.480]   So that's the simplest way you can brute force it.
[00:18:58.480 --> 00:19:01.720]   But then the question is, how many samples do we need?
[00:19:01.720 --> 00:19:05.240]   So here, this is the equation that you're
[00:19:05.240 --> 00:19:07.800]   lifting this line upwards that way
[00:19:07.800 --> 00:19:10.680]   by adding that additional term.
[00:19:10.680 --> 00:19:12.760]   It's proportional to number of samples.
[00:19:12.760 --> 00:19:14.640]   The more samples you have, the better estimation you have.
[00:19:14.640 --> 00:19:15.680]   It makes sense.
[00:19:15.680 --> 00:19:18.720]   And differences in output, how much resolution do you care?
[00:19:18.720 --> 00:19:22.800]   Do you care 0.1 to 0.2?
[00:19:22.800 --> 00:19:26.440]   Or do you only care 0 slope to slope 1?
[00:19:26.440 --> 00:19:29.520]   That's resolution that you care about and number
[00:19:29.520 --> 00:19:31.160]   of features, of course.
[00:19:31.160 --> 00:19:35.560]   So if you worry about making some conclusion based
[00:19:35.560 --> 00:19:38.600]   on function shape, sample.
[00:19:38.600 --> 00:19:39.080]   Easy.
[00:19:42.280 --> 00:19:45.640]   So can we infer the model behavior
[00:19:45.640 --> 00:19:47.640]   using these popular methods?
[00:19:47.640 --> 00:19:49.600]   Answer is no.
[00:19:49.600 --> 00:19:53.480]   And this holds both theory and practice.
[00:19:53.480 --> 00:19:55.480]   We're currently working on even bigger models
[00:19:55.480 --> 00:19:59.800]   to show just again and again empirical evidence that, yes,
[00:19:59.800 --> 00:20:01.440]   it just really doesn't work.
[00:20:01.440 --> 00:20:03.920]   Please think twice and three times
[00:20:03.920 --> 00:20:06.120]   before using these methods.
[00:20:06.120 --> 00:20:09.280]   And also, model-dependent sample complexity.
[00:20:09.280 --> 00:20:11.200]   If your function is kind of crazy,
[00:20:11.200 --> 00:20:13.320]   of course, you're going to need more samples.
[00:20:13.320 --> 00:20:14.400]   So what is the definition?
[00:20:14.400 --> 00:20:17.840]   How do we characterize these functions?
[00:20:17.840 --> 00:20:20.480]   And finally, we haven't quite given up yet.
[00:20:20.480 --> 00:20:22.440]   Because these methods have a pretty good root
[00:20:22.440 --> 00:20:25.840]   in economics and shop-levels and all that.
[00:20:25.840 --> 00:20:30.080]   So maybe there are a lot narrower condition
[00:20:30.080 --> 00:20:31.880]   where these methods work.
[00:20:31.880 --> 00:20:35.040]   And we believe such condition does exist.
[00:20:35.040 --> 00:20:37.120]   We just have to figure out when.
[00:20:37.120 --> 00:20:39.960]   Once we figure out what that condition is,
[00:20:39.960 --> 00:20:42.840]   then in a given function, I can test it and say,
[00:20:42.840 --> 00:20:44.400]   yes, I can use shop here.
[00:20:44.400 --> 00:20:45.840]   Yes, I can use IG here.
[00:20:45.840 --> 00:20:47.520]   Or no, I can't.
[00:20:47.520 --> 00:20:51.800]   That would be still very useful for ongoing work.
[00:20:51.800 --> 00:20:55.040]   Before I go to the next one, any questions?
[00:20:55.040 --> 00:20:56.040]   Yes?
[00:20:56.040 --> 00:20:59.400]   To the findings you have about the JPEG models,
