
[00:00:00.040 --> 00:00:09.300]   Til
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.460 --> 00:05:49.460]   The government always has the ability to print their money, print their money.
[00:05:49.500 --> 00:06:19.480]   the government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.480 --> 00:06:19.480]   The government always has the ability to print their money, print their money.
[00:06:19.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.500 --> 00:06:49.500]   The government always has the ability to print their money, print their money.
[00:06:49.540 --> 00:07:19.520]   the government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.520 --> 00:07:19.520]   The government always has the ability to print their money, print their money.
[00:07:19.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:07:49.540]   The government always has the ability to print their money, print their money.
[00:07:49.540 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.560 --> 00:08:19.560]   The government always has the ability to print their money, print their money.
[00:08:19.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.580 --> 00:08:49.580]   The government always has the ability to print their money, print their money.
[00:08:49.620 --> 00:09:19.600]   the government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money, print their money.
[00:09:19.600 --> 00:09:19.600]   The government always has the ability to print their money. The government always has the ability to print their money.
[00:09:19.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.620 --> 00:09:49.620]   The government always has the ability to print their money, print their money.
[00:09:49.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.640 --> 00:10:19.640]   The government always has the ability to print their money, print their money.
[00:10:19.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.660 --> 00:10:49.660]   The government always has the ability to print their money, print their money.
[00:10:49.700 --> 00:11:19.680]   the government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.680 --> 00:11:19.680]   The government always has the ability to print their money, print their money.
[00:11:19.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.700 --> 00:11:49.700]   The government always has the ability to print their money, print their money.
[00:11:49.740 --> 00:12:19.720]  ,
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money, print their money.
[00:12:19.720 --> 00:12:19.720]   The government always has the ability to print their money.
[00:12:19.740 --> 00:12:49.740]   I'm not going to say that in today's show to show that to you.
[00:12:49.740 --> 00:12:49.740]   Number two, with regard to timing, I want to be always very humble, very humble with any kind of timing.
[00:12:49.740 --> 00:12:49.740]   I will say this, I do not expect there to be any kind of imminent financial crisis that's caused by government borrowing within the coming years, perhaps decades.
[00:12:49.740 --> 00:12:49.740]   I don't expect that. I don't expect that. I want to be prepared in case it happens, but I don't expect that.
[00:12:49.740 --> 00:12:49.740]   Now on the flip side, if I live a normal, long-term life,
[00:12:49.740 --> 00:12:49.740]   I don't expect that. I want to be prepared in case it happens, but I don't expect that.
[00:12:49.740 --> 00:12:49.740]   Now on the flip side, if I live a normal, long-term life,
[00:12:49.740 --> 00:12:49.740]   I don't expect that. I don't expect that. I want to be prepared in case it happens, but I don't expect that.
[00:12:49.760 --> 00:13:19.760]   I don't expect that. I want to be prepared in case it happens, but I don't expect that.
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   I don't expect that. I want to be prepared in case it happens, but I don't expect that.
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.760 --> 00:13:19.760]   Now on the flip side, if I live a normal, long-term life,
[00:13:19.780 --> 00:13:49.780]  ,
[00:13:49.780 --> 00:13:49.780]   I don't expect that. I don't expect that. I want to be prepared in case it happens,
[00:13:49.780 --> 00:13:49.780]   Now on the flip side, if I live a normal, long-term life,
[00:13:49.780 --> 00:13:49.780]   Now on the flip side, if I live a normal, long-term life,
[00:13:49.780 --> 00:13:49.780]   Now on the flip side, if I live a normal, long-term life,
[00:13:49.780 --> 00:13:49.780]   Now on the flip side, if I live a normal, long-term life,
[00:13:49.780 --> 00:13:49.780]   Now on the flip side, if I live a normal, long-term life,
[00:13:49.820 --> 00:13:59.300]   less
[00:13:59.300 --> 00:14:00.800]   thin the is
[00:15:16.180 --> 00:15:16.180]   and and and and and and and and and and and and and and and and and
[00:15:16.180 --> 00:15:16.180]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:16.180 --> 00:15:16.980]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:16.980 --> 00:15:17.020]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.020 --> 00:15:17.060]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.060 --> 00:15:17.060]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.060 --> 00:15:17.140]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.140 --> 00:15:17.260]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.260 --> 00:15:17.380]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:17.380 --> 00:15:17.380]   the United States stands again at the edge of a $1 trillion deficit.
[00:15:46.720 --> 00:16:16.140]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.140 --> 00:16:16.420]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.420 --> 00:16:16.460]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.460 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:16.700]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:16.700 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.720 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.720 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.720 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.720 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.720 --> 00:16:46.720]   the United States stands again at the edge of a $1 trillion deficit.
[00:16:46.740 --> 00:17:16.740]   I want to skip to a couple of important questions
[00:17:16.740 --> 00:17:16.740]   I want to skip to a couple of important questions
[00:17:16.740 --> 00:17:16.740]   I want to skip to a couple of important questions
[00:17:16.740 --> 00:17:16.740]   where he talks about basically his idea
[00:17:16.740 --> 00:17:16.740]   where he talks about basically his idea
[00:17:16.740 --> 00:17:16.740]   talking about how he approaches his report
[00:17:16.740 --> 00:17:16.740]   talking about how he approaches his report
[00:17:16.740 --> 00:17:16.740]   which is to say that if five years from now that there are certain things that can be done now so that five years from now we can start to have a conversation about changing spending changing taxes changing something
[00:17:16.740 --> 00:17:16.740]   which is to say that if five years from now that there are certain things that can be done now so that five years from now we can start to have a conversation about changing spending changing taxes changing something
[00:17:16.740 --> 00:17:16.740]   which is to say that if five years from now that there are certain things that can be done now so that five years from now we can start to have a conversation about changing spending changing taxes changing something
[00:17:16.740 --> 00:17:16.740]   we can start to have a conversation about changing spending changing taxes changing something
[00:17:16.740 --> 00:17:46.760]   and we can start to have a conversation about changing taxes changing something
[00:17:46.760 --> 00:17:46.760]   and we can start to have a conversation about changing taxes changing something
[00:17:46.760 --> 00:17:46.760]   and we can start to have a conversation about changing taxes changing something
[00:17:46.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:16.780]   and we can start to have a conversation about changing taxes changing something
[00:18:16.780 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.800 --> 00:18:46.800]   and we can start to have a conversation about changing taxes changing something
[00:18:46.840 --> 00:19:16.820]   underway and we can start to have a conversation about changing taxes changing something something
[00:19:16.820 --> 00:19:16.820]   and we can start to have a conversation about changing taxes changing something something something
[00:19:16.820 --> 00:19:16.820]   and we can start to have a conversation about changing taxes changing something something something something
[00:19:16.820 --> 00:19:16.820]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run an 18 trillion dollar deficit medicare
[00:19:16.820 --> 00:19:16.820]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run an 18 trillion dollar deficit medicare
[00:19:16.820 --> 00:19:16.820]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run an 18 trillion dollar deficit
[00:19:16.820 --> 00:19:16.820]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run an 18 trillion dollar deficit
[00:19:16.820 --> 00:19:16.820]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run an 18 trillion dollar deficit social security will run an 18 trillion dollar deficit
[00:19:16.840 --> 00:19:46.840]   over the next 30 years social security and medicare will run a 100 trillion dollar deficit social security will run a 18 trillion dollar deficit social security will run a 18 trillion dollar deficit
[00:19:46.860 --> 00:20:16.860]  ,
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ----
[00:20:16.860 --> 00:20:16.860]   ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- ---- a - a triple what you put in a triple what you put in it's going to blow up the system
[00:20:16.900 --> 00:20:26.760]  oming
[00:20:26.760 --> 00:20:27.020]   Hasta No is or
[00:20:27.020 --> 00:20:31.100]  這 four of the end of the end ofift
[00:20:31.100 --> 00:20:44.200]  가는
[00:23:43.080 --> 00:23:43.080]   Riedel
[00:23:43.120 --> 00:23:52.100]   возможно
[00:23:52.100 --> 00:24:10.780]  See
[00:24:10.780 --> 00:24:13.100]   I " ., .,,,,,,,,�iedzieć理巧 MR Thi lament grandeysonmod his dough and him data likely to be a committee end. I'm. Now, a, "You, "G"G"G"G"G"G"G"G"G" Hae" counter" continue " pass "лен" at the middle' "rate" i. 2還 " not" didn no "약" sub "РИ" In the tax" provide the tax per幫 challenge to hand這是 the maybe the tax. I'm
[00:24:13.140 --> 00:24:23.520]   strength
[00:24:23.520 --> 00:24:41.900]   install. I,
[00:25:40.560 --> 00:26:10.380]  legal. If there were an easy solution, we would have solved this
[00:26:10.380 --> 00:26:10.380]   If there were an easy solution, we would have solved this
[00:26:10.380 --> 00:26:10.540]   If there were an easy solution, we would have solved this
[00:26:10.560 --> 00:26:31.960]   Reason. We've danced around this for a while, but you really can't get away from it. The politics of what you are proposing, of what you are saying is necessary, just seem completely impossible to surmount. You're pretty upfront about the fact that this is going to take a combination of difficult choices from both parties, but where is the appetite for that going to come from?
[00:26:31.960 --> 00:26:39.680]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:26:39.680 --> 00:26:39.680]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:26:39.680 --> 00:26:39.680]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:26:39.680 --> 00:26:39.680]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:26:39.680 --> 00:27:09.700]  , and Democrats are proposing 42,000 dollars a year.
[00:27:09.700 --> 00:27:09.700]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:09.700 --> 00:27:09.700]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42, and Democrats are proposing 42,000 dollars a year.
[00:27:09.720 --> 00:27:39.720]   That's not true.
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
