
[00:00:00.000 --> 00:00:01.440]   [MUSIC PLAYING]
[00:06:32.000 --> 00:06:32.880]   Hiring you.
[00:06:32.880 --> 00:06:34.120]   Yeah, I was like, miss that.
[00:06:34.120 --> 00:06:35.120]   Wow, I'm tired.
[00:06:35.120 --> 00:06:36.120]   Can we tell that story?
[00:06:36.120 --> 00:06:37.640]   So how did this happen?
[00:06:37.640 --> 00:06:41.560]   So you were inspired by Grok.
[00:06:41.560 --> 00:06:44.880]   Yeah, so I guess the back story, from my point of view,
[00:06:44.880 --> 00:06:49.360]   is I had used Code Search and Grok while at Google.
[00:06:49.360 --> 00:06:52.720]   But I didn't actually know that it was connected to you, Steve.
[00:06:52.720 --> 00:06:55.160]   Like, I knew you from your blog posts, which were always
[00:06:55.160 --> 00:06:59.640]   excellent, kind of like inside, very thoughtful takes on--
[00:06:59.640 --> 00:07:01.920]   from an engineer's perspective, on some of the challenges
[00:07:01.920 --> 00:07:04.200]   facing tech companies, and tech culture,
[00:07:04.200 --> 00:07:06.280]   and that sort of thing.
[00:07:06.280 --> 00:07:08.000]   But my first introduction to you,
[00:07:08.000 --> 00:07:10.120]   within the context of code intelligence and code
[00:07:10.120 --> 00:07:13.720]   understanding, was I watched a talk that you gave,
[00:07:13.720 --> 00:07:15.840]   I think, at Stanford about Grok when you were first
[00:07:15.840 --> 00:07:16.360]   building it.
[00:07:16.360 --> 00:07:18.280]   And that was very eye-opening.
[00:07:18.280 --> 00:07:20.640]   And I was like, oh, that guy, the guy
[00:07:20.640 --> 00:07:24.360]   who writes the extremely thoughtful, ranty blog posts,
[00:07:24.360 --> 00:07:27.520]   also built that system.
[00:07:27.520 --> 00:07:32.200]   And so that's how I knew you were kind of involved in that.
[00:07:32.200 --> 00:07:34.760]   And then it was kind of like, we always
[00:07:34.760 --> 00:07:37.000]   kind of wanted to hire you, but never
[00:07:37.000 --> 00:07:40.560]   knew quite how to approach you or get
[00:07:40.560 --> 00:07:42.920]   that conversation started.
[00:07:42.920 --> 00:07:45.840]   Well, we got introduced by Max, right?
[00:07:45.840 --> 00:07:46.340]   Yeah.
[00:07:46.340 --> 00:07:47.920]   He's the head of Temporal.
[00:07:47.920 --> 00:07:49.760]   Temporal, yeah.
[00:07:49.760 --> 00:07:52.040]   And yeah, I mean, it was a no-brainer.
[00:07:52.040 --> 00:07:52.800]   They called me up.
[00:07:52.800 --> 00:07:55.560]   And I noticed when Sourcegraph had come out.
[00:07:55.560 --> 00:07:57.400]   Of course, when they first came out,
[00:07:57.400 --> 00:08:00.400]   I had this dagger of jealousy stabbed through me,
[00:08:00.400 --> 00:08:02.920]   piercingly, which I remember, because I am not
[00:08:02.920 --> 00:08:06.040]   a jealous person by any means, ever.
[00:08:06.040 --> 00:08:08.320]   But boy, I was like, rah, rah, rah.
[00:08:08.320 --> 00:08:09.800]   But I was kind of busy, right?
[00:08:09.800 --> 00:08:11.580]   And just one thing led to another.
[00:08:11.580 --> 00:08:14.440]   I got sucked back into the ads vortex and whatever.
[00:08:14.440 --> 00:08:18.440]   So thank god, Sourcegraph actually kind of rescued me.
[00:08:18.440 --> 00:08:20.000]   Here's a chance to build DevTools.
[00:08:20.000 --> 00:08:20.640]   Yeah.
[00:08:20.640 --> 00:08:21.360]   That's the best.
[00:08:21.360 --> 00:08:23.400]   DevTools are the best.
[00:08:23.400 --> 00:08:23.900]   Cool.
[00:08:23.900 --> 00:08:25.440]   Well, so that's the overall intro.
[00:08:25.440 --> 00:08:27.560]   I guess we can get into Cody.
[00:08:27.560 --> 00:08:29.880]   Is there anything else that people should know about you
[00:08:29.880 --> 00:08:31.400]   before we get started?
[00:08:31.400 --> 00:08:34.920]   I mean, everybody knows I'm a musician.
[00:08:34.920 --> 00:08:39.400]   So I can juggle five balls.
[00:08:39.400 --> 00:08:40.080]   Five is good.
[00:08:40.080 --> 00:08:40.800]   Five is good.
[00:08:40.800 --> 00:08:42.960]   I've only ever managed three.
[00:08:42.960 --> 00:08:45.080]   Five's hard.
[00:08:45.080 --> 00:08:46.400]   And six, a little bit.
[00:08:46.400 --> 00:08:47.160]   Wow.
[00:08:47.160 --> 00:08:49.120]   That's impressive.
[00:08:49.120 --> 00:08:51.840]   So yeah, to jump into Sourcegraph,
[00:08:51.840 --> 00:08:54.480]   this has been a company 10 years in the making.
[00:08:54.480 --> 00:08:58.200]   And as Sean said, now you're at the right place.
[00:08:58.200 --> 00:08:59.520]   Phase two.
[00:08:59.520 --> 00:09:02.480]   Now exactly, you spent 10 years collecting all this code,
[00:09:02.480 --> 00:09:05.640]   indexing, making it easy to surface it, and how--
[00:09:05.640 --> 00:09:07.960]   And also learning how to work with enterprises
[00:09:07.960 --> 00:09:10.360]   and having them trust you with their code bases.
[00:09:10.360 --> 00:09:14.400]   Because initially, you were only doing on-prem, right, like VPC,
[00:09:14.400 --> 00:09:15.880]   a lot of VPC deployments.
[00:09:15.880 --> 00:09:17.800]   So in the very early days, we were cloud only.
[00:09:17.800 --> 00:09:20.360]   But the first major customers we landed
[00:09:20.360 --> 00:09:22.960]   were all on-prem, self-hosted.
[00:09:22.960 --> 00:09:25.880]   And that was, I think, related to the nature of the problem
[00:09:25.880 --> 00:09:27.600]   that we're solving, which becomes
[00:09:27.600 --> 00:09:30.120]   just a critical, unignorable pain point once you're
[00:09:30.120 --> 00:09:32.320]   above 100 devs or so.
[00:09:32.320 --> 00:09:32.920]   Yeah.
[00:09:32.920 --> 00:09:36.520]   And now Kodi is going to be GA by the time this releases.
[00:09:36.520 --> 00:09:38.360]   So congrats.
[00:09:38.360 --> 00:09:42.440]   Congrats to your future self for launching this in two weeks.
[00:09:42.440 --> 00:09:45.280]   Can you give a quick overview of just what Kodi is?
[00:09:45.280 --> 00:09:49.440]   I think everybody understands that it's an AI coding agent.
[00:09:49.440 --> 00:09:52.000]   But a lot of companies say they have an AI coding agent.
[00:09:52.000 --> 00:09:53.920]   So yeah, what does Kodi do?
[00:09:53.920 --> 00:09:55.600]   How do people interface with it?
[00:09:55.600 --> 00:09:57.680]   Yeah, so basically, how is it different
[00:09:57.680 --> 00:10:00.320]   from the several dozen other AI coding agents
[00:10:00.320 --> 00:10:03.120]   that exist in the market now?
[00:10:03.120 --> 00:10:04.320]   I think our take--
[00:10:04.320 --> 00:10:08.360]   when we thought about building a coding assistant that
[00:10:08.360 --> 00:10:10.440]   would do things like code generation and question
[00:10:10.440 --> 00:10:11.800]   answering about your code base, I
[00:10:11.800 --> 00:10:14.600]   think we came at it from the perspective of we've
[00:10:14.600 --> 00:10:17.880]   spent the past decade building the world's best code
[00:10:17.880 --> 00:10:21.000]   understanding engine for human developers, right?
[00:10:21.000 --> 00:10:26.280]   So it's kind of your guide as a human dev
[00:10:26.280 --> 00:10:30.360]   if you want to go and dive into a large, complex code base.
[00:10:30.360 --> 00:10:33.960]   And so our intuition was that a lot of the context
[00:10:33.960 --> 00:10:35.640]   that we're providing to human developers
[00:10:35.640 --> 00:10:40.920]   would also be useful context for AI developers to consume.
[00:10:40.920 --> 00:10:43.560]   And so in terms of the feature set,
[00:10:43.560 --> 00:10:45.640]   Kodi is very similar to a lot of other assistants.
[00:10:45.640 --> 00:10:47.240]   It does inline autocompletion.
[00:10:47.240 --> 00:10:49.640]   It does code base aware chat.
[00:10:49.640 --> 00:10:53.000]   It does specific commands that automate tasks
[00:10:53.000 --> 00:10:55.640]   that you might rather not want to do,
[00:10:55.640 --> 00:11:01.080]   like generating unit tests or adding detailed documentation.
[00:11:01.080 --> 00:11:04.320]   But we think the core differentiator is really
[00:11:04.320 --> 00:11:06.400]   the quality of the context, which is
[00:11:06.400 --> 00:11:08.280]   hard to describe succinctly.
[00:11:08.280 --> 00:11:10.900]   It's a bit like saying, what's the difference between Google
[00:11:10.900 --> 00:11:12.520]   and AltaVista?
[00:11:12.520 --> 00:11:14.880]   There's not a quick checkbox list of features
[00:11:14.880 --> 00:11:15.880]   that you can rattle off.
[00:11:15.880 --> 00:11:19.000]   But it really just comes down to all the attention and detail
[00:11:19.000 --> 00:11:23.080]   that we've paid to making that context work well and be
[00:11:23.080 --> 00:11:24.760]   high quality and fast.
[00:11:24.760 --> 00:11:27.720]   For human devs, we're now kind of plugging into the AI coding
[00:11:27.720 --> 00:11:29.280]   assistant as well.
[00:11:29.280 --> 00:11:30.020]   Yeah.
[00:11:30.020 --> 00:11:33.680]   I mean, just to add, just to add my own perspective
[00:11:33.680 --> 00:11:37.720]   onto what Byung just described, I'd
[00:11:37.720 --> 00:11:40.920]   say RAG is kind of like a consultant
[00:11:40.920 --> 00:11:45.000]   that the LLM has available that knows about your code.
[00:11:45.000 --> 00:11:47.400]   RAG provides basically a bridge to a lookup system
[00:11:47.400 --> 00:11:49.520]   for the LLM, right?
[00:11:49.520 --> 00:11:53.240]   Whereas fine-tuning would be more like on-the-job training
[00:11:53.240 --> 00:11:54.000]   for somebody.
[00:11:54.000 --> 00:11:56.840]   If the LLM is a person, and you send them to a new job,
[00:11:56.840 --> 00:11:57.880]   and you do on-the-job training, that's
[00:11:57.880 --> 00:11:59.360]   what fine-tuning is like, right?
[00:11:59.360 --> 00:12:02.200]   So tuned to a specific task.
[00:12:02.200 --> 00:12:03.820]   You're always going to need that expert,
[00:12:03.820 --> 00:12:05.480]   even if you get the on-the-job training,
[00:12:05.480 --> 00:12:08.400]   because the expert knows your particular code base,
[00:12:08.400 --> 00:12:10.320]   your task, right?
[00:12:10.320 --> 00:12:12.620]   And that expert has to know your code.
[00:12:12.620 --> 00:12:15.160]   And there's a chicken-and-egg problem, because we're like,
[00:12:15.160 --> 00:12:17.120]   well, I'm going to ask the LLM about my code.
[00:12:17.120 --> 00:12:19.320]   But first, I have to explain it, right?
[00:12:19.320 --> 00:12:20.740]   It's this chicken-and-egg problem.
[00:12:20.740 --> 00:12:22.200]   That's where RAG comes in.
[00:12:22.200 --> 00:12:24.800]   And we have the best consultants, right?
[00:12:24.800 --> 00:12:28.240]   The best assistant who knows your code.
[00:12:28.240 --> 00:12:32.600]   And so when you sit down with Cody, right?
[00:12:32.600 --> 00:12:34.640]   What Bian said earlier about going to Google
[00:12:34.640 --> 00:12:37.200]   and using code search, and then starting to feel like without
[00:12:37.200 --> 00:12:40.760]   it, his job was super tedious, yeah?
[00:12:40.760 --> 00:12:43.600]   Once you start using these-- do you guys use coding assistants?
[00:12:43.600 --> 00:12:44.400]   Yeah, right?
[00:12:44.400 --> 00:12:48.600]   I mean, we're getting to the point very quickly, right?
[00:12:48.600 --> 00:12:50.640]   Where you feel like you're kind of like--
[00:12:50.640 --> 00:12:52.840]   almost like you're programming without the internet, right?
[00:12:52.840 --> 00:12:53.480]   Or something.
[00:12:53.480 --> 00:12:55.340]   It's like you're programming back in the '90s
[00:12:55.340 --> 00:12:57.680]   without the coding assistant, yeah?
[00:12:57.680 --> 00:12:59.480]   So hopefully that helps for people
[00:12:59.480 --> 00:13:03.240]   who have no idea about coding systems, what they are.
[00:13:03.240 --> 00:13:03.960]   Yeah.
[00:13:03.960 --> 00:13:06.120]   And I mean, going back to using them,
[00:13:06.120 --> 00:13:07.920]   we had a lot of them on the podcast already.
[00:13:07.920 --> 00:13:08.920]   We had Cursor.
[00:13:08.920 --> 00:13:12.680]   We had Codium and Codium, very similar names.
[00:13:12.680 --> 00:13:13.180]   Yeah.
[00:13:13.180 --> 00:13:16.400]   Griblet, Find, and then, of course, there's Copilot.
[00:13:16.400 --> 00:13:17.960]   Tab9.
[00:13:17.960 --> 00:13:19.100]   Oh, RIP.
[00:13:19.100 --> 00:13:20.640]   No, Kite is the one that died, right?
[00:13:20.640 --> 00:13:21.400]   Oh, right.
[00:13:21.400 --> 00:13:22.120]   I don't know.
[00:13:22.120 --> 00:13:23.940]   I'm starting to get drunk.
[00:13:23.940 --> 00:13:26.760]   So you had a Copilot versus Cody blog post.
[00:13:26.760 --> 00:13:31.040]   And I think it really shows the context improvement.
[00:13:31.040 --> 00:13:32.960]   So you had two examples that stuck with me.
[00:13:32.960 --> 00:13:35.500]   One was, what does this application do?
[00:13:35.500 --> 00:13:37.440]   And the Copilot answer was like, oh, it
[00:13:37.440 --> 00:13:40.000]   uses JavaScript and NPM and this.
[00:13:40.000 --> 00:13:42.520]   And it's like, but that's not what it does.
[00:13:42.520 --> 00:13:43.880]   That's what it's built with.
[00:13:43.880 --> 00:13:47.840]   Versus Cody was like, oh, these are the major functions
[00:13:47.840 --> 00:13:49.760]   and these are the functionalities and things
[00:13:49.760 --> 00:13:51.280]   like that.
[00:13:51.280 --> 00:13:53.440]   And then the other one was, how do I start this up?
[00:13:53.440 --> 00:13:56.440]   And Copilot just said, NPM start,
[00:13:56.440 --> 00:13:59.440]   even though there was no start command in the package JSON.
[00:13:59.440 --> 00:14:01.680]   But, you know, moat collapse, right?
[00:14:01.680 --> 00:14:05.720]   Most projects use NPM start, so maybe this does too.
[00:14:05.720 --> 00:14:10.600]   How do you think about open source models and private--
[00:14:10.600 --> 00:14:12.520]   because Copilot has their own private thing.
[00:14:12.520 --> 00:14:15.880]   And I think you guys use Starcoder, if I remember right.
[00:14:15.880 --> 00:14:17.000]   - Yeah, that's correct.
[00:14:17.000 --> 00:14:19.780]   I think Copilot uses some variant of Codex.
[00:14:19.780 --> 00:14:21.080]   They're kind of cagey about it.
[00:14:21.080 --> 00:14:24.000]   I don't think they've officially announced what model they use.
[00:14:24.000 --> 00:14:26.540]   - And I think they use a range of models based on what you're
[00:14:26.540 --> 00:14:27.240]   doing.
[00:14:27.240 --> 00:14:28.960]   - Yeah, so everyone uses a range of model.
[00:14:28.960 --> 00:14:31.260]   No one uses the same model for inline completion
[00:14:31.260 --> 00:14:34.320]   versus chat, because the latency requirements for--
[00:14:34.320 --> 00:14:35.040]   - Oh, OK.
[00:14:35.040 --> 00:14:36.500]   - Well, there's fill in the middle.
[00:14:36.500 --> 00:14:38.560]   There's also what the model's trained on.
[00:14:38.560 --> 00:14:40.760]   So we actually had completions powered
[00:14:40.760 --> 00:14:42.720]   by Cloud Instant for a while.
[00:14:42.720 --> 00:14:44.960]   But you had to kind of prompt hack your way
[00:14:44.960 --> 00:14:48.480]   to get it to output just the code and not, like, hey,
[00:14:48.480 --> 00:14:52.000]   here's the code you asked for, like that sort of text.
[00:14:52.000 --> 00:14:54.320]   So everyone uses a range of models.
[00:14:54.320 --> 00:14:59.880]   We've kind of designed Kodi to be especially model--
[00:14:59.880 --> 00:15:02.400]   not agnostic, but pluggable.
[00:15:02.400 --> 00:15:05.640]   So one of our design considerations
[00:15:05.640 --> 00:15:07.680]   was, as the ecosystem evolves, we
[00:15:07.680 --> 00:15:11.040]   want to be able to integrate the best in class models,
[00:15:11.040 --> 00:15:15.200]   whether they're proprietary or open source, into Kodi,
[00:15:15.200 --> 00:15:19.680]   because the pace of innovation in the space is just so quick.
[00:15:19.680 --> 00:15:21.760]   And I think that's been to our advantage.
[00:15:21.760 --> 00:15:25.640]   Like today, Kodi uses Starcoder for inline completions.
[00:15:25.640 --> 00:15:29.440]   And with the benefit of the context that we provide,
[00:15:29.440 --> 00:15:33.200]   we actually show comparable completion acceptance rate
[00:15:33.200 --> 00:15:34.160]   metrics.
[00:15:34.160 --> 00:15:35.840]   It's kind of like the standard metric
[00:15:35.840 --> 00:15:38.240]   that folks use to evaluate inline completion quality.
[00:15:38.240 --> 00:15:39.840]   It's like, if I show you a completion,
[00:15:39.840 --> 00:15:42.240]   what's the chance that you actually accept the completion
[00:15:42.240 --> 00:15:43.160]   versus you reject it?
[00:15:43.160 --> 00:15:45.080]   And so we're at par with Copilot,
[00:15:45.080 --> 00:15:47.920]   which is at the head of the industry right now.
[00:15:47.920 --> 00:15:50.420]   And we've been able to do that with the Starcoder model, which
[00:15:50.420 --> 00:15:54.360]   is open source, and the benefit of the context fetching stuff
[00:15:54.360 --> 00:15:55.020]   that we provide.
[00:15:55.020 --> 00:15:57.000]   And of course, a lot of like prompt engineering
[00:15:57.000 --> 00:16:00.400]   and other stuff along the way.
[00:16:00.400 --> 00:16:01.280]   Yeah.
[00:16:01.280 --> 00:16:03.640]   And Steve, you've wrote a post called
[00:16:03.640 --> 00:16:06.080]   "Cheating is All You Need" about what you're building.
[00:16:06.080 --> 00:16:07.460]   And one of the points you made is
