
[00:00:00.000 --> 00:00:05.000]   (Music)
[00:02:25.000 --> 00:02:39.000]   Jesus said, "For God so loved the world that he gave his only Son, that whoever believes in him should not perish but have eternal life."
[00:02:39.000 --> 00:02:51.000]   It's trusting Jesus and believing in Jesus and receiving and embracing Jesus alone that gets us into a right relationship with God.
[00:02:51.000 --> 00:02:58.000]   Or Ephesians 2, verse 8, "By grace you have been saved through faith."
[00:02:58.000 --> 00:03:01.000]   This is not your own doing.
[00:03:01.000 --> 00:03:03.000]   It is a gift of God.
[00:03:03.000 --> 00:03:14.000]   So, Mara, don't ever start counting your good deeds to see if you have enough of them to make God accept you.
[00:03:14.000 --> 00:03:16.000]   That's not the way he accepts you.
[00:03:16.000 --> 00:03:22.000]   That's what the devil wants you to do, is relate to God like that.
[00:03:22.000 --> 00:03:26.000]   Jesus died for sinners.
[00:03:26.000 --> 00:03:31.000]   God declares the ungodly to be righteous.
[00:03:31.000 --> 00:03:35.000]   So don't think you can become good first.
[00:03:35.000 --> 00:03:41.000]   No, we are saved from sin through faith, not by being good.
[00:03:41.000 --> 00:03:49.000]   Then the Holy Spirit helps us love what is good and hate sin so that we can start to change.
[00:03:49.000 --> 00:03:52.000]   That's the first and most important thing I wanted to say.
[00:03:52.000 --> 00:03:54.000]   Here's the second one.
[00:03:54.000 --> 00:04:00.000]   We still sin after we are saved.
[00:04:00.000 --> 00:04:02.000]   Paul said that in Romans 7.
[00:04:02.000 --> 00:04:05.000]   Jesus taught us to ask for forgiveness daily.
[00:04:05.000 --> 00:04:09.000]   John said we're liars if we say we have no sin.
[00:04:09.000 --> 00:04:20.000]   So, we are saved, and the Holy Spirit is inside of us, and he overcomes our old habits gradually to keep us humble.
[00:04:20.000 --> 00:04:25.000]   If you were to ask me, "Pastor John, why does God take so long to make me good?"
[00:04:25.000 --> 00:04:30.000]   And I'm 68 years old and I'm still asking that question.
[00:04:30.000 --> 00:04:33.000]   Why does he take so long to make me good?
[00:04:33.000 --> 00:04:45.000]   And my answer is I think he keeps us humble and he keeps us broken and he keeps us desperate for himself and desperate for grace so that we don't get our pride up.
[00:04:45.000 --> 00:04:51.000]   In fact, here's something amazing from 1 John 1, 7.
[00:04:51.000 --> 00:04:58.000]   It says, "If we say we have no sin, we're not walking in the light.
[00:04:58.000 --> 00:05:01.000]   But if we're walking in the light, we confess our sins."
[00:05:01.000 --> 00:05:17.000]   Now, that's amazing because it says, "Therefore, walking in the light," that means having a good relationship with God, "includes confessing sin," which can't mean that walking in the light means sinlessness.
[00:05:17.000 --> 00:05:18.000]   It doesn't.
[00:05:18.000 --> 00:05:42.000]   So, one way to know you are in a good relationship with God is not that you don't ever sin, but that you recognize your sin because light is shining in your heart, and you confess it, and you say you're sorry to God for it, and you ask Jesus to cover it with his blood.
[00:05:42.000 --> 00:05:43.000]   That's the second thing.
[00:05:43.000 --> 00:05:49.000]   We Christians must learn to deal with the fact that we continue to sin.
[00:05:49.000 --> 00:05:52.000]   Here's the third thing that I think is so important.
[00:05:52.000 --> 00:05:56.000]   God wants you to be confident that you belong to him.
[00:05:56.000 --> 00:06:01.000]   He doesn't want you, Mara, to worry about your relationship with him.
[00:06:01.000 --> 00:06:12.000]   1 John 5, 13 says, "I write these things to you who believe in the name of the Son of God, that you may know you have eternal life."
[00:06:12.000 --> 00:06:18.000]   He wants us—he wants you—to enjoy confidence, enjoy assurance.
[00:06:18.000 --> 00:06:26.000]   He wants you to be sure that you're okay with God, so when you go to bed at night, you don't have to be afraid of anything.
[00:06:26.000 --> 00:06:33.000]   You can have a real peaceful night's sleep, and even if you died in the middle of the night, you'd be okay.
[00:06:33.000 --> 00:06:35.000]   You'd be safe with Jesus.
[00:06:35.000 --> 00:06:38.000]   And here's the fourth thing.
[00:06:38.000 --> 00:06:41.000]   This is the big one that you ask about, I think.
[00:06:41.000 --> 00:06:48.000]   The Bible does help us test ourselves to see if our relationship is good.
[00:06:48.000 --> 00:06:51.000]   And here are just a couple of those tests.
[00:06:51.000 --> 00:06:56.000]   No one can say Jesus is Lord except by the Holy Spirit.
[00:06:56.000 --> 00:07:06.000]   So if your heart says, "Jesus, you are my Lord. You're my master. You're my guide. I want to know your will," that's the work of the Holy Spirit in your life.
[00:07:06.000 --> 00:07:08.000]   Here's another one.
[00:07:08.000 --> 00:07:17.000]   "You have received the spirit of adoption," it says in Romans 8, 15, "by whom you cry, 'Abba, Father!'
[00:07:17.000 --> 00:07:26.000]   The Spirit himself witnesses with your spirit that you are a child of God," which means when your heart rises up from deep down and says,
[00:07:26.000 --> 00:07:35.000]   "God, you're my Father. I am your child. I need a father. I'm a little child utterly dependent on you."
[00:07:35.000 --> 00:07:40.000]   When your heart is talking like that, that's the witness of the Holy Spirit in you.
[00:07:40.000 --> 00:07:42.000]   Here's another one.
[00:07:42.000 --> 00:07:51.000]   It says in 1 John 3, 14, "We know that we have passed out of death into life because we love the brothers."
[00:07:51.000 --> 00:08:03.000]   One of the effects of being loved by Jesus when he died for us and gave himself for us is that we start loving people like that, especially other Christians.
[00:08:03.000 --> 00:08:12.000]   So if you find yourself loving other Christians, being glad that people are saved, and wanting to know them and be around them,
[00:08:12.000 --> 00:08:18.000]   that's a sign that you have been made into the family of God as well.
[00:08:18.000 --> 00:08:20.000]   Here's another one.
[00:08:20.000 --> 00:08:33.000]   It says in 1 John 3, 9, "No one born of God makes a practice of sinning, for God's seed abides in him, and he cannot keep on sinning."
[00:08:33.000 --> 00:08:39.000]   Now, we already read in 1 John, he says, "You're a liar if you say you have no sin."
[00:08:39.000 --> 00:08:42.000]   So that verse doesn't mean you never sin.
[00:08:42.000 --> 00:08:52.000]   What it means is there is not a pattern of behavior where you say, "I love my sin. I'm going to keep my sin. I don't care what God says.
[00:08:52.000 --> 00:08:56.000]   I'm going to keep on doing this. It doesn't matter to me what effect it has."
[00:08:56.000 --> 00:09:10.000]   If you settle in with sin, if you make friends with sin, and if you keep on pursuing sin like that, you won't ever have a right relationship with God, and you might not ever be sure you're saved.
[00:09:10.000 --> 00:09:14.000]   And here's the last one, just another test.
[00:09:14.000 --> 00:09:21.000]   1 John 4, 6, "Whoever knows God listens to us."
[00:09:21.000 --> 00:09:25.000]   "Us" there is the writers of the Bible, the apostles.
[00:09:25.000 --> 00:09:27.000]   And Jesus said, "My sheep hear my voice."
[00:09:27.000 --> 00:09:33.000]   So one of the signs that you have a good relationship with God is that you love your Bible.
[00:09:33.000 --> 00:09:35.000]   You love to learn things about God.
[00:09:35.000 --> 00:09:38.000]   You love to know more about God.
[00:09:38.000 --> 00:09:49.000]   So those are five tests, Mara, that show how you can be more sure that you have a good relationship with God.
[00:09:49.000 --> 00:09:54.000]   But there's one strong piece of advice that I have.
[00:09:54.000 --> 00:09:57.000]   Don't spend most of your time testing yourself.
[00:09:57.000 --> 00:09:59.000]   Don't do that.
[00:09:59.000 --> 00:10:02.000]   That will turn out to be a problem because you know what will happen?
[00:10:02.000 --> 00:10:06.000]   You'll be thinking way too much about yourself.
[00:10:06.000 --> 00:10:20.000]   Instead, just use the tests every now and then, but spend most of your time thinking about Jesus and thinking about his word and all that he's done and all his promises.
[00:10:20.000 --> 00:10:28.000]   In other words, the best thing to do to have assurance and confidence that your relationship is good is to forget about yourself.
[00:10:28.000 --> 00:10:43.000]   It's just wonderful when you can know Jesus so well and spend so much time getting to know him and delight in the things that he shows you about himself from the Bible that you don't even think about yourself.
[00:10:43.000 --> 00:10:46.000]   And just a couple more thoughts.
[00:10:46.000 --> 00:10:50.000]   God keeps you from unbelief, Mara.
[00:10:50.000 --> 00:10:52.000]   God holds you in his hand.
[00:10:52.000 --> 00:10:54.000]   My sheep hear my voice.
[00:10:54.000 --> 00:10:55.000]   I know them.
[00:10:55.000 --> 00:10:56.000]   They follow me.
[00:10:56.000 --> 00:10:57.000]   I give them eternal life.
[00:10:57.000 --> 00:10:58.000]   They will never perish.
[00:10:58.000 --> 00:11:00.000]   No one can snatch them out of my hand.
[00:11:00.000 --> 00:11:01.000]   So be confident.
[00:11:01.000 --> 00:11:02.000]   God will keep you.
[00:11:02.000 --> 00:11:05.000]   God will make your relationship good.
[00:11:05.000 --> 00:11:14.000]   And the last thing I'd say is don't worry today if you'll have a good enough relationship tomorrow.
[00:11:14.000 --> 00:11:22.000]   Each day has its own tests, and each day has its own mercies for those tests.
[00:11:22.000 --> 00:11:25.000]   That's what Lamentations 322 says.
[00:11:25.000 --> 00:11:31.000]   His mercies are new every morning, and his faithfulness is very great.
[00:11:31.000 --> 00:11:34.000]   God will give you all you need tomorrow.
[00:11:34.000 --> 00:11:38.000]   So thank you, Mara, for this question.
[00:11:38.000 --> 00:11:44.000]   I pray God will make you a strong and fruitful young woman.
[00:11:44.000 --> 00:11:46.000]   Thank you, Pastor John, and thank you, Mara, for writing in.
[00:11:46.000 --> 00:11:50.000]   We do get a lot of questions from kids and young teens, and that's humbling.
[00:11:50.000 --> 00:11:57.000]   And, Pastor John, you've written several letters to young teenagers, some of which have been published at the DesiringGod.org website,
[00:11:57.000 --> 00:12:08.000]   probably the most popular one and the most valuable one, I think, we published back in 2011 by the title "Letter to an Incomplete, Insecure Teenager."
[00:12:08.000 --> 00:12:12.000]   I wish I could get this into the hands of every teen who feels incomplete and insecure.
[00:12:12.000 --> 00:12:15.000]   Perhaps that's you, or maybe you know such a teen.
[00:12:15.000 --> 00:12:19.000]   You'll find it under the title at DesiringGod.org.
[00:12:19.000 --> 00:12:25.000]   Well, Christmas draws close, and it always raises the question about that star in the sky that led the wise men to Jesus.
[00:12:25.000 --> 00:12:27.000]   How in the world did that work?
[00:12:27.000 --> 00:12:29.000]   Tomorrow, Pastor John will explain the ramifications.
[00:12:29.000 --> 00:12:33.000]   I'm your host, Tony Reinke. Thanks for listening to the Ask Pastor John podcast.
[00:12:33.000 --> 00:12:36.000]   [no audio]
[00:12:36.000 --> 00:12:39.000]   [no audio]
[00:12:39.000 --> 00:12:49.000]   [BLANK_AUDIO]

