
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:03:31.000 --> 00:03:39.000]   And while it's covered by insurance, it is a major, major problem, very difficult to remediate mold properly, depending on the kind of mold.
[00:03:39.000 --> 00:03:51.000]   In addition, some of our natural instincts—by the way, perhaps you can even hear in the last 30 seconds, I've had to pause my recorder three times to sneeze and blow my nose.
[00:03:51.000 --> 00:03:59.000]   So, maybe it's—I try to make it invisible to you using my pause button, but it's not easy to get even a simple recording out.
[00:03:59.000 --> 00:04:04.000]   Our natural instincts with mold are to use products such as bleach, right?
[00:04:04.000 --> 00:04:09.000]   You see a little bit of mold, and you say, "Oh, that's no good, and I should clean that up," and you grab some bleach or something like that.
[00:04:09.000 --> 00:04:14.000]   But there are some kinds of mold, at least here in Florida, that bleach actually makes it worse.
[00:04:14.000 --> 00:04:15.000]   It doesn't kill it.
[00:04:15.000 --> 00:04:20.000]   And the mold—what's especially dangerous is that the mold is not just surface.
[00:04:20.000 --> 00:04:22.000]   It actually will live in the drywall.
[00:04:22.000 --> 00:04:27.000]   It will live in different porous substances, and so it really needs to be dealt with carefully.
[00:04:27.000 --> 00:04:28.000]   So, I'm no expert.
[00:04:28.000 --> 00:04:32.000]   I have done a bit of reading on it over the past couple of years.
[00:04:32.000 --> 00:04:39.000]   I have—it's risen in importance in my priority list of things to pay attention to.
[00:04:39.000 --> 00:04:47.000]   If you're buying a house, especially if you're buying a house in a climate—a humid climate like Florida, I'd encourage you to have a mold inspection done on it.
[00:04:47.000 --> 00:04:55.000]   If you're renting a house, inspect carefully, and if you suspect anything, have a mold inspection done prior to moving in.
[00:04:55.000 --> 00:04:59.000]   It's a big, big deal, and it's a major problem to remediate.
[00:04:59.000 --> 00:05:01.000]   It's a big hassle.
[00:05:01.000 --> 00:05:02.000]   So, we'll see.
[00:05:02.000 --> 00:05:05.000]   I'll have the results of that inspection in the next couple of days, and then we'll see.
[00:05:05.000 --> 00:05:06.000]   Maybe moving again, maybe not.
[00:05:06.000 --> 00:05:07.000]   I hope not.
[00:05:07.000 --> 00:05:16.000]   But if we are, now is the time because there's—every time I'm sick, every time I'm unhealthy, I just am so grateful that, in general, I enjoy pretty good health.
[00:05:16.000 --> 00:05:30.000]   And, man, is it—it's pretty—it's not difficult to be productive and get things done when you're in good health, but, man, is it tough to be productive and get things done and make progress on your other goals when you are in poor health.
[00:05:30.000 --> 00:05:34.000]   So, let's all be careful to guard our health.
[00:05:34.000 --> 00:05:36.000]   Super important.
[00:05:36.000 --> 00:05:42.000]   Now, with that, I've got a lot of things I want to talk about, and I have tried several times to record a series of shows for you.
[00:05:42.000 --> 00:05:46.000]   There's lots of news in the financial front over the last few days.
[00:05:46.000 --> 00:05:49.000]   There's news about the OECD global tax revenue.
[00:05:49.000 --> 00:05:57.000]   There's the Pandora tax agreement, the Pandora papers that were first started to be published by the Washington Post a week ago today.
[00:05:57.000 --> 00:06:05.000]   And I've got some commentary on that about the offshore banking system, tremendous stuff happening all over the financial world.
[00:06:05.000 --> 00:06:20.000]   And today, I just want to—due to how I'm personally feeling and able to focus—I just want to quickly share with you a short little personal update of some wins that have come in language studies.
[00:06:20.000 --> 00:06:31.000]   Long-time listeners of the show know that, over the last few years, I have experimented with a couple of different things to help my children be multilingual.
[00:06:31.000 --> 00:06:51.000]   While this is not as important for those of us who speak English as a native language as it is for non-native English speakers, I still believe that multilingualism is a tremendous asset for us to cultivate for ourselves and for our children to also benefit from.
[00:06:51.000 --> 00:07:12.000]   If someone is a non-native English speaker somewhere in the world and that person desires to improve his station in life, enhance his career, be able to expand his options, clearly, one of the very first things that he should do to pursue that path is to learn English to a very high level.
[00:07:12.000 --> 00:07:26.000]   An international businessman, an investor, somebody in this current world who does not speak English is at a major disadvantage in the job space, in the investment space, just really in the knowledge space.
[00:07:26.000 --> 00:07:28.000]   It's a really, really big deal.
[00:07:28.000 --> 00:07:57.000]   If you think about and you study the number of books published every year, and there's no doubt that there are a lot of books published in languages that have a high number of native speakers, such as Mandarin Chinese, but the most important influential books in the world are published, the most current, timely, cutting edge, are published in English and/or translated into English immediately as the first translation.
[00:07:57.000 --> 00:08:02.000]   There are many other languages that have a very strong written tradition.
[00:08:02.000 --> 00:08:16.000]   For example, German is a language that punches far above its weight in regard to the written tradition, but it is not possible in the modern world to be a serious academic, to be a serious business person.
[00:08:16.000 --> 00:08:21.000]   It's just not possible in the modern world to do that without speaking English.
[00:08:21.000 --> 00:08:37.000]   For those of us who are listening to this show and a part of this community who already are either on that path or already doing the right thing and the important thing, but I still think that it's valuable to add in other languages when possible, even if somebody already speaks English.
[00:08:37.000 --> 00:08:54.000]   I have shared on the podcast in the past about how I have worked to teach my children Spanish and some of the techniques that I've developed based upon studying what works well, but then trying to figure out the limitations that I have myself and what can I do and what can't I do.
[00:08:54.000 --> 00:09:09.000]   The summary of that is that I have used very effectively the simple tool of purchasing books in a target language and reading to my children using books as a primary tool for helping them to learn a language.
[00:09:09.000 --> 00:09:13.000]   Now, we started with Spanish and again, I kind of stumbled into this.
[00:09:13.000 --> 00:09:19.000]   Neither my wife nor I spoke Spanish to the children, didn't have any Spanish speakers, but I decided, you know what, we're going to fix this.
[00:09:19.000 --> 00:09:26.000]   And so I started buying books in Spanish and reading to the children and translating, reading to them, translating, reading to them, translating.
[00:09:26.000 --> 00:09:36.000]   And then I sought to fill the house with Spanish books for them so that they could start to be exposed to it.
[00:09:36.000 --> 00:09:42.000]   And with my eldest child, who is as yet my only reader, it worked amazingly well.
[00:09:42.000 --> 00:09:54.000]   Where really in under a year, with only a little bit of external Spanish input, primarily through reading, he acquired the Spanish language to a pretty high level fairly quickly.
[00:09:54.000 --> 00:10:08.000]   I did at a time, I did hire a Spanish speaking nanny to spend some time with him so that he had a chance to speak to somebody in Spanish and a Spanish speaking housekeeper for a time as well so that he would have some opportunity to speak written Spanish.
[00:10:08.000 --> 00:10:12.000]   But I haven't enrolled him in a Spanish speaking school, in a Spanish country, anything like that.
[00:10:12.000 --> 00:10:14.000]   So that was a good success.
[00:10:14.000 --> 00:10:22.000]   But as we all know, when you're testing a hypothesis, the question is, can these results be duplicated fairly quickly?
[00:10:22.000 --> 00:10:24.000]   Or can they be duplicated yet again?
[00:10:24.000 --> 00:10:32.000]   And so starting at the beginning of this year, I wanted to repeat the process using the French language.
[00:10:32.000 --> 00:10:36.000]   And so I went ahead and I started buying books in French and I started the same thing.
[00:10:36.000 --> 00:10:44.000]   Now this was difficult for me because while I found it easy to read to my children in Spanish because the pronunciation rules are so simple.
[00:10:44.000 --> 00:11:00.000]   I can take an English reader and in about five minutes teach all Spanish pronunciation so that that English reader who doesn't understand a word of what he's reading can successfully read in Spanish with probably a not great accent but an understandable Spanish accent.
[00:11:00.000 --> 00:11:08.000]   But I find that much more difficult in French because the French pronunciation rules are not as consistent as Spanish is.
[00:11:08.000 --> 00:11:26.000]   So French pronunciation rules are a little bit more orderly than English pronunciation rules but they're closer to English in terms of the unpredictability of certain pronunciation rules than is Spanish which is quite predictable and quite consistent internally with its pronunciation scheme.
[00:11:26.000 --> 00:11:30.000]   And so we started but man we got off to a slow start.
[00:11:30.000 --> 00:11:36.000]   I was really struggling and I could not find the stuff that I needed.
[00:11:36.000 --> 00:11:44.000]   And here's where basically what I'm trying to share with you is one of the wins of our European travels has come simply from being able to get books.
[00:11:44.000 --> 00:11:46.000]   But I couldn't find anything.
[00:11:46.000 --> 00:11:47.000]   I was reading online.
[00:11:47.000 --> 00:11:49.000]   I bought graded readers and I started reading my way through graded readers.
[00:11:49.000 --> 00:11:50.000]   And that was okay.
[00:11:50.000 --> 00:11:53.000]   The children started to enjoy it but they weren't really engaged the way that I wanted.
[00:11:53.000 --> 00:11:56.000]   They were struggling to get it done.
[00:11:56.000 --> 00:12:01.000]   So this summer we went to France and one of the major reasons I wanted to go to France was to work on this project.
[00:12:01.000 --> 00:12:11.000]   I wanted to have a chance to be in a French speaking environment, have the children have a chance to be in a French speaking environment but more importantly I wanted to have books.
[00:12:11.000 --> 00:12:19.000]   And so we were able to, thankfully they let me into a bookstore and I was able to buy books.
[00:12:19.000 --> 00:12:27.000]   And it was just amazing the difference of being in country for me to find the kinds of books that I need to accomplish this project.
[00:12:27.000 --> 00:12:31.000]   We did this both in Spain and in France.
[00:12:31.000 --> 00:12:40.000]   And I was able in both places to find really good literature that has been really good for our language acquisition purposes.
[00:12:40.000 --> 00:12:46.000]   I know that many of you are working with your children kind of doing similar things.
[00:12:46.000 --> 00:12:48.000]   Let me tell you what I have learned to look for.
[00:12:48.000 --> 00:12:55.000]   The first thing that I have learned to look for is primarily books that have a story.
[00:12:55.000 --> 00:13:06.000]   What I've discovered is that as a non-native speaker of a foreign language trying to teach my children, kids books and story books are actually quite difficult for me to read.
[00:13:06.000 --> 00:13:14.000]   Many times even adults think, well if I pick up a book, a story book, a picture book that will be great because it's simple.
[00:13:14.000 --> 00:13:26.000]   But it's really not good language material for you to study because usually children's books are written for native speaking children of a language.
[00:13:26.000 --> 00:13:36.000]   They're written to children who already speak the language and as such frequently the language in children's books is not itself simple.
[00:13:36.000 --> 00:13:44.000]   The plot lines of the books are often simple. They often do have beautiful pictures and they have their place but the language is not particularly simple.
[00:13:44.000 --> 00:13:51.000]   The other challenge with children's books from my experience is that the language is, there's not a lot of language in it.
[00:13:51.000 --> 00:13:54.000]   There is a story but there's not a lot of language in it.
[00:13:54.000 --> 00:14:04.000]   Imagine for example trying to learn English with three different picture books versus trying to learn English with one hundred page novel.
[00:14:04.000 --> 00:14:14.000]   The picture books simply don't have enough density of text, don't have enough density of words for you to be exposed to enough of the language for it to make a difference.
[00:14:14.000 --> 00:14:24.000]   But that hundred page novel, you could re-read a hundred page novel again and again and again and again and again and again and it has enough words that you could learn an entire language from a hundred page novel.
[00:14:24.000 --> 00:14:33.000]   I find this interesting because as we have traveled around I look at other languages and I think about how easy it is to get materials for the language.
[00:14:33.000 --> 00:14:38.000]   For example this summer I was in Malta in Europe checking out Crypto Island.
[00:14:38.000 --> 00:14:49.000]   It's a somewhat well known tax haven, very interesting in the European context, very active in the cryptocurrency space and I was reading about the Maltese language.
[00:14:49.000 --> 00:14:53.000]   And what's interesting about the Maltese language is it's a very minor language.
[00:14:53.000 --> 00:14:58.000]   It's like a half a million native speakers, something like that, losing its power and its influence.
[00:14:58.000 --> 00:15:07.000]   And I was poking around in some bookstores in Malta trying to figure out how can I acquire materials in this language if I wanted to learn it, just interested in that topic.
[00:15:07.000 --> 00:15:13.000]   And what I found is that it's a difficult language because of the difficulty of acquiring materials.
[00:15:13.000 --> 00:15:18.000]   So the major languages don't have that problem but you still have to acquire the right materials.
[00:15:18.000 --> 00:15:25.000]   And so what I have found is that picture books, children's books are interesting and useful and the children enjoy looking at them.
[00:15:25.000 --> 00:15:31.000]   And I buy them, we read them, they have a place but they're not the best fundamental tool.
[00:15:31.000 --> 00:15:39.000]   And so I wasn't able to find on the internet anything that was working great because I didn't actually know, hey, what works so well?
[00:15:39.000 --> 00:15:47.000]   And so when I went to France though I was able to go into the bookstore and I was able to find a bunch of books that made the difference.
[00:15:47.000 --> 00:15:52.000]   Let me tell you about what I was looking for in case you're looking for something similar yourself.
[00:15:52.000 --> 00:15:58.000]   I was looking for stories, stories that are simple stories but that are written to children.
[00:15:58.000 --> 00:16:07.000]   I want stories that are long enough to really grab the attention of my children but short enough to be manageable.
[00:16:07.000 --> 00:16:12.000]   So a good example in the English language would be the Boxcar Children series by Gertrude Chandler Warren.
[00:16:12.000 --> 00:16:18.000]   This series I find is just fantastic, in English of course.
[00:16:18.000 --> 00:16:26.000]   They were perfect material for my budding reader in English to develop his reading skills very, very quickly in English.
[00:16:26.000 --> 00:16:37.000]   And so they were really useful for that. Short little books, perfectly written to be of interest to children, kind of fluffy, predictable for us as adults but just the right level of language.
[00:16:37.000 --> 00:16:41.000]   I did find the first five or six of these translated into Spanish.
[00:16:41.000 --> 00:16:47.000]   Unfortunately I haven't been able to find any more than those original five translated into Spanish.
[00:16:47.000 --> 00:16:53.000]   But those first five are available in written Spanish and also on Audible with the Spanish audiobooks.
[00:16:53.000 --> 00:17:00.000]   And so these have been a stable, a standard part of our portfolio of the audiobooks.
[00:17:00.000 --> 00:17:04.000]   I play these over and over. The children don't yet seem to tire of them.
[00:17:04.000 --> 00:17:10.000]   And I have the audiobook with a really good narrator. He speaks slowly, clearly, and they love the stories.
[00:17:10.000 --> 00:17:19.000]   The audiobook versions of these are under two hours start to finish. So I'm able to play them for the children when they're tired, when I don't want to read.
[00:17:19.000 --> 00:17:24.000]   I can put on the audiobook or we can have the written versions for those who are reading.
[00:17:24.000 --> 00:17:32.000]   So use that as an example and consider it for your English readers or for your language learners in Spanish. That would be a good example.
[00:17:32.000 --> 00:17:37.000]   Now for those that are a little bit advanced or learning a little bit more.
[00:17:37.000 --> 00:17:47.000]   The next series that I found in print that made such a big difference was an Enid Blyton series in Spanish called Los Cinco.
[00:17:47.000 --> 00:17:50.000]   In English it was originally published as The Famous Five.
[00:17:50.000 --> 00:17:56.000]   And it's the adventures and solving mysteries of these set of children and their dog.
[00:17:56.000 --> 00:18:05.000]   And my eldest just loved these. And so I wound up buying the entire Spanish translations of these books and the whole 21 set series.
[00:18:05.000 --> 00:18:09.000]   And he loved them. They're about 150 to 170 pages each.
[00:18:09.000 --> 00:18:15.000]   And that made all the difference in his Spanish ability. I haven't been able to find these in audiobook versions.
[00:18:15.000 --> 00:18:22.000]   And so I hired a native Spanish speaker to create for me my own custom audiobooks.
[00:18:22.000 --> 00:18:27.000]   I hired her to simply read them, create a recording of them, and then I play that recording for my children.
[00:18:27.000 --> 00:18:33.000]   Because my younger ones who are not readers, I want them to be exposed to the verbal language as well.
[00:18:33.000 --> 00:18:43.000]   And so that's something that I had to do because I couldn't find, I haven't been able to find great, really good Spanish audible material of what I am looking for.
[00:18:43.000 --> 00:18:50.000]   In Spanish another series that I've been able to find is Los Felices Hollister, The Happy Hollisters.
[00:18:50.000 --> 00:18:54.000]   Which is another series of older children's books written back in the 1940s and 50s.
[00:18:54.000 --> 00:19:00.000]   And I was able to find a bunch of these. What was fantastic about being in Spain is the used bookstores, right?
[00:19:00.000 --> 00:19:05.000]   I go into the used bookstores and that's where I can find them. I can find the series in five or six from this series, etc.
[00:19:05.000 --> 00:19:07.000]   And so that's been a phenomenal series.
[00:19:07.000 --> 00:19:12.000]   Now in France, similarly, I was able to find locally the materials that I needed.
[00:19:12.000 --> 00:19:21.000]   So the first set that I started buying was La Cabane Magique, the Magic Treehouse books in French.
[00:19:21.000 --> 00:19:25.000]   And these have been the best. Written by Mary Pope Osborne, of course well loved in English.
[00:19:25.000 --> 00:19:38.000]   They're these simple adventure stories, relatively short of these children who play in a magic treehouse that transports them through time and through location to all kinds of different eras where they can see all kinds of different things.
[00:19:38.000 --> 00:19:49.000]   This is perfect. This is perfect language material for young students because the stories are interesting, they're simple and the prose is simple.
[00:19:49.000 --> 00:19:57.000]   And so even with my translation, because we're still at the point with French where I read in French, I translate to English, read in French, translate to English.
[00:19:57.000 --> 00:20:05.000]   There are still lots of words that I don't know, but the words that I don't know, I only have to look them up about half the time because half the time I can get them in by context.
[00:20:05.000 --> 00:20:11.000]   For example, I also bought a bunch of books from another series that looked really cute when I was in France.
[00:20:11.000 --> 00:20:17.000]   I bought the translations of, I think it was originally published in English as Dumpster Dog, in French it's Champory.
[00:20:17.000 --> 00:20:24.000]   And so I got these Champory books because they looked really cool, they looked interesting, great illustrations, looked like they would engage the children.
[00:20:24.000 --> 00:20:32.000]   But these are really bad language materials for this stage of our learning because the books are filled with language jokes.
[00:20:32.000 --> 00:20:40.000]   They're filled with these little double entendres in the prose and so it makes it very difficult to read.
[00:20:40.000 --> 00:20:44.000]   I had to look up so many words in these books that it's frustrating and annoying.
[00:20:44.000 --> 00:20:50.000]   Someday we'll be ready for them, someday we'll understand the little inside language jokes, but at this point it's not great material.
[00:20:50.000 --> 00:21:00.000]   But I was able to, in a bookstore in France, see the whole Treehouse, little Treehouse series of something like 30-something books right there available for sale on the shelf.
[00:21:00.000 --> 00:21:10.000]   I only started with the first five in person, but I will order the next 25 probably over the internet or I'll fly back to France and pick up the, clear out the bookshelves of it because this is perfect.
[00:21:10.000 --> 00:21:17.000]   By the time I get through reading to my children this whole La Cabane Magique series, Magic Treehouse series, they'll speak French.
[00:21:17.000 --> 00:21:27.000]   And we'll probably do five of them with my translating and then the other 25 I'll just read them in French and without translation and their brains will pick it up.
[00:21:27.000 --> 00:21:35.000]   And then the other thing that has happened which has been so great is that my eight-year-old reading child started picking them up and finishing them himself.
[00:21:35.000 --> 00:21:43.000]   And so again, my six-year-old is not yet reading, still working on it in English and then my younger children are not yet reading.
[00:21:43.000 --> 00:21:50.000]   But I just salted these books all around in the house and my eight-year-old picked them up and started reading through them.
[00:21:50.000 --> 00:21:52.000]   And I have no idea, I cannot figure out what's going through his brain.
[00:21:52.000 --> 00:21:57.000]   I don't know and I don't test him on it, I don't try to suss it out, I just let it happen.
[00:21:57.000 --> 00:22:02.000]   But he'll sit up and he enjoys the books even though I have no idea what percentage he's understanding.
[00:22:02.000 --> 00:22:11.000]   I have no idea what his internal accent is but he reads the whole books and he knows the story of the plot of the book and that's easy in a language like French.
[00:22:11.000 --> 00:22:23.000]   Another series that I was able to find which was great is I was able to buy a bunch of that same Enid Blyton series called Le Club de Cinq, The Famous Five.
[00:22:23.000 --> 00:22:30.000]   And so I was able to start these and again these are perfect because now I can take a familiar story that they have read and loved in Spanish
[00:22:30.000 --> 00:22:37.000]   and now I can read it to them in French and it's long prose that simple stories that they'll be able to understand.
[00:22:37.000 --> 00:22:42.000]   Then there was the Geronimo Stilton series, what was this in English?
[00:22:42.000 --> 00:22:45.000]   I guess it's just called the Geronimo Stilton series.
[00:22:45.000 --> 00:22:49.000]   The first one here is La Sorrida de Mona Sorrisa.
[00:22:49.000 --> 00:22:56.000]   So like the smile of Mona, I don't know what it says in English but the smile of Mona Lisa.
[00:22:56.000 --> 00:23:00.000]   It's about some mice.
[00:23:00.000 --> 00:23:03.000]   So we haven't read this one yet but I also think this one's going to be pretty good.
[00:23:03.000 --> 00:23:14.000]   We'll see when we get through it because lots of good pictures but a simple story and lots of text that is narrative text where sentence follows sentence and it makes sense in their brains.
[00:23:14.000 --> 00:23:21.000]   So if you are looking and you're working on a project of trying to teach your children a language and you're struggling for material,
[00:23:21.000 --> 00:23:31.000]   my answer to you is get on an airplane, go to the country where they speak your target language and start browsing around some bookstores in that country.
[00:23:31.000 --> 00:23:35.000]   Look in new bookstores and/or look in used bookstores.
[00:23:35.000 --> 00:23:38.000]   I like the used bookstores because I like some of these older series.
[00:23:38.000 --> 00:23:47.000]   For example, I really like all of these old books from there was one syndicate, the Stratmire Syndicate who published all these novels,
[00:23:47.000 --> 00:23:52.000]   the Hardy Boys, the Nancy Drew, the Bobsey Twins, those were all published by the Stratmire Syndicate.
[00:23:52.000 --> 00:24:04.000]   And when there's foreign language translations of these, I think that these are really ideal material because they're older, they're quaint, they're simple and my children really enjoy them.
[00:24:04.000 --> 00:24:06.000]   Lots of newer stuff is available too.
[00:24:06.000 --> 00:24:11.000]   I'm very satisfied with these series that I have found and they're just making all the difference.
[00:24:11.000 --> 00:24:13.000]   And so this was a major boost to us.
[00:24:13.000 --> 00:24:17.000]   We struggled in the first four or five months of the year.
[00:24:17.000 --> 00:24:22.000]   In fact, for about two months, I just kind of gave up the French project because I knew I was like I need books but I don't have them.
[00:24:22.000 --> 00:24:26.000]   We're going to France in the summer, we'll get them there and then we'll pick up the project.
[00:24:26.000 --> 00:24:34.000]   And so since being in France where we started reading and I started reading to them every day, by the way, the way that I do it is breakfast, lunch and dinner.
[00:24:34.000 --> 00:24:39.000]   When we finish breakfast, I read as they're finishing because they eat slower than I do.
[00:24:39.000 --> 00:24:45.000]   I eat and then I read a chapter of the book and then lunch, when I have lunch with them, eat, read a chapter of the book.
[00:24:45.000 --> 00:24:51.000]   At dinner time, same kind of thing and then sometimes we'll read more at night during our reading time.
[00:24:51.000 --> 00:24:57.000]   So it's been great and so I'm much more optimistic about the progress that we are making and that we will make.
[00:24:57.000 --> 00:25:05.000]   And it was well worth our visit to France to be able to raid the bookstores and come home with a couple suitcases full of books.
[00:25:05.000 --> 00:25:07.000]   This makes all the difference in the world.
[00:25:07.000 --> 00:25:10.000]   I still struggle to figure out how to buy this stuff on Amazon.
[00:25:10.000 --> 00:25:15.000]   Even now that I know the titles, that was another big thing, I took lots of pictures of all the titles that I found in the bookstore.
[00:25:15.000 --> 00:25:17.000]   I was like, I can find these on Amazon.
[00:25:17.000 --> 00:25:23.000]   It's hard to get these things shipped even though you would think it's simple to get it shipped from France or from Spain to me, it's hard to get it shipped.
[00:25:23.000 --> 00:25:27.000]   And it's hard to train others to know how to shop for you.
[00:25:27.000 --> 00:25:31.000]   I had friends of mine in Spain that I would say, listen, this is what I'm looking for, can you go and find it for me?
[00:25:31.000 --> 00:25:34.000]   But I can't articulate it because I don't know the names.
[00:25:34.000 --> 00:25:40.000]   So, point is that if you are on this kind of adventure for yourself and your family, that's what I am looking for.
[00:25:40.000 --> 00:25:42.000]   We're making good progress.
[00:25:42.000 --> 00:25:46.000]   I'll report back in the future and we'll see what kind of progress we can make with French.
[00:25:46.000 --> 00:25:51.000]   But once again, now that I have finally found the right materials, graded readers were fine for a time.
[00:25:51.000 --> 00:25:53.000]   I bought more graded readers in a couple of bookstores as well.
[00:25:53.000 --> 00:25:55.000]   I'm not throwing those aside.
[00:25:55.000 --> 00:25:58.000]   But now that I've found these right materials, we're making really good progress.
[00:25:58.000 --> 00:26:00.000]   And I'm so excited about it.
[00:26:00.000 --> 00:26:02.000]   And I hope that we'll continue.
[00:26:02.000 --> 00:26:04.000]   And I'll share the successes and the failures with you.
[00:26:04.000 --> 00:26:06.000]   Thank you for listening.
[00:26:06.000 --> 00:26:11.000]   And I'll be back with you soon with more serious in-depth content as soon as I'm able to create it for you.
[00:26:11.000 --> 00:26:14.000]   Do more together this holiday in a new Chevy.
[00:26:14.000 --> 00:26:18.000]   Take on more adventure in the strong and capable Chevy Silverado.
[00:26:18.000 --> 00:26:20.000]   More confidence in the Chevy Equinox.
[00:26:20.000 --> 00:26:25.000]   Winner of the J.D. Power Award for Initial Quality Among Compact SUVs, 2 years running.
[00:26:25.000 --> 00:26:30.000]   And more value in the all-new Chevy Trax with an available 11-inch diagonal touchscreen.
[00:26:30.000 --> 00:26:32.000]   Spend the holidays together in a new Chevy.
[00:26:32.000 --> 00:26:34.000]   Click to learn more.
[00:26:34.000 --> 00:26:36.000]   Chevrolet. Together, let's drive.
[00:26:36.000 --> 00:26:41.000]   For J.D. Power 2023 U.S. Initial Quality Study Award information, visit jdpower.com/awards.

