
[00:00:00.000 --> 00:00:05.200]   [BLANK_AUDIO]
[00:04:05.040 --> 00:04:10.960]   So right now, multimodality is really one of the main frontiers of this new
[00:04:10.960 --> 00:04:15.600]   foundation model drive that we're all in right now.
[00:04:15.600 --> 00:04:17.760]   There's a thing called the McGurk effect.
[00:04:17.760 --> 00:04:19.640]   Let's see if it loads up.
[00:04:19.640 --> 00:04:25.240]   But so what we'll see when this loads is this guy over here,
[00:04:25.240 --> 00:04:28.960]   and we'll have the same audio effect being played.
[00:04:28.960 --> 00:04:33.040]   So the audio is exactly the same, and this man is gonna say something like,
[00:04:33.040 --> 00:04:35.920]   bah, bah, bah.
[00:04:35.920 --> 00:04:39.720]   And so you're hearing a bee there, I think, if you look at my mouth,
[00:04:39.720 --> 00:04:41.360]   because that's what I said.
[00:04:41.360 --> 00:04:46.200]   But if you then change the video to where he says, bah, bah, bah,
[00:04:46.200 --> 00:04:50.680]   with exactly the same audio, you're going to hear the other version.
[00:04:50.680 --> 00:04:54.160]   So unfortunately, I can't really swap in the different audio here, so
[00:04:54.160 --> 00:04:55.640]   you have to trust me for it.
[00:04:55.640 --> 00:04:59.000]   We might suddenly start hearing a guy saying, bah, bah, bah, and then.
[00:04:59.000 --> 00:05:02.480]   >> [LAUGH] >> All right, so
[00:05:02.480 --> 00:05:09.320]   multimodal applications, so when we have multiple modalities,
[00:05:09.320 --> 00:05:11.640]   we can do all kinds of interesting things.
[00:05:11.640 --> 00:05:14.720]   And as I said, most of the use cases we have on the Internet,
[00:05:14.720 --> 00:05:16.320]   they're all multimodal.
[00:05:16.320 --> 00:05:20.440]   And there are some really kind of obvious things we would be interested in
[00:05:20.440 --> 00:05:23.600]   if we have information from these different data sources,
[00:05:23.600 --> 00:05:25.600]   right, from different modalities.
[00:05:25.600 --> 00:05:28.000]   So obviously, we might want to do retrieval.
[00:05:28.000 --> 00:05:31.560]   So maybe given a bit of text, we want to find the right image.
[00:05:31.560 --> 00:05:34.960]   Or maybe given some image, we want to find the right text for it so
[00:05:34.960 --> 00:05:36.440]   we can match them up.
[00:05:36.440 --> 00:05:38.600]   Obviously, we can also do this in a generative setting.
[00:05:38.600 --> 00:05:41.080]   So then we have image captioning, which you probably heard of.
[00:05:41.080 --> 00:05:43.640]   We can do text to image generation.
[00:05:43.640 --> 00:05:46.200]   So that's image synthesis, and so stable diffusion.
[00:05:46.200 --> 00:05:48.880]   Everybody in the audience here has probably seen that.
[00:05:48.880 --> 00:05:52.920]   Then we can do visual question answering, where we have an image and text.
[00:05:52.920 --> 00:05:54.920]   And then we need to generate some new text.
[00:05:54.920 --> 00:05:57.560]   We have multimodal classification, where we have image and text, and
[00:05:57.560 --> 00:06:01.160]   we need to have a label, for example, whether something is hate speech or not.
[00:06:01.160 --> 00:06:05.920]   And then in general, we want to be able to have a richer understanding of
[00:06:05.920 --> 00:06:09.360]   information, which means that we combine images and text and then use it for
[00:06:09.360 --> 00:06:14.400]   downstream applications that require better understanding or better generation.
[00:06:14.400 --> 00:06:17.520]   So this field really is super hot right now.
[00:06:17.520 --> 00:06:20.000]   So there's this nice paper title.
[00:06:20.000 --> 00:06:23.480]   I predict that this paper is going to do really well in terms of citations,
[00:06:23.480 --> 00:06:25.880]   just because it has such a citable title.
[00:06:25.880 --> 00:06:29.000]   I think a lot of people are not actually going to read it.
[00:06:29.000 --> 00:06:32.080]   And so, I mean, I've been in this field for quite a while now, and
[00:06:32.080 --> 00:06:34.000]   people have been saying this for a really long time.
[00:06:34.000 --> 00:06:35.160]   I think Chris would agree.
[00:06:35.160 --> 00:06:39.560]   So for decades, people have been saying that multimodal is the next big thing.
[00:06:39.560 --> 00:06:40.920]   But now it's really true, I think.
[00:06:40.920 --> 00:06:44.080]   >> [LAUGH] >> All right, so
[00:06:44.080 --> 00:06:46.520]   the outline for what we're gonna be talking about.
[00:06:46.520 --> 00:06:49.560]   So first, I'm gonna tell you a little bit about early models.
[00:06:49.560 --> 00:06:53.200]   Then we're gonna do a bit of a deep dive on some of the specifics.
[00:06:53.200 --> 00:06:56.560]   Then we're gonna go over a particular type of fusion,
[00:06:56.560 --> 00:06:58.640]   contrastive models or late fusion.
[00:06:58.640 --> 00:07:01.760]   Then we're gonna go through a little bit of the history of
[00:07:01.760 --> 00:07:03.880]   multimodal foundation models.
[00:07:03.880 --> 00:07:06.000]   Then we're gonna talk a little bit about evaluation,
[00:07:06.000 --> 00:07:07.600]   a little bit about other modalities.
[00:07:07.600 --> 00:07:10.680]   And then I'll make some predictions for the future, and hopefully maybe give you
[00:07:10.680 --> 00:07:13.720]   some cool research ideas or things to talk or think about.
[00:07:13.720 --> 00:07:17.080]   All right, so obviously,
[00:07:17.080 --> 00:07:19.920]   there's a lot of work that happened before deep learning.
[00:07:19.920 --> 00:07:23.680]   But I think if you want to start from the deep learning revolution and
[00:07:23.680 --> 00:07:29.080]   what was happening in images and text, then a good starting point is,
[00:07:29.080 --> 00:07:33.880]   for example, Wasabi or Device or Richard Soker,
[00:07:33.880 --> 00:07:38.280]   who you've probably heard of, has done some really cool early work in this.
[00:07:38.280 --> 00:07:40.600]   They really pioneered a lot of these ideas.
[00:07:40.600 --> 00:07:45.960]   And the basic gist of this is that we have a vision model on the one hand,
[00:07:45.960 --> 00:07:47.800]   we have a language model.
[00:07:47.800 --> 00:07:48.760]   So this really, I mean,
[00:07:48.760 --> 00:07:51.600]   the first lecture of this course I think was about word embeddings, right?
[00:07:51.600 --> 00:07:54.240]   So that's just your basic word embedding model.
[00:07:54.240 --> 00:07:58.560]   And now we need to figure out how to align them in the same multimodal space.
[00:07:58.560 --> 00:08:01.640]   So the way you do that is you get some sort of similarity metric, right?
[00:08:01.640 --> 00:08:03.720]   A score function or like a kernel function,
[00:08:03.720 --> 00:08:07.400]   if you're thinking about this from a support vector machine literature perspective.
[00:08:07.400 --> 00:08:13.160]   And now you need to figure out in a max margin or margin loss,
[00:08:13.160 --> 00:08:16.360]   how you want to align these two points in your embedding space, right?
[00:08:16.360 --> 00:08:18.800]   So things that are similar, you want to bring them closer together.
[00:08:18.800 --> 00:08:21.720]   Things that are not, you want to bring them further apart.
[00:08:21.720 --> 00:08:24.960]   And if you do that in this multimodal embedding space,
[00:08:24.960 --> 00:08:28.840]   that means that you can do interesting cross-modal transfer,
[00:08:28.840 --> 00:08:32.840]   where you can take the word embedding for something like auto or like horse,
[00:08:32.840 --> 00:08:36.720]   and then you can find close images in the embedding space to that thing.
[00:08:36.720 --> 00:08:39.960]   And now you've solved the retrieval problem.
[00:08:39.960 --> 00:08:42.280]   So this is a really nice early application.
[00:08:42.280 --> 00:08:46.400]   And I think a lot of this stuff that I'm going to talk about in the early slides,
[00:08:46.400 --> 00:08:49.000]   you're going to see this thing come over and over again.
[00:08:49.000 --> 00:08:52.040]   You're going to see it get kind of reinvented with fancier models,
[00:08:52.040 --> 00:08:53.760]   but it's basically all the same stuff.
[00:08:54.760 --> 00:08:59.080]   So you can do cross-modal transfer where you have images and text,
[00:08:59.080 --> 00:09:03.640]   but you can also combine them together so that you get a multimodal word embedding.
[00:09:03.640 --> 00:09:08.000]   And so this just gives you a more accurate representation
[00:09:08.000 --> 00:09:10.600]   of how humans understand word meaning.
[00:09:10.600 --> 00:09:14.200]   Because when we think about the word moon or cat or something,
[00:09:14.200 --> 00:09:18.320]   we can go to Wikipedia and read that a cat is a small carnivorous mammal
[00:09:18.320 --> 00:09:20.080]   that people like to keep as pets.
[00:09:20.080 --> 00:09:22.200]   Or we can just go and look at pictures of cats,
[00:09:22.200 --> 00:09:24.400]   and now we understand what a cat is.
[00:09:24.400 --> 00:09:26.720]   And I would argue actually that for a lot of people,
[00:09:26.720 --> 00:09:31.240]   the picture of the cat is much closer to the meaning of the concept of cat.
[00:09:31.240 --> 00:09:36.360]   So some early work where people were trying to do this
[00:09:36.360 --> 00:09:39.960]   is from Bruni et al. where they did multimodal distributional semantics
[00:09:39.960 --> 00:09:44.160]   using this very elegant approach called bag of visual words.
[00:09:44.160 --> 00:09:48.600]   So just like who has heard of bag of visual words?
[00:09:48.600 --> 00:09:49.480]   Very few people.
[00:09:49.480 --> 00:09:53.160]   Okay, so it's surprisingly simple, and so I kind of like it.
[00:09:53.160 --> 00:09:54.480]   It's nicely elegant.
[00:09:54.480 --> 00:09:57.160]   So you take a picture of a moon in this case.
[00:09:57.160 --> 00:09:58.720]   I think you can see it in the back too, right?
[00:09:58.720 --> 00:10:03.760]   So we use an algorithm like SIFT to find interesting key points.
[00:10:03.760 --> 00:10:08.040]   So it's sort of where the difference between the pixels and the pixels next to it,
[00:10:08.040 --> 00:10:13.080]   where that difference is big, those are sort of the spots you want to be looking at.
[00:10:13.080 --> 00:10:16.960]   And for each of these key points, you get feature descriptors.
[00:10:16.960 --> 00:10:20.480]   So relatively small vectors like 32-dimensional events
[00:10:20.480 --> 00:10:23.080]   are kind of on the implementation of this.
[00:10:23.080 --> 00:10:25.440]   And what you can do now with these feature descriptors
[00:10:25.440 --> 00:10:27.840]   is you can cluster them using k-means,
[00:10:27.840 --> 00:10:31.400]   and then you assign every one of these points
[00:10:31.400 --> 00:10:33.360]   so you can count how often they occur, right?
[00:10:33.360 --> 00:10:36.560]   So in this picture of the moon, we have like actually the count is...
[00:10:36.560 --> 00:10:38.600]   Oh, yeah, so there are three like red dots, right?
[00:10:38.600 --> 00:10:41.520]   So that's why the red dot one is three.
[00:10:41.520 --> 00:10:46.000]   So what that gives you is an idea of the visual words,
[00:10:46.000 --> 00:10:48.280]   very similar to the original bag of words model
[00:10:48.280 --> 00:10:52.400]   that you hopefully have heard about maybe in the first lecture.
[00:10:52.400 --> 00:10:56.040]   So that's the visual equivalent of the textual thing.
[00:10:56.040 --> 00:10:58.800]   And so if you do this and you then concatenate
[00:10:58.800 --> 00:11:00.840]   or you apply SVD to fuse the information,
[00:11:00.840 --> 00:11:03.200]   what you get is a word embedding
[00:11:03.200 --> 00:11:06.560]   that is much more representative of human meaning.
[00:11:06.560 --> 00:11:09.040]   So, you know, as reflected in the datasets
[00:11:09.040 --> 00:11:12.600]   that people used to care about at the time.
[00:11:12.600 --> 00:11:15.360]   So after that, there were a couple of people,
[00:11:15.360 --> 00:11:17.520]   me included, who tried to take these ideas
[00:11:17.520 --> 00:11:19.320]   and then really apply deep learning to them.
[00:11:19.320 --> 00:11:22.400]   So some of the very early versions of this
[00:11:22.400 --> 00:11:24.760]   use convolutional neural networks,
[00:11:24.760 --> 00:11:28.720]   and then you can transfer the features from your conf net
[00:11:28.720 --> 00:11:30.400]   and you take your word embeddings,
[00:11:30.400 --> 00:11:32.480]   which you've seen in the first lecture,
[00:11:32.480 --> 00:11:34.600]   and then you can concatenate them.
[00:11:34.600 --> 00:11:36.640]   Now you have a multimodal word vector,
[00:11:36.640 --> 00:11:38.520]   or you can do something slightly fancier.
[00:11:38.520 --> 00:11:40.960]   So you've seen the skip-gram model.
[00:11:40.960 --> 00:11:43.720]   You can also try to do skip-gram predictions
[00:11:43.720 --> 00:11:45.320]   onto image features, right?
[00:11:45.320 --> 00:11:48.000]   So when you see a word like cat in some context,
[00:11:48.000 --> 00:11:50.680]   like the cute little cat sat on the mat,
[00:11:50.680 --> 00:11:54.280]   then when you see cat, you also want to predict cat pictures.
[00:11:54.280 --> 00:11:56.400]   So super easy ideas, but it turned out
[00:11:56.400 --> 00:11:59.440]   that this gives you much richer word representations.
[00:11:59.440 --> 00:12:00.680]   So that's kind of cool,
[00:12:00.680 --> 00:12:02.880]   but obviously words are very limited.
[00:12:02.880 --> 00:12:06.080]   What we really care about is not words, but sentences.
[00:12:06.080 --> 00:12:08.360]   So then people started really looking
[00:12:08.360 --> 00:12:12.360]   into sentence representations and how can we figure out
[00:12:12.360 --> 00:12:14.760]   how to get compositional understanding
[00:12:14.760 --> 00:12:16.360]   in these sentence representations
[00:12:16.360 --> 00:12:18.960]   and how do we align that with images?
[00:12:18.960 --> 00:12:22.480]   So the loss here is very similar
[00:12:22.480 --> 00:12:24.360]   to what we saw with words and pictures,
[00:12:24.360 --> 00:12:27.320]   but now we just have a sentence encoder, right?
[00:12:27.320 --> 00:12:29.440]   And so there's some really cool early papers
[00:12:29.440 --> 00:12:31.640]   from Andrej Kropotky and Richard Soker
[00:12:31.640 --> 00:12:33.360]   also had some work here.
[00:12:33.360 --> 00:12:37.880]   And then, so the basic idea is just that
[00:12:37.880 --> 00:12:39.440]   instead of having these word embeddings,
[00:12:39.440 --> 00:12:42.120]   we now have an LSTM in these papers
[00:12:42.120 --> 00:12:44.240]   or some other kind of recurrent neural network,
[00:12:44.240 --> 00:12:47.360]   or in the case of this one, recursive neural network,
[00:12:47.360 --> 00:12:50.400]   and then we try to align the features together.
[00:12:50.400 --> 00:12:53.320]   And so these three or four papers
[00:12:53.320 --> 00:12:54.360]   are actually very important.
[00:12:54.360 --> 00:12:56.320]   This one by me is less important,
[00:12:56.320 --> 00:12:57.680]   but it's still kind of interesting
[00:12:57.680 --> 00:13:02.160]   because we showed here that grounded sentence representation.
[00:13:02.160 --> 00:13:04.520]   So if you actually just use this part here
[00:13:04.520 --> 00:13:07.440]   as a sentence encoder for NLP tasks,
[00:13:07.440 --> 00:13:09.840]   the ability to just predict pictures from it
[00:13:09.840 --> 00:13:12.800]   already gives you a really good sentence representation.
[00:13:12.800 --> 00:13:15.560]   Right, so just by predicting pictures,
[00:13:15.560 --> 00:13:17.720]   you can sort of imagine what things look like,
[00:13:17.720 --> 00:13:19.800]   and that gives you a really good meaning representation,
[00:13:19.800 --> 00:13:22.000]   which you can then transfer to, I don't know,
[00:13:22.000 --> 00:13:24.360]   sentiment classification or something else.
[00:13:24.360 --> 00:13:30.720]   And then of course, once we have sentence encoders,
[00:13:30.720 --> 00:13:33.040]   or then we also have decoders,
[00:13:33.040 --> 00:13:36.440]   and so when the sequence-to-sequence architecture came out,
[00:13:36.440 --> 00:13:39.160]   which you've probably also heard about in this course,
[00:13:39.160 --> 00:13:42.160]   what you can do instead of having a text encoder
[00:13:42.160 --> 00:13:43.440]   for like your source language,
[00:13:43.440 --> 00:13:44.800]   if you're doing machine translation,
[00:13:44.800 --> 00:13:49.800]   is you can plug in a conf net instead of an LSTM encoder,
[00:13:49.800 --> 00:13:51.680]   and now you can generate captions.
[00:13:51.680 --> 00:13:53.840]   So that's exactly what people did.
[00:13:53.840 --> 00:13:56.400]   We used to have all of these fancy diagrams in our papers
[00:13:56.400 --> 00:13:59.160]   then where we explained LSTM and how that works.
[00:13:59.160 --> 00:14:01.560]   Probably people don't learn that anymore these days.
[00:14:01.560 --> 00:14:02.400]   They do?
[00:14:02.400 --> 00:14:03.240]   - Mostly for LSTM.
[00:14:03.240 --> 00:14:04.400]   - Very good.
[00:14:04.400 --> 00:14:06.320]   They might make a comeback, I think, you know,
[00:14:06.320 --> 00:14:09.360]   at some point, transformers are gonna go away.
[00:14:09.360 --> 00:14:10.200]   We'll see.
[00:14:10.200 --> 00:14:14.680]   And so one of the things that people figured out
[00:14:14.680 --> 00:14:16.600]   in machine translation very early on
[00:14:16.600 --> 00:14:19.280]   is that you can do alignment of words
[00:14:19.280 --> 00:14:21.760]   between your source language and your target language,
[00:14:21.760 --> 00:14:24.040]   and you can do the same thing actually with images, right?
[00:14:24.040 --> 00:14:28.760]   So if you want to align a word in your generated sequence
[00:14:28.760 --> 00:14:30.200]   with something in your picture,
[00:14:30.200 --> 00:14:33.480]   then you can use the same approach for that,
[00:14:33.480 --> 00:14:35.720]   and that approach, of course, is called attention, right?
[00:14:35.720 --> 00:14:38.280]   So, you know, you learned a lot about attention
[00:14:38.280 --> 00:14:40.760]   probably in this course, and so, yeah,
[00:14:40.760 --> 00:14:42.400]   that was one of the building blocks
[00:14:42.400 --> 00:14:43.480]   of these systems as well
[00:14:43.480 --> 00:14:45.720]   where you can do very interesting things
[00:14:45.720 --> 00:14:49.080]   and really see that when it has to generate stop
[00:14:49.080 --> 00:14:50.120]   for the stop sign,
[00:14:50.120 --> 00:14:52.720]   that it's really actually looking at the stop sign, right?
[00:14:52.720 --> 00:14:55.760]   So there's a really cool alignment going on there
[00:14:55.760 --> 00:14:56.720]   in these models.
[00:14:56.720 --> 00:15:00.480]   And so the final kind of early model
[00:15:00.480 --> 00:15:04.160]   we should talk about a little bit is GANs.
[00:15:04.160 --> 00:15:05.600]   Who here has heard of GANs?
[00:15:05.600 --> 00:15:09.200]   Okay, that's a lot more than visual words.
[00:15:09.200 --> 00:15:11.080]   I guess that makes sense.
[00:15:11.080 --> 00:15:14.160]   And so, yeah, the basic idea of a GAN
[00:15:14.160 --> 00:15:16.480]   is really that you have this generator and discriminator,
[00:15:16.480 --> 00:15:19.400]   and you want to have the generator generate images
[00:15:19.400 --> 00:15:23.120]   that the discriminator cannot distinguish from,
[00:15:23.120 --> 00:15:25.640]   so it cannot distinguish fake and real images, right?
[00:15:25.640 --> 00:15:26.480]   And if you do that,
[00:15:26.480 --> 00:15:30.040]   you can actually condition that on the piece of text,
[00:15:30.040 --> 00:15:32.440]   and then you can generate images
[00:15:32.520 --> 00:15:35.040]   using some text prompt, right?
[00:15:35.040 --> 00:15:38.280]   So that's what kind of the first versions
[00:15:38.280 --> 00:15:40.560]   of stable diffusion were doing things like this,
[00:15:40.560 --> 00:15:43.840]   and it's all a natural progression to that model.
[00:15:43.840 --> 00:15:47.240]   So those were the early models.
[00:15:47.240 --> 00:15:51.480]   Maybe, do people have any burning questions about this,
[00:15:51.480 --> 00:15:52.880]   or does this all make sense?
[00:15:52.880 --> 00:15:56.360]   All right.
[00:15:56.360 --> 00:15:58.960]   So let's do a bit of a deeper dive then
[00:15:58.960 --> 00:16:02.040]   in particular on features and fusion.
[00:16:02.040 --> 00:16:04.040]   So those are really the kind of core building blocks
[00:16:04.040 --> 00:16:06.000]   for all of this multimodal stuff.
[00:16:06.000 --> 00:16:08.760]   But before we go there, maybe very briefly,
[00:16:08.760 --> 00:16:11.640]   like if all of this multimodal stuff is cool
[00:16:11.640 --> 00:16:15.680]   and sort of useful and doesn't look that difficult,
[00:16:15.680 --> 00:16:18.520]   like why aren't we all doing multimodal things?
[00:16:18.520 --> 00:16:21.920]   So why do we focus on specific modalities?
[00:16:21.920 --> 00:16:23.400]   And I think there are a couple of problems
[00:16:23.400 --> 00:16:24.680]   just to be aware of.
[00:16:24.680 --> 00:16:28.120]   So one is modalities can sometimes dominate,
[00:16:28.120 --> 00:16:30.600]   especially text is much more dominant
[00:16:30.600 --> 00:16:33.160]   than vision or audio in many use cases, right?
[00:16:33.160 --> 00:16:35.320]   So you can already just have a model
[00:16:35.320 --> 00:16:36.960]   that picks up on the text signal
[00:16:36.960 --> 00:16:39.280]   and basically learns to ignore the image completely,
[00:16:39.280 --> 00:16:41.240]   which actually happened embarrassingly
[00:16:41.240 --> 00:16:43.520]   for visual question answering, we'll get to that.
[00:16:43.520 --> 00:16:45.600]   So visual question answering, you could do that
[00:16:45.600 --> 00:16:47.600]   without actually looking at the picture.
[00:16:47.600 --> 00:16:51.760]   Additional modalities can add a lot of noise.
[00:16:51.760 --> 00:16:54.920]   So it makes your machine learning problem more difficult.
[00:16:54.920 --> 00:16:56.600]   You don't always have full coverage, right?
[00:16:56.600 --> 00:16:58.400]   So as I said, if you look at Facebook posts,
[00:16:58.400 --> 00:17:00.280]   sometimes you have text, sometimes you have pictures,
[00:17:00.280 --> 00:17:01.280]   sometimes you have both,
[00:17:01.280 --> 00:17:03.400]   but you don't have a guarantee that you always have both.
[00:17:03.400 --> 00:17:04.880]   So how do you deal with that?
[00:17:04.880 --> 00:17:07.480]   In many cases, we just really weren't ready.
[00:17:07.480 --> 00:17:10.080]   It was too complicated to implement stuff.
[00:17:10.080 --> 00:17:13.160]   And also just in general, like how to design your model
[00:17:13.160 --> 00:17:16.640]   really to combine all the information
[00:17:16.640 --> 00:17:18.040]   is actually quite complicated.
[00:17:18.040 --> 00:17:23.040]   So in order to maybe drive that point home a little bit,
[00:17:23.040 --> 00:17:28.200]   so featurizing text, I guess we all know how to do that
[00:17:28.200 --> 00:17:30.760]   by now, especially sort of in the age of transformers
[00:17:30.760 --> 00:17:33.080]   and before in LSTMs, where we just have like,
[00:17:33.080 --> 00:17:34.920]   you have your batch by your sequence.
[00:17:34.920 --> 00:17:38.160]   So batch size by sequence length by embedding size, right?
[00:17:38.160 --> 00:17:41.320]   So it's always like a 3D tensor,
[00:17:41.320 --> 00:17:43.880]   and that's how you encode your textual information
[00:17:43.880 --> 00:17:46.520]   when you pump it through your neural net.
[00:17:46.520 --> 00:17:48.720]   And so with images, it's slightly trickier
[00:17:48.720 --> 00:17:51.800]   because you can just kind of look at the patches,
[00:17:51.800 --> 00:17:53.360]   but then if you do convolutions,
[00:17:53.360 --> 00:17:55.400]   you're kind of like shifting over the image
[00:17:55.400 --> 00:17:57.840]   and then you're aggregating, right?
[00:17:57.840 --> 00:18:01.160]   And in many cases, you don't really want to be this uniform.
[00:18:01.160 --> 00:18:03.080]   You want to have something that actually looks
[00:18:03.080 --> 00:18:05.120]   at the things in the picture, right?
[00:18:05.120 --> 00:18:07.000]   So this is called region features,
[00:18:07.000 --> 00:18:08.680]   where you would use an object detector
[00:18:08.680 --> 00:18:11.200]   as a first step for processing your image.
[00:18:11.200 --> 00:18:13.000]   And then you would have a confident backbone
[00:18:13.000 --> 00:18:16.520]   that encodes the features for that particular sub image,
[00:18:16.520 --> 00:18:18.480]   like this guy's like skateboard or something.
[00:18:18.480 --> 00:18:21.080]   It has its own like vector representation, right?
[00:18:21.080 --> 00:18:24.040]   And then in terms of dense features,
[00:18:24.040 --> 00:18:25.720]   we now also have vision transformers.
[00:18:25.720 --> 00:18:28.000]   So we'll just very quickly go over that
[00:18:28.000 --> 00:18:29.800]   to make sure we're on the same page.
[00:18:29.800 --> 00:18:31.400]   So there are all these models like YOLO
[00:18:31.400 --> 00:18:34.280]   is a really good one if you haven't heard of that yet.
[00:18:34.280 --> 00:18:37.840]   So we're at YOLO v7 now, I think, or eight, I don't know.
[00:18:37.840 --> 00:18:41.640]   So there's a new one coming out every other year
[00:18:41.640 --> 00:18:42.840]   or something.
[00:18:42.840 --> 00:18:46.320]   But the basic idea is that we get these bounding boxes
[00:18:46.320 --> 00:18:49.000]   for things in the images are actually segmentations,
[00:18:49.000 --> 00:18:51.080]   but the bounding boxes is what people tend to use
[00:18:51.080 --> 00:18:52.560]   and they have labels, right?
[00:18:52.560 --> 00:18:54.840]   So this is labeled like backpack or something.
[00:18:54.840 --> 00:18:57.560]   And so you can do this as a pre-processing step
[00:18:57.560 --> 00:19:00.920]   on your image to get a much richer representation
