
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:02:36.480 --> 00:02:40.680]   has unfolded, has grown nearer and dearer to my heart.
[00:02:40.680 --> 00:02:44.400]   So I am so excited to talk about this today with you.
[00:02:44.400 --> 00:02:47.380]   - And I'm excited to explore with you
[00:02:47.380 --> 00:02:50.500]   the ways that I have changed.
[00:02:50.500 --> 00:02:55.500]   I tended to be a real, and I still am.
[00:02:55.500 --> 00:02:57.520]   Let's be real about this.
[00:02:57.520 --> 00:03:01.940]   I still am a very type A, driven, make a list,
[00:03:01.940 --> 00:03:06.480]   set a priority, and have interim goals and all these steps.
[00:03:06.480 --> 00:03:10.460]   That is who I am naturally in my personality,
[00:03:10.460 --> 00:03:13.240]   and the Holy Spirit is helping me
[00:03:13.240 --> 00:03:18.240]   to recover from the worst of that and keep the best of that.
[00:03:19.080 --> 00:03:23.960]   But it has been a journey for me, like you alluded to.
[00:03:23.960 --> 00:03:26.220]   All the years of homeschooling,
[00:03:26.220 --> 00:03:31.220]   the Lord has used to sand off a lot of my rough edges.
[00:03:31.220 --> 00:03:35.540]   I'm sure I have plenty left,
[00:03:35.540 --> 00:03:40.480]   but I am learning a lot about the power of small habits.
[00:03:40.480 --> 00:03:42.180]   So let me start, I wanna ask you,
[00:03:42.180 --> 00:03:46.000]   just kinda set the tone and let some of my online friends
[00:03:46.000 --> 00:03:48.540]   get to know my in-person friend.
[00:03:48.540 --> 00:03:51.800]   What are some of the big goals
[00:03:51.800 --> 00:03:54.600]   that you have set in your life?
[00:03:54.600 --> 00:03:58.980]   And you can go as far back as you want to,
[00:03:58.980 --> 00:04:02.460]   or as recent as you are comfortable with.
[00:04:02.460 --> 00:04:06.320]   What are some of the big goals you've set in your life?
[00:04:06.320 --> 00:04:09.160]   - Well, let me first, before I answer this question,
[00:04:09.160 --> 00:04:12.600]   say that you and I are cut from the same kinda cloth.
[00:04:12.600 --> 00:04:13.440]   - I know.
[00:04:13.440 --> 00:04:17.100]   - That I am a reforming type A.
[00:04:17.100 --> 00:04:19.740]   I used to say that I was a type A plus.
[00:04:19.740 --> 00:04:21.160]   How terrible is that?
[00:04:21.160 --> 00:04:22.000]   - I know, right?
[00:04:22.000 --> 00:04:23.560]   It fits your personality though.
[00:04:23.560 --> 00:04:28.060]   - Yes, but I think I was born setting goals for myself.
[00:04:28.060 --> 00:04:33.060]   The one that comes to mind that I can distinctly recall
[00:04:33.060 --> 00:04:35.880]   was probably the first time in my life
[00:04:35.880 --> 00:04:39.840]   that I set a goal and took steps to achieve it
[00:04:39.840 --> 00:04:43.020]   was when I was in high school my freshman year,
[00:04:43.020 --> 00:04:45.400]   and I discovered what a valedictorian was.
[00:04:45.860 --> 00:04:50.860]   I was an academic to the core,
[00:04:50.860 --> 00:04:52.800]   and I delighted in learning.
[00:04:52.800 --> 00:04:53.780]   I loved learning.
[00:04:53.780 --> 00:04:55.900]   I've always loved learning.
[00:04:55.900 --> 00:04:59.200]   But when I found out that the valedictorian
[00:04:59.200 --> 00:05:02.920]   of our senior class would get to stand and give a speech,
[00:05:02.920 --> 00:05:06.340]   and wear a medal, and that that honor would be bestowed
[00:05:06.340 --> 00:05:08.940]   on the student who had the highest
[00:05:08.940 --> 00:05:10.580]   numeric grade point average,
[00:05:10.580 --> 00:05:14.420]   oh, I wanted so desperately for that to be me.
[00:05:14.420 --> 00:05:18.140]   And so, it's humorous when I look back on it.
[00:05:18.140 --> 00:05:20.440]   At that time, it was very serious.
[00:05:20.440 --> 00:05:23.000]   But in high school, in my class,
[00:05:23.000 --> 00:05:26.460]   I had two very dear friends,
[00:05:26.460 --> 00:05:29.180]   and the three of us were neck and neck.
[00:05:29.180 --> 00:05:30.320]   That was our goal.
[00:05:30.320 --> 00:05:33.220]   And it was a good thing for the three of us
[00:05:33.220 --> 00:05:35.740]   because we kept it from being a bad thing.
[00:05:35.740 --> 00:05:39.360]   We would encourage each other on.
[00:05:39.360 --> 00:05:43.660]   I successfully learned how to calculate a GPA.
[00:05:43.660 --> 00:05:45.260]   (laughing)
[00:05:45.260 --> 00:05:46.860]   - We're timely, no doubt.
[00:05:46.860 --> 00:05:49.260]   - Yes, so that's a skill that,
[00:05:49.260 --> 00:05:52.860]   as we're now graduating our children from homeschool,
[00:05:52.860 --> 00:05:54.780]   has come in handy.
[00:05:54.780 --> 00:05:58.580]   But it was a goal that I remember I would,
[00:05:58.580 --> 00:06:00.500]   I worked hard, Lisa.
[00:06:00.500 --> 00:06:03.780]   I mean, I kept that goal in mind,
[00:06:03.780 --> 00:06:07.700]   and praise the Lord to His glory, and not to my own.
[00:06:07.700 --> 00:06:09.980]   That was an honor that I achieved
[00:06:09.980 --> 00:06:11.460]   when I graduated from high school.
[00:06:11.460 --> 00:06:14.300]   And I still have the medal from that.
[00:06:14.300 --> 00:06:15.380]   And at that time, I thought,
[00:06:15.380 --> 00:06:17.140]   "Oh, I'm going to cherish this forever."
[00:06:17.140 --> 00:06:18.820]   Well, let me just tell you,
[00:06:18.820 --> 00:06:22.420]   it's been sitting in a box in my parents' house
[00:06:22.420 --> 00:06:24.740]   for the past, I won't say how many years,
[00:06:24.740 --> 00:06:29.740]   but the ability to set goals
[00:06:29.740 --> 00:06:34.020]   and build habits to achieve those goals
[00:06:34.020 --> 00:06:36.660]   is something I still keep with me now,
[00:06:36.660 --> 00:06:39.300]   which is infinitely more valuable
[00:06:39.300 --> 00:06:40.760]   than that sad little medal.
[00:06:41.760 --> 00:06:43.680]   Absolutely, and I love that.
[00:06:43.680 --> 00:06:48.600]   There are valuable lessons that you learn
[00:06:48.600 --> 00:06:52.120]   when you set big goals.
[00:06:52.120 --> 00:06:54.280]   But let me ask you this.
[00:06:54.280 --> 00:06:59.280]   How did you achieve this goal?
[00:06:59.280 --> 00:07:04.080]   I mean, were they all, you made a plan,
[00:07:04.080 --> 00:07:05.800]   I'm sure, knowing you.
[00:07:05.800 --> 00:07:09.160]   I know that you had a plan
[00:07:09.160 --> 00:07:13.760]   Were the plans very detailed?
[00:07:13.760 --> 00:07:14.720]   Were they big?
[00:07:14.720 --> 00:07:19.720]   How often did you change them or alter them?
[00:07:19.720 --> 00:07:25.280]   Well, because my goal was academic,
[00:07:25.280 --> 00:07:27.980]   I knew that I needed to study.
[00:07:27.980 --> 00:07:30.880]   And so I needed to give myself accountability
[00:07:30.880 --> 00:07:34.000]   to study well and perform as well as I could
[00:07:34.000 --> 00:07:35.240]   on the quizzes and tests
[00:07:35.240 --> 00:07:37.400]   so that I would have a higher average.
[00:07:37.400 --> 00:07:41.720]   But I soon realized that it wasn't merely the performance
[00:07:41.720 --> 00:07:44.160]   and the numeric grade that would help me
[00:07:44.160 --> 00:07:46.240]   to reach my end goal.
[00:07:46.240 --> 00:07:49.080]   I needed to have better study habits.
[00:07:49.080 --> 00:07:52.800]   I needed to prioritize different things in my life.
[00:07:52.800 --> 00:07:55.600]   And I will admit to you, at the end of my freshman year,
[00:07:55.600 --> 00:07:57.960]   I felt very overwhelmed.
[00:07:57.960 --> 00:08:00.320]   Partially because I knew I would have to work hard
[00:08:00.320 --> 00:08:02.200]   for three more years.
[00:08:02.200 --> 00:08:06.880]   And then I would have to continue to be consistent.
[00:08:06.880 --> 00:08:10.400]   But I felt overwhelmed because at first,
[00:08:10.400 --> 00:08:15.040]   I did not break this goal down into small, manageable steps.
[00:08:15.040 --> 00:08:17.480]   It was simply do better.
[00:08:17.480 --> 00:08:21.280]   And that thought was not helpful to me.
[00:08:21.280 --> 00:08:23.320]   That was the goal I wanted to reach.
[00:08:23.320 --> 00:08:25.340]   I wanted to do better.
[00:08:25.340 --> 00:08:29.240]   But I really had to spend time thinking about
[00:08:29.240 --> 00:08:34.020]   what were the habits that I needed to build
[00:08:34.020 --> 00:08:36.720]   in order to be that valedictorian?
[00:08:36.720 --> 00:08:41.040]   What were the steps, the manageable small steps
[00:08:41.040 --> 00:08:45.180]   that I needed to take in order to reach that end goal?
[00:08:45.180 --> 00:08:49.560]   And when my focus changed from do better
[00:08:49.560 --> 00:08:53.760]   to what is the next thing that I need to do?
[00:08:53.760 --> 00:08:57.940]   What is the next thing that I need to be consistent
[00:08:57.940 --> 00:09:01.040]   and disciplined about maintaining?
[00:09:01.040 --> 00:09:05.160]   Then suddenly that goal seemed doable
[00:09:05.160 --> 00:09:09.400]   and not quite so daunting because I could take action.
[00:09:09.400 --> 00:09:12.640]   And I think that was a major key for me
[00:09:12.640 --> 00:09:14.040]   in being successful.
[00:09:14.040 --> 00:09:18.800]   The change in my mindset really helped me
[00:09:18.800 --> 00:09:20.680]   to make that goal attainable.
[00:09:20.680 --> 00:09:23.680]   - That is awesome.
[00:09:23.680 --> 00:09:24.520]   That is awesome.
[00:09:24.520 --> 00:09:29.240]   Okay, so listeners, what I hope that you wrote down
[00:09:29.240 --> 00:09:31.360]   in your mind, if not on a piece of paper,
[00:09:31.360 --> 00:09:36.360]   from what Kelly said, is that it's not just the big
[00:09:36.360 --> 00:09:41.600]   general goals of do better and study harder
[00:09:41.600 --> 00:09:44.780]   and finish more assignments.
[00:09:44.780 --> 00:09:49.780]   It's the specific measurable goals that lead you
[00:09:49.780 --> 00:09:54.900]   to be consistent and persistent and to take action.
[00:09:54.900 --> 00:09:58.640]   That's really good.
[00:09:58.640 --> 00:09:59.840]   Let me ask you this, Kelly.
[00:09:59.840 --> 00:10:04.840]   Do you feel like you are generally a productive person?
[00:10:04.840 --> 00:10:08.200]   - I think so.
[00:10:08.200 --> 00:10:10.080]   When I think about the word productive,
[00:10:10.080 --> 00:10:12.880]   I think that there's another P word
[00:10:12.880 --> 00:10:15.440]   that is associated with that and that's progress.
[00:10:15.440 --> 00:10:19.520]   And if you're productive, you should feel like
[00:10:19.520 --> 00:10:23.680]   you're moving forward in the most positive of ways
[00:10:23.680 --> 00:10:27.880]   to near a goal, to accomplish a goal.
[00:10:27.880 --> 00:10:30.320]   And I think over time, though, productivity
[00:10:30.320 --> 00:10:34.120]   has looked different in our homeschooling years
[00:10:34.120 --> 00:10:36.840]   based on the ages of our children.
[00:10:36.840 --> 00:10:40.680]   When my children were small, I would take out a notepad
[00:10:40.680 --> 00:10:43.720]   each day and I would write down three main things
[00:10:43.720 --> 00:10:45.720]   that I wanted to accomplish.
[00:10:45.720 --> 00:10:49.160]   And if I did those three things, that was a productive day.
[00:10:49.160 --> 00:10:52.140]   As my children have gotten older and more independent,
[00:10:52.140 --> 00:10:56.640]   my definition of productivity has changed
[00:10:56.640 --> 00:10:58.880]   because of how much I'm able to accomplish
[00:10:58.880 --> 00:11:02.520]   over the course of the day as that independence
[00:11:02.520 --> 00:11:03.960]   has grown in my children
[00:11:03.960 --> 00:11:07.160]   and I've transferred that over to them.
[00:11:07.160 --> 00:11:10.840]   So if you're a listener who has really small children,
[00:11:10.840 --> 00:11:14.120]   you may look at what you're able to accomplish and think,
[00:11:14.120 --> 00:11:15.760]   oh, I don't do that much.
[00:11:15.760 --> 00:11:20.240]   Well, there's a lot of invisible tasks that right now
[00:11:20.240 --> 00:11:24.400]   you are investing your time and energy into
[00:11:24.400 --> 00:11:28.160]   that is productive, that is creating progress,
[00:11:28.160 --> 00:11:32.620]   but you might not see the end result right now,
[00:11:32.620 --> 00:11:36.920]   but you are helping to create habits even in your children
[00:11:36.920 --> 00:11:39.640]   that will down the line help you to feel
[00:11:39.640 --> 00:11:41.840]   that you're being more productive as an individual
[00:11:41.840 --> 00:11:45.200]   and that truly your family is more productive
[00:11:45.200 --> 00:11:47.560]   because of the training and the skills
[00:11:47.560 --> 00:11:52.120]   that you were investing that time into when they were young.
[00:11:52.120 --> 00:11:54.280]   - Oh, I love that.
[00:11:54.280 --> 00:11:59.160]   It is so easy for us to say at the end of the day,
[00:11:59.160 --> 00:12:03.400]   we did half a math lesson.
[00:12:03.400 --> 00:12:07.480]   We read one story together
[00:12:07.480 --> 00:12:12.180]   and they each probably did 30 minutes of reading
[00:12:12.180 --> 00:12:14.720]   and we went through the memory work one time.
[00:12:14.720 --> 00:12:18.540]   This was not a productive day and you're right.
[00:12:18.540 --> 00:12:21.520]   I had days like that when my girls were young
[00:12:21.520 --> 00:12:26.300]   and I would have to force myself to look back and think,
[00:12:26.300 --> 00:12:32.260]   but we also baked muffins
[00:12:32.260 --> 00:12:36.720]   for the invalid neighbor next door.
[00:12:36.720 --> 00:12:40.920]   I taught my children to set the table correctly
[00:12:40.920 --> 00:12:44.000]   and they brought down their dirty laundry
[00:12:44.000 --> 00:12:46.120]   and carried their basket up.
[00:12:46.120 --> 00:12:51.040]   We memorized another verse of scripture together
[00:12:51.040 --> 00:12:52.640]   this morning.
[00:12:52.640 --> 00:12:56.640]   We played Where in the World is Carmen Sandiego with Daddy
[00:12:56.640 --> 00:13:00.720]   and we learned some more places in the world.
[00:13:00.720 --> 00:13:05.720]   There are small habits that we are inculcating
[00:13:05.720 --> 00:13:10.800]   in our children every day that are part
[00:13:10.800 --> 00:13:15.480]   of progress and part of our goals
[00:13:15.480 --> 00:13:18.600]   and part of being productive.
[00:13:18.600 --> 00:13:20.600]   Here's another truth.
[00:13:20.600 --> 00:13:23.760]   I was gonna ask you, are you always productive?
[00:13:23.760 --> 00:13:25.240]   You productive woman, you are.
[00:13:25.240 --> 00:13:30.240]   You always productive in all of your areas at the same time
[00:13:30.240 --> 00:13:35.400]   or do you have to take turns being productive in your work
[00:13:35.400 --> 00:13:40.280]   or in your tutoring or in your homemaking
[00:13:40.280 --> 00:13:42.680]   or in your Bible study?
[00:13:42.680 --> 00:13:47.140]   - Yeah, I mean, productivity is intensely personal
[00:13:48.400 --> 00:13:51.140]   because there will be different areas of your life
[00:13:51.140 --> 00:13:55.400]   that demand immediate attention at different points.
[00:13:55.400 --> 00:13:59.200]   And are we really being productive if we ignore the things
[00:13:59.200 --> 00:14:01.760]   that truly are the most important?
[00:14:01.760 --> 00:14:05.720]   I could be in the midst of doing a deep dive declutter
[00:14:05.720 --> 00:14:09.740]   of my kitchen, but one of my children runs into the room
[00:14:09.740 --> 00:14:12.920]   and says, "Oh my goodness, I just cut my hand open
[00:14:12.920 --> 00:14:13.760]   on a piece of glass."
[00:14:13.760 --> 00:14:16.640]   Well, you better believe my priorities are going
[00:14:16.640 --> 00:14:20.840]   to immediately be rescheduled because there is productivity
[00:14:20.840 --> 00:14:25.840]   but with productivity, there also is prioritization.
[00:14:25.840 --> 00:14:29.800]   So sometimes we can set out to have a day filled
[00:14:29.800 --> 00:14:34.340]   with the best of intentions, but life does happen.
[00:14:34.340 --> 00:14:39.340]   And we have to be willing to, as a good friend of mine says,
[00:14:39.340 --> 00:14:44.680]   hold the marbles that represent our day very loosely
[00:14:45.200 --> 00:14:50.080]   in our hands and to not determine our success or failure
[00:14:50.080 --> 00:14:53.340]   based on which marbles are still in our hands
[00:14:53.340 --> 00:14:57.000]   by the end of the day, because we have to be able
[00:14:57.000 --> 00:15:01.000]   to reprioritize based on need.
[00:15:01.000 --> 00:15:03.960]   I do believe though, that if we're thinking
[00:15:03.960 --> 00:15:07.520]   about a long-term goal, as opposed to the goals
[00:15:07.520 --> 00:15:10.500]   over the course of a day, that those habits
[00:15:10.500 --> 00:15:14.920]   that we intentionally build over the course of one day,
[00:15:14.920 --> 00:15:18.000]   spill over into the next day, and then the next week
[00:15:18.000 --> 00:15:23.000]   and the next month, and before long, in true habitual form,
[00:15:23.000 --> 00:15:25.200]   we don't even have to think about them,
[00:15:25.200 --> 00:15:27.280]   they become a part of who we are.
[00:15:27.280 --> 00:15:30.940]   And they can radically transform who we are as people,
[00:15:30.940 --> 00:15:33.200]   they can transform who we are as homeschoolers,
[00:15:33.200 --> 00:15:37.120]   they can help us to transform our children even
[00:15:37.120 --> 00:15:39.880]   and how they prioritize and how they think
[00:15:39.880 --> 00:15:42.200]   and how they plan and grow.
[00:15:42.200 --> 00:15:45.120]   So I think there's daily productivity,
[00:15:45.120 --> 00:15:47.880]   but also there is that intentional act
[00:15:47.880 --> 00:15:51.200]   of establishing those habits and building them one
[00:15:51.200 --> 00:15:53.800]   on top of the other, almost like building blocks,
[00:15:53.800 --> 00:15:57.240]   so that we can build that habit
[00:15:57.240 --> 00:15:59.100]   that becomes a part of who we are.
[00:15:59.100 --> 00:16:02.600]   Just like the five core habits that we promote
[00:16:02.600 --> 00:16:07.520]   in classical conversations, we want to practice them
[00:16:07.520 --> 00:16:12.520]   with intentionality to the point that they become a part
[00:16:12.520 --> 00:16:14.440]   of who we are.
[00:16:14.440 --> 00:16:17.680]   I may have to consciously think about naming things
[00:16:17.680 --> 00:16:21.080]   or attending to things or, oh, I need to memorize this.
[00:16:21.080 --> 00:16:25.600]   But after doing that for so long, eventually,
[00:16:25.600 --> 00:16:28.720]   I look at those now and I think, oh, I do that,
[00:16:28.720 --> 00:16:33.640]   I really do that, but I don't have the conscious decision
[00:16:33.640 --> 00:16:36.360]   any longer because those habits are a part
[00:16:36.360 --> 00:16:39.400]   of who I am as a homeschooler, which is the same thing.
[00:16:39.400 --> 00:16:41.640]   If we want to establish productivity,
[00:16:41.640 --> 00:16:46.160]   it's building those little habits so that eventually
[00:16:46.160 --> 00:16:49.640]   that productive person that we want to be is who we are
[00:16:49.640 --> 00:16:51.900]   without even having to really think or plan.
[00:16:51.900 --> 00:16:56.520]   And that's so much better than the wearying thought
[00:16:56.520 --> 00:16:59.720]   of having to consciously make every single choice
[00:16:59.720 --> 00:17:02.640]   to help us to accomplish a goal, right?
[00:17:02.640 --> 00:17:05.640]   - Yes, yes.
[00:17:05.640 --> 00:17:10.640]   I have a friend that I have homeschooled with
[00:17:10.640 --> 00:17:14.300]   for a long time, her kids are younger than mine,
[00:17:14.300 --> 00:17:16.780]   but we've known each other for years and years.
[00:17:16.780 --> 00:17:23.160]   And she has a really great perspective
[00:17:23.160 --> 00:17:28.620]   on trying to be successful.
[00:17:28.620 --> 00:17:31.440]   And it's really hard, let's just be honest,
[00:17:31.440 --> 00:17:32.860]   you and I have talked about this before,
[00:17:32.860 --> 00:17:36.720]   that coming back in January is hard for a lot of us
[00:17:36.720 --> 00:17:40.620]   as families because we look back and we can look back
[00:17:40.620 --> 00:17:43.660]   at the fall and think, oh, this went really well
[00:17:43.660 --> 00:17:46.680]   and some of these things did not go as well.
[00:17:46.680 --> 00:17:49.320]   But we're starting fresh and we're starting over
[00:17:49.320 --> 00:17:52.680]   and you think, well, I have the opportunity
[00:17:52.680 --> 00:17:55.120]   to really do great things.
[00:17:55.120 --> 00:18:00.080]   And sometimes you spend all these great plans in your head,
[00:18:00.080 --> 00:18:04.380]   but then the reality is that, man, we all got used
[00:18:04.380 --> 00:18:09.380]   to sleeping in and having snacks whenever we wanted to
[00:18:09.380 --> 00:18:12.660]   and not really having to do things
[00:18:12.660 --> 00:18:15.060]   that were not our favorite things.
[00:18:15.060 --> 00:18:18.260]   And now it's time to get back to the grindstone
[00:18:18.260 --> 00:18:20.780]   and oh my goodness, we have community next week
[00:18:20.780 --> 00:18:22.660]   and I have this many lessons to read
[00:18:22.660 --> 00:18:24.620]   or I've got to finish this book
[00:18:24.620 --> 00:18:28.040]   and somebody's gonna ask me about my science project.
[00:18:28.040 --> 00:18:30.400]   And there are all of these things
[00:18:30.400 --> 00:18:35.400]   and we can get really discouraged before we even begin.
[00:18:35.400 --> 00:18:42.360]   And so my friend said, I know that establishing a routine
[00:18:42.360 --> 00:18:51.960]   is what leads to productivity and productivity leads
[00:18:51.960 --> 00:18:56.560]   to success in whatever you are trying to achieve.
[00:18:56.560 --> 00:19:00.960]   Now my friend is a self-proclaimed loosey-goosey.
[00:19:00.960 --> 00:19:05.960]   Her mom, she says that she, and she learned this lesson
[00:19:05.960 --> 00:19:10.320]   about establishing a routine, she says the hard way
[00:19:10.320 --> 00:19:12.920]   because she did love the loosey-goosey life
[00:19:12.920 --> 00:19:16.000]   where you just follow your child's interest
[00:19:16.000 --> 00:19:19.000]   and you just do, you wake up every morning
[00:19:19.000 --> 00:19:22.280]   and see what grabs you or see what seems good
[00:19:22.280 --> 00:19:24.280]   and you just let that kind of take you.
[00:19:24.280 --> 00:19:27.040]   The tide takes you where it will.
[00:19:27.040 --> 00:19:31.440]   But she said, she discovered that that was not her friend
[00:19:31.440 --> 00:19:34.480]   and it was not actually the friend of her children.
[00:19:34.480 --> 00:19:39.480]   It's very difficult for your children's temperament
[00:19:39.480 --> 00:19:44.200]   sometimes to have no routine because I have discovered
[00:19:44.200 --> 00:19:46.580]   through years and years of working with my own kids
[00:19:46.580 --> 00:19:48.920]   but with a lot of other kids too,
[00:19:48.920 --> 00:19:53.060]   that children by and large actually thrive
[00:19:53.060 --> 00:19:57.640]   with some measure of predictability.
[00:19:57.640 --> 00:20:02.560]   They actually like, there is comfort for those small people
[00:20:02.560 --> 00:20:06.480]   in knowing that these same kinds of things
[00:20:06.480 --> 00:20:11.480]   are going to happen every day in pretty much the same order
[00:20:11.480 --> 00:20:16.000]   with basically the same people and these kinds of things
[00:20:16.000 --> 00:20:19.440]   will always be expected of me and these kinds of things
[00:20:19.440 --> 00:20:21.840]   will never be expected of me.
[00:20:21.840 --> 00:20:26.840]   And there is comfort in those boundaries.
[00:20:26.840 --> 00:20:30.460]   And so I found that to be true with my own children
[00:20:30.460 --> 00:20:34.220]   but my friend said, so when we came back
[00:20:34.220 --> 00:20:39.220]   from the long break at Christmas, I woke up and thought,
[00:20:39.220 --> 00:20:43.320]   oh no, this is gonna go, I don't know,
[00:20:43.320 --> 00:20:44.500]   this is not gonna go well.
[00:20:44.500 --> 00:20:46.420]   I feel like this is gonna be really hard.
[00:20:46.420 --> 00:20:50.580]   We're so out of our routine.
[00:20:51.380 --> 00:20:55.460]   And then she realized, no, we know what to do
[00:20:55.460 --> 00:21:00.460]   when we get up on a school week and on a school day
[00:21:00.460 --> 00:21:04.240]   and we are just, it is so rote,
[00:21:04.240 --> 00:21:07.180]   our routine is so well established.
[00:21:07.180 --> 00:21:09.920]   It's a habit that we do without thinking about it.
[00:21:09.920 --> 00:21:14.920]   And she said, she realized that because everybody knew
[00:21:14.920 --> 00:21:20.760]   what to do and when to do it and they were just kind of
[00:21:20.760 --> 00:21:24.480]   on autopilot even when they weren't feeling it,
[00:21:24.480 --> 00:21:28.880]   they were doing it and that that was going to result
[00:21:28.880 --> 00:21:32.360]   at the end of the day in a productive day
[00:21:32.360 --> 00:21:35.880]   and a whole string of those productive days
[00:21:35.880 --> 00:21:37.760]   were gonna add up to success.
[00:21:37.760 --> 00:21:42.280]   And she said, that was so reassuring.
[00:21:42.280 --> 00:21:47.040]   And I'm here to tell you that that is really the truth.
[00:21:48.600 --> 00:21:53.600]   One thing I've learned is that big detailed plans
[00:21:53.600 --> 00:21:57.960]   as much as I love them, Kelly, I do love me
[00:21:57.960 --> 00:22:01.960]   to make me some plans, but those big detailed plans
[00:22:01.960 --> 00:22:06.600]   don't have the power that small routines do.
[00:22:06.600 --> 00:22:11.400]   And sometimes my lofty goals and my big picture plans
[00:22:11.400 --> 00:22:15.640]   can just make me tired and they can get too complicated
[00:22:15.640 --> 00:22:20.000]   to be managed when I'm overwhelmed or when we are out
[00:22:20.000 --> 00:22:21.980]   of our regular routine.
[00:22:21.980 --> 00:22:24.380]   Why is that so true?
[00:22:24.380 --> 00:22:27.680]   Oh, because life happens, doesn't it?
[00:22:27.680 --> 00:22:32.680]   And regardless of what plans we have ahead of time,
[00:22:32.680 --> 00:22:37.260]   like I said, we have to, especially as homeschool parents,
[00:22:37.260 --> 00:22:41.480]   be prepared to reprioritize based on a moment.
[00:22:41.480 --> 00:22:45.800]   But we also have to know how to reserve our best yes
[00:22:45.800 --> 00:22:50.800]   for those things that would contribute to that end goal.
[00:22:50.800 --> 00:22:56.760]   If my goal is that all of my children do A, B, C
[00:22:56.760 --> 00:22:59.240]   over the course of the homeschooling day
[00:22:59.240 --> 00:23:03.220]   and a friend calls me up and says, it's beautiful outside,
[00:23:03.220 --> 00:23:04.680]   let's go to the park.
[00:23:04.680 --> 00:23:05.520]   Well, you know what?
[00:23:05.520 --> 00:23:09.360]   If I have established routines, our family may be in a place
[00:23:09.360 --> 00:23:13.840]   where on that day, I can say, yes, we can take time away.
[00:23:13.840 --> 00:23:17.560]   It will not detract from our goal because we are stepping
[00:23:17.560 --> 00:23:18.880]   out of the routine.
[00:23:18.880 --> 00:23:23.880]   But you also have to be able to, on the flip side,
[00:23:23.880 --> 00:23:26.120]   look at what your children have accomplished and go,
[00:23:26.120 --> 00:23:30.680]   you know what, maybe that is not the best yes for today.
[00:23:30.680 --> 00:23:34.560]   - Yes, good, that is really good.
[00:23:34.560 --> 00:23:37.840]   - That is the thing about routines,
[00:23:37.840 --> 00:23:40.200]   I think that it is so beneficial.
