
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:27.000 --> 00:02:31.000]   A couple of brief technical notes here in the preamble.
[00:02:31.000 --> 00:02:34.000]   Number one, I know that those of you who are using iTunes
[00:02:34.000 --> 00:02:38.000]   at the moment, that the feed is not currently working for you.
[00:02:38.000 --> 00:02:39.000]   I'm aware of it.
[00:02:39.000 --> 00:02:40.000]   I apologize for that.
[00:02:40.000 --> 00:02:41.000]   I broke it over the weekend.
[00:02:41.000 --> 00:02:42.000]   It was entirely my fault.
[00:02:42.000 --> 00:02:44.000]   I'll cover that, actually, as part of today's show.
[00:02:44.000 --> 00:02:45.000]   So forgive me.
[00:02:45.000 --> 00:02:47.000]   That should be fixed pretty soon.
[00:02:47.000 --> 00:02:49.000]   I'm working hard on it to get it fixed.
[00:02:49.000 --> 00:02:52.000]   If you're on a mobile device, your feed is working fine.
[00:02:52.000 --> 00:02:56.000]   Many of you have requested that I actually expand the feed
[00:02:56.000 --> 00:02:58.000]   to allow additional episodes.
[00:02:58.000 --> 00:03:00.000]   I've now done that.
[00:03:00.000 --> 00:03:03.000]   There were some technical reasons why I hadn't done it previously,
[00:03:03.000 --> 00:03:04.000]   but I've now done that.
[00:03:04.000 --> 00:03:06.000]   So if you have a working feed for the show,
[00:03:06.000 --> 00:03:09.000]   if you're interested in listening to archives that you haven't actually
[00:03:09.000 --> 00:03:12.000]   been able to hear yet, you should be able to see them all in the feed,
[00:03:12.000 --> 00:03:16.000]   all 98 episodes prior to this one.
[00:03:16.000 --> 00:03:18.000]   So check that out.
[00:03:18.000 --> 00:03:21.000]   I'll explain more details on the technical stuff in a few minutes
[00:03:21.000 --> 00:03:24.000]   and also on tomorrow's show, episode 100,
[00:03:24.000 --> 00:03:25.000]   when I launch the membership program,
[00:03:25.000 --> 00:03:29.000]   I'll share with you my thoughts on the feed and expanding that.
[00:03:29.000 --> 00:03:32.000]   It was going to be a member program that I had thought about doing,
[00:03:32.000 --> 00:03:34.000]   and then I just decided not to do that.
[00:03:34.000 --> 00:03:37.000]   But that will -- check back tomorrow for that information.
[00:03:37.000 --> 00:03:39.000]   That's the technical preamble.
[00:03:39.000 --> 00:03:43.000]   A couple of just quick caveats as I get into today's topic.
[00:03:43.000 --> 00:03:47.000]   I am not trying to convince you in today's topic of anything that you
[00:03:47.000 --> 00:03:49.000]   should do.
[00:03:49.000 --> 00:03:53.000]   I'm just sharing with you what I'm thinking about and what I'm planning to do.
[00:03:53.000 --> 00:03:57.000]   So don't take today's show as an indictment of anything that you have done
[00:03:57.000 --> 00:04:01.000]   or even as a suggestion of anything that you should do.
[00:04:01.000 --> 00:04:03.000]   I think you should do what's right for you.
[00:04:03.000 --> 00:04:07.000]   I'm just going to share with you some of the things that I am planning to do.
[00:04:07.000 --> 00:04:09.000]   And today's show is going to be fairly personal.
[00:04:09.000 --> 00:04:11.000]   I'm giving you some of my ideas,
[00:04:11.000 --> 00:04:15.000]   and these ideas are specific to me and my situation,
[00:04:15.000 --> 00:04:18.000]   and you might be able to pool some of them for you and your situation.
[00:04:18.000 --> 00:04:23.000]   I am not in today's show trying to give a prescription for society.
[00:04:23.000 --> 00:04:27.000]   I am not trying to give any kind of political discourse.
[00:04:27.000 --> 00:04:31.000]   I'm not trying to present a reasoned argument for the well-being of society.
[00:04:31.000 --> 00:04:33.000]   I'm just talking about me.
[00:04:33.000 --> 00:04:37.000]   So if you think I'm trying to make a discussion today on what you should do
[00:04:37.000 --> 00:04:41.000]   or what everyone should do, that is not what today's show is going to be about.
[00:04:41.000 --> 00:04:44.000]   A lot of -- if you are not familiar with the topics of school,
[00:04:44.000 --> 00:04:46.000]   especially if you haven't listened to those shows on the history,
[00:04:46.000 --> 00:04:49.000]   if you haven't spent much time thinking about these topics,
[00:04:49.000 --> 00:04:53.000]   a lot of what I'm going to sound today is probably going to sound a little bit nuts to you.
[00:04:53.000 --> 00:04:54.000]   And that's okay.
[00:04:54.000 --> 00:04:58.000]   It probably would have sounded nuts to me in years past.
[00:04:58.000 --> 00:05:06.000]   But this is now coming after several years of thinking, research, history, and just thinking.
[00:05:06.000 --> 00:05:08.000]   And it's amazing how as time goes on,
[00:05:08.000 --> 00:05:15.000]   you can wash your mind of some of the ideas and the concepts that I previously had
[00:05:15.000 --> 00:05:20.000]   and which you might have still and to where I've come around to the current position.
[00:05:20.000 --> 00:05:23.000]   I expect my position to change as well, even from where it is today.
[00:05:23.000 --> 00:05:25.000]   So, again, this is very personal.
[00:05:25.000 --> 00:05:27.000]   I'm just telling you what I'm thinking about.
[00:05:27.000 --> 00:05:32.000]   Last bit of caveat to my preamble that is important is at the moment,
[00:05:32.000 --> 00:05:36.000]   my wife and I have one son, and he is a little over one year.
[00:05:36.000 --> 00:05:38.000]   One year, years, years, one year.
[00:05:38.000 --> 00:05:40.000]   He's a little bit over a year old.
[00:05:40.000 --> 00:05:47.000]   And I am certain that I have some blind spots related to what it is actually like to raise a 14-year-old.
[00:05:47.000 --> 00:05:49.000]   Never raised a 14-year-old.
[00:05:49.000 --> 00:05:54.000]   So this is an advantage and a disadvantage because I'm sure that at the age of when my son is 14,
[00:05:54.000 --> 00:05:55.000]   I'll have learned a lot.
[00:05:55.000 --> 00:05:59.000]   So I've tried to spend in my life a lot of time listening to people that have 14-year-olds
[00:05:59.000 --> 00:06:03.000]   and 11-year-olds and 4-year-olds, et cetera, and learning from them.
[00:06:03.000 --> 00:06:08.000]   But that doesn't necessarily invalidate my ideas because in many ways,
[00:06:08.000 --> 00:06:15.000]   idealism, coming with ideas and plans that haven't yet made contact with the enemy, so to speak,
[00:06:15.000 --> 00:06:17.000]   sometimes that can be useful.
[00:06:17.000 --> 00:06:18.000]   That can be helpful.
[00:06:18.000 --> 00:06:23.000]   So I don't have any problem admitting, you know, who knows, maybe in 14 years I'll come back
[00:06:23.000 --> 00:06:25.000]   and I'll tell you what's worked and what hasn't done.
[00:06:25.000 --> 00:06:29.000]   In fact, I like the idea of having an audio record here.
[00:06:29.000 --> 00:06:36.000]   The last thing that I'm going to cover in the preamble here is how does this relate to personal finance?
[00:06:36.000 --> 00:06:39.000]   And I'm going to give this a little bit of treatment here with some numbers.
[00:06:39.000 --> 00:06:44.000]   But the topic of education and schooling is unquestionably related to personal finance,
[00:06:44.000 --> 00:06:47.000]   whether or not you have kids or not.
[00:06:47.000 --> 00:06:52.000]   If you don't have kids, you are paying for the schooling of everybody else's kids in the U.S.
[00:06:52.000 --> 00:06:56.000]   American context and in all of the Western contexts of the majority of listeners of the show,
[00:06:56.000 --> 00:07:03.000]   Canada, Australia, U.S., Germany, all of you are paying for other people's schooling if you don't have kids.
[00:07:03.000 --> 00:07:09.000]   If you do have kids, this is even more important that you consider this.
[00:07:09.000 --> 00:07:15.000]   A lot of people over the years, as far as a basic component of financial planning is college planning.
[00:07:15.000 --> 00:07:17.000]   And I've done a lot of college planning.
[00:07:17.000 --> 00:07:18.000]   That's where we're going to go next.
[00:07:18.000 --> 00:07:20.000]   On Wednesday I'm going to do a technical show.
[00:07:20.000 --> 00:07:25.000]   At least I'm planning to do a technical show on some of the tactical, technical stuff of college plans
[00:07:25.000 --> 00:07:29.000]   and college accounts, especially within the U.S. American context.
[00:07:29.000 --> 00:07:31.000]   So that's coming on Wednesday.
[00:07:31.000 --> 00:07:35.000]   But I've always, with anything, I look and say, "Why are we doing all this stuff for college?"
[00:07:35.000 --> 00:07:39.000]   And college planning is in many ways the bane of a financial planner's existence.
[00:07:39.000 --> 00:07:44.000]   Because it's very frustrating for many financial planners because parents will often prioritize their kids
[00:07:44.000 --> 00:07:49.000]   and their kids' future and their kids' college education over and above their own financial security.
[00:07:49.000 --> 00:07:55.000]   So it's very tough for a financial planner to deal with, but it's emotionally very important to most parents.
[00:07:55.000 --> 00:07:58.000]   So it's a big expense as well.
[00:07:58.000 --> 00:08:03.000]   If you've ever sat down and run numbers on college, this is something that our society says is a massive expense
[00:08:03.000 --> 00:08:04.000]   you have to plan for.
[00:08:04.000 --> 00:08:07.000]   But I say, "What about the expense of before that?"
[00:08:07.000 --> 00:08:13.000]   So I looked up some statistics to prove my point here of why this is a big deal in finance.
[00:08:13.000 --> 00:08:15.000]   And here's what I found this morning.
[00:08:15.000 --> 00:08:22.000]   According to the National Center for Education Statistics--I will cite the web address for this statistic in the show notes today--
[00:08:22.000 --> 00:08:27.000]   according to the National Center for Education Statistics, as a nation in the United States of America,
[00:08:27.000 --> 00:08:34.000]   we spend $12,608 per government school student per year.
[00:08:34.000 --> 00:08:39.000]   $12,608 per government school student per year.
[00:08:39.000 --> 00:08:41.000]   That's a lot of money.
[00:08:41.000 --> 00:08:44.000]   Now, the cost is shared among all of us.
[00:08:44.000 --> 00:08:50.000]   As a society, we've made the societal decision that public education is a societal good,
[00:08:50.000 --> 00:08:56.000]   and so therefore it's one of those things that the cost should be borne regardless of who's actually using the services.
[00:08:56.000 --> 00:08:58.000]   Personally, I disagree with that, but whatever.
[00:08:58.000 --> 00:09:03.000]   That's what we've decided as a society, and I've chosen to live in this society, so this is the deal.
[00:09:03.000 --> 00:09:05.000]   So we share that cost.
[00:09:05.000 --> 00:09:09.000]   As an example, on Friday I just received my property tax bill for the next year,
[00:09:09.000 --> 00:09:11.000]   and I live in Palm Beach County, Florida.
[00:09:11.000 --> 00:09:19.000]   The Palm Beach County Property Tax Assessor values my house at an assessed value of $178,853.
[00:09:19.000 --> 00:09:24.000]   I have a $50,000 homestead exemption on that number,
[00:09:24.000 --> 00:09:32.000]   so my total tax bill under our local millage rate comes out to be $2,953.35.
[00:09:32.000 --> 00:09:42.000]   Out of that $2,953, my school, local, and school/state taxes are itemized,
[00:09:42.000 --> 00:09:51.000]   and total my house is being billed $1,168.35 for the local and state school taxes.
[00:09:51.000 --> 00:09:53.000]   So that's almost $1,200 a year.
[00:09:53.000 --> 00:09:55.000]   That's not insignificant.
[00:09:55.000 --> 00:09:59.000]   Now, if you say, "Well, that's $1,200 compared to $12,000,
[00:09:59.000 --> 00:10:02.000]   my neighbors ought to be a little upset with me.
[00:10:02.000 --> 00:10:06.000]   If I have one kid and I'm only paying $1,200 and the rest of them are making up the difference,
[00:10:06.000 --> 00:10:09.000]   that's a lot of money coming out of their pockets."
[00:10:09.000 --> 00:10:11.000]   They really should be considering that.
[00:10:11.000 --> 00:10:14.000]   The state basically is--I'm essentially, through the force of the state,
[00:10:14.000 --> 00:10:19.000]   I'm robbing all my neighbors to provide school for my kids if I use the government school system.
[00:10:19.000 --> 00:10:22.000]   Now, I think my neighbors should be concerned about that,
[00:10:22.000 --> 00:10:25.000]   but theoretically I should take that and I should go with it.
[00:10:25.000 --> 00:10:27.000]   So it's a good discount, a good buy.
[00:10:27.000 --> 00:10:30.000]   Incidentally, this is important that you understand that,
[00:10:30.000 --> 00:10:32.000]   because one of the things that you'll find about wealth building
[00:10:32.000 --> 00:10:37.000]   is that many wealthy people attribute a major impact of their ability to stay wealthy
[00:10:37.000 --> 00:10:43.000]   to living in a place where they can use the government school system to educate their kids.
[00:10:43.000 --> 00:10:48.000]   So you may want to consider that and see if that's going to fit your situation.
[00:10:48.000 --> 00:10:57.000]   Now, if I'm not satisfied with the average results of the average student in the government system,
[00:10:57.000 --> 00:10:59.000]   then I might need to make some other choices.
[00:10:59.000 --> 00:11:01.000]   So what about private school?
[00:11:01.000 --> 00:11:07.000]   In my area, where I live, I graduated from a local private Christian high school
[00:11:07.000 --> 00:11:10.000]   called the King's Academy. It's in West Palm Beach.
[00:11:10.000 --> 00:11:12.000]   And this is a relatively well-regarded school.
[00:11:12.000 --> 00:11:15.000]   It's got a decent reputation as being a so-called good school.
[00:11:15.000 --> 00:11:20.000]   And so the annual cost, I just checked it out this morning on their website,
[00:11:20.000 --> 00:11:25.000]   they have listed the annual tuition as $15,900 per year for grades 9 through 12
[00:11:25.000 --> 00:11:27.000]   under the current tuition rates.
[00:11:27.000 --> 00:11:30.000]   They evidently have some sort of financial assistance program
[00:11:30.000 --> 00:11:32.000]   that can help some families with that.
[00:11:32.000 --> 00:11:36.000]   I don't know the extent of that, but the published tuition is $15,900.
[00:11:36.000 --> 00:11:40.000]   When I went there, the only way my family was able to pay the tuition
[00:11:40.000 --> 00:11:42.000]   was that my mom actually worked at the school for a few years
[00:11:42.000 --> 00:11:45.000]   while I and my brothers were passing through.
[00:11:45.000 --> 00:11:47.000]   So that's a substantial cost.
[00:11:47.000 --> 00:11:53.000]   Another private school close to me that's kind of more for the wealthy elite locally
[00:11:53.000 --> 00:11:55.000]   is a school called the Benjamin School.
[00:11:55.000 --> 00:12:00.000]   And the Benjamin School right here where I live charges $25,700 per year
[00:12:00.000 --> 00:12:05.000]   for grades 9 through 12. It's less for lower grades.
[00:12:05.000 --> 00:12:08.000]   And again, they also say they provide financial assistance for need-based families.
[00:12:08.000 --> 00:12:10.000]   I have no idea how their program works.
[00:12:10.000 --> 00:12:12.000]   If you're taking care of this for your kids,
[00:12:12.000 --> 00:12:17.000]   you're talking about something like a $15,000, $16,000, $25,000 scenario
[00:12:17.000 --> 00:12:20.000]   to provide a world-class education.
[00:12:20.000 --> 00:12:23.000]   That's what these schools build themselves out as,
[00:12:23.000 --> 00:12:26.000]   is as a world-class education. So it's big money.
[00:12:26.000 --> 00:12:30.000]   Now, if I want to provide also a world-class educational opportunity for my kid,
[00:12:30.000 --> 00:12:32.000]   and that's important to me.
[00:12:32.000 --> 00:12:36.000]   I don't want someone else's kid to have a world-class education and mine not.
[00:12:36.000 --> 00:12:40.000]   Then how do I do it and how do I pay for it?
[00:12:40.000 --> 00:12:43.000]   After all, this is a big deal.
[00:12:43.000 --> 00:12:45.000]   So what can I do and how can I do it?
[00:12:45.000 --> 00:12:49.000]   So my point is that this is a very important personal finance topic
[00:12:49.000 --> 00:12:53.000]   for those of you who don't have kids because you're paying for everyone else's kids
[00:12:53.000 --> 00:12:58.000]   and for those of you who do have kids to consider how are you going to handle this.
[00:12:58.000 --> 00:13:02.000]   Now, you can think through the decision of government school versus private school
[00:13:02.000 --> 00:13:05.000]   versus charter school, whatever.
[00:13:05.000 --> 00:13:07.000]   I don't really have much of a horse in the race.
[00:13:07.000 --> 00:13:13.000]   I would personally--I think that you as a parent can effectively, successfully parent a child
[00:13:13.000 --> 00:13:18.000]   and launch them very effectively in many of those contexts.
[00:13:18.000 --> 00:13:23.000]   Depending on your situation, you probably can launch it in many of those contexts.
[00:13:23.000 --> 00:13:26.000]   But, man, are you going to face some challenges in some of them versus others
[00:13:26.000 --> 00:13:28.000]   to effectively launch.
[00:13:28.000 --> 00:13:31.000]   So I'm going to give you some ideas.
[00:13:31.000 --> 00:13:34.000]   This is a real challenge, especially from a planning perspective,
[00:13:34.000 --> 00:13:40.000]   because this is so expensive to accumulate the money for planning for school.
[00:13:40.000 --> 00:13:47.000]   Unlike college where there's a diverse array of ways to so-called hack the system,
[00:13:47.000 --> 00:13:51.000]   which we'll be talking about in detail in the next show in the series,
[00:13:51.000 --> 00:13:56.000]   with high school expenses--elementary school, middle school, high school expenses--
[00:13:56.000 --> 00:14:00.000]   there aren't a lot of necessarily workarounds that a lot of people are familiar with.
[00:14:00.000 --> 00:14:03.000]   You either have the work--basically have the workaround of,
[00:14:03.000 --> 00:14:05.000]   "Do I go to a public school in a good public school district?
[00:14:05.000 --> 00:14:07.000]   Do I go to a private school that's a good deal?
[00:14:07.000 --> 00:14:10.000]   Or do I do some other alternative education method?"
[00:14:10.000 --> 00:14:14.000]   And also from a financial perspective, there's not really many workarounds.
[00:14:14.000 --> 00:14:18.000]   The only way I'm aware of to pay for these types of educational expenses,
[00:14:18.000 --> 00:14:21.000]   the only type of account I'm aware of that can be applied to this,
[00:14:21.000 --> 00:14:25.000]   would be a Coverdell Educational Savings Account,
[00:14:25.000 --> 00:14:28.000]   which, by the way, a little bit of technical financial planning here.
[00:14:28.000 --> 00:14:35.000]   This is the only account I know of of a way that I can pay for my children's education
[00:14:35.000 --> 00:14:38.000]   and take advantage of the tax code,
[00:14:38.000 --> 00:14:44.000]   other than the tax code of the expenses being split out and distributed among people,
[00:14:44.000 --> 00:14:47.000]   which I could exploit if I'm willing to do that,
[00:14:47.000 --> 00:14:50.000]   exploit all my neighbors that are paying for my kid to go to school.
[00:14:50.000 --> 00:14:53.000]   That would be one way to take advantage of the tax code.
[00:14:53.000 --> 00:14:56.000]   The other way, again, is with a Coverdell Educational Savings Account.
[00:14:56.000 --> 00:15:00.000]   The reason this is unique in the U.S. American context
[00:15:00.000 --> 00:15:06.000]   is that the ESA account is not restricted to qualified higher education expenses,
[00:15:06.000 --> 00:15:09.000]   like most of the other accounts are, especially like the 529 account,
[00:15:09.000 --> 00:15:12.000]   which is the most well-known way to do this.
[00:15:12.000 --> 00:15:20.000]   Rather, "qualified elementary and secondary education expenses may also be paid tax-free."
[00:15:20.000 --> 00:15:26.000]   So that is the verbiage, "qualified elementary and secondary education expenses"
[00:15:26.000 --> 00:15:30.000]   is also included in the law of the Coverdell Education Savings Account.
[00:15:30.000 --> 00:15:36.000]   If you research this, you'll find that the expenses that can be paid out of a Coverdell account
[00:15:36.000 --> 00:15:45.000]   include tuition, fees, academic tutoring, special needs services, books, supplies,
[00:15:45.000 --> 00:15:50.000]   and other equipment incurred in connection with the enrollment or attendance
[00:15:50.000 --> 00:15:55.000]   of the designated account beneficiary at a public, private, or religious school
[00:15:55.000 --> 00:15:59.000]   that provides elementary or secondary education, K-12.
[00:15:59.000 --> 00:16:04.000]   These expenses would also include room and board, uniforms, transportation,
[00:16:04.000 --> 00:16:10.000]   supplementary items and services, including extended day programs after school,
[00:16:10.000 --> 00:16:13.000]   required or provided by such schools.
[00:16:13.000 --> 00:16:18.000]   Also permissible are expenses for any computer technology or certain equipment
[00:16:18.000 --> 00:16:23.000]   or internet access and related services, if such are to be used by the beneficiary
[00:16:23.000 --> 00:16:28.000]   and the beneficiary's family during any of the years the beneficiary is in school.
[00:16:28.000 --> 00:16:32.000]   So when I first read about this account and started reading the law on it,
[00:16:32.000 --> 00:16:37.000]   I got pretty excited because that's a fairly broad way to apply a tax-deferred account
[00:16:37.000 --> 00:16:39.000]   onto educational expenses.
[00:16:39.000 --> 00:16:43.000]   You tell me I could cover uniforms, room and board, transportation,
[00:16:43.000 --> 00:16:47.000]   supplementary items and services, including extended day programs.
[00:16:47.000 --> 00:16:51.000]   I can cover any expenses for any computer technology or certain equipment
[00:16:51.000 --> 00:16:54.000]   or internet access and related services, if such are to be used by the beneficiary
[00:16:54.000 --> 00:16:56.000]   and the beneficiary's family.
[00:16:56.000 --> 00:16:58.000]   I mean, that's pretty broad guidelines.
[00:16:58.000 --> 00:17:00.000]   I can see a lot of expenses.
[00:17:00.000 --> 00:17:05.000]   Just, you know, even covering--again, assuming my kid's going to the government school,
[00:17:05.000 --> 00:17:07.000]   if I'm going to take them there and back every day
[00:17:07.000 --> 00:17:10.000]   and if I need to arrange for their transportation,
[00:17:10.000 --> 00:17:13.000]   well, right here I have the opportunity to do that.
[00:17:13.000 --> 00:17:17.000]   And so I first got excited about this, and then I ran the numbers.
[00:17:17.000 --> 00:17:21.000]   And so this account sounds really awesome, and it's useful probably,
[00:17:21.000 --> 00:17:23.000]   but it's kind of limited in its application.
[00:17:23.000 --> 00:17:25.000]   Here's the problem with the Coverdell account.
[00:17:25.000 --> 00:17:30.000]   The contributions are limited to $2,000 per year per child,
[00:17:30.000 --> 00:17:36.000]   and that's based upon the beneficiary of the account, not the number of donors to the account.
[00:17:36.000 --> 00:17:39.000]   So unlike a 529 plan--and if this is too technical,
[00:17:39.000 --> 00:17:42.000]   we'll be done with the technical in just a minute--but unlike a 529 plan
[00:17:42.000 --> 00:17:47.000]   where your contributions to the account can be based upon the different donors to the account,
[00:17:47.000 --> 00:17:51.000]   not based upon the number of beneficiaries, this account is limited to the number of beneficiaries.
[00:17:51.000 --> 00:17:55.000]   And your grand total is $2,000 a year that you can pop in there.
[00:17:55.000 --> 00:17:58.000]   And that's not much money when you get down to it.
[00:17:58.000 --> 00:18:03.000]   If you're talking about, "If I get to pay a $25,000 tuition bill for Benjamin's school,
[00:18:03.000 --> 00:18:07.000]   what does $2,000 bucks matter?" It really is almost irrelevant.
[00:18:07.000 --> 00:18:11.000]   Also, problematically, the contribution is not deductible.
[00:18:11.000 --> 00:18:14.000]   For years I actually thought that it was,
[00:18:14.000 --> 00:18:21.000]   because the Coverdell ESA is actually colloquially called the Educational IRA.
[00:18:21.000 --> 00:18:23.000]   This is what it used to be referred to.
[00:18:23.000 --> 00:18:28.000]   Because people said it was the Educational IRA, for years I thought that this was a deductible account up front,
[00:18:28.000 --> 00:18:31.000]   where just like an IRA, you would take the up front deduction.
[00:18:31.000 --> 00:18:35.000]   That's not the case. There's no deduction when the money's going into the account.
[00:18:35.000 --> 00:18:43.000]   But the growth on the account is not going to be taxed if it's pulled out and used for those expenses.
[00:18:43.000 --> 00:18:47.000]   And it must be used by the time the beneficiary reaches the age of 30.
[00:18:47.000 --> 00:18:51.000]   So here your basic problem is really how much, if you're only putting $2,000 bucks in,
[00:18:51.000 --> 00:18:54.000]   depending on the rate of return that you're actually going to earn,
[00:18:54.000 --> 00:18:57.000]   how much are you actually saving on the interest?
[00:18:57.000 --> 00:19:00.000]   Now, if you set this up properly, it could work.
[00:19:00.000 --> 00:19:05.000]   For example, I could fund an ESA account for, assuming I meet the income limits,
[00:19:05.000 --> 00:19:08.000]   which you should know those if you're single, it's basically $100,000.
[00:19:08.000 --> 00:19:10.000]   You've got to make less than $100,000.
[00:19:10.000 --> 00:19:16.000]   For couples, you've got to make basically less than $200,000, modified adjusted gross income.
[00:19:16.000 --> 00:19:20.000]   So if I can meet those income limits, I can toss $2,000 bucks in there,
[00:19:20.000 --> 00:19:23.000]   and then that money can grow over time, and I can pull it out,
[00:19:23.000 --> 00:19:26.000]   and I could use it for my kid's uniform cost.
[00:19:26.000 --> 00:19:29.000]   Or I can use it for his internet access.
[00:19:29.000 --> 00:19:35.000]   I can use it for the cost of tuition or educational opportunities when my child is in ninth grade.
[00:19:35.000 --> 00:19:36.000]   That's kind of cool.
[00:19:36.000 --> 00:19:39.000]   But really it's not going to be that big of a deal.
[00:19:39.000 --> 00:19:41.000]   Let's do some quick math just to make my point.
[00:19:41.000 --> 00:19:44.000]   So let's say that you fund this thing for $2,000 bucks a year.
[00:19:44.000 --> 00:19:46.000]   So let's put in a $2,000 payment.
[00:19:46.000 --> 00:19:53.000]   Let's put this in for 10 years, and let's just say you run an 8% interest net of investment fees,
[00:19:53.000 --> 00:19:59.000]   8% rate of return, $0 for the PV to start with present value.
[00:19:59.000 --> 00:20:05.000]   So at the end of 10 years at an 8% rate of return, you have in the account $31,290.
[00:20:05.000 --> 00:20:12.000]   Well, if you drop out your $20,000 principal out of that $31,000, you're left with $11,290.
[00:20:12.000 --> 00:20:19.000]   With this account, you can go ahead and spend that interest payment, $11,290, tax-free.
[00:20:19.000 --> 00:20:21.000]   Well, what does that save you, though?
[00:20:21.000 --> 00:20:25.000]   Depending on whether you are paying tax at dividend rates, let's use a 20% effective rate.
[00:20:25.000 --> 00:20:28.000]   So that's going to save you $2,200 of tax.
[00:20:28.000 --> 00:20:30.000]   Is that really going to make you rich?
[00:20:30.000 --> 00:20:33.000]   Not really going to be very significant.
[00:20:33.000 --> 00:20:38.000]   I know that those of you who are money nerds who can actually set aside some money now every year
[00:20:38.000 --> 00:20:41.000]   and use this to save high school expenses, you may want to consider that.
[00:20:41.000 --> 00:20:42.000]   It is useful.
[00:20:42.000 --> 00:20:45.000]   There's no reason if you're educating your kid at home or paying for lessons,
[00:20:45.000 --> 00:20:50.000]   there's no reason why you shouldn't be able to apply that, and that would save you $2,200 of taxes.
