
[00:00:00.040 --> 00:00:09.480]   ち
[00:03:55.900 --> 00:04:08.120]   And so we are, you know, living in a van really for the practical reason that it's probably the least expensive way for us to travel the country full time and to live on the road.
[00:04:08.120 --> 00:04:08.620]   So let's talk about expenses.
[00:04:08.620 --> 00:04:09.820]   I want to, I want to dig into the van build.
[00:04:09.820 --> 00:04:11.920]   I want to dig into the comparison of life, but how much would you guess it was cost?
[00:04:11.920 --> 00:04:13.520]   Was it costing you to live when you're living in Manhattan?
[00:04:13.520 --> 00:04:14.020]   Sam:
[00:04:14.020 --> 00:04:14.520]   Yeah, it was.
[00:04:14.520 --> 00:04:15.820]   I mean, I think it's really, it was, it was, it was a lot of work and I think it was a lot of work.
[00:04:15.860 --> 00:04:18.240]   � in,
[00:04:18.240 --> 00:04:25.880]   donít
[00:04:25.880 --> 00:04:43.840]   Americ I want to the business and all or
[00:04:43.840 --> 00:04:45.840]   . But He I in him a fou�, and, and, and, and, and, and, and, and, and, and,集. I'm. What. I'm. Basic. barber. Low.,....,...........,......, fo bored., Bow., để yaş. connect month. �實�國 when show gi connectivity Mint typical ciaoор, Musik but Reserve視 en 혼 adelanteh, Меня Ну topping邊akile is Hare hot so評 twoimentos riceShow
[00:04:45.880 --> 00:04:55.560]   but
[00:04:55.560 --> 00:05:11.940]   rounds that was
[00:05:11.940 --> 00:05:14.180]   잘, and,,,,,,,, tow's. 650 Garage misses Motheriséeерг valor fais g downstairs it's re ind. McC. The. I. He. Pro. ,. ,. .. . .. . .. . . . . . . . . . . . . . . . . . stomach gonna volver accompanied better known con . also like the Sun per like aPP weigh in their less se god בע de beyond the干 mean just fait�
[00:05:14.280 --> 00:05:24.340]   사고
[00:05:24.340 --> 00:05:43.320]  beit難 is go
[00:06:14.320 --> 00:06:14.320]   It's a great show.
[00:06:14.320 --> 00:06:14.320]   We're going to take a short break.
[00:06:14.360 --> 00:06:20.180]  �
[00:06:20.180 --> 00:06:43.260]   3 is
[00:06:44.380 --> 00:06:55.280]   cut the
[00:06:55.280 --> 00:06:59.400]  ?,;, and about help unhappy skincare tough was a27
[00:07:22.100 --> 00:07:31.960]   54 but
[00:07:31.960 --> 00:07:49.760]   decreases leads I I " - read Rud I�� orders厲害 town. The. The. The. The. the. the, the, the, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,, vedere
[00:07:49.760 --> 00:07:52.080]   invest все 7 ah
[00:07:52.080 --> 00:07:52.080]   rest I'm one or 2019 upper eatingnot that en Bamaj I's over 힘 i Veleda Program RAерв see when you see the10 derive successful降 czego stead for aide blinking lake and vis personnel undo the respect
[00:07:52.100 --> 00:07:52.180]   ado de la FEDU.
[00:07:52.180 --> 00:08:22.100]   national forests has free camping across the United States. Uh, and then there's also of just boondocking in a city on the sidewalk. We on the sidewalk on the street parking. We slept in downtown Washington, D. C. Uh, kind of in the shadow of the Supreme Court and just woke up in the morning and drove off. No one bothered us and it was a free place to stay in the heart of a pretty cool city. So I feel like there's this underworld or this. There's this world of people.
[00:08:22.100 --> 00:08:22.100]   Кор
[00:08:22.140 --> 00:08:52.120]   and I think that's what I'm trying to say.
[00:08:52.120 --> 00:08:52.120]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:08:52.120 --> 00:08:52.120]   We were still in Manhattan. We noticed on our block a van where someone was living in the parking lot.
[00:08:52.120 --> 00:08:52.120]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:08:52.120 --> 00:08:52.120]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:08:52.120 --> 00:08:52.120]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:08:52.120 --> 00:08:52.120]   I think you see people doing what you're doing if you know what to look for.
[00:08:52.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.140 --> 00:09:22.140]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:22.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.160 --> 00:09:52.160]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:09:52.200 --> 00:10:22.180]  , and now it is. And that's part of what really took us to the road was to find this underworld that you're talking about.
[00:10:22.180 --> 00:10:22.180]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:10:22.180 --> 00:10:22.180]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:10:22.180 --> 00:10:22.180]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:10:22.180 --> 00:10:22.180]   Yeah, absolutely. When we were still in Manhattan, we noticed on our block a van where someone was living in the parking lot.
[00:10:22.200 --> 00:10:52.200]   and hear their stories and learn about them and find out why they left maybe a comfortable suburban life and are now living on the road.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.200 --> 00:10:52.200]   and are now living on the road and we are meeting some amazing people.
[00:10:52.240 --> 00:11:22.220]  ,
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.220 --> 00:11:22.220]   and are now living on the road and we are meeting some amazing people.
[00:11:22.260 --> 00:11:31.940]   rely
[00:11:31.940 --> 00:11:32.360]  , deative
[00:11:32.360 --> 00:11:46.560]   listenúp provides weapon. And, ", ", ", all of the thing. I was a 25
[00:11:46.560 --> 00:11:50.060]  ,
[00:11:52.280 --> 00:11:59.680]   as
[00:11:59.680 --> 00:12:05.040]  imoe, I Son Car Br
[00:12:05.040 --> 00:12:19.820]  ,,, care what be taxrada Bey sparks whenever signeddel smart won whichever is birth dalam SCH L F gli end , . , . . , . , . , . , . , . , . ,, , .,, ., .,, .,, &,,,, et, graffiti them en Finished美 100 του
[00:12:19.820 --> 00:12:20.780]   mermaid prey z's,
[00:13:46.480 --> 00:13:46.480]   We have to monitor our trash. We don't have a campground or a gas station or something and fill up our water bottles. We have to monitor our electricity and so we're thinking about electricity. We have to dispose of all of our trash. We don't have we're not at campgrounds. There's no like dumpsters to you know put our trash in and so this has been first of all you know learning what things we can live with what things we can live without and what things we can be self-sustaining like our electricity our water feeding ourselves finding our way around the world. We have to monitor our electricity and so we're thinking about electricity we have to dispose of all of our trash we don't have we're not at campgrounds. There's no like dumpsters to you know put our trash in and so this has been first of all you know learning what things we can live with what things we can live without and what things we can be self-sustaining in like our electricity our water.
[00:13:46.520 --> 00:14:14.920]   in
[00:14:16.520 --> 00:14:46.520]   Корi Manning:
[00:14:46.520 --> 00:14:46.520]   and realizing they don't need all of these things in order to live the life that they were promised when they took out that big loan to go to school and spend all of that time acquiring things. And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:14:46.520 --> 00:14:46.520]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:14:46.520 --> 00:14:46.520]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:14:46.520 --> 00:14:46.520]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:14:46.560 --> 00:15:16.540]  ,
[00:15:16.540 --> 00:15:16.540]   and the technology and the price have come to a place where a lot of people can do it.
[00:15:16.540 --> 00:15:16.540]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:15:16.540 --> 00:15:16.540]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:15:16.540 --> 00:15:16.540]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:15:16.540 --> 00:15:16.540]   And we're at the nexus right now where people are realizing that and the technology and the price have come to a place where a lot of people can do it.
[00:15:16.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.560 --> 00:15:46.560]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:15:46.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.580 --> 00:16:16.580]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:16.620 --> 00:16:46.600]  ,
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.600 --> 00:16:46.600]   We're at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:16:46.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:16.620]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:16.620 --> 00:17:46.640]  ,
[00:17:46.640 --> 00:17:46.640]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:46.640 --> 00:17:46.640]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:46.640 --> 00:17:46.640]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:46.640 --> 00:17:46.640]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:17:46.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.660 --> 00:18:16.660]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:16.700 --> 00:18:46.680]  ,
[00:18:46.680 --> 00:18:46.680]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:46.680 --> 00:18:46.680]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:46.680 --> 00:18:46.680]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:46.680 --> 00:18:46.680]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:46.680 --> 00:18:46.680]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:18:46.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:16.700]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:16.700 --> 00:19:46.720]  ,
[00:19:46.720 --> 00:19:46.720]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:46.720 --> 00:19:46.720]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:46.720 --> 00:19:46.720]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:46.720 --> 00:19:46.720]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:46.720 --> 00:19:46.720]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:19:46.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:16.740]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:16.740 --> 00:20:46.760]  ,
[00:20:46.760 --> 00:20:46.760]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:46.760 --> 00:20:46.760]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:46.760 --> 00:20:46.760]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:46.760 --> 00:20:46.760]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:46.760 --> 00:20:46.760]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:20:46.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.780 --> 00:21:16.780]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:16.820 --> 00:21:46.800]  ,
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.800 --> 00:21:46.800]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:21:46.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:16.820]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:16.820 --> 00:22:46.840]  , I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.840 --> 00:22:46.840]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.840 --> 00:22:46.840]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.840 --> 00:22:46.840]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.840 --> 00:22:46.840]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.840 --> 00:22:46.840]   I'm at the nexus right now where people are realizing that and the price have come to a place where a lot of people can do it.
[00:22:46.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:16.860]   We don't have to be interviewing people if we don't want to.
[00:23:16.860 --> 00:23:46.880]  ,
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.880 --> 00:23:46.880]   I don't think often people think that we're doing a good job.
[00:23:46.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.900 --> 00:24:16.900]   I don't think often people think that we're doing a good job.
[00:24:16.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.920 --> 00:24:46.920]   I don't think often people think that we're doing a good job.
[00:24:46.940 --> 00:25:16.940]  ,
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.940 --> 00:25:16.940]   I don't think often people think that we're doing a good job.
[00:25:16.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.960 --> 00:25:46.960]   I don't think often people think that we're doing a good job.
[00:25:46.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
