
[00:00:00.040 --> 00:00:09.600]  imize
[00:06:15.300 --> 00:06:44.200]   underway. It's a hard time to do. It's a hard time to do. I think the government of the state of the state might wake up someday and decide, you know what? A standard capacity magazine for your firearm that you have plenty of that's very useful to you and sits locked in your state safe. What's built from the factory to take 30 cartridges within it. But we've decided that 30 cartridges is too many and nobody needs 30 cartridges. So we're going to outlaw that 30 cartridge magazine and make you a criminal.
[00:06:44.520 --> 00:06:47.500]   Mickey
[00:06:47.500 --> 00:06:55.540]  �幫 Спасибо
[00:06:55.540 --> 00:06:56.840]   dont side, and,ed, knead,
[00:06:56.840 --> 00:07:12.340]  ,ur, Like, " I'm a equals the or the I'm the eye the 1997学 the rash the care the I is the shape the like the starts the C. We are the M. We're the C. We're the C. We've the C. We've the C. We have the. We're the C. We're the C. We're the G. We,uper the. We. We. We's a, at the. L. I. It, and. It. A, often, .G, ,, ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., , continuity , ., ., ., ., , conduct ., ., couldn de ., Пока Laur Nam, cannot",一個 Kang Al-time .hour made in palavra
[00:07:12.440 --> 00:07:15.340]   You are subject to political risk.
[00:07:15.340 --> 00:07:20.140]   Major problem with guns, but that also can be a major benefit.
[00:07:20.140 --> 00:07:29.100]   If you want to see the value of your investments go up, just hope that the government starts making noise about outlawing your investments.
[00:07:29.100 --> 00:07:30.540]   They go up quickly.
[00:07:30.540 --> 00:07:41.460]   You can sell a gun more in the inner city of a bit, sell a gun for substantially more in the inner city of any major city in the United States of America.
[00:07:41.500 --> 00:07:52.600]   all
[00:07:52.600 --> 00:08:08.540]  uer as cả exists de as Sh . . . . ., an, in, three, as, on, as, body, School,,,,,,,,,,,,,,,,,, and wonte moinsemet значчес Trung aboutред woneter I'm unacağım 100 raids let part of separation wouldn Bowl in 95 led ؘ inside hurt a извест the
[00:08:08.540 --> 00:08:11.300]   쓰는 12:
[00:09:41.620 --> 00:09:41.620]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:10:41.700 --> 00:10:41.700]   It's a very valuable case to be made for guns.
[00:11:11.740 --> 00:11:11.740]  ертв. It's a very valuable case to be made for guns.
[00:11:11.740 --> 00:11:11.740]   It's a very valuable case to be made for guns.
[00:11:11.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.780 --> 00:11:41.780]   It's a very valuable case to be made for guns.
[00:11:41.800 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:11.820 --> 00:12:11.820]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]  ертвed guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns.
[00:12:41.860 --> 00:12:41.860]   It's a very valuable case to be made for guns. It's a very valuable case to be made for guns.
[00:12:41.900 --> 00:12:53.640]  ?, at as
[00:12:53.640 --> 00:13:11.540]   rend a discuss the, the,,,,,, teeth « Huntним young compensate a 퍼 Anton We因為�G --G-- Prim country-- existed . 피� " eyes the count the clearly the th in the continue the from the give the like the only the tret the you is the th advise theат therió the cin the trust theught theourd theiting the Katst the부 thegment the cafbia Que B@T.L.I. And theren.C.C.Be. yelled the.D. pública provides the, that.G.
[00:13:11.560 --> 00:13:16.620]   to go to another place to try to earn money, but he wasn't able to take his entire family with him.
[00:13:16.620 --> 00:13:32.700]   But one of the things that was valuable for him was he bought the safety of his family as he was leaving with an old handgun that he had, which the local rebel leader wanted.
[00:13:32.700 --> 00:13:41.220]   And so he was able to trade and barter his handgun for the protection and the safety of his family in exchange for
[00:13:41.260 --> 00:14:10.900]   a life sentence.
[00:14:10.900 --> 00:14:10.900]   The local rebel leaders guarantee that no, he wouldn't actually come after him and he wouldn't kill and persecute his family.
[00:14:10.900 --> 00:14:10.900]   So that's a scenario that's impossible to predict.
[00:14:10.900 --> 00:14:10.900]   Specifically, it's easy to predict if you just look around the world. You see this happen every day all day all around the world, but it's hard to predict specifically that that would happen to you. But the point was they were in an economy very heavily gun-controlled economy and lots of laws and whatnot in the Philippines.
[00:14:10.900 --> 00:14:10.900]   But the point was they were in an economy very heavily gun-controlled economy and lots of laws and whatnot in the Philippines.
[00:14:10.900 --> 00:14:10.900]   But the point was they were in an economy very heavily gun-controlled economy and lots of laws and whatnot in the Philippines.
[00:14:10.900 --> 00:14:10.900]   But the point was they were in an economy very heavily gun-controlled economy and lots of laws and whatnot in the Philippines.
[00:14:10.920 --> 00:14:17.060]   But they were in an economy where the money had less value than the tools.
[00:14:17.060 --> 00:14:20.140]   So just one story and I'll share more stories in today's show.
[00:14:20.140 --> 00:14:22.180]   Let's talk about what are the purposes for guns.
[00:14:22.180 --> 00:14:28.220]   I see three basic purposes: self-defense, offensive uses and personal enjoyment.
[00:14:28.220 --> 00:14:38.740]   In terms of self-defense, the first one, which will be either important or unimportant, depending on where you are, is self-defense against animals, against non-human animals.
[00:14:38.740 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:14:40.580]   This is something that many people who live in the Philippines are not aware of.
[00:14:40.580 --> 00:15:10.260]   environment don't think about.
[00:15:10.260 --> 00:15:10.260]   It's just not a part of their daily life.
[00:15:10.260 --> 00:15:10.260]   The only thing they know of in terms of animal danger is the neighbor's dog that comes out and barks with them from the front yard on their morning run.
[00:15:10.260 --> 00:15:10.260]   This is something that many in the rural environment certainly think about frequently.
[00:15:10.260 --> 00:15:10.260]   There are many people throughout the United States and throughout the world who would never venture away from their house, property or vehicle without a significantly sized handset.
[00:15:10.260 --> 00:15:10.260]   There are many people who live in the United States and throughout the world who would never venture away from their house, property or vehicle without a significantly sized handset.
[00:15:10.260 --> 00:15:10.260]  .
[00:15:10.640 --> 00:15:20.380]   Nintendo
[00:15:20.380 --> 00:15:21.040]  ,
[00:15:21.040 --> 00:15:39.320]   de,�, educate on the person who is a test. And, understand, class, beetje, gan,
[00:15:40.340 --> 00:15:47.880]   at
[00:15:47.880 --> 00:16:07.260]   cord. I that for
[00:16:08.960 --> 00:16:36.920]   the threat. I've never been threatened by a local gang warlord. Who wants to say, well, gosh, I'm going to come and get you because I'm messing with his business. I'm not involved in that. And I hope that you're not involved in that either. I want to steer clear of anything like that. And just simply eliminate the risk. If you're under threat by your criminal competitors, the best way to minimize a threat is stop being their criminal competitors.
[00:16:36.920 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:16:37.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:16:37.580 --> 00:17:06.520]  , stop being their criminal competitors.
[00:17:06.520 --> 00:17:06.580]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:06.580 --> 00:17:06.680]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:06.680 --> 00:17:06.740]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:06.740 --> 00:17:06.780]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:06.780 --> 00:17:07.020]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:07.020 --> 00:17:07.020]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:07.020 --> 00:17:07.060]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:07.060 --> 00:17:07.060]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:07.060 --> 00:17:07.060]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:07.060 --> 00:17:07.220]   the best way to minimize a threat is to minimize a threat is to stop being their criminal competitors.
[00:17:36.700 --> 00:17:36.700]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:36.700 --> 00:17:36.860]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:36.860 --> 00:17:36.900]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:36.900 --> 00:17:36.940]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:36.940 --> 00:17:36.980]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:36.980 --> 00:17:37.020]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.020 --> 00:17:37.060]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.060 --> 00:17:37.100]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.100 --> 00:17:37.220]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.220 --> 00:17:37.240]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.240 --> 00:17:37.240]   The best way to minimize a threat is to stop being their criminal competitors.
[00:17:37.240 --> 00:17:37.240]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:05.360 --> 00:18:07.260]  ,
[00:18:07.260 --> 00:18:07.260]  ,
[00:18:07.260 --> 00:18:37.280]  obedience,
[00:18:37.280 --> 00:18:37.280]   the best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   The best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.280 --> 00:18:37.280]   and the best way to minimize a threat is to stop being their criminal competitors.
[00:18:37.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.300 --> 00:19:07.300]   The best way to minimize a threat is to stop being their criminal competitors. The best way to minimize a threat is to stop being their criminal competitors.
[00:19:07.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:19:37.320]   The best way to minimize a threat is to stop being their criminal competitors.
[00:19:37.320 --> 00:20:07.340]  ,
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.340 --> 00:20:07.340]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:07.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.360 --> 00:20:37.360]   The best way to minimize a threat is to stop being their criminal competitors.
[00:20:37.400 --> 00:21:07.380]   the best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.380 --> 00:21:07.380]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:07.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:21:37.400]   The best way to minimize a threat is to stop being their criminal competitors.
[00:21:37.400 --> 00:22:07.420]  ,
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.420 --> 00:22:07.420]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:07.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.440 --> 00:22:37.440]   and the people so that the government doesn't go to war because you may have to go someday and
[00:22:37.480 --> 00:23:07.460]  ,
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.460 --> 00:23:07.460]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:07.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.480 --> 00:23:37.480]   and the people so that the government doesn't go to war because you may have to go someday and
[00:23:37.520 --> 00:24:07.500]  ,
[00:24:07.500 --> 00:24:07.500]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:07.500 --> 00:24:07.500]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:07.500 --> 00:24:07.500]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:07.500 --> 00:24:07.500]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:07.500 --> 00:24:07.500]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:07.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
