
[00:00:00.000 --> 00:00:05.840]   Welcome back everyone.
[00:05:53.340 --> 00:05:56.700]   diverse representations as part of its training.
[00:05:56.700 --> 00:05:59.700]   The next step is layer normalization,
[00:05:59.700 --> 00:06:02.440]   and this is simply going to help us with scaling the values.
[00:06:02.440 --> 00:06:04.300]   We're going to adjust them so that we have
[00:06:04.300 --> 00:06:06.900]   zero mean and a nice normal distribution
[00:06:06.900 --> 00:06:08.740]   falling off of that zero mean,
[00:06:08.740 --> 00:06:10.640]   and that's just a happy place
[00:06:10.640 --> 00:06:13.700]   for machine learning models in general.
[00:06:13.700 --> 00:06:17.260]   The next step is really crucially important.
[00:06:17.260 --> 00:06:20.820]   These are the feedforward components in the transformer.
[00:06:20.820 --> 00:06:24.220]   I have depicted them as a single representation in blue,
[00:06:24.220 --> 00:06:26.620]   but it's really important to see that this is actually
[00:06:26.620 --> 00:06:29.480]   hiding two feedforward layers.
[00:06:29.480 --> 00:06:32.920]   We take CA norm in purple here as the input,
[00:06:32.920 --> 00:06:36.980]   and we feed that through a dense layer with parameters W1 and
[00:06:36.980 --> 00:06:41.100]   B1 and we apply a ReLU activation to that.
[00:06:41.100 --> 00:06:44.180]   That is fed into a second dense layer with
[00:06:44.180 --> 00:06:47.280]   parameters W2 and bias term B2,
[00:06:47.280 --> 00:06:49.860]   and that gives us CFF.
[00:06:49.860 --> 00:06:53.300]   This is important because many of the parameters for
[00:06:53.300 --> 00:06:55.020]   the transformer are actually hidden
[00:06:55.020 --> 00:06:57.260]   away in these feedforward layers.
[00:06:57.260 --> 00:07:00.340]   In fact, this is the one place where we could
[00:07:00.340 --> 00:07:03.280]   depart from this dimensionality decay
[00:07:03.280 --> 00:07:08.760]   because CA norm here has dimensionality decay by design.
[00:07:08.760 --> 00:07:10.920]   But since we have two feedforward layers,
[00:07:10.920 --> 00:07:13.660]   we have the opportunity to expand out to
[00:07:13.660 --> 00:07:16.620]   some larger dimensionality if we want as long
[00:07:16.620 --> 00:07:20.360]   as the output of that goes back down to decay.
[00:07:20.360 --> 00:07:22.520]   As we'll see for some of these very large
[00:07:22.520 --> 00:07:24.820]   deployed transformer architectures,
[00:07:24.820 --> 00:07:27.420]   people have seized this opportunity to have
[00:07:27.420 --> 00:07:31.620]   really wide internal layers in this feedforward step.
[00:07:31.620 --> 00:07:33.840]   Then of course, you have to collapse back down,
[00:07:33.840 --> 00:07:36.100]   and that might be giving these models a lot
[00:07:36.100 --> 00:07:38.640]   of their representational power.
[00:07:38.640 --> 00:07:42.620]   But we collapse back down to decay for CFF here.
[00:07:42.620 --> 00:07:48.300]   Then we have another addition of CA norm with CFF,
[00:07:48.300 --> 00:07:50.500]   to get CFF layer here in yellow,
[00:07:50.500 --> 00:07:52.620]   and we have dropout applied to CFF,
[00:07:52.620 --> 00:07:54.660]   that's that regularization step.
[00:07:54.660 --> 00:07:57.660]   Then finally, we have a layer normalization step,
[00:07:57.660 --> 00:07:58.900]   just as we had down here,
[00:07:58.900 --> 00:08:01.000]   which will help us with rescaling
[00:08:01.000 --> 00:08:03.120]   the values that we've produced thus far,
[00:08:03.120 --> 00:08:06.780]   and therefore help the model learn more effectively.
[00:08:06.780 --> 00:08:10.780]   That is the essence of the transformer architecture.
[00:08:10.780 --> 00:08:13.140]   There are few more details to add on,
[00:08:13.140 --> 00:08:14.460]   but I feel like this gives you
[00:08:14.460 --> 00:08:16.380]   a good conceptual understanding.
[00:08:16.380 --> 00:08:19.660]   We began with position-sensitive versions
[00:08:19.660 --> 00:08:21.820]   of static word embeddings.
[00:08:21.820 --> 00:08:24.780]   We had these attention layers down here,
[00:08:24.780 --> 00:08:27.880]   and then we have the feedforward layers up here.
[00:08:27.880 --> 00:08:30.620]   In between, we have some regularization
[00:08:30.620 --> 00:08:32.600]   and some normalization of the values,
[00:08:32.600 --> 00:08:35.840]   but the essence of it is position sensitivity,
[00:08:35.840 --> 00:08:37.900]   attention, feedforward.
[00:08:37.900 --> 00:08:41.060]   We are going to stack these blocks on top of each other,
[00:08:41.060 --> 00:08:42.100]   and that's going to lead to
[00:08:42.100 --> 00:08:43.740]   lots more representational power,
[00:08:43.740 --> 00:08:47.420]   but all the blocks will follow that same rhythm.
[00:08:47.420 --> 00:08:50.420]   Since attention is so important for these models,
[00:08:50.420 --> 00:08:52.020]   I thought I would linger a little bit
[00:08:52.020 --> 00:08:54.740]   over the attention calculation.
[00:08:54.740 --> 00:08:57.520]   What I've shown you so far is the calculation
[00:08:57.520 --> 00:08:59.500]   that I've given at the top of the slide here,
[00:08:59.500 --> 00:09:02.040]   which shows piecewise how all of these dot products
[00:09:02.040 --> 00:09:05.020]   come together and get rescaled and added in
[00:09:05.020 --> 00:09:07.940]   to form C-attention in this case.
[00:09:07.940 --> 00:09:09.860]   In the attention is all you need paper,
[00:09:09.860 --> 00:09:11.980]   and in a lot of the subsequent literature,
[00:09:11.980 --> 00:09:16.040]   that calculation is presented in this matrix format here.
[00:09:16.040 --> 00:09:18.720]   And if you're like me, you might not immediately see
[00:09:18.720 --> 00:09:22.460]   how these two calculations correspond to each other.
[00:09:22.460 --> 00:09:25.660]   And so what I've done is just offer you some simple code
[00:09:25.660 --> 00:09:28.620]   that you could get hands-on with to convince yourself
[00:09:28.620 --> 00:09:31.220]   that those two calculations are the same.
[00:09:31.220 --> 00:09:34.180]   And that might help you bootstrap an understanding
[00:09:34.180 --> 00:09:36.100]   of what you typically see in the literature,
[00:09:36.100 --> 00:09:38.900]   and then you can go forth with that more efficient
[00:09:38.900 --> 00:09:40.980]   matrix version of the calculation,
[00:09:40.980 --> 00:09:44.040]   secure in the knowledge that it corresponds
[00:09:44.040 --> 00:09:45.680]   to the more piecewise thing
[00:09:45.680 --> 00:09:47.440]   that I've been depicting thus far.
[00:09:48.440 --> 00:09:52.540]   The other major piece that I have so far not introduced
[00:09:52.540 --> 00:09:54.140]   is multi-headed attention.
[00:09:54.140 --> 00:09:56.060]   So far, I have showed you
[00:09:56.060 --> 00:09:58.960]   effectively single-headed attention.
[00:09:58.960 --> 00:10:01.540]   So let's dive into what it means to be multi-headed.
[00:10:01.540 --> 00:10:05.180]   I'm gonna show you a worked example with three heads.
[00:10:05.180 --> 00:10:06.900]   The idea is actually very simple,
[00:10:06.900 --> 00:10:08.980]   but there are a lot of moving pieces.
[00:10:08.980 --> 00:10:12.260]   So let's try to do this by way of a simple example.
[00:10:12.260 --> 00:10:14.740]   I've got our usual sequence at the bottom here,
[00:10:14.740 --> 00:10:17.220]   the rock rules, and I've got our usual
[00:10:17.220 --> 00:10:21.100]   three contextual representations given in green.
[00:10:21.100 --> 00:10:25.080]   We are gonna do three parallel calculations
[00:10:25.080 --> 00:10:27.080]   corresponding to our three heads.
[00:10:27.080 --> 00:10:28.860]   Here's the first head.
[00:10:28.860 --> 00:10:32.000]   We do our same dot products as before,
[00:10:32.000 --> 00:10:34.400]   and it is effectively the same calculation
[00:10:34.400 --> 00:10:36.940]   that leads to them with the small twist
[00:10:36.940 --> 00:10:39.800]   that we have introduced a bunch of new parameters
[00:10:39.800 --> 00:10:41.040]   into the calculation.
[00:10:41.040 --> 00:10:45.400]   Those are WQ1 for queries,
[00:10:45.400 --> 00:10:47.840]   WK1 for keys,
[00:10:47.840 --> 00:10:49.960]   and WV1 for values.
[00:10:49.960 --> 00:10:52.160]   Those are depicted in orange in this calculation,
[00:10:52.160 --> 00:10:55.120]   and I put them in orange to try to make it easy to see
[00:10:55.120 --> 00:10:58.280]   that if we simply remove all of those learned parameters,
[00:10:58.280 --> 00:11:01.280]   we get back to the dot product calculation
[00:11:01.280 --> 00:11:02.980]   that I was showing you before.
[00:11:02.980 --> 00:11:05.600]   We've introduced these new matrices
[00:11:05.600 --> 00:11:08.080]   to provide more representational power
[00:11:08.080 --> 00:11:10.200]   inside this attention block.
[00:11:11.080 --> 00:11:12.900]   And the subscripts one indicate
[00:11:12.900 --> 00:11:14.280]   that we are dealing with parameters
[00:11:14.280 --> 00:11:16.100]   for the first attention head.
[00:11:16.100 --> 00:11:20.400]   We do the same thing for our second attention head,
[00:11:20.400 --> 00:11:21.740]   all of those dot products,
[00:11:21.740 --> 00:11:24.840]   but now augmented with those new learned parameters.
[00:11:24.840 --> 00:11:27.760]   Same thing, queries, keys, and values,
[00:11:27.760 --> 00:11:31.680]   but now two for the second attention head.
[00:11:31.680 --> 00:11:33.600]   And we repeat exactly the same thing
[00:11:33.600 --> 00:11:35.400]   for the third attention head,
[00:11:35.400 --> 00:11:39.680]   again with parameters corresponding to that third head.
[00:11:39.680 --> 00:11:41.320]   And then to actually get back
[00:11:41.320 --> 00:11:42.920]   to the attention representations
[00:11:42.920 --> 00:11:44.560]   that I was showing you before,
[00:11:44.560 --> 00:11:46.760]   we kind of reassemble the pieces.
[00:11:46.760 --> 00:11:50.640]   So here is the attention representation for A,
[00:11:50.640 --> 00:11:53.900]   here it is for B, and here it is for C.
[00:11:53.900 --> 00:11:55.820]   We've pieced together from all the things
[00:11:55.820 --> 00:11:57.240]   that we did down here,
[00:11:57.240 --> 00:11:59.840]   these three separate representations.
[00:11:59.840 --> 00:12:02.400]   And those are what was depicted in orange
[00:12:02.400 --> 00:12:03.800]   on the previous slides.
[00:12:03.800 --> 00:12:06.120]   But now you can see that implicitly
[00:12:06.120 --> 00:12:09.740]   that was probably a multi-headed attention process.
[00:12:09.740 --> 00:12:13.680]   So now I think we can summarize.
[00:12:13.680 --> 00:12:16.720]   Maybe the one big idea that's worth repeating
[00:12:16.720 --> 00:12:19.440]   is that we typically stack transformer blocks
[00:12:19.440 --> 00:12:20.640]   on top of each other.
[00:12:20.640 --> 00:12:22.340]   So this is the first block,
[00:12:22.340 --> 00:12:25.040]   I've got C input coming in and C out here,
[00:12:25.040 --> 00:12:29.600]   but C out could be the basis for a second transformer block
[00:12:29.600 --> 00:12:30.920]   where those were the inputs.
[00:12:30.920 --> 00:12:33.200]   And then of course we could repeat that process.
[00:12:33.200 --> 00:12:36.720]   And that is very typical to have 12, 24,
[00:12:36.720 --> 00:12:39.220]   maybe even hundreds of transformer blocks
[00:12:39.220 --> 00:12:41.640]   stacked on top of each other.
[00:12:41.640 --> 00:12:43.880]   And the other thing that's worth reminding yourself of
[00:12:43.880 --> 00:12:47.020]   is that these representations in orange here
[00:12:47.020 --> 00:12:49.920]   are probably not single-headed attention representations,
[00:12:49.920 --> 00:12:52.000]   but rather multi-headed ones
[00:12:52.000 --> 00:12:55.360]   where we piece together a bunch of component pieces
[00:12:55.360 --> 00:13:00.040]   that themselves correspond to a lot of learned parameters.
[00:13:00.040 --> 00:13:01.240]   And that is again,
[00:13:01.240 --> 00:13:04.400]   why this attention layer is so much a part
[00:13:04.400 --> 00:13:06.060]   of the transformer architecture.
[00:13:06.060 --> 00:13:08.760]   In addition to the fact that that's the one place
[00:13:08.760 --> 00:13:11.320]   where all of these columns of representations
[00:13:11.320 --> 00:13:12.800]   interact with each other.
[00:13:12.800 --> 00:13:15.080]   So that probably further emphasizes
[00:13:15.080 --> 00:13:17.080]   why the attention layer is so important
[00:13:17.080 --> 00:13:19.440]   and why it's good to have lots of heads in there
[00:13:19.440 --> 00:13:20.820]   offering lots of diversity
[00:13:20.820 --> 00:13:23.680]   for this crucial interactional layer
[00:13:23.680 --> 00:13:26.760]   across the different parts of the sequence.
[00:13:29.260 --> 00:13:31.420]   So that is the essence of it.
[00:13:31.420 --> 00:13:34.160]   And I hope that you are now in a position
[00:13:34.160 --> 00:13:38.500]   to better understand the famous transformer diagram
[00:13:38.500 --> 00:13:41.380]   that appears in the attention is all you need paper.
[00:13:41.380 --> 00:13:43.780]   I will confess to you that I myself on first reading
[00:13:43.780 --> 00:13:45.780]   did not understand this diagram,
[00:13:45.780 --> 00:13:48.820]   but now I feel that I do understand it.
[00:13:48.820 --> 00:13:50.620]   Reminder that in that paper,
[00:13:50.620 --> 00:13:53.460]   they are dealing mainly with sequence to sequence problems
[00:13:53.460 --> 00:13:56.980]   so that they have an encoder and a decoder.
[00:13:56.980 --> 00:13:59.820]   And so now we can see that on the encoder side here,
[00:13:59.820 --> 00:14:04.340]   what they've depicted is repeated for every step
[00:14:04.340 --> 00:14:05.540]   in that encoder thing.
[00:14:05.540 --> 00:14:08.740]   So every step in the sequence that we're processing.
[00:14:08.740 --> 00:14:10.540]   And once you see that, you can see, okay,
[00:14:10.540 --> 00:14:11.620]   they've used the same,
[00:14:11.620 --> 00:14:13.220]   I use the same colors that they did.
[00:14:13.220 --> 00:14:15.780]   So red for the embeddings,
[00:14:15.780 --> 00:14:17.540]   we have multi-headed attention,
[00:14:17.540 --> 00:14:20.220]   additive and layer norm steps.
[00:14:20.220 --> 00:14:22.260]   Then we have the feed forward part,
[00:14:22.260 --> 00:14:25.180]   more normalization and kind of adding together
[00:14:25.180 --> 00:14:27.020]   of different representations.
[00:14:27.020 --> 00:14:30.060]   That's that same rhythm that I pointed out before.
[00:14:30.060 --> 00:14:31.820]   That's on the encoder side.
[00:14:31.820 --> 00:14:34.620]   On the decoder side, things get a little more complicated.
[00:14:34.620 --> 00:14:36.900]   We're gonna return to some of these details,
[00:14:36.900 --> 00:14:38.940]   but the important thing is that now we need to do
[00:14:38.940 --> 00:14:42.180]   masked attention because as we think about decoding,
[00:14:42.180 --> 00:14:44.860]   we need to be sure that our attention layer
[00:14:44.860 --> 00:14:46.460]   doesn't look into the future.
[00:14:46.460 --> 00:14:48.740]   We need to mask out future states
[00:14:48.740 --> 00:14:52.300]   and look only into the past when we do those dot products.
[00:14:52.300 --> 00:14:53.740]   So that's the masking down here,
[00:14:53.740 --> 00:14:57.100]   but otherwise the decoder has the same exact structure
[00:14:57.100 --> 00:14:58.780]   as the encoder.
[00:14:58.780 --> 00:15:00.900]   They do have additional parameters on top here
[00:15:00.900 --> 00:15:03.300]   corresponding to output probabilities.
[00:15:03.300 --> 00:15:05.540]   If we're doing something like machine translation
[00:15:05.540 --> 00:15:06.540]   or language modeling,
[00:15:06.540 --> 00:15:10.700]   we'll have those heads on every single state in the decoder.
[00:15:10.700 --> 00:15:12.900]   But if we're doing something like classification,
[00:15:12.900 --> 00:15:15.860]   we might have those task specific parameters
[00:15:15.860 --> 00:15:19.260]   only on one of the output states, maybe the final one.
[00:15:19.260 --> 00:15:21.460]   But other than that,
[00:15:21.460 --> 00:15:24.340]   you can see the same pieces that I've discussed before
[00:15:24.340 --> 00:15:27.740]   just presented in this encoder decoder phase.
[00:15:27.740 --> 00:15:31.540]   So I hope that helps a little bit with the famous diagram.
[00:15:31.540 --> 00:15:34.060]   The final thing I wanted to say under this heading
[00:15:34.060 --> 00:15:36.460]   is just that you can get an even deeper feel
[00:15:36.460 --> 00:15:39.220]   for how these models work by downloading them
[00:15:39.220 --> 00:15:40.820]   and using hugging face code
[00:15:40.820 --> 00:15:43.100]   to kind of inspect their structure.
[00:15:43.100 --> 00:15:46.300]   I've done that on this slide with BERT base,
[00:15:46.300 --> 00:15:47.700]   and this is really illuminating.
[00:15:47.700 --> 00:15:50.180]   You see a lot of the pieces that we've already discussed.
[00:15:50.180 --> 00:15:52.020]   This is the BERT model.
[00:15:52.020 --> 00:15:55.060]   It's got an embedding layer, which has word embeddings.
[00:15:55.060 --> 00:15:57.540]   And you can see that there are about 30,000 items
[00:15:57.540 --> 00:16:01.180]   in the embedding space, each one dimensionality 768.
[00:16:01.180 --> 00:16:04.580]   That's DK that I emphasize so much.
[00:16:04.580 --> 00:16:08.100]   The positional embeddings, we have 512 positional embeddings.
[00:16:08.100 --> 00:16:10.660]   So that will be our maximum sequence length.
[00:16:10.660 --> 00:16:12.100]   And those by definition
[00:16:12.100 --> 00:16:15.460]   have to have dimensionality 768 as well.
[00:16:15.460 --> 00:16:17.500]   We'll return to these token type embeddings
[00:16:17.500 --> 00:16:20.340]   when we talk about BERT in particular,
[00:16:20.340 --> 00:16:23.140]   but that's kind of like a positional embedding.
[00:16:23.140 --> 00:16:24.740]   Then we have layer norm and dropout.
[00:16:24.740 --> 00:16:27.460]   So that's kind of regularization of these values.
[00:16:27.460 --> 00:16:29.420]   And then we have the layers.
[00:16:29.420 --> 00:16:31.860]   And what you can see on this slide is just the first layer.
[00:16:31.860 --> 00:16:36.060]   It's the same structure repeated for all subsequent layers.
[00:16:36.060 --> 00:16:37.660]   Down here, we have the attention layer.
[00:16:37.660 --> 00:16:41.740]   You see 768 all over the place because that's DK.
[00:16:41.740 --> 00:16:43.580]   And the model pretty much defines for us
[00:16:43.580 --> 00:16:46.660]   that we need to have that same dimensionality everywhere.
[00:16:46.660 --> 00:16:48.620]   The one exception is that when we get down
[00:16:48.620 --> 00:16:50.660]   into the feed forward layers,
[00:16:50.660 --> 00:16:54.500]   we go from 768 out to 3072.
[00:16:54.500 --> 00:16:56.460]   That's that intermediate part.
[00:16:56.460 --> 00:17:00.900]   But then we have to go from 3072 back to 768 for the output
[00:17:00.900 --> 00:17:03.940]   so that we can stack these components on top of each other.
[00:17:03.940 --> 00:17:06.100]   But you can see that opportunity there
[00:17:06.100 --> 00:17:07.900]   to add a lot more parameters
[00:17:07.900 --> 00:17:11.980]   and therefore a lot more representational power.
[00:17:11.980 --> 00:17:14.820]   And as I said, this would continue for all the layers.
[00:17:14.820 --> 00:17:17.860]   And that's pretty much a summary of the architecture.
[00:17:17.860 --> 00:17:20.020]   And you can do this for lots of different models
[00:17:20.020 --> 00:17:20.860]   with Hugging Face.
[00:17:20.860 --> 00:17:23.420]   You can check out GPT and BERT and Roberta
[00:17:23.420 --> 00:17:25.260]   and all the other models we talk about.
[00:17:25.260 --> 00:17:28.180]   They'll differ subtly in their kind of graphs,
[00:17:28.180 --> 00:17:31.220]   but I expect that you'll see a lot of the core pieces
[00:17:31.220 --> 00:17:35.020]   repeated in various flavors as you look at those models.
[00:17:35.300 --> 00:17:37.900]   (upbeat music)
[00:17:37.900 --> 00:17:39.960]   you

